project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Nile Ranch,TABS2026003182,Nile Ranch,"6202 FM 2164, Sanger, TX 76266",Denton,1/1/2026,10/31/2027,"$650,000",New Construction,"This project is privately funded, on private land for private use.",Event center ,"14,117 ft 2",Giriraj Bhetwal,"831 Caublestone Hill Drive, Argyle, Texas 76226",(940) 300-1445,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003182,,,,
Oakbend Spec Office - Bldg 2,TABS2026003172,Oakbend Office / Warehouse,"440 Oakbend Drive, Lewisville, TX 75067",Denton,12/10/2025,3/10/2026,"$417,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish out for Oakbend Spec Office - Bldg 2,"2,655 ft 2","CH Realty X-GAPI DFW Oakbend, LP","3819 Maple Avenue, Dallas, Texas 75225",(214) 661-8000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003172,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,
Oakbend Spec Office - Bldg 1,TABS2026003170,Oakbend Office / Warehouse,"420 Oakbend Drive, Lewisville, TX 75067",Denton,12/10/2025,3/10/2026,"$485,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish-out for Oakbend Spec Office Bldg 1,"3,132 ft 2","CH Realty X-GAPI DFW Oakbend, LP","3819 Maple Avenue, Dallas, Texas 75225",(214) 661-8000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003170,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,
LISD Year 2 Flooring,TABS2026003143,Peters Colony Elementary School,"5101 Nash Drive, The Colony, TX 75056",Denton,6/1/2026,8/31/2026,"$50,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Flooring,"6,555 ft 2",Lewisville Independent School District,"1565 A W. Main Street, Lewisville, Texas 75067",(469) 948-7832,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003143,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2572,
LISD Year 2 Flooring,TABS2026003141,Lewisville High School,"1098 W Main Street, Lewisville, TX 75067",Denton,6/1/2026,8/31/2026,"$50,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Flooring,"2,937 ft 2",Lewisville Independent School District,"1565 A W. Main Street, Lewisville, Texas 75067",(469) 948-7832,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003141,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2572,
LISD Year 2 Flooring,TABS2026003136,Hebron 9th Grade High School,"4211 Plano Pkwy, Carrollton, TX 75010",Denton,6/1/2025,8/31/2026,"$50,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Flooring,"4,431 ft 2",Lewisville Independent School District,"1565 A W. Main Street, Lewisville, Texas 75067",(469) 948-7832,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003136,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2572,
Roanoke Main Street Parking Garage,TABS2026003135,Roanoke Main Street Parking Garage,"102 South US 377, Roanoke, TX 76262",Denton,12/9/2025,12/9/2026,"$23,500,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New construction of a 5 story (150,00 sf) open-air parking garage","150,000 ft 2",City of Roanoke,"500 S Oak Street, Roanoke, Texas 76262",(817) 491-2411,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003135,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 543-9390,
LISD Year 2 Flooring,TABS2026003134,Assessment/Textbook,"900 South Mill St, Lewisville, TX 75057",Denton,6/1/2025,8/31/2026,"$50,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Flooring ,"4,431 ft 2",Lewisville Independent School District,"1565 A W. Main Street, Lewisville, Texas 75067",(469) 948-7832,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003134,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2572,
Spec Suite #120,TABS2026003128,Denton Regional Medical Center,"3537 S. I-35E Suite #120, Denton, TX 76210",Denton,10/17/2025,11/28/2025,"$360,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Dividing one suite into two smaller suites and extending the building common corridor between them in an existing medical office building. And altering the interior layout in one of the divided suites.,"2,392 ft 2",Columbia Medical Cent of Denton,"PO Box 80610, Indianapolis, Indiana 46280",(940) 384-3202,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003128,Lincoln Property Company,"8140 Suite #700 / Mailbox #8, Dallas, Texas 75231",(214) 461-2305,
Falcon Towne Center,TABS2026003125,Falcon Towne Center,"NE Corner FM 2181 & Parkridge Dr., Corinth, TX 76210",Denton,12/1/2025,6/1/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.",new construction cold dark shell building,"5,962 ft 2","TCG Corinth Investors, LLC","12720 Hillcrest Rd. Ste 650, Dallas, Texas 75230",(214) 343-4477,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003125,"GSO Architects, Inc.","5310 Harvest Hill Rd. Suite 226, LB. 156, Dallas, Texas 75230",(972) 385-9651,
