project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
LISD-HHS bb/sb field 20-yr Refresh ph 2,TABS2025013091,Hebron HS Baseball/Softball Field,"4207 Plano Pkwy, Carrollton, TX 75010",Denton,5/1/2025,10/31/2025,"$1,075,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","This project involves a 20-year refresh of the baseball and softball field concession building, dugout, storage building, press box, bleachers, and related site work. The scope does not include any changes to the building area itself.","5,854 ft 2",Lewisville ISD - Tania Caudill,"1565 W. Main Street, Lewisville, Texas 75067",469-948-7815,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",214.473.2452,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013091,
"Walmart Store 4240-1007 Highland Village, TX",TABS2025013041,Walmart 4240,"3060 Justin Road, Highland Village, TX 75077",Denton,7/15/2025,11/4/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","41,500sf - Replace skids bunker islands, reach-in ice cream cases, frozen food cases, seafood cases, frozen cake cases, bakery & grocery freezer walk-in evaps.  Add RCU, Raise bulkhead.","41,500 ft 2",Walmart US Real Estate,"2608 SE J Street, Bentonville, Arkansas 72712",(479) 273-4000,Benchmark Group,"1805 N 2nd Street, Rogers, Arkansas 72756",(479) 636-5004,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013041,
US Dermatology Partners,TABS2025013034,4921 Long Prairie Road MOB,"4921 Long Prairie Road Suite #110, Flower Mound, TX 75028",Denton,3/24/2025,5/1/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Division of and renovation to an existing suite in an existing medical office building. Tenant will be leasing and occupying only the portion of the suite we are doing construction in.,"2,182 ft 2","DOC-4921 Long Prairie Road MOB, LLC","3000 Meridian Blvd. Suite #200, Franklin, Tennessee 37067",(615) 324-6946,Lincoln Property Company,"8140 Walnut Hill Ln. Suite #700 / Mailbox #8, Dallas, Texas 75231",(214) 461-2305,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013034,
Woof Gang Bakery at Highland Village,TABS2025013003,Woof Gang Bakery,"1001 Shoal Creek Dr. M#140, Highland Village, TX 75077",Denton,3/3/2025,4/15/2025,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant build-out of a retail and dog grooming facility w/adjutsments for accessibility ,"1,837 ft 2","Top Hound, LLC","114 Traveller St., Hickory Creek, Texas 75065",(512) 774-3734,PM Design,"19401 40th Ave. West, Lynnwood, Washington 98036",(425) 405-7174,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025013003,Jose Arimany
TRI-CITIES CHURCH OF CHRIST,TABS2025012988,"JLO OFFICE WAREHOUSE, INC.","1519 NAVO ROAD, SUITE B-8 AND B-9, Aubrey, TX 76227",Denton,3/17/2025,6/20/2025,"$230,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","An interior finish-out renovation of two existing tenant suite into one tenant space renovated into a 4,200 sqft church.","4,200 ft 2","JLO OFFICE WAREHOUSE, INC.","4848 LEMMON AVENUE, SUITE 920, DALLAS, Texas 75219",(972) 215-6353,NuPlan Group,"7178 Yellowstone Drive, Frisco, Texas 75033",(469) 222-8240,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012988,Ashley McCulloch
Construction Plans for Neighborhood 2 & 6 Improvements - Package 3,TABS2025012975,Roadway neighborhood improvements,"Sunset St. the south as far as Denton St., Denton, TX 76201",Denton,1/31/2025,12/31/2025,"$350,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Street, utility, and pedestrian infrastructure reconstruction on various neighborhood streets in Denton.","28,800 ft 2","City of Denton, TX","215 E. McKinney St., Denton, Texas 76201",(940) 349-8909,"Kimley-Horn and Associates, Inc.","100 W Oak Street, Suite 203, Denton, Texas 76201",(940) 536-0177,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012975,
Construction Plans for Neighborhood 1B Improvements,TABS2025012971,Roadway neighborhood improvements,"South of Loop 288 at Stuart Road and Hercules Lane, Denton, TX 76209",Denton,3/1/2025,7/31/2025,"$400,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Street, utility, and pedestrian infrastructure reconstruction on various neighborhood streets in Denton.","25,200 ft 2","City of Denton, TX","215 E. McKinney St., Denton, Texas 76201",(940) 349-8909,"Kimley-Horn and Associates, Inc.","100 W Oak Street, Suite 203, Denton, Texas 76201",(940) 536-0177,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012971,
Available Lease Space,TABS2025012952,3337 Colorado Blvd,"3337 Colorado Blvd #300, Denton, TX 76210",Denton,4/1/2025,8/1/2025,"$293,000",New Construction,"This project is privately funded, on private land for private use.","2,349 sf tenant finish-out for prospective office tenant","2,349 ft 2","Aasti, LP","2701 Sun Meadow Dr, Flower Mound, Texas 75022",(940) 453-2643,Staci Renfro Design,"577 Lake forest Dr., Coppell, Texas 75019",(214) 995-3212,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012952,
Medspa - TFO,TABS2025012950,3337 Colorado Blvd,"3337 Colorado Blvd #200, Denton, TX 76210",Denton,4/1/2025,8/1/2025,"$240,000",New Construction,"This project is privately funded, on private land for private use.","1,955 sf tenant finish-out for prospective med spa","1,955 ft 2","Aasti, LP","2701 Sun Meadow Dr, Flower Mound, Texas 75022",(940) 453-2643,Staci Renfro Design,"577 Lake forest Dr., Coppell, Texas 75019",(214) 995-3212,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012950,
Compass Church Roanoke - classroom renovation,TABS2025012918,Compass Church Roanoke - classroom renovation,"1101 TX-114 ROANOKE, Roanoke, TX 76262",Denton,4/1/2025,7/1/2025,"$380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",APPROX. 3000 SQ. RENOVATION OF THE CHILREN'S CLASSROOM AREA OF A 1-STORY CHURCH CAMPUS ,"3,000 ft 2",HIGHLAND MEADOWS CHRISTIAN CHURCH,"2600 HALL JOHNSON RD, COLLEYVILLE, Texas 76107",817-259-1830,WARD ARCHITECTURE PLLC,"5004 THOMPSON TERRACE, SUITE 107, COLLEYVILLE, Texas 76034",(817) 281-5600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012918,
277-Mountain Movers Expansion,TABS2025012913,Flower Mound DC 6,"2000 Lakeside Pkwy, Flower Mound, TX 75028",Denton,4/1/2025,5/31/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvements within existing finish out,880 ft 2,Prologis,"2021 McKinney Ave, Suite 1050, Dallas, Texas 75201",(972) 884-9238,Meinhardt & Associates,"14643 Dallas Pkwy, suite 636, Dallas, Texas 75254",1-972-934-5406,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012913,
"MCD 377 & SPRING HILL - AUBREY, TX",TABS2025012906,"MCD 377 & SPRING HILL - AUBREY, TX","CORNER OF US 377 & FM 428 (SPRING HILL RD), Aubrey, TX 76227",Denton,4/1/2025,10/31/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonald's,"3,817 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(702) 788-6093,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012906,
Wayback Burgers,TABS2025012845,Victory Shops at Hickory Creek,"SE Corner of Swisher Rd/Teasley Rd & Parkridge Dr, Hickory Creek, TX 76211",Denton,2/10/2025,6/25/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.","Tenant improvement of 1,750 square feet of space consisting of a new hamburger restaurant. To include all MEP modifications. No storefront of structural modifications are part of the scope.","1,750 ft 2","Victory at Hickory Creek, LLC","2911 Turtle Creek Blvd, Ste 700, Dallas, Texas 75219",(214) 901-1514,"Lasky Architect, PA","3330 NE 34th Street, Fort Lauderdale, Florida 33308",(954) 566-5051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012845,Thomas Kincaid
THDN Levels 2&3 Data Closet Renovation,TABS2025012791,Texas Health Presbyterian Hospital Denton,"3000 I35 Frontage Road, Denton, TX 76201",Denton,4/1/2025,10/31/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation work of existing data/low voltage closets on levels 2 and 3 of Main Hospital.,"1,000 ft 2",Ronald Braswell,"3000 I35 Frontage Road, Denton, Texas 76201",(214) 205-6633,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012791,
Phase 14B Street Reconstruction,TABS2025012748,Bogard Dr/Dunn Dr; Larner Street; Kean Circle,"Bogard Drive/Dunn Drive; Lamar Street; Kean Circle, The Colony, TX 75056",Denton,2/15/2025,3/22/2026,"$4,452,376",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","econstruction of roadways, sidewalks with barrier free ramps, driveways, and utilities on three streets. Total SF of sidewalk removal/replacement = 27,622 SF; BFR removal/replacement = 1,970 SF.","27,622 ft 2",City of The Colony,"6800 Main Street, The Colony, Texas 75056",(972) 624-3148,"Cobb, Fendley & Associates, Inc.","2801 Network Blvd, Suite 800, Frisco, Texas 75034",972-499-7449,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012748,
Denton Fire Station #6,TABS2025012660,Fire Station 6,"2301 Hunter's Creek, Denton, TX 76210",Denton,5/20/2025,11/6/2026,"$9,687,431",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New Construction of Building and Site.,"13,231 ft 2",City of Denton,"601 East Hickory Street, Denton, Texas 76051",(940) 349-8200,Martinez Architects,"1701 W. Northwest Hwy, Suite #100, Grapevine, Texas 76051",(281) 800-1023,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012660,
Denton Fire Station #5,TABS2025012657,Fire Station 5,"2230 W. Windsor Dr., Denton, TX 76207",Denton,5/20/2025,7/18/2026,"$10,190,178",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New construction of Fire Station and Site,"14,635 ft 2",City of Denton,"601 East Hickory Street, Denton, Texas 76205",(940) 349-8200,Martinez Architects,"1701 W Northwest Hwy Suite 100, Grapevine, Texas 76051",(281) 800-1023,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012657,
"PHD24033 Frisco, TX",TABS2025012628,Portillo's Hot Dogs,"NWC OF GORDON HEIGHTS & FM-423 FRISCO, TX 75068, Frisco, TX 75068",Denton,5/22/2025,1/15/2026,"$6,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction - Drive thru restaurant ,"6,250 ft 2",Brian Dentry,"7001 Preston Road, dallas, Texas 75205",469.247.5665,"PM Design Group, inc.","1101 Central Expressway South, #100, Allen, Texas 75013",(972) 922-2546,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012628,Drew Barclay
Bendt Tasting Room,TABS2025012613,306 W Main,"306 W Main, Lewisville, TX 75057",Denton,2/24/2025,5/30/2025,"$208,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel of existing building,"1,255 ft 2",Bendt Distilling,"225 S. Charles, Lewisville, Texas 75057",(214) 612-0546,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012613,
Build Replacement C Dock,TABS2025012611,SHM Pier 121,"1481 E. Hillpark Rd, Lewisville, TX 75056",Denton,3/15/2025,6/30/2025,"$2,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Build a floating boat dock with (18) 50' covered slips,"6,524 ft 2","SHM Pier 121, LLC","14785 Preston Rd Suite 975, Dallas, Texas 75254",(469) 569-2245,Shoreside Engineering,"1129 Rustic Valley Dr., Roach, Missouri 65787",573-317-7024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012611,
Valley Ridge - Building 2,TABS2025012605,Valley Ridge,"Valley Ridge Bouevard, Lewisville, TX 75057",Denton,4/1/2025,4/30/2026,"$7,500,000",New Construction,"This project is privately funded, on private land for private use.","construction of one (1) Office/Warehouse building, being fully sprinklered with an ESFR System, having tilt-up concrete exterior walls and steel roof structure, plans and specifications.","100,588 ft 2",Lewisville DEV LP P/S,"P. O. Box 293900 Suite 180, Lewisville, Texas 75057",(770) 652-2273,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012605,
Valley Ridge - Building 1,TABS2025012600,Valley Ridge,"Valley Ridge Bouevard, Lewisville, TX 75057",Denton,4/1/2025,4/30/2026,"$14,500,000",New Construction,"This project is privately funded, on private land for private use.","construction of one (1) Office/Warehouse building, being fully sprinklered with an ESFR System, having tilt-up concrete exterior walls and steel roof structure, plans and specifications.","225,118 ft 2",Lewisville DEV LP P/S,"P. O. Box 293900 Suite 180, Lewisville, Texas 75029",(770) 652-2273,"Pross Design Group, Inc.","5310 Harvest Hill Road Suite 180, Dallas, Texas 75230",(972) 759-1400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012600,
Walmart Store 4627-1007,TABS2025012554,Walmart Store 4627,"2750 W. University Drive, Denton, TX 76201",Denton,6/24/2025,10/13/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace existing cases & evap coils with glycol & add skids.,"48,812 ft 2",Walmart US Real Estate,"2608 SE J Street, Bentonville, Arkansas 72712",(479) 273-4000,Benchmark Group,"1805 N 2nd Street, Rogers, Arkansas 72756",(479) 636-5004,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012554,
Dan's Bagels TI,TABS2025012539,377 Retail Building,"8595 Hwy 377 Suite 1H, Argyle, TX 76226",Denton,3/10/2025,5/30/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Finish Out / Improvement of a new bagel restaurant within existing shell building. There will be a standing line for ordering, a public restroom, and a commercial kitchen.","2,004 ft 2",Joshua Pezzuto,"8595 Hwy 377 Suite 1H, Argyle, Texas 76226",(717) 798-1818,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012539,
