project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Denton CDR+J Service Building,TABS2024015530,Denton CDR+J Service Building,"4984 South Interstate 35 East, Denton, TX 76210",Denton,1/1/2024,10/31/2024,"$5,700,000",New Construction,"This project is privately funded, on private land for private use.",New Building for Automobile Service Drop-off,"13,290 ft 2","Group 1 Automotive, Inc.","800 Gessner Suite 500, Houston, Texas 77024",(713) 647-5801,"Clear Architectural Design, LLC","3534 Raymoor Road, Kensington, Maryland 20895",(202) 341-9736,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015530,
Denton CDR+J Showroom Building,TABS2024015519,Denton CDR+J,"4984 South Interstate 35 East, Denton, TX 76210",Denton,10/31/2024,10/31/2025,"$7,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Interior Renovation and building addition to an existing automobile dealership.,"41,600 ft 2","Group 1 Automotive, Inc.","800 Gessner Suite 500, Houston, Texas 77024",(713) 647-5801,"Clear Architectural Design, LLC","3534 Raymoor Road, Kensington, Maryland 20895",(202) 341-9736,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015519,
Frisco Cricket Facility - Batting Point,TABS2024015505,Frisco Cricket Facility - Batting Point,"7301 All Stars Ave., Frisco, TX 75033",Denton,4/4/2024,4/4/2025,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","New 24,000 SF practice sport facility, pre engineered metal building structure with stucco exterior","24,000 ft 2",SVRS Star Properties LLC,"15121 Fountain Lane, Frisco, Tennessee 75035",(847) 414-8692,PGAL,"14135 Midway Rd. STE G-200, Addison, Texas 75001",(972) 871-2225,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015505,
New Stadium & Indoor Activity Ctr at Argyle HS,TABS2024015485,Argyle HS,"6601 Canyon Falls Drive, Flower Mound, TX 76226",Denton,6/12/2024,4/13/2025,"$40,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New Press Box, concessions buildings (3 similar) indoor activity center and home and visitor grandstands for viewing athletic field. Parking and site work associated. New indoor activity center (Metal Building).","75,573 ft 2",Argyle ISD,"6701 Canyon Falls Dr, Flower Mound, Texas 76262",(940) 464-7241,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015485,
DISD- Comprehensive High School No. 5,TABS2024015475,DISD- Comprehensive High School No. 5,"Naylor Road, Crossroads, TX 76227",Denton,9/11/2024,7/1/2027,"$280,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New High School Campus and Athletic Complex,"627,163 ft 2",Denton ISD,"230 N. Mayhill Road, Denton, Texas 76208",940-369-0000,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015475,
WAXING THE CITY,TABS2024015450,Great Lakes Center,"8401 Justin Road, Space 105, Double Oak, TX 75077",Denton,7/1/2024,10/14/2024,"$170,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation, with new electrical, mechanical and plumbing fixtures and equipment. ","1,623 ft 2","R.J.S. Marine, Inc","1800 N I35E, Suite 200, Carrollton, Texas 75006",(972) 820-8900,ARCVISION,"1950 Craig Rd. Ste 300, St Louis, Missouri 63146",(336) 830-1111,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015450,JKO Management Group LLC - Keisha O’Leary
Preserve - Gatehouse,TABS2024015387,Preserve - Gatehouse,"Verde Meaadows Drive & Fields Parkway, Frisco, TX 75033",Denton,4/15/2024,9/15/2024,"$300,000",New Construction,"This project is privately funded, on private land for private use.",Residential community single story entry gatehouse of approximately 277 sf.,277 ft 2,"Fields Preserve Investment Partners, LP","1900 N Ackard Street, Dallas, Texas 75201",(214) 978-8761,Blackmon Architecture LLC,"5205 Rexton Lane, Dallas, Texas 75214",214-695-5345,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015387,
Link - Live Oak Building G - Spec Office 2,TABS2024015375,Live Oak Building G,"4001 Main Street, The Colony, TX 75034",Denton,5/1/2024,6/12/2024,"$467,046",Renovation/Alteration,"This project is privately funded, on private land for private use.","A new 53,413 SF tenant improvement consisting of a 3,371 SF office finish - out within an existing 141,500 SF warehouse. ","53,413 ft 2",ICON the Colony Land Owner Pool 2 LLC,"3500 Maple Avenue Suite 1600, Dallas, Texas 75219",(214) 550-1912,GSR Andrade Architects,"2001 North Lamar Street Suite #400, Dallas, Texas 75202",(214) 824-7040,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015375,
Brokerage Bosco Building,TABS2024015358,Brokerage,"1401 Justin Road, Flower Mound, TX 75028",Denton,5/1/2024,8/1/2024,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation, addition of mezzanine","15,799 ft 2","Stone Hill FM, LLC","2541 Jacobson Dr, Lewisville, Texas 75067",(972) 741-7206,Bates & Martin Architects,"2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",(940) 387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015358,
RBFCU The Colony Branch,TABS2024015347,RBFCU The Colony Branch,"4049 State Highway 121, The Colony, TX 75056",Denton,6/15/2024,8/1/2025,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","2 Story Financial Institution, 9,913 SF with related site work including drive thru structure. ","9,913 ft 2",Randolph Brooks Federal Credit Union,"1 IKEA-RBFCU Parkway, San Antonio, Texas 78224",(210) 637-4250,"Chesney Morales Partners, Inc.","4901 Broadway, Suite 250, San Antonio, Texas 78209",(210) 828-9481,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015347,
