project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
CVS 6856 Denton,TABS2026020476,CVS Pharmacy,"116 West University Ave, Denton, TX 76201",Denton,8/3/2026,9/11/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","CVS will be expanding the existing pharmacy and correcting non-ADA compliant items. (2,042 SF)","2,042 ft 2","Voncita, LLC","505 N 7th St Ste 3500, Saint Louis, Missouri 63101",917-628-1678,David Wlson - CVS,Architectural Design Guild,"2710Sutton Blvd, St. Louis, Missouri 63143",614-644-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020476
Midway Church,TABS2026020397,Midway Church,"9540 US-377, Pilot Point, TX 76258",Denton,7/5/2026,7/20/2027,"$12,600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation and addition to existing church. Functions include updated lobby and new worship center.,"34,541 ft 2","Midway Baptist Church of North Texas, Inc","P.O. Box 210, Aubrey, Texas 76227",(940) 902-9663,,Aspen Group,"550 Reserve St. Suite 190, Southlake, Texas 76092",817-631-3294,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020397
Library Renovation,TABS2026020395,Prestonwood Christian Academy,"6801 W Park Blvd, Plano, TX 75093",Denton,6/15/2026,10/15/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation within an existing educational facility, converting a former library into new educational/administrative spaces. Work includes selective demolition, new partitions, and related MEP and lighting updates with no structural changes.","4,875 ft 2",Prestonwood Ministry Group Inc,"6801 W Park Blvd, Plano, Texas 75093",(972) 820-5100,,Shanks Architects,"901 Main St, Suite 4940, Dallas, Texas 75202",(972) 689-1112,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020395
Bent Tree Meadows,TABS2026020375,Bent Tree Meadows,"16272 Carey Rd., Celina, TX 75034",Denton,11/12/2024,6/1/2026,"$565,000",New Construction,"This project is privately funded, on private land for private use.","50 BFR's, 59,600 sf. sidewalks and 8,300 sf of paving below shade structures.","67,800 ft 2",DRF Odin 5 LLC,"520 Madison Avenue - 21st Floor, New York, New York 10022",(212) 751-6100,,"Westwood Professional Services, Inc.","11000 Frisco Street, Suite 400, Frisco, Texas 75033",(888) 937-5150,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020375
YUMMY CRAB FRISCO,TABS2026020351,STONE BROOK CIRCLE,"2626 STONEBROOK PKWY #STE. 100, Frisco, TX 75034",Denton,6/1/2026,12/31/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,160 ft 2",STONEBROOK CIRCLE LP,"2626 STONEBROOK PKWY #STE. 100, FRISCO, Texas 75034",(214) 277-9390,liming zhang,BC STRUCTURAL ENGINEERS,"450 CENTURY PKWY #STE. 250, ALLEN, Texas 75013",(214) 991-5117,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020351
Allsups Gast Station Renovation,TABS2026020322,Allsups Gas Station,"1153 US-377 N/A, Pilot Point, TX 76208",Denton,6/9/2026,7/31/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",EXISTING BUILDING AND SITE TO REMAIN. SCOPE OF WORK IS LIMITED IMPROVEMENT OF THE INTERIOR SALE  FLOOR AREA INCLUDING FLOORING REPLACEMENT AND NEW PAINT; REPLACEMENT OF STOREFRONT; AND  REPLACEMENT OF WALK-IN COOLER,"2,457 ft 2","BW Gas and Retail, LLC","138 Conant Street, Ste 3  Beverly, MA 01915, Beverly, Massachusetts 01915",(682) 428-2351,Allsups - Kevin Rennels,Arcuatio,"1302 municipal ave, Plano, Texas 75074",(214) 431-9979,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020322
Colony Park Improvements,TABS2026020298,Colony Park,"1015 Colony St., Flower Mound, TX 75028",Denton,4/28/2026,6/26/2026,"$258,831",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Replacing 2,748 Linear Feet of 6-foot Sidewalk with 6-foot Sidewalk.","2,748 ft 2",Town of Flower Mound,"2121 Cross Timbers Rd., Flower Mound, Texas 75028",972-874-6343,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020298
Shadow Ridge Park Trail Improvements,TABS2026020291,Shadow Ridge Park,"1701 Lexington Avenue, Flower Mound, TX 75028",Denton,11/10/2025,5/14/2026,"$257,848",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Replacing 4,042 Linear Feet of 6-foot Sidewalk with 8-foot Sidewalk.","4,042 ft 2",Town of Flower Mound,"2121 Cross Timbers Rd., Flower Mound, Texas 75028",972-874-6343,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020291
Northlake 35 Logistics Park III - Building 7,TABS2026020281,Building 7,"TBD, Northlake, TX 76247",Denton,6/22/2026,7/30/2027,"$46,770,000",New Construction,"This project is privately funded, on private land for private use.","Speculative industrial building, including associated site grading, utilities, paving, site lighting, landscape, irrigation, plumbing, mechanical and electrical, plus a small speculative office finish-out.","1,223,144 ft 2","Northlake 35 Logistics Park III Phase I, LLC","5440 Harvest Hill Rd. Suite 250, Dallas, Texas 75230",(713) 855-0091,,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020281
Argyle Nature Trail,TABS2026020262,N/a,"200 Cook St, Argyle, TX 76226",Denton,7/17/2026,9/30/2026,"$703,255",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New pedestrian trail with seating, litter receptacles & tree planting","15,000 ft 2",Town of Argyle,"308 Denton St E, Argyle, Texas 76226",404647273,,Westwood Professional Services,"7557 Rambler Road, Suite 1400,, Dallas, Texas 75231",972-235-3031,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020262
