project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"Justin Town Square Lot 1, Bldg C",TABS2025005177,"Justin Town Square Lot 1, Bldg C","521 Justin Lane, Justin, TX 76247",Denton,12/1/2024,12/1/2025,"$435,710",New Construction,"This project is privately funded, on private land for private use.",New Shell Building,"5,126 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,Kline Hardin Architects,"1921 State HWY 121 Suite 250 Suite 250, Lewisville, Texas 75056",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005177,
"Justin Town Square Lot 1, Bldg D",TABS2025005170,"Justin Town Square Lot 1, Bldg D","514 Tally Blvd, Justin, TX 76247",Denton,12/1/2024,9/1/2025,"$435,710",New Construction,"This project is privately funded, on private land for private use.",New Shell Building,"5,126 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,Kline Hardin Architects,"1921 State HWY 121 Suite 250 Suite 250, Lewisville, Texas 75056",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005170,
DENTON KAI,TABS2025005165,N/A,"2655 WEST UNIVERSITY DR #STE. 1031, Denton, TX 76201",Denton,12/30/2024,6/11/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL ,"2,100 ft 2",CURRY ZHANG,"3310 DALLAS PKWY #STE. 121, PLANO, Texas 75093",(832) 983-0225,AMOI,"8750 N CENTRAL EXPRESSWAY, DALLAS, Texas 75093",(972) 908-9558,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005165,CURRY ZHANG
Brookson Business Park Building 5,TABS2025005161,Brookson Business Park Building 5,"106 E 6th Street Buidling 5, Justin, TX 76247",Denton,2/1/2025,10/31/2025,"$250,000",New Construction,"This project is privately funded, on private land for private use.",New construction office space,"1,943 ft 2",BIW Development LLC,"PO Box 1060, Justin, Texas 76247",(817) 330-4106,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005161,
Borman Elementary School Replacement,TABS2025005159,Frank Borman Elementary School,"1201 Parvin St., Denton, TX 76502",Denton,12/11/2024,8/1/2026,"$60,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New 2-story, 126,080 SF elementary school to replace the existing Borman Elementary School building.","126,080 ft 2",Denton Independent School District,"230 N. Mayhill Rd, Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005159,
Hodge Elementary School Renovation,TABS2025005155,Hodge Elementary School,"3900 Grant Parkway, Denton, TX 76208",Denton,5/20/2025,8/29/2025,"$13,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 87,438 SF elementary school. Reconfigure floor plan for new district standard, replace wall and floors finishes and update technology & communications. ","87,438 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005155,
Harpool Middle School 2025 Summer Project,TABS2025005149,Harpool Middle School,"9601 Stacee Ln, Lantana, TX 76226",Denton,7/31/2025,8/29/2025,"$1,551,389",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 123,795 SF elementary school. Replace 2nd floor flooring and base throughout, replace INET access controls, replace HVAC controls, new serving line, secure vestibule, replace stage curtains.","123,795 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005149,
Drip,TABS2025005148,Drip,"3648 Old Denton #116, Carrollton, TX 75007",Denton,12/11/2024,11/3/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finishout,"1,900 ft 2",Danial  Rizvi,"1520 Blue Mesa, Carrollton, Texas 75007",(972) 824-1919,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005148,
Texas Health Resources  - 2505 Scripture Street,TABS2025005147,Texas Health Resources,"2505 Scripture St, Denton, TX 76201",Denton,1/7/2025,3/31/2025,"$57,625",Renovation/Alteration,"This project is privately funded, on private land for private use.",Modification of ADA Ramp & New storefront w/automatic doors ,150 ft 2,Texas Health Resources,"612 E. Lamar Blvd, Suite 190, Arlington, Texas 76011",972983193,Thiel and Team,"700 N Carroll Ave, Ste 100, Southlake, Texas 76092",(405) 537-3928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005147,
McMath Middle School 2025 Summer Project,TABS2025005146,McMath Middle School,"1900 Jason Drive, Denton, TX 76205",Denton,7/31/2025,8/29/2025,"$212,324",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 159,800 SF elementary school. Replace pumps CW & HW, Secure Vestibule, Fine Arts Renovation: extend stage, replace curtains.","159,800 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005146,
Crownover Middle School 2025 Summer Project,TABS2025005140,Crownover Middle School,"1901 Creekside Dr, Corinth, TX 76210",Denton,7/31/2025,8/29/2025,"$6,247,558",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 121,595 SF elementary school. Replace roof, replace HVAC controls, Secure Vestibule, fine arts renovation: extend stage, finish front drop, cover floor w/ masonite and replace curtains","121,595 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005140,
Stephens Elementary School 2025 Summer Project,TABS2025005137,Stephens Elementary School,"133 Garza Rd., Shady Shores, TX 76208",Denton,7/31/2025,8/29/2025,"$3,124,934",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing elementary school. Replace roof, replace INET access controls, HVAC controls, new cooler storage assembly, new cooler refrigeration, secure vestibule.","80,035 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005137,
Providence Elementary School 2025 Summer Project,TABS2025005135,Providence Elementary School,"1000 FM2931, Providence Village, TX 76227",Denton,7/31/2025,8/29/2025,"$4,700,128",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 80,035 SF elementary school. Replace roof, replace HVAC controls, remove maglocks/replace hardware, secure vestibule, replace playground.","80,035 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005135,
CH Collins Athletic Complex 2025 Summer Project,TABS2025005133,CH Collins Athletic Complex,"1500 Long Road, Denton, TX 76207",Denton,7/31/2025,8/29/2025,"$890,818",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing 27,383 SF Athletic Complex. Replace INET access controls, replace HVAC controls, replace press box roof.","27,383 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005133,
Denton County MHMR Administration Offices,TABS2025005111,Denton County MHMR Center,"1614 Scripture Street, Denton, TX 76201",Denton,11/11/2024,12/15/2025,"$1,300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior renovation to provide offices and support spaces.,"7,808 ft 2",Denton County MHMR,"2519 Scripture Street, Denton, Texas 76201",(940) 435-5339,"SBL Architecture, Inc.","1000 Ballpark Way, Suite 200, Arlington, Texas 76011",(817) 792-2100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005111,
Bright Minds,TABS2025005100,The Vista,"2401 S. Stemmons Freeway, Lewisville, TX 75067",Denton,1/15/2025,6/15/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of approx. 7,400 s.f. to create a daycare center that will consolidate 3 existing suites into a single space","7,400 ft 2",The Vista,"2401 S. Stemmons Freeway #1152,11,56&1160, Lewisville, Texas 75067",(214) 683-2051,"LCD Design and Build, Inc.","11848 Harrisburg Dr., Frisco, Texas 75035",(972) 342-3818,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005100,Eunhee Im
