ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
0920d84b-d548-4a10-91b0-cd2d07b173bd,TABS2026003182,900001,Nile Ranch,3008,2025-10-11T04:04:35.403,Nile Ranch,1557,2061,9001,650000.0,2026-01-01T00:00:00,2027-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003182
8522a333-0107-4d5e-afcb-c13903b369f5,TABS2026003172,900001,Oakbend Spec Office - Bldg 2,3008,2025-10-10T15:51:54.223,Oakbend Office / Warehouse,985,2061,9001,417000.0,2025-12-10T00:00:00,2026-03-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003172
e4656969-bb7f-4fe8-a884-e21bbc70c0fa,TABS2026003170,900001,Oakbend Spec Office - Bldg 1,3008,2025-10-10T15:44:13.73,Oakbend Office / Warehouse,985,2061,9001,485000.0,2025-12-10T00:00:00,2026-03-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003170
463fa1e4-147e-4b3b-9f03-67578a109f99,TABS2026003143,900001,LISD Year 2 Flooring,3008,2025-10-10T13:46:49.133,Peters Colony Elementary School,1727,2061,9002,50000.0,2026-06-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003143
82b11214-5367-4019-bc29-41461a0d9199,TABS2026003141,900001,LISD Year 2 Flooring,3008,2025-10-10T13:39:08.447,Lewisville High School,985,2061,9002,50000.0,2026-06-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003141
e2cb5b51-a533-4203-9551-3d923e17e0e1,TABS2026003136,900001,LISD Year 2 Flooring,3008,2025-10-10T13:22:23.323,Hebron 9th Grade High School,269,2061,9002,50000.0,2025-06-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003136
02bf53a4-1c2a-493d-8b60-6af8a00618f6,TABS2026003135,900001,Roanoke Main Street Parking Garage,3008,2025-10-10T13:10:41.177,Roanoke Main Street Parking Garage,1472,2061,9001,23500000.0,2025-12-09T00:00:00,2026-12-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003135
ce8facc7-b687-49cf-ad9f-a7f92fe75fa6,TABS2026003134,900001,LISD Year 2 Flooring,3008,2025-10-10T13:07:41.673,Assessment/Textbook,985,2061,9002,50000.0,2025-06-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003134
31649bac-bcc5-4799-95fc-e06b8946db7a,TABS2026003128,900001,Spec Suite #120,3009,2025-10-10T12:28:49.82,Denton Regional Medical Center,445,2061,9002,360000.0,2025-10-17T00:00:00,2025-11-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003128
fc9075f3-6021-4593-a5d1-b720f08ed661,TABS2026003125,900001,Falcon Towne Center,3008,2025-10-10T12:18:11.2,Falcon Towne Center,372,2061,9001,950000.0,2025-12-01T00:00:00,2026-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003125
ab61afda-e5c1-4ab6-b7eb-b04014696aac,TABS2026003058,900001,SF 35610 / WTZ S-924,3008,2025-10-09T17:02:44.687,Rivers Edge Neighborhood Shops Retail I,852,2061,9002,450000.0,2026-01-01T00:00:00,2026-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003058
d899fe59-24a1-4946-95a0-c8d82dd732ac,TABS2026002986,900001,Casey's #4485 Minor Remodel,3008,2025-10-09T11:58:14.96,Casey's #4485,445,2061,9002,1310000.0,2026-02-01T00:00:00,2026-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002986
3f79b92d-2ccb-42bd-bdac-2ce070d9e949,TABS2026002975,900001,Flower Mound HS Locker Rm Addition,3008,2025-10-09T10:56:51.437,Flower Mound HS Locker Room,586,2061,9003,5000000.0,2026-05-23T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002975
b664bb36-7e17-47f1-bf7d-a9e47ad9fea0,TABS2026002972,900001,Marcus HS Locker Rm Addition,3008,2025-10-09T10:47:56.803,Marcus HS Locker Room,586,2061,9003,2600000.0,2026-05-23T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002972
940cb8cb-a368-4479-b219-1d49baaa23d8,TABS2026002914,900001,LISD McAuliffe ES Reno,3008,2025-10-08T16:20:18.047,McAuliffe Elementary School,763,2061,9002,864114.0,2026-06-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002914
8741d302-1bb8-448f-a42e-9c511d40d5a8,TABS2026002822,900001,"TX240459 Eldorado Marketplace (Frisco, TX)",3008,2025-10-08T09:38:59.677,Electrify America EVCS,623,2061,9001,500000.0,2025-12-15T00:00:00,2026-12-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002822
a7f1ffe2-4dfa-48f5-aa1f-47ed5c1722db,TABS2026002816,900001,TX240458 Flower Mound (Riverwalk Market),3008,2025-10-08T09:12:43.35,Electrify America EVCS,586,2061,9001,500000.0,2025-12-15T00:00:00,2026-12-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002816
