project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Primoris Mud Building,TABS2024018828,Primoris  Mud Building,"6831 North I-35, Denton, TX 76207",Denton,6/1/2024,9/8/2028,"$1,550,000",New Construction,"This project is privately funded, on private land for private use.","A new mud cleaning, carwash and fleet service building","7,900 ft 2",Primoris Services Corporation,"6831 north I 35, Denton, Texas 76207",(972) 538-5316,Bates Martin Architects,"2220 San Jacinto Blvd.  #330, Denton, Texas 76205",(940) 387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018828,
Haraz Coffee House,TABS2024018827,Castle Hills Realm Retail,"101 Castle Hills Drive Ste. 250, Lewisville, TX 75056",Denton,7/1/2024,10/1/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior build-out within a clean dark shell that is part of an existing retail structure for use of a Coffee Shop Business,"1,800 ft 2","Meritax Advisors, LLC","4400 State Hwy. 121 Ste. 900, Lewisville, Texas 75056",(469) 630-7770,"Nour Architecture and Design, LLC","5450 NW Central Drive Ste. 200, Houston, Texas 77092",(713) 480-4011,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018827,Khalil Ballout
Mosaic Phase 1B,TABS2024018812,N/A,"Sunrise Lane and Triadic Lane, Denton, TX 75078",Denton,6/1/2024,12/5/2024,"$2,600,000",New Construction,"This project is privately funded, on private land for private use.","16.37 AC Master planned community open space including trails, seating, lighting etc.","713,077 ft 2",Tellus Group,"130 N. Preston Road, Suite 130, Prosper, Texas 75078",214-558-9133,TBG Partners,"2001 Bryan Street, Suite 1450, Dallas, Texas 75201",214-744-0757,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018812,
Little Elm Bluff Business Park,TABS2024018792,Little Elm Bluff Business Park,"9393 Lonesome Dove Drive, Little Elm, TX 75068",Denton,10/1/2024,10/31/2025,"$720,000",New Construction,"This project is privately funded, on private land for private use.","Develop 3 warehouse buildings that are 5,970 SF each, and 2 warehouse buildings that are 4,000 SF each to lease to small businesses","24,000 ft 2",Little Elm Bluff LLC,"3317 Garden Brook Drive, Farmers Branch, Texas 75234",(214) 649-1053,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018792,
Sullivan Texas BBQ Covered Patio Addition,TABS2024018789,Sullivan Texas BBQ,"301 South Mill Street, Lewisville, TX 75057",Denton,6/17/2024,9/16/2024,"$179,500",Additions to Existing Building,"This project is privately funded, on private land for private use.",Covered patio addition,"1,398 ft 2",SBF Operating LLC,"PO Box 969, Justin, Texas 76247",(972) 955-7976,William Peck & Assoc.,"105 West Main Street, Lewisiville, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018789,
ATHIDHI,TABS2024018761,ATHIDHI,"13809 MAIN ST #STE. 100, Frisco, TX 75034",Denton,8/1/2024,12/31/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"4,531 ft 2",C& M FRISCO RETAIL ONE,"8765 STOCKYARD DR, FRISCO, Texas 75034",(972) 965-7751,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018761,SHARATH KUMAR
Mira Vista Office Park - Lot 2,TABS2024018759,Mira Vista Office Park - Lot 2,"2362 S. Uecker Ln, Lewisville, TX 75067",Denton,7/1/2024,6/30/2025,"$350,000",New Construction,"This project is privately funded, on private land for private use.",Inside SQFT-3288,"3,288 ft 2",PMJ Holdings LLC,"PO Box 295301, Lewisville, Texas 75029",(972) 679-9304,Brown Brown and Associates,"5221 Prospect Street, McKinney, Texas 75071",214-403-2063,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018759,
Mira Vista Office Park - Lot 1,TABS2024018758,Mira Vista Office Park - Lot 1,"2360 S. Uecker Ln, Lewisville, TX 75067",Denton,7/1/2024,6/30/2025,"$350,000",New Construction,"This project is privately funded, on private land for private use.",Inside SOFT - 3599 ,"3,599 ft 2",PMJ Holdings LLC,"PO Box 295301, Lewisville, Texas 45029",(972) 679-9304,Brown Brown and Associates,"5221 Prospect Street, McKinney, Texas 75021",214- 403-2063,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018758,
RAYZOR RANCH EAST BUILDING R,TABS2024018727,RAYZOR RANCH EAST BUILDING R,"2405 W UNIVERSITY DR, DENTON, TX 76201, Denton, TX 76201",Denton,8/27/2024,3/18/2025,"$1,100,000",New Construction,"This project is privately funded, on private land for private use.","THIS PROJECT IS A COLD DARK RETAIL SHELL BUILDING FOR FUTURE RETAIL TENANTS. 100% SPRINKLED. 6,120 SQUARE FOOTAGE.","6,120 ft 2","RAYZOR RANCH TOWN CENTER ASSOCIATES, LLC","4500 BISSONNET ST, SUITE 200, BELLAIRE, Texas 77401",(504) 428-4111,BOUCHER DESIGN GROUP,"6802 MAPLERIDGE ST, SUITE 200, BELLAIRE, Texas 77401",(713) 785-3644,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018727,
RAYZOR RANCH EAST BUILDING Q,TABS2024018725,RAYZOR RANCH EAST BUILDING Q,"2405 W UNIVERSITY DR, SUITE 200, Denton, TX 76201",Denton,8/27/2024,3/18/2025,"$4,100,000",New Construction,"This project is privately funded, on private land for private use.","THIS PROJECT IS A COLD DARK RETAIL SHELL BUILDING FOR FUTURE RETAIL TENANTS. 100% SPRINKLED. 18,494 SQUARE FOOTAGE.","18,494 ft 2","RAYZOR RANCH TOWN CENTER ASSOCIATES, LLC","4500 BISSONNET ST, SUITE 200, BELLAIRE, Texas 77401",(504) 428-4111,BOUCHER DESIGN GROUP,"6802 MAPLERIDGE ST, SUITE 200, BELLAIRE, Texas 77401",(713) 785-3644,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018725,SHAWN NELSON
