project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"Club Car Wash - Denton, TX",TABS2026023945,Club Car Wash,"Club Car Wash @ 3235 S I-35 E, Denton, TX 76210",Denton,10/5/2026,4/5/2027,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.",Ground up construction of an automated tunnel car wash with vacuum stalls. ,"4,748 ft 2","Cleb Car Wash Denton Brinker, LLC","1591 E. Prathersville Rd., Columbia, Texas 65202",573-999-5178,FINKLE + WILLIAMS Architecture,"8787 Renner Blvd., Suite 100, Lenexa, Kansas 66219",913-498-1550,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023945,
Mastro's Steakhouse - Frisco,TABS2026023824,Fields West Block L Mixed Use Building,"14000 Wentwood Ave, Frisco, TX 75033",Denton,3/1/2027,10/31/2027,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior build-out of an existing first floor tenant space. Work to include limited demolition, electrical & plumbing work w/ new finishes, furniture & lighting fixtures. 10,300sf","10,300 ft 2",Fields West Propco,"7901 Windrose Ave Suite 2606, Plano, Texas 75024",214-473-9700,Aria Group Architects,"830 North Blvd., Oak Park, Illinois 60301",708-445-8400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023824,Don Rakoski
FM 2499/FM3040,TABS2026023774,Interchange of FM2499 (Cross Timbers Road) and FM3040(Flower Mound Road),"Interchange of FM2499 and FM3040, Flower Mound, TX 75022",Denton,6/15/2026,12/15/2027,"$2,590,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project includes improvements to the intersection of FM 2499 (Cross Timbers Road) and FM 3040 (Flower Mound Road). Proposed improvements include reconfiguring the intersection to provide dual left-turn lanes, three through lanes, and a dedicated ","100,000 ft 2",Town of Flower Mound,"2121 Cross Timbers Road, Flower Mound, Texas 75028",972-874-6302,"STV, Inc","Galleria Office Towers 13155 Noel Road, Suite 200, Dallas, Texas 75240",214-276-5427,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023774,
Valley Creek Church Prayer Center,TABS2026023740,VCC Prayer Center - Flower Mound Campus,"5800 Long Prairie Road, Flower Mound, TX 75028",Denton,9/1/2026,12/23/2027,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.","New facility to serve as a place of prayer and meditation, consisting of a 250 seat Worship Center, 9 prayer rooms, open atrium and vomitory spaces and an exterior prayer deck.","17,400 ft 2",Valley Creek Church,"5800 Long Prairie Road, Flower Mound, Texas 75028",(972) 358-1000,Sync Architecture and Construction,"100 Lake Trail Drive, Double Oak, Texas 75077",(972) 415-1737,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023740,
Hilltop Storage Solutions,TABS2026023723,Hilltop Storage Solutions,"8356Thompson Road, Northlake, TX 76247",Denton,6/11/2026,11/30/2027,"$7,457,250",New Construction,"This project is privately funded, on private land for private use.","Construction of 5 storage buildings: A 16,600 B 17,614 C 11,537           D 3900 E 16,360","66,031 ft 2",T & R Investments Holdings LLC,"8356 Thompson Road, Justin, Texas 76247",(817) 899-8803,hernly Associates LLC,"1100 Rhodes Island St, Lawerence, Kansas 66044",(785) 749-5806,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023723,
Foxtail Coffee - Providence Village,TABS2026023657,Foxtail Coffee,"1605 Main Street, Suite 100, Providence Village, TX 76227",Denton,9/23/2026,12/23/2026,"$325,125",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant build out for a new Foxtail Coffee Co within a new construction, single story 1,445sf lease space.","1,445 ft 2",BBD Providence Village Partners LLC,"5801 Tennyson Pkwy Ste 150, Plano, Texas 75024",(954) 997-5655,Interplan LLC,"200 E. Central Pkwy, Suite 4000, Altamonte Springs, Florida 32701",(407) 645-5008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023657,
Action Behavior Center Denton 2.0,TABS2026023589,"Action Behavior Center Denton 2.0,","2817 South Mayhill Road, Suite 105, Denton, TX 76208",Denton,7/1/2026,12/31/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 4,621 square foot interior renovation of an existing suite for Action Behavior Centers offices and therapy clinic. ","4,621 ft 2",KAGR Denton 2817 LLC,"One Town Center Road, STE 300, Boca Raton, Florida 33486",972-340-3991,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023589,Connor Coleman
"FISHTRAP & 2931 MT 2 - PROVIDENCE VILLAGE, TX",TABS2026023529,"FISHTRAP & 2931 MT 2 - PROVIDENCE VILLAGE, TX","9401 FAIRFIELD ST, Providence Village, TX 76227",Denton,9/1/2026,6/30/2027,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Shell,"18,373 ft 2",PLAZA AT PRINCETON CROSSROADS LLC,"10101 WESTRIDGE BLVD STE 101, MCKINNEY, Texas 75072",(847) 644-1399,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023529,
"FISHTRAP & 2931 MT 1 - PROVIDENCE VILLAGE, TX",TABS2026023528,"FISHTRAP & 2931 MT 1 - PROVIDENCE VILLAGE, TX","9401 FAIRFIELD ST, Providence Village, TX 76227",Denton,9/1/2026,6/30/2027,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Shell,"18,357 ft 2",PLAZA AT PRINCETON CROSSROADS LLC,"10101 WESTRIDGE BLVD STE 101, MCKINNEY, Texas 75072",(847) 644-1399,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023528,
Today Dental of Aubrey,TABS2026023429,Today Dental of Aubrey,"26553 E. University Dr. suite 200, Aubrey, TX 76227",Denton,7/23/2026,10/23/2026,"$248,222",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel of a cold dark shell ,"1,700 ft 2",Sudhakara Peravali,"110 Rosedale Court, Prosper, Texas 75078",(609) 401-9382,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023429,
