project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
MyDrNow TX007,TABS2026025582,MyDrNow,"2951 FM 407, Bartonville, TX 76226",Denton,12/8/2026,4/1/2027,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR TENANT IMPROVEMENT OF AN EXISTING 2,100 SF TENANT SPACE. WORK INLCUDES NEW NON-BEARING PARTITIONS, DOORS, DROP CEILINGS MILLWORK, NEW ELECTRICAL, PLUMBING AND MECHANICAL DISTRIBUTION.","2,100 ft 2","A-S 114 Lantana TC Phase 2, L.P.","8827 W Sam Houston Pkwy N #200 Suite 2216, Houston, Texas 77040",281-477-4300,Robert Carthel,Camber and True Collective,"2115 E Cedar Street Suite 2, Tempe, Arizona 85281",(415) 470-7122,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025582
Denton Self Storage,TABS2026025526,Self Storage,"4550 Teasley Lane, Denton, TX 76210",Denton,10/1/2026,1/7/2028,"$11,109,830",New Construction,"This project is privately funded, on private land for private use.",4-story self-storage building with on site parking and a detention pond.,"122,058 ft 2",Lafoy Real Estate Group,"500 W. Wall Street, Midland, Texas 79701",(817) 988-8529,,GMA-Architects,"7930 Clayton Road Suite 300, St. Louis, Missouri 63117",(314) 822-5191,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025526
Acra Lending,TABS2026025501,Lakeside International Office Center,"777 International Parkway Suite 400, Flower Mound, TX 75022",Denton,7/17/2026,11/20/2026,"$532,769",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"5,971 ft 2",FM 2499 Office Venture LP,"909 Lake Carolyn Parkway Suite 150, Irving, Texas 75039",817-501-1061,,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, TX, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025501
Republic Wine & Liquor,TABS2026025437,Vista Park,"291 E FM 3040, Lewisville, TX 75067",Denton,8/1/2026,9/15/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out for liquor store. 2038 SF,"2,038 ft 2","2012 Vista Park , LP","6060 American Plaza, Suite 330, Tulsa, Oklahoma 74135",949-493-2525,Soho Yeo,Pistil Consortia,"600 Parker Square, Ste 280 E, Flower Mound, Texas 75028",714-599-6961,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025437
4th Floor Public Corridor,TABS2026025407,Lakeside International Office Center,"777 International Parkway, Flower Mound, TX 75022",Denton,7/17/2026,11/20/2026,"$301,871",Renovation/Alteration,"This project is privately funded, on private land for private use.",Creation of public corridor,"1,754 ft 2",FM 2499 Office Venture LP,"909 Lake Carolyn Parkway Suite 150, Irving, Texas 75039",(817) 501-1061,,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, TX, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025407
"EOC 26013 Cross Roads, Texas",TABS2026025380,Expreaa Oil Change and Tire Engineers,"4762 FM 720 & Hwy 380, Cross Roads, TX 76227",Denton,10/15/2026,10/15/2027,"$1,800,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a 7036 square foot Automotive repair and maintenance shop for service of non-commercial vehicles,"7,036 ft 2","Express Oil Change, LLC","1880 Southpark Dr., Hoover, Alabama 35244",(205) 943-5770,,"Aho Architects, LLC","1855 Data Drive, Ste. 150, Hoover, Alabama 35244",(205) 983-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025380
Club Car Wash - Champ,TABS2026025374,Club Car Wash,"3374 TX-114, Fort Worth, TX 76177",Denton,11/2/2026,5/7/2027,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.",Ground up construction of an automated tunnel car wash with vacuum stalls. ,"4,748 ft 2","Ladera FW, LP","5949 Sherry Lane, Suite 960, Dallas, Texas 75225",(817) 368-9499,Club Car Wash,FINKLE + WILLIAMS Architecture,"8787 Renner Blvd., Suite 100, Lenexa, Kansas 66219",913-498-1550,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025374
First United Bank - Sanger,TABS2026025369,First United Bank,"1635 W. Chapman Rd, Sanger, TX 76266",Denton,8/15/2026,10/20/2026,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.","An 8,551 sq. ft. new construction of a one-story retail bank branch with site improvements.","8,551 ft 2",First United Bank,"PO BOX 729, Durant, Oklahoma 74701",631-428-4741,,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214-273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025369
Jones Hall Phase III,TABS2026025357,Jones Hall,"604 Administration Dr, Denton, TX 76201",Denton,8/17/2026,6/16/2027,"$5,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovations to Level one East Wing and Level two West wing, Exterior E.J. repair, minor site repair work, handful of misc exterior cladding repairs","11,385 ft 2",Texas Woman's University,"1200 Frame St, Denton, Texas 76209",940-594-3947,,VLK,"1320 Hemphill St, Suite 400, Fort Worth, Texas 76104",(817) 633-1600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025357
Novolex Tenant Improvements,TABS2026025315,114 Logistics Park,"13410 SH 114, Justin, TX 76247",Denton,7/20/2026,11/3/2026,"$8,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TI remodel in existing shell building and office. ,"1,004,400 ft 2",LPC Bluestone LP,"191 N Wacker Dr Ste 1700, Chicago, Illinois 60606",(708) 667-6913,,"Meinhardt & Associates Architects, P.L.L.C.","14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025315
Zintex Remodeling Group,TABS2026025310,Zintex Remodeling Group,"591 Benjamin's Way, Lewisville, TX 75057",Denton,8/20/2026,5/1/2027,"$3,644,481",New Construction,"This project is privately funded, on private land for private use.",New construction office and warehouse,"11,933 ft 2",Zintex Remodeling Group,"591 Benjamin's Way, Lewisville, Texas 75057",(469) 766-0232,,Urban Bobcat Architects,"601 Bailey Ave, Fort Worth, Texas 76107",(817) 909-8686,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025310
The Colony Police Dept and Fire Admin Renovation,TABS2026025288,Police Department and Fire Administration,"5151 N. Colony Blvd, The Colony, TX 75076",Denton,10/1/2026,6/30/2027,"$3,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of the existing building (8,876 sf.) to house new administrative offices for The Colony Police and Fire Department.","8,876 ft 2",City of The Colony,"PO BOX 560008, The Colony, Texas 75056",(972) 624-3956,,Parkhill,"5844 John Hickman Pkwy Ste. 500, Frisco, Texas 75034",(469) 200-7363,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025288
Stretch Zone,TABS2026025280,Castle Hills Retail,"800 Windhaven Pkwy, Lewisville, TX 75056",Denton,8/1/2026,10/15/2026,"$125,000",New Construction,"This project is privately funded, on private land for private use.","Interior TI for Stretch Zone franchise within an existing shell building. Works includes interior partitions, demising walls, and all other interior finishes including MEP works.","1,520 ft 2",ADK Ventures LLC,"705 Orleans Dr, Southlake, Texas 76092",(312) 404-7252,Amir Khan,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025280
PT Solutions - Flower Mound,TABS2026025264,2840 Flower Mound,"2840 Flower Mound road Suite 130, Flower Mound, TX 75022",Denton,8/3/2026,9/30/2026,"$330,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Alteration/Build-Out of a new outpatient physical therapy clinic,"2,211 ft 2",FAB 5 MANAGEMENT LLC,"4705 SUMMERHILL CT, Flower Mound, Texas 75022",(435) 229-4200,Brandon Russell,THE INTERIOR DESIGN GROUP LTD,"750 Warrenville Road Suite 103, Lisle, Illinois 60532",630-348-0409,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025264
Wells Fargo - Highland Village - Refurb 2026,TABS2026025209,Wells Fargo,"1900 FM 407, Highland Village, TX 75077",Denton,2/8/2027,3/22/2027,"$220,500",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to include non-structural partitions, doors, furniture, finishes, millwork, and equipment. Exterior improvements to path of travel to main accessible entrance. ","5,049 ft 2",Wells Fargo Bank NA,"333 Market Street, San Francisco, California 94105",(210) 426-0544,,"Interior Architects, Inc.","711 Louisiana St, Suite 1950, Houston, Texas 77002",214-935-6925,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025209
Primrose Schools - Oak Point TX,TABS2026025189,Primrose School,"Martop Road and US Hwy 720 3220 FM 720, Oak Point, TX 75068",Denton,8/31/2026,6/15/2027,"$2,800,000",New Construction,"This project is privately funded, on private land for private use.","Construction of new one-story Primrose Preschool on 1.57-acre parcel located near Highway 720 & Martop Road. The project consists of preschool facility containing 13 classrooms, admin offices, support spaces & warming kitchen.","13,734 ft 2",Trishul Partners,"2504 Loftsmoore Lane Suite 100, Plano, Texas 75025",(214) 777-2288,,CASCO Diversified Corporation,"12 Sunnen Drive Suite 100, St. Louis, Missouri 63143",(314) 821-1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025189
Retail Shell Development,TABS2026025186,Retail Shell Development,"Adj. FM 720 & LLOYDS RD (LOT 1, BLOCK A, YELLOW DOOR ADDITION), Oak Point, TX 75068",Denton,10/1/2026,7/30/2027,"$1,200,000",New Construction,"This project is privately funded, on private land for private use.","Single story 11,050 sf shell retailbuilding","11,050 ft 2",Pelican Oak Point LLC,"1782 WEST McDERMOTT DR, Allen, Texas 75013",469-331-8566,,Rashmi C Inc.,"4117 Old Pleasant Ridge Rd., Arlington, Texas 76016",(817)891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025186
BANK OZK - Denton Golden Triangle,TABS2026025173,BANK OZK,"2217 S I35E, Denton, TX 76205",Denton,12/1/2026,12/31/2027,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATE EXISTING BUILDING TO INCORPORATE BANK FACILITY,"2,800 ft 2",Bank OZK,"18000 Cantrell Road, Little Rock, Arkansas 72223",(501) 978-2223,,LRK,"150 TURTLE CREEK BLVD #104D, DALLAS, Texas 75207",214-389-3816,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025173
"Vector Automation Technologies, Inc.",TABS2026025138,"Vector Automation Technologies, Inc.","15460 US 380, Krum, TX 76249",Denton,9/1/2026,3/1/2027,"$120,000",New Construction,"This project is privately funded, on private land for private use.",50'x100' Building,"5,000 ft 2",Steve Passariello,"11019 S HUNTER HILL LN, Argyle, Texas 76226",(940) 240-1259,,"Huerta's Welding & Metal Work, LLC","PO Box 394, Ponder, Texas 76259",(940) 255-1352,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025138
Cachet Salons + Spa,TABS2026025104,520 Northwood Drive,"520 Northwood Drive, Flower Mound, TX 75028",Denton,9/7/2026,5/1/2027,"$2,300,000",New Construction,"This project is privately funded, on private land for private use.","New ground up construction of 1-story, owner occupied commercial building. Site work, structural, mechanical, electrical, plumbing, and interior finish out work to be included.  ","7,160 ft 2",520 Northwood Drive LLC,"7 Signature Court, Heath, Texas 75032",(408) 382-1754,,Studio 97w,"901 S Main Street, Fort Worth, Texas 76104",(817) 882-6940,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025104
