project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Loop 288 Restaurant Development,TABS2026006593,Denton Shopping Center,"2249-2251 S. Loop 288, Denton, TX 76205",Denton,1/1/2026,8/30/2026,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Facade Renovation and site work of sidewalk north and west frontage,"32,965 ft 2",Loop 288 Properties LLC,"538 Haggard Street Suite 412, Plano, Texas 75074",(972) 999-6455,Leung Architects Inc,"1813 Auburn Drive Suite 412, Richardson, Texas 75081",(469) 878-6871,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006593,
LAKESIDE BANQUETS,TABS2026006587,ELDORADO RETAIL,"1000 W ELDORADO PKWY #STE. 500, Little Elm, TX 75068",Denton,12/1/2025,6/30/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"1,818 ft 2",ELDORADO RETAIL LLC,"4433 PUNJAB WAY #STE. 301, FRISCO, Texas 75033",(469) 536-8695,Design 3 & Associates,"Post Office Box 380432, Duncanville, Texas 75138",(214) 245-8024,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006587,
Prosper Primary Care and Wellness,TABS2026006496,Teel Plaza,"3740 W University Dr #50, Prosper, TX 75078",Denton,11/27/2025,4/16/2026,"$84,300",Renovation/Alteration,"This project is privately funded, on private land for private use.",Doctor Office Remodel,"2,000 ft 2",Suhaib Altaie,"3740 W University Dr #50, Propser, Texas 75078",(917) 734-4173,Compass Design,"2639 Brenner Dr, Dallas, Texas 75220",(972) 247-8666,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006496,
GEN NAIL SALON,TABS2026006399,HARVEST TOWN CENTER,"1050 MARKET WAY #100, Argyle, TX 76226",Denton,12/19/2025,7/30/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT FOR NAIL SALON,"3,780 ft 2",HARVEST RETAIL PARTNERS,"9800 Hillwood Pkwy Ste 300, FORT WORTH, Texas 76177",(817) 224-6000,"JAX DESIGN STUDIO, LLC","1522 TURNING LEAF LANE, GARLAND, Texas 75040",(214) 477-4112,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006399,Kenny Nguyen
Chipotle #5202 Lantana TI,TABS2026006321,Chipotle Mexican Grill,"3001 FM 407 Suite 100, Bartonville, TX 76226",Denton,8/1/2026,12/1/2026,"$725,000",New Construction,"This project is privately funded, on private land for private use.",New tenant fit-out,"2,385 ft 2","A-S 114 Lantana TC Phase 2, L.P.","8827 W Sam Houston Pkwy N #200, Houston, Texas 77040",281-477-4300,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",817.529.6882,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006321,
QuikTrip #920 Fryer Project,TABS2026006301,QuikTrip #920,"2181 FM 423, Little Elm, TX 75068",Denton,1/25/2026,2/9/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Reorganization of existing kitchen equipment and addition of new fryer units.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006301,
Parking Lot,TABS2026006269,Parking Lot,"520 Topeka Ave, Justin, TX 76247",Denton,12/1/2025,7/1/2026,"$250,000",New Construction,"This project is privately funded, on private land for private use.",New parking lot,"12,806 ft 2",520 Topeka Investment LLC,"2126 Hamilton Dr Ste 260, Argyle, Texas 76226",(972) 510-7892,A Plus Design Group,"2653 Sagebrush Dr. #200, Flower Mound, Texas 75028",972-724-4440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006269,
Ft. Worth Tanger - Fabletics - Commercial Tenant Improvement,TABS2026006268,"Tanger Outlets Fort Worth, Unit 1108","15853 North Freeway, Unit 1108, Fort Worth, TX 76177",Denton,3/2/2026,5/7/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",In–shopping-center commercial tenant improvement for a clothing store Fabletics,"2,804 ft 2","Tanger Fort Worth, LLC","3200 Northline Ave Suite 360, Greensboro, North Carolina 27408",(817) 464-5400,Onyx Creative,"25001 Emery Road #400, Cleveland, Ohio 44128",216-223-0174,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006268,Fabletics | Wil Cuyco
Cura Emergency Services,TABS2026006261,Cura Emergency Services,"4309 Marsh Ridge Road, Carrollton, TX 75010",Denton,2/2/2026,8/31/2026,"$1,100,000",New Construction,"This project is privately funded, on private land for private use.","New 2-story office building with a kitchen, conference, call center and offices.","5,781 ft 2",Cura Emergency Services,"6205 Chapel Hill Boulevard, Ste 100, Plano, Texas 75093",(214) 614-8252,Cross Architects Pllc,"879 Junction Drive, Allen, Texas 75013",(469) 393-1171,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006261,
D20 Tavern,TABS2026006235,d20 Tavern,"112 West Oak St Ste.112-100, Denton, TX 76201",Denton,12/26/2025,2/27/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Suite Combining & Partial Interior Remodeling By Tenant,"2,660 ft 2",Mark Michnevitz,"112 West Oak St Ste.112-100, Denton, Texas 76201",(214) 908-1139,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026006235,
