project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Tetra Pak Product Development Center,TABS2026014937,Tetra Pak Product Development Center,"3300 Airport Rd, Denton, TX 76207",Denton,5/26/2026,1/29/2027,"$10,200,000",New Construction,"This project is privately funded, on private land for private use.","NEW CONSTRUCTION OF A 15,344 SF PRE-ENGINEERED METAL BUILDING PROCESSING FACILITY, WAREHOUSE, AND OFFICES.","15,344 ft 2",Tetra Pak Materials LLC,"3300 Airport Rd, Denton, Texas 76207",(940) 565-8800,GMA Architects,"7930 Clayton Road, Suite 300, St. Louis, Missouri 63117",314-918-2122,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014937,
26026 - Alliance Gateway 88 - Stair,TABS2026014932,AGW88,"501 Gateway Parkway, Roanoke, TX 76262",Denton,3/23/2026,5/15/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",This project consist of the demolition of an existing spiral staircase and the construction of a standard staircase in its place.,50 ft 2,"Alliance Gateway No. 88, LTD","9800 Hillwood Parkway Suite 300, Fort Worth, Texas 76177",(817) 224-6073,RGA Architects Inc.,"301 S. Oak Street Suite 100, Roanoke, Texas 76262",(817) 430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014932,
Murphy #7892,TABS2026014902,Murphy #7892,"NEC of FM 423 and Panther Creek Pkwy, Frisco, TX 75034",Denton,11/1/2026,5/1/2027,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.","Ground up 2,824 square foot Murphy USA convenience store with gas sales and associated site improvements.","2,824 ft 2","23 Panther Creek Partners, LLC","6907 Albany Park, Frisco, Texas 75034",425-652-6148,The Dimension Group,"10755 Sandhill Rd, Dallas, Texas 75238",214-600-1152,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014902,"Murphy Oil USA, Inc"
Black Iron Athletics,TABS2026014877,Black Iron Athletics,"279 Main St. STE 114, Frisco, TX 75036",Denton,5/4/2026,8/31/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project includes a retail suite renovation totaling approximately 4,OOOSF. The interior space will Include office space,recovery area, locker room, & restrooms with the majority space being open for tenant fitness equipment.","4,000 ft 2",MSP Frisco LLC,"1200 W Magnolia Ave. STE 220, Fort Worth, Texas 76014",(817) 945-1600,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",(214) 273-1615,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014877,Mike Manning
Prime Controls,TABS2026014849,1720 Lakepointe Drive,"1720 Lakepointe Drive Suite 101, Lewisville, TX 75057",Denton,3/15/2026,6/15/2026,"$980,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel suite for new tenants use,"34,000 ft 2",GL CORPORATE POINTE LP P/S,"580 Decker Street Suite 203, Irving, Texas 75062",(972) 650-4200,USgreenDESiGN,"9720 Coit Road Suite 220-217, Plano, Texas 75025",(214) 450-6875,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014849,Nick Oliver
QuikTrip # 911 Fryer Project,TABS2026014811,QuikTrip # 911,"3701 IH 35 South, Denton, TX 76210",Denton,8/23/2026,9/7/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes reorganization of existing kitchen equipment and addition of new fryer units. Project 300sf ,300 ft 2,"QT SOUTH, LLC","4705 S 129th East Ave., Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D Filuk, Architect","1747 E. MORTEN AVE SUITE 111, PHOENIX, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014811,
Orchard Village Work Wear Shoes lease,TABS2026014807,Old Orchard Village East,"1288 W main street Suite 228, Lewisville, TX 75067",Denton,4/20/2026,6/1/2026,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant build-out,"3,825 ft 2",1171 & Old Orchard LP,"3102 Maple Ave. Suite 500, Dallas, Texas 75201",(214) 720-6627,Jordan Architects LLC,"402 W Wheatland rd Suite 102, Duncanville, Texas 75116",(972) 572-6777,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014807,
Taco Bell Restaurant,TABS2026014795,Taco Bell,"1248 Highway 114, Justin, TX 76427",Denton,7/1/2026,10/31/2026,"$1,350,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new Taco Bell Restaurant,"2,115 ft 2",McKelvey Cole VP-LP,"2808 Fairmount St. Suite 100, Dallas, Texas 75201",(903) 714-0475,"TESSERE, Inc","1525 E. Douglas Avenue, Wichita, Kansas 67211",316-265-9367,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014795,
Saratoga Phase 1 Amenity Center,TABS2026014793,Saratoga Phase 1 Amenity Center,"Omaha St X Retama St, Aubrey, TX 75057",Denton,5/1/2026,8/1/2026,"$1,100,000",New Construction,"This project is privately funded, on private land for private use.","Amenity Center Building, Parking Lot, Playground, Pickleball Court","59,338 ft 2",550 BELMONT DEVELOPMENT LP,"2727 Routh Street, Dallas, Texas 75201",214-455-8759,"Studio 13 Design Group, PLLC.","386 W Main St, Lewisville, Texas 75057",(469) 635-1900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014793,
FORMM FITNESS,TABS2026014779,FORM FITNESS,"3964 SH 121 #STE. 550, Lewisville, TX 75056",Denton,9/1/2026,3/1/2027,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"2,030 ft 2",3964 SH 121 LLC,"4400 SH 121 #STE. 505, LEWISVILLE, Texas 75056",(214) 532-1519,BEAR DESIGN BUILD,"2965 VILLA CREEK DR, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014779,PRASAD POTLURI
CREAMOLOGY - PROSPER,TABS2026014748,WESTSIDE ADDITION BLK A LOT 8,"5600 W UNIVERSITY DR, Prosper, TX 75078",Denton,4/9/2026,6/22/2026,"$150,000",New Construction,"This project is privately funded, on private land for private use.","The scope of work includes interior tenant finish-out only, including architectural build-out and MEP systems to support the proposed use. No changes are proposed to the site, building footprint, structural system, building height or envelope.","1,200 ft 2","REGENT XNG, LLC","310 SAN MARCOS DR, IRVING, Texas 75039",(302) 494-3699,ARCTIER LLC,"2064 Olivereta Dr., Little Elm, Texas 75068",(224) 622-3442,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014748,MANOJNA DANDU
Swisher Road Spec Office,TABS2026014736,Swisher Road,"250 Swisher Road, Lake Dallas, TX 75065",Denton,3/23/2026,8/31/2026,"$550,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",First time finish out of a portion of existing building.,"3,309 ft 2","FP-Lincoln Swisher Owner, LP","8111 Douglas Ave, Ste 600, DALLAS, Texas 75225",(214) 693-3246,Alliance Architects,"1600 N Collins Blvd Ste 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014736,
Wavemax Laundry,TABS2026014732,Wavemax Laundry,"111 E. University Drive suite 107, Denton, TX 76201",Denton,3/25/2026,8/25/2026,"$225,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel,"3,700 ft 2",Wish Upon a Star Properties LLC,"2000 Denison ST Suite A, Denton, Texas 76201",(214) 821-8242,Hub City Productions,"4100 Commerce St #14, Dallas, Texas 75226",(214) 821-8242,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014732,
Angies,TABS2026014723,THE VILLAGE AT ELDORADO,"2823 ELDORADO PKWY, Little Elm, TX 75068",Denton,3/25/2026,4/15/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","interior alteration (primarily kitchen) for new restaurant tenant, prior TABS reviewed in 2023 (TABS2022020600)","2,969 ft 2","2821 ELDORADO, LLC","9520 PADGETT ST, SAN DIEGO, California 92126",(858) 774-8697,"FLATIRON GROUP, LLC","55 S HIGH ST #210, DUBLIN, Ohio 43017",(614) 348-9883,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014723,RAY PLATO
QuikTrip # 905 Fryer Project,TABS2026014708,QuikTrip # 905,"321 W Eagle Dr., Denton, TX 76201",Denton,9/13/2026,9/28/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes reorganization of existing kitchen equipment and addition of new fryer units. Project 300 sf ,300 ft 2,"QT SOUTH, LLC","4705 S 129th East Ave., Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D Filuk, Architect","1747 E. MORTEN AVE SUITE 111, PHOENIX, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014708,
Hebron High School Band Parking Lot Refresh,TABS2026014667,Hebron High School,"4207 Plano Pkwy, Carrollton, TX 75010",Denton,3/23/2026,8/1/2026,"$1,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.", Renovation of band parking lot including relocation of existing band tower. Restriping of Plano Pkwy entrance and widening of Charles St entrance.,"308,694 ft 2",Lewisville Independent School District,"1565 W. Main Street, Lewisville, Texas 75067",(469) 948-7818,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",214-473-2572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014667,
Willis Library 422 & 430,TABS2026014640,Willis Library,"1506 W. Highland Street, Denton, TX 76201",Denton,12/15/2025,5/15/2026,"$340,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Abatement, New lighting, ceiling tile, carpet tile, paint, storefront door with vinyl lettering","5,000 ft 2",UNT,"2204 W. Prairie Street, Denton, Texas 76201",(940) 565-4365,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014640,
QuikTrip # 941 Fryer Project,TABS2026014604,QuikTrip # 941,"1035 W Round Grove Rd., Lewisville, TX 75067",Denton,8/9/2026,8/24/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014604,
