project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Hilti Customer Experience Center,TABS2025024369,Bison Grove Business Park Building 3,"800 W Round Grove Road, Lewisville, TX 75067",Denton,8/4/2025,11/3/2025,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel of existing warehouse open area to create customer experience center,"9,253 ft 2",CenterPoint,"945?Bunker Hill Rd Suite 625, Houston, Texas 77024",(832) 856-4649,Blake Brown,Harry Gendel Architects,"1807 Decatur, Houston, Texas 77007",(713) 266-6100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024369
Jared 0493 Vista Ridge Exterior ALM,TABS2025024366,Jared Jewelers,"2425 S. Stemmons FWY, Lewisville, TX 75067",Denton,8/29/2025,10/30/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Minor cosmetic work to be performed on the exterior of the building,"1,520 ft 2",DJB Prodigy Investment,"817 Burgess Lane, Murphy, Texas 75094",(214) 563-6843,Signet Jewelers/John Lapham,"GPD Group, Professional Corporation","520 S. Main Street Suite 2531, Akron, Ohio 44311",(330) 434-0056,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024366
Pecan Plaza - Lot 6,TABS2025024363,Pecan Plaza - Lot 6,"8040 Cleveland Gibbs Rd, Northlake, TX 76226",Denton,9/1/2025,5/1/2026,"$680,425",New Construction,"This project is privately funded, on private land for private use.",New Shell Building,"8,005 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,,KlineHardin,"1921 State Hwy 121, Suite 250, Lewisville, Texas 75056",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024363
Pecan Plaza - Lot 5,TABS2025024353,Pecan Plaza - Lot 5,"8048 Cleveland Gibbs Rd, Northlake, TX 76226",Denton,9/1/2025,5/1/2026,"$468,350",New Construction,"This project is privately funded, on private land for private use.",New Shell Building,"5,510 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,,KlineHardin,"1921 State Hwy 121, Suite 250, Lewisville, Texas 75056",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024353
Hickory Grove Casitas,TABS2025024290,Amenity Building,"11020 W University Drive, Krum, TX 76249",Denton,9/1/2025,9/1/2026,"$299,700",New Construction,"This project is privately funded, on private land for private use.",1994 sq ft - Amenity Center with Fitness/Conference and offices as well as a reception area.,"1,994 ft 2",DR Horton Multifamily,"1341 Horton Circle, Arlington, Texas 76011",(817) 217-8311,,STRAND Engineering Systems,"10003 Technology Boulevard West, Dallas, Texas 75220",(972) 620-8204,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024290
North Lake Montessori School,TABS2025024268,Montessori/Day Care School,"12170 FM 11751, Northlake, TX 76262",Denton,9/1/2025,6/1/2026,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.","Daycare with 11,000 square feet ","11,000 ft 2",YMC Assets LLC,"455 Somerset Dr., Flower Mound, Texas 75028",(469) 805-1525,,RashmiC Inc.,"4117 Old Pleasant Ridge Road, Arlington, Texas 76016",(817) 891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024268
Denton Logistics Spec Office 2,TABS2025024234,Denton Logistics Center East,"3331 FM 1173, Denton, TX 76207",Denton,7/1/2025,11/1/2025,"$675,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New spec office 3,241 sf","3,241 ft 2",Brookfield Properties,"2121 N. Pearl Street, Suite 1210, Dallas, Texas 75201",214-393-5069,,Macgregor Associates Architects,"2727 Paces Ferry Road, Suite 2-1400, Atlanta, Georgia 30339",678-504-0907,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024234
Trophy Club Community Pool Renovation,TABS2025024217,Trophy Club Community Pool,"500 PARKVIEW DRIVE, Trophy Club, TX 76262",Denton,9/1/2025,6/30/2026,"$2,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","demolition, earthwork, concrete flatwork, shade structures, pool, water slides, raised planters, supporting utilities and equipment, storm drainage, electrical, railing, site furnishings, landscape and irrigation ","18,700 ft 2",Trophy Club Parks and Rec,"1 Trophy Wood Drive, Trophy Club, Texas 76262",(682) 237-2900,,Parkhill,"640 Taylor Street, Suite 1900, Fort Worth, Texas 76102",682.399.6440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024217
Luxury Storage Condominiums,TABS2025024205,Luxury Storage Condominiums,"SWC Hickory Creek & Teasley, Denton, TX 76210",Denton,9/1/2025,7/31/2026,"$8,000,000",New Construction,"This project is privately funded, on private land for private use.",Shell building garage storage condominiums,"57,681 ft 2",Scott Brown Luxury Storage Condominiums,"1400 Dallas Drive, Denton, Texas 76205",(214) 802-9060,,"Michael F. Twichell, L.P.","3624 Oak Lawn Avenue Suite 320, Dallas, Texas 75219",(214) 521-3066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024205
"WANG, ERIC",TABS2025024184,AUBREY EYE CARE,"27045 E. UNIVERSITY DR. UNIT 2C, Aubrey, TX 76227",Denton,8/11/2025,11/3/2025,"$338,160",New Construction,"This project is privately funded, on private land for private use.",interior finish out ,"2,215 ft 2","BME INVESTMENT, LLC","7500 BELLAIRE BLVD SUITE 408, HOUSTON, Texas 77036",713-820-2228,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025024184
