project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
TIARA NAIL,TABS2025005725,-,"2750 LITTLE ELM PKWY #STE. 104, Little Elm, TX 75068",Denton,11/29/2024,2/28/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,500 ft 2",RUI HONG INC,"4709 BROCKWELL DR, CARROLLTON, Texas 75010",(870) 275-1982,JI SUNG,AZEN MECHANICAL CORP,"9078 RIVER TRAILS BLVD, FORT WORTH, Texas 76118",(817) 228-3321,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005725
"Core Scientific - Denton, TX",TABS2025005706,Core Scientific Data Center,"8171 Jim Christal Road, Denton, TX 76207",Denton,11/1/2024,12/29/2025,"$635,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Convert bitcoin mining buildings into data centers - construct new office building.,"478,685 ft 2",Core Scientific,"838 Walker Road, Suite 21-2105, Dover, Delaware 19904",(512) 402-5233,,Ci Design Inc.,"1000 Lancaster Street, Suite 430, Baltimore, Maryland 21202",(410) 348-4244,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005706
Aubrey FM 2931 Storage,TABS2025005705,Aubrey Extra Space Storage,"4839 FM 2931, Aubrey, TX 76227",Denton,2/1/2025,12/1/2025,"$8,800,800",New Construction,"This project is privately funded, on private land for private use.","SELF STORAGE FACILITY WITH 3 STORIES AND GRADE ENTRY BASEMENT AND MANAGER'S OFFICE, ALL CLIMATE CONTROL AND AUTOMATIC FIRE SPRINKLER SYSTEM","122,400 ft 2",AUBREY 2931 INVESTMENTS LP,"1701 NUECES STREET, Austin, Texas 78701",5-129-690-2001,,"Kaufman Design Group, Inc","9415 E Harry St #405, Wichita, Kansas 67207",316-618-0448,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005705
NTECC 911 Center,TABS2025005697,"North Texas Emergency Communications Center, Inc","1649 W. Frankford Rd Suite 150, Carrollton, TX 75007",Denton,4/15/2025,7/17/2026,"$13,050,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Scope of work to include new ground-up construction of an approximately 25,000 square foot communications center, office, and meeting spaces.","25,000 ft 2","North Texas Emergency Communications Center, Inc","1649 W. Frankford Rd Suite 150, Carrolton, Texas 75007",(469) 289-3200,,Parkhill,"3000 Internet Blvd Suite 550, Frisco, Texas 75034",(972) 987-1670,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005697
IDEAL (N. PROSPER),TABS2025005651,IDEAL DENTAL,"201 W. FRONTIER PKWY SUITE 30, Prosper, TX 75078",Denton,12/9/2024,4/30/2025,"$305,870",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR A DENTAL OFFICE,"2,116 ft 2",VICTORY REAL ESTATE GROUP,"2911 TURTLE CREEK BLVD,. STE 700, DALLAS, Texas 75219",469-646-6179,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005651
BAZOOKA CHARLIE'S BARBER CO. - NORTHLAKE,TABS2025005634,THE SHOPS AT GATEWAY,"8131 GATEWAY DRIVE, SUITE 300, ARGYLE, TX 76226, Argyle, TX 76226",Denton,12/2/2024,3/31/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.","BUILDOUT OF COLD DARK SHELL COMMERCIAL SPACE TO INSTALL PLUMBING, HVAC, RESTROOMS, RECEPTION AND WAITING AREA, STORAGE ROOM, EMPLOYEE BREAK ROOM, STYLIST STATIONS, SHAMPOO STATIONS, TILE WALLS, MIRRORS, INTERIOR LIGHTING AND ELECTRICAL, AND FLOORING.","1,688 ft 2",CDI 8131 Gateway LLC,"3190 TEASLEY LANE, DENTON, Texas 76205",940-218-6680,NORTHLAKE SELF CARE LLC,PMS DESIGNS LLC,"9202 Flickering Shadow Drive, DALLAS, Texas 75243",214-417-4910,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005634
"WM 6068.1008 Sanger, TX - EV Chargers",TABS2025005612,Regional Distribution Center 6068,"2120 Stemmons Freeway, Sanger, TX 76266",Denton,1/1/2025,3/14/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Installing (2) EV Charging stations and associated electrical in the distribution center truck yard area, near the Truck Maintenance Garage.","1,500 ft 2",Walmart,"2608 S.E. J Street, Bentonville, Arkansas 72716",(479) 371-8803,,"HFA-AE, LDT","1705 S. Walton Blvd, Bentonville, Arkansas 72712",817-203-1099,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005612
COP Room Expansion,TABS2025005611,Tree House Foods,"1921 Farmer Brothers Drive, Northlake, TX 76262",Denton,1/6/2025,3/28/2025,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construction of a new COP (Equipment Cleaning Room) with chemical storage. ,300 ft 2,Tree House Foods,"1912 Farmer Brothers Drive, Northlake, Texas 76262",(682) 549-6690,,The Dennis Group,"310 South Main, Salt Lake City, Utah 84101",(801) 428-1125,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005611
Highpointe Ranch Phase 1B,TABS2025005594,Highpointe Ranch,"600 Bronco Lane, Aubrey, TX 76227",Denton,11/14/2024,12/18/2024,"$124,000",New Construction,"This project is privately funded, on private land for private use.",Sidewalks and Pedestrian ramps for Highpointe Ranch Development,"13,000 ft 2",Lennar Homes of Texas Land and Construction,"1231 Greenway Drive, Suite 800, Irving, Texas 75038",(903) 821-2188,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005594
CTDI Interior Renovation at MAC8,TABS2025005588,Majestic Airport Center DFW Bldg. 8,"2951 S Valley Parkway Bldg. 8, Lewisville, TX 75067",Denton,11/1/2024,1/1/2025,"$1,600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing office/warehouse facility,"102,782 ft 2",DFW Lewisville Building 8 LLC,"13191 Crossroads Parkway North Fl 6, City of Industry, California 91746",(972) 726-0700,Dave Dilworth,"Gary Levy Architect, LLC","PO Box 192334, Dallas, Texas 75219",214-880-9928,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025005588
