project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"BOTBITES, INC",TABS2025010824,BOTBITES,"1408 West Hickory Street, Denton, TX 76201",Denton,3/25/2025,6/30/2025,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF EXISTING BUILDING,"1,733 ft 2",KRIYA ESTATE,"138 ROLLING FORK BEND, IRVING, Texas 75039",(312) 860-3050,"E. EVANS ASSOCIATES, INC","13140 COIT ROAD SUITE 230, Dallas, Texas 75240",(214) 882-9359,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010824,
EYE LEVEL LEARNING CENTER,TABS2025010750,2001 Morriss Road Suite 200 Flower Mound,"2001 Morriss Road Suite 200 Flower Mound, Flower Mound, TX 75028",Denton,3/15/2025,6/18/2025,"$85,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"1,000 ft 2",Sameer Thakar,"8448 Pitkin Road, Frisco, Texas 75036",317-832-7501,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010750,
JPI Morningstar,TABS2025010748,JPI Morningstar,"6249,6233,6237, & 6241 Morningstar Dr., The Colony, TX 75056",Denton,1/2/2025,12/31/2026,"$47,000,000",New Construction,"This project is privately funded, on private land for private use.","373-unit multifamily apartment development with 4 buildings, includes resident-only amenities and leasing office, 4-stories, 439,056 square feet","439,056 ft 2",JPI,"9001 Cypress Waters Blvd. #2A, Dallas, Texas 75019",(214) 451-6714,Lord Aeck Sargent Planning & Design,"1175 Peachtree St. NE #2400, Atlanta, Georgia 30361",404-253-6712,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010748,
Highpointe Ranch Phase 1C,TABS2025010725,Highpointe Ranch,"600 Bronco Lane, Aubrey, TX 76227",Denton,2/3/2025,2/28/2025,"$197,000",New Construction,"This project is privately funded, on private land for private use.",Sidewalks and Pedestrian ramps for Highpointe Ranch Development Phase 1C,"19,000 ft 2",Lennar Homes of Texas Land and Construction,"1231 Greenway Drive, Suite 800, Irving, Texas 75038",(469) 203-1565,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010725,
Walmart Store #4627 Zipline Drone Delivery,TABS2025010718,Walmart,"2750 W University Dr, Denton, TX 76201",Denton,4/21/2025,6/21/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","install drone delivery system and equipment by vendor, install new foundation for drone delivery system.","5,000 ft 2",Walmart,"2608 SE J Street, Bentonville, Arkansas 72716",479-371-2055,"Kimley-Horn and Associates, Inc.","10101 Reunion Place Suite 400, San Antonio, Texas 78216",210-660-2943,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010718,
Bluestar Industrial Building L,TABS2025010553,Bluestar Industrial Building L,"I-35 & Chisam Rd, Sanger, TX 76227",Denton,2/15/2025,12/15/2025,"$14,000,000",New Construction,"This project is privately funded, on private land for private use.","new ground up 291,196 SF Tilt Wall Shell Building","291,196 ft 2","Sanger Texas Industrial, LLC","833 S. East Ave PO Box 45, Columbus, Kansas 66725",(972) 347-5669,Core Architects,"5001 W. Founders Way Suite 3210, Rogers, Arkansas 72758",(479) 631-2673,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010553,
IVX (Denton),TABS2025010435,IVX HEALTH,"3410 N. Interstate 35 Suite 106, Denton, TX 76201",Denton,2/27/2025,8/25/2025,"$400,000",New Construction,"This project is privately funded, on private land for private use.",interior finish out for medical office ,"1,945 ft 2",FIDELIS,"8140 Walnut Hill Dr sUITE 400, DALLAS, Texas 75231",(469) 998-8980,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010435,
Walmart Store #5092 Zipline Drone Delivery,TABS2025010420,Walmart,"190 E Round Grove Rd, Lewisville, TX 75067",Denton,2/10/2025,4/12/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","install drone delivery system and equipment by vendor, install new foundation for drone delivery system and retaining wall and shoring","5,000 ft 2",Walmart,"2608 SE J Street, Bentonville, Arkansas 72716",479-371-2055,"Kimley-Horn and Associates, Inc.","10101 Reunion Place Suite 400, San Antonio, Texas 78216",210-660-2943,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010420,
Lumen Denton Shelters,TABS2025010414,Lumen Denton Shelters,"5311 N I35, Denton, TX 76207",Denton,2/24/2025,6/23/2025,"$687,000",New Construction,"This project is privately funded, on private land for private use.","Install two (2) prefabricated equipment shelters. Extend existing concrete pads, install new meter/ meter rack and. 1 single-wide shelter (432 sqft) and 1 double-wide shelter (864 sqft)","1,300 ft 2",Robert Woodson Harris,"PO Box 1352, Denton, Texas 76202",(640) 536-3452,"Kimley-Horn and Associates, Inc","3875 Embassy Parkway #280, Akron, Ohio 44333",330-805-1325,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010414,Brian Reaume
IVX (SOUTHLAKE),TABS2025010399,IVX HEALTH,"480 W. SOUTHLAKE BLVD. #115, Southlake, TX 76092",Denton,2/27/2025,8/25/2025,"$368,255",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL FOR HEALTH CLINIC ,"1,773 ft 2",DUWEST,"4403 N Central Expwy #110, DALLAS, Texas 75205",(214) 478-7792,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010399,
THR Frisco - Cath 2 Fitout,TABS2025010398,Texas Health Frisco Hospital,"12500 Dallas Parkway, Frisco, TX 75033",Denton,4/1/2025,10/31/2025,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,200 sf fitout of Cath 2 procedure room that was originally shelled.","1,200 ft 2",Texas Health Resources,"612 E. Lamar Blvd, Arlington, Texas 76011",214-205-6633,"HKS, Inc.","350 N St. Paul St STE 100, Dallas, Texas 75201",214-969-5599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010398,
159-Premier Stair,TABS2025010388,Frankford Trade Center 13,"2933 Eisenhower Street, Suite 130, Carrollton, TX 75007",Denton,1/27/2025,4/7/2025,"$65,609",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement within existing finish out,162 ft 2,Prologis,"2021 McKinney Ave, Suite 1050, Dallas, Texas 75201",(972) 884-9210,Meinhardt & Associates,"14643 Dallas Pkwy, suite 636, Dallas, Texas 75254",1-972-934-5406,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010388,
