project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Eagle Point Solutions,TABS2026000416,Windhaven,"3551 Windhaven Parkway, Lewisville, TX 75056",Denton,10/10/2025,12/19/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office addition to existing industrial shell building and renovation of existing warehouse.,"20,070 ft 2",Billingsley Company,"1722 Routh St. Suite 770, Dallas, Texas 75201",(214) 270-1001,Rene Perez,O'Brien Architects,"1722 Routh Street, Suite 122, Dallas, Texas 75201",(214) 450-7335,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000416
GM Fort Worth ASRS install,TABS2026000375,GM Fort Worth PDC,"301 Freedom Dr, Roanoke, TX 76262",Denton,9/15/2025,1/16/2026,"$2,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Build new storage system for GM Parts Distribution Center,"21,000 ft 2",General Motors,"301 Freedom Dr, Roanoke, Texas 76262",(734) 318-3173,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000375
BSW The Heart Hospital,TABS2026000353,Oak Building,"151 FM Road 407 Suite 150, Argyle, TX 76226",Denton,10/1/2025,1/31/2026,"$550,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing suite.,"2,915 ft 2","CDI Evans, LLC","415 Highway 377 S Suite 110, Argle, Texas 76226",(940) 218-6680,,Schwabauer Design,"1600 N Collins Blvd suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000353
The Town of Little Elm-Primitive Camping and Amphitheater,TABS2026000327,Town of Little Elm,"701 W. El dorado Pkwy., Little Elm, TX 75068",Denton,10/19/2025,3/13/2026,"$3,800,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","This project includes upgrades to the Primitive Camping are. Project to incorporate camp pads, prefabricated restroom buildings and pavilion, camp fire ring, picnic zones, and amphitheater upgrades with seating ","181,508 ft 2",The Town of Little Elm,"100 W. Eldorado Parkway, Little Elm, Texas 75068",(214) 975-0489,,Dunaway,"550 Bailey Ave  #400, fort worth, Texas 76107",817-335-1121,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000327
Pluralsight,TABS2026000285,Terraces at Solana,"1500 Solana Blvd 6400, Westlake, TX 76262",Denton,9/15/2025,11/15/2025,"$250,636",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"20,542 ft 2",SOL Westlake LP,"8700 Bryn Mawr Avenue 130N, Chicago, Illinois 60631",(312) 424-3993,,Entos Design,"5400 LBJ FREEWAY SUITE 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000285
"Chipotle Shell Building - Lewisville, TX",TABS2026000271,Chipotle Shell Building,"1131 FM 407, Lewisville, TX 75067",Denton,11/1/2025,5/1/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.","Scope of work is for a new 2,325 sq ft building shell.","2,325 ft 2",CHIPOTLE 407 LLC,"P.O. Box 96011, Southlake, Texas 76092",(817) 778-4711,,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000271
Lake Vista Bldg. 3,TABS2026000263,Lake Vista Bldg. 3,"TBD, Lewisville, TX 75067",Denton,10/1/2025,10/31/2026,"$6,600,000",New Construction,"This project is privately funded, on private land for private use.",spec warehouse. shell and site only,"66,820 ft 2",Trammell Crow Company,"2121 N. Pearl, Suite 300, Dallas, Texas 75201",(903) 268-1010,,Alliance Architects,"1600 N. Collins Blvd. #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000263
Lake Vista Bldg. 2,TABS2026000261,Lake Vista Bldg. 2,"TBD, Lewisville, TX 75067",Denton,10/1/2025,10/31/2026,"$10,100,000",New Construction,"This project is privately funded, on private land for private use.",spec warehouse. Shell and site only,"126,693 ft 2",Trammell Crow Company,"2121 N. Pearl, Suite 300, Dallas, Texas 75201",(903) 268-1010,,Alliance Architects,"1600 N. Collins Blvd. #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000261
Lake Vista Bldg. 1,TABS2026000259,Lake Vista Bldg. 1,"1600 N. Collins Blvd. #1000, Lewisville, TX 75067",Denton,10/1/2025,10/31/2026,"$10,500,000",New Construction,"This project is privately funded, on private land for private use.",spec warehouse. shell and site only,"122,820 ft 2",Trammell Crow Company,"2121 N. Pearl, Suite 300, Dallas, Texas 75201",(903) 268-1010,,Alliance Architects,"1600 N. Collins Blvd. #1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000259
ILC 4 Fort Worth - Lennox TI,TABS2026000189,ILC Fort Worth Building 4,"1376 Bold Ruler Rd, Fort Worth, TX 63383",Denton,9/16/2025,5/1/2026,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.",Construction of an Office within the shell building,"15,000 ft 2","NP-OV Fort Worth Project 4, LLC","3315 N. Oak Trafficway, Kansas City, Missouri 64116",(816) 437-5055,,StudioNorth,"3315 N. Oak Trafficway, Kansas City, Missouri 64116",314.603.8030,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000189
Coyote Ridge ES 20 YR Life Cycle Maintenance & Repair,TABS2026000154,Coyote Ridge Elementary School,"4520 Maumee Drive, Carrollton, TX 75010",Denton,5/23/2026,8/1/2027,"$19,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Refurbishment of school, including updated flooring, lay-in ceiling grids, millwork, plumbing, lighting & technology, playground equipment, HVAC system, enlarged mechanical yard and replacement of flat roof over kitchen","99,939 ft 2",Lewisville ISD,"1597 S. Edmonds Lane, Lewisville, Texas 75067",469-713-5200,,VLK,"5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000154
Hicks ES 20 YR Life Cycle Maintenance & Repair,TABS2026000153,Hicks Elementary School,"3651 Compass Drive, Frisco, TX 75034",Denton,5/23/2026,8/1/2027,"$19,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Refurbishment of school, including updated flooring, lay-in ceiling grids, millwork, plumbing, lighting & technology, playground equipment, HVAC system, enlarged mechanical yard and replacement of shingle roof","100,479 ft 2",Lewisville ISD,"1597 S. Edmonds Lane, Lewisville, Texas 75067",469-713-5200,,VLK,"5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000153
Family First Automobile,TABS2026000150,Family First Automobile,"300 N Stemmons St, Sanger, TX 76266",Denton,9/30/2025,1/15/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation and addition to existing commercial property ,"3,450 ft 2",Family First Automobile LLC,"300 N Stemmons St, Sanger, Texas 76266",(940) 365-4706,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000150
TFO for Western 3,TABS2026000129,Western 3,"2220 San Jacinto Blvd Suite 330, Denton, TX 76205",Denton,10/1/2025,12/17/2025,"$175,000",New Construction,"This project is privately funded, on private land for private use.",New TFO in a shell building,"2,000 ft 2","West Gate III, LLC","525 S Loop 288 Suite 105 Suite 150, Denton, Texas 76205",(940) 382-5003,,Bates Martin Architects,"2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",(940) 387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000129
N. Elm Multi-Family,TABS2026000110,N. Elm Multi-Family,"3301 N. Elm, Denton, TX 76027",Denton,6/30/2026,6/30/2028,"$5,000,000",New Construction,"This project is privately funded, on private land for private use.","New 67-Unit, one and two-bedroom apartment units on three floors, spread across buildings A and B, on a 2.4-acre parcel of land. ","72,000 ft 2",SY3M LLC,"4633 Portrait Lane, Plano, Texas 75024",(214) 228-5338,,IDD Architecture,"14455 Webb Chapel Road Ste. 200, Farmers Branch, Texas 75234",(214) 205-7956,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026000110
KAJI SUSHI,TABS2025027106,KAJI SUSHI,"26787 EAST UNIVERSITY DRIVE, SUITE 170, Aubrey, TX 76227",Denton,10/1/2025,5/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT / INTERIOR FINISH OUT FOR A RESTAURANT,"6,754 ft 2",LING SHEN LIANG,"2528 OLD DENTON ROAD SUITE 250, CARROLTON, Texas 75006",(469) 569-6388,,"R.T. CHANG ARCHITECTS, INC.","5834 WINDMIER LANE, DALLAS, Texas 75252",(214) 663-4735,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025027106
