project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Hickory St BBQ (Smithers Smokehouse),TABS2026014427,Smithers Smokehouse,"300 E. HICKORY ST., Denton, TX 76201",Denton,3/20/2026,10/1/2026,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",One story renovation of existing building for new restaurant use with 2 new patio overhangs and new walk-in cooler addition. ,"2,650 ft 2","Not Quite 4A Properties, LP","PO BOX 2531, Denton, Texas 76202",(940) 220-7489,MKOA Studio Architects,"222 S Elm St Suite 101, Denton, Texas 76205",(940) 331-5237,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014427,
Yard House The Colony,TABS2026014424,Yard House,"5351 Nebraska Furniture Mart Dr, The Colony, TX 75056",Denton,7/13/2026,4/12/2027,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Conversion of a full service restaurant with associated site work and landscaping.,"10,912 ft 2",Ryan Blumkin,"700 S. 72nd Street,, Omaha, Nebraska 68114",402-392-3270,HFA,"1705 S. Walton Blvd., Ste 3, Bentonville, Arkansas 72712",479-866-3246,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014424,Kristin Kolomiyets
Sage Creek Townhomes,TABS2026014380,Sage Creek Townhomes,"2001 Lattimore Street, Denton, TX 76209",Denton,12/1/2026,3/2/2027,"$350,000",New Construction,"This project is privately funded, on private land for private use.","Paving, Sidewalk, Drainage and utility improvements fro a new residential subdivision","20,000 ft 2",SAGE CREEK TOWNHOMES ASSOCIATION INC,"181 Grand Avenue Suite 200, Southlake, Texas 76092",248-220-0440,"Johnson Volk Consulting, INC","704 Central Parkway East, Plano, Texas 75074",972-201-3102,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014380,
IPS EQUIPMENT ADDITION,TABS2026014377,WAREHOUSE DEVELOPMENT LOT 5C PRAIRIE MILL INDUSTRIAL PARK,"888 N. MILL STREET, Lewisville, TX 75057",Denton,4/6/2026,8/24/2026,"$192,700",Renovation/Alteration,"This project is privately funded, on private land for private use.",·	OVERHEAD DOOR MODIFICATION ·	RTU PLACED FOR WAREHOUSE  	SPACE CONDITIONING ·	INTERIOR BAY BRIDGE CRANE INSTALLATION ·	ROOF LADDER/SCUTTLE INSTALLATION ,"5,534 ft 2",MILLS ST TX LLC,"7392 DAIMLER ST, IRVINE, Texas 92614",(310) 722-1244,"FORM studios, LLC","300 Burnett St. Ste. 120, Fort Worth, Texas 76102",(817) 426-3006,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014377,
The Rustic - The Colony TX,TABS2026014354,The Rustic,"5805 Grandscape Blvd, The Colony, TX 75056",Denton,4/16/2026,10/30/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant finish out of an existing leased space ,"9,700 ft 2","FR Colony Propco, LLC","2929 Carlisle St; Suite 200, Dallas, Texas 75204",972-537-1200,Fusion AE,"6201 Campus Circle Dr E, Irving, Texas 75063",(972) 870-1288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014354,
11437 Cockleburr,TABS2026014351,11437 Cockleburr,"11437 Cockleburr, Roanoke, TX 76262",Denton,3/30/2026,6/1/2026,"$500,000",New Construction,"This project is privately funded, on private land for private use.",PEMB for office warehouse,"6,000 ft 2",Colleytech Investments LLC,"4937 Trail Creek Dr, Fort Worth, Texas 76244",(817) 988-1430,Waal Architecture,"1340 twisting wind drive, Haslet, Texas 76052",(817) 691-6621,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014351,
Envision Imaging Denton Breast Center,TABS2026014324,2220 Emery Street,"2220 Emery Street, Suite 100, Denton, TX 76201",Denton,4/9/2026,10/16/2026,"$490,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement for an outpatient medical diagnostics business within a sprinkled existing retail center. ,"2,329 ft 2",Dristi,"2220 Emery Street, suite 100, Denton, Texas 76201",(940) 243-2020,RTA Architects,"19 S Tejon Street, Suite 300, Colorado Springs, Colorado 80903",(719) 867-7060,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014324,Michael Ingham
Dunkin' Hickory Creek,TABS2026014284,Victory Shops at Hickory Creek I,"3100 FM2181 #108, Corinth, TX 76210",Denton,4/13/2026,5/13/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior build out of quick service restaurant with drive-thru in a multi-tenant building 1780 sqft,"1,780 ft 2","Victory Shops at Hickory Creek I, LLC","600 S Sherman St. Suite 108, Richardson, Texas 75081",(972) 834-4892,"Jefferey A, Scott Architects, P.C.","32316 Grand River Ave. #200, Farmington, Michigan 48336",(248) 476-8800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014284,
Corinth Building,TABS2026014270,Corinth Building,"2708 West Shady Shores Road, Corinth, TX 76208",Denton,3/31/2026,7/31/2028,"$300,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",A new building for storage,"4,500 ft 2",City of Corinth,"3300 Corinth Parkway, Corinth, Texas 76208",(940) 498-3200,Bates Martin Architects,"2220 San Jacinto Blvd., Denton, Texas 76205",(940) 565-0260,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014270,
Johnson Courts,TABS2026014179,Johnson Courts,"1213 Johnson st, Denton, TX 76205",Denton,8/1/2026,8/1/2027,"$1,260,000",New Construction,"This project is privately funded, on private land for private use.",New multi-family residential structure.,"11,856 ft 2",Tim Beaty,"P.O.Box 68, Denton, Texas 76202",(940) 387-3275,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014179,
Malco Office,TABS2026014177,Jubilee business park 1580,"1580 Riverview Lewisville, Lewisville, TX 75056",Denton,3/1/2026,5/1/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Office TI 5,557 sf","5,557 ft 2","TAL Jubilee Business Park, LLC","1580 Riverview Dr, Lewisville, Texas 75056",(469) 257-4890,Meinhardt and Associates,"14643 Dallas Parkway Suite 636, Dallas, Texas 75254",(972) 980-8980,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014177,Jeff Widdel
Omni PGA Frisco - Retail Pavilion,TABS2026014159,Retail Pavilion,"3255 PGA Parkway, Frisco, TX 75033",Denton,6/1/2026,3/1/2027,"$7,500,000",New Construction,"This project is privately funded, on private land for private use.",new ground up retail pavilion within existing retail district,"15,200 ft 2",Omni PGA Frisco Resort LLC,"4001 Maple Avenue Suite 600, Dallas, Texas 75219",(214) 283-8506,"Beck Architecture, LLC","1401 E 6th Street Building 1, Suite 500, Austin, Texas 78702",(512) 809-9105,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014159,
QuikTrip # 917 Fryer Project,TABS2026014130,QuikTrip # 917,"4850 Main Street, The Colony, TX 75056",Denton,7/19/2026,8/3/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014130,
Maverick Farms Ph 1,TABS2026014114,Maverick Farms,"12255 Mustang Road, Pilot Point, TX 76258",Denton,3/31/2026,1/31/2027,"$20,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",539 single family subdivision,"6,098,400 ft 2",OMA Pilot Point LLC,"8400 Belleview Drive Suite 110, Plano, Texas 75024",(214) 991-7207,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014114,
2022 Misc Streets - Cemetery Hill & Cromwell,TABS2026014025,2022 Misc Streets - Cemetery Hill & Cromwell,"3650 Cemetery Hill Rd, Carrollton, TX 75006",Denton,1/1/2026,1/1/2027,"$4,250,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",reconstruction of Cemetery Hill Road and Cromwell Drive,"18,000 ft 2",City of Carrollton,"1945 E. Jackson Rd, Carrollton, Texas 75006",(972) 466-4702,Binkley and Barfield,"1801 Gateway Blvd Ste 101, Richardson, Texas 75080",972-644-2800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014025,
E Southwest Parkway Improvements,TABS2026014013,NA,"E Southwest Parkway, Lewisville, TX 75067",Denton,6/1/2026,5/31/2027,"$800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Partial pavement reconstruction, installation of 8' to 12' wide concrete shared use path, and widened concrete sidewalk along E Southwest Parkway (43,200 SF Sidewalk/SUP)","43,200 ft 2",City of Lewisville,"151 W Church St, Lewisville, Texas 75057",(972)219-5027,"Freese and Nichols, Inc.","12770 Merit Drive Suite 900, Dallas, Texas 75251",(817)735-7316,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014013,
THR Plano Pediatric Center MRI Imaging,TABS2026013982,Texas Health Resources Pediatric Imaging Center,"7000 West Plano Parkway Suite 120, Plano, TX 75093",Denton,3/15/2026,7/15/2026,"$1,077,484",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of the imaging equipment in the MRI room on level 1 of the clinic. new finishes will also be provided in the space.,750 ft 2,USR Plano Medical LLC,"PO Box 2042 Suite 200, Frisco, Texas 75034",(469) 294-4930,"Perkins Will, Inc.","2218 Bryan Street, Suite 200 Suite 200, Dallas, Texas 75201",(214) 872-5169,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013982,Cheryl Ollman
Nazs Halal Food,TABS2026013960,Razor Ranch Marketplace,"2530 W University Dr. Suite 1130, Denton, TX 76201",Denton,3/1/2026,6/25/2026,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish out in an existing suite. ,"1,696 ft 2","Rayzor Ranch Marketplace Associates, LLC","4500 Bissonet St. Suite 200, Bellaire, Texas 7701",(713) 306-5161,D1 Architects,"5000 Cedar Elm Drive, McKinney, Texas 75070",(817) 913-4426,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013960,Pala Shankar
Denton Cath Lab 2,TABS2026013952,Bayor Scott & White - The Heart Hospital Denton,"2801 S Mayhill Rd, Denton, TX 76208",Denton,3/16/2026,9/4/2026,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project consists of the renovation of an existing Cath Lab to replace the equipment.,763 ft 2,"BSF1 DENTON, LLC","4849 GREENVILLE AVE STE 1270 Suite 500, Dallas, Texas 75206",(469) 949-8296,E4H Architecture,"801 Cherry Street Suite 500, Fort Worth, Texas 76102",(817) 377-2969,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013952,
Taco Bell,TABS2026013939,Taco Bell,"14000 Cross Roads, Cross Roads, TX 76227",Denton,7/1/2026,10/30/2026,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior and exterior (minor) remodel of an existing Taco Bell restaurant ,"2,088 ft 2",NORTH TEXAS BELLS LLC,"1207 Hall Johnson Road, Colleyville, Texas 76034",(817) 328-1978,The Dimension Group,"10755 Sandhill Road, Dallas, Texas 75238",(214) 343-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013939,
Twisted Goat Coffee,TABS2026013916,CROSS TIMBERS VILLAGE,"4151 Cross Timbers Rd Suite 110, Flower Mound, TX 75028",Denton,3/15/2026,5/30/2026,"$257,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out for existing retail suite. Conversion from office to small coffee shop with coffee preparation bar and POS, seating area, rear storage/cleaning area, public restroom. Exterior grease trap added.",954 ft 2,HG CANDLEWOOD LLC,"13902 HIGHLANDER RD, LA MIRADA, California 90638",877-424-2449,DHDESIGN INC dba BohannonDesign,"8300 Starnes Rd Suite 1, North Richland Hills, Texas 76182",(817) 770-0602,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013916,Paul Stephenand ShehlaKusko
Shady Oaks Warehouse Addition,TABS2026013891,Shady Oaks Warehouse,"1709 Shady Oaks Dr, Denton, TX 76205",Denton,3/16/2026,7/1/2026,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Renovation of existing office space and addition to the existing warehouse space.,"14,727 ft 2",CanTex Shady Oaks LLC,"107 Pittsburg St, Dallas, Texas 75207",(682) 346-5172,Agent Architecture,"1414 Belleview St Suite 150, Dallas, Texas 75215",(214) 775-0823,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013891,
Hermann Remodel,TABS2026013857,Hermann residence,"2015 Sorrento, Lewisville, TX 75057",Denton,3/16/2026,4/11/2026,"$85,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",@ bedroom addition to second floor,485 ft 2,RYAN & COLLEEN MARIE HERMANN,"2015 SORRENTO LN, Lewisville, Texas 75077",(631) 560-4660,Cross Timbers Architect,"4315 Windsor Centre Trail 200, Flower Mound, Texas 75028",972-355-7754,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013857,
Grand Oaks Phase 1B,TABS2026013850,Grand Oaks Phase 1B Trail and Sidewalk,"Intersection of Smiley Road and Old Dairy Farm Rd, Celina, TX 75009",Denton,8/3/2026,11/2/2026,"$50,000",New Construction,"This project is privately funded, on private land for private use.",Trail and Sidewalk ,"6,500 ft 2",Grand Oaks Residential Development LLC,"15455 Dallas Pkwy Ste 1000, Addison, Texas 75001",(817) 689-6715,Kimley-Horn,"6160 Warren Parkway, frisco, Texas 75034",(972) 965-1665,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013850,
McMath Middle School Track & Field Renovation,TABS2026013836,McMath Middle School,"1900 Jason Drive, Denton, TX 76205",Denton,6/1/2026,8/30/2026,"$4,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New 2,400 sq ft athletics storage building. Artificial turf added to existing football field. Renovated track around field. New track & field event areas. Additional chain link fence around athletics.","2,400 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N Houston St, Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013836,
GIVING GRACE LOVE FIRST-AMENITY BUILDING,TABS2026013835,GIVING GRACE LOVE FIRST - AMENITY BUILDING,"5254 E McKinney St, Denton, TX 76208",Denton,12/1/2026,6/30/2027,"$75,000",New Construction,"This project is privately funded, on private land for private use.",ONE STORY AMENITY BUILDING,"8,990 ft 2",DAWN SHAPLEY,"1302 TEASLEY LANE, DENTON, Texas 76205",(214) 492-9533,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026013835,
