project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
"PATEL, PARITA",TABS2026026156,TIMBERBROOK DENTAL,"1100 TIMBERBROOK PARKWAY SUITE 200, Justin, TX 76247",Denton,8/18/2026,11/16/2026,"$280,950",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,936 ft 2","TIMBERBROOK CROSSING, LLC","1652 FM 407, SUITE 100, ARGYLE, Texas 76226",252-626-5279,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026156,,,,
Ford Expansion,TABS2026026122,Waters Ridge III,"1825 Lakeway Drive Suite 500, Lewisville, TX 75057",Denton,7/27/2026,11/30/2026,"$1,438,354",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation/ Alteration,"21,264 ft 2","Waters Ridge II & III, LLC","PO Box 192269, Dallas, Texas 75219",(214) 974-4334,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026122,Schwabauer Design,"1600 N Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,
Upgrade Professional Cleaner Facility,TABS2026026095,Indian Creek Plaza,"1712 West Frankford Rd., Carrollton, TX 75007",Denton,8/7/2026,10/15/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Upgrade of a professional cleaner facility.,"4,200 ft 2",Texas Mart Associates LLC,"4308 Bobcat Lane, McKinney, Texas 75070",(609) 240-6418,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026026095,"FK + Architect, LLC","400 Chisholm Place, Suite 310, Plano, Texas 75075",(972) 424-1325,
298 - Suite 119-MonkeyMoto,TABS2026025967,High Street LP - Golden Point,"3451 N I-35 Suite 119, Denton, TX 76207",Denton,6/1/2026,12/1/2027,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New T.I. in existing shell space,"22,329 ft 2","Golden Point Industrial Investors, LLC","5728 LBJ Freeway Suite 225, Dallas, Texas 75240",469-884-0051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025967,"Meinhardt & Associates Architects, P.L.L.C.","14643 DALLAS PARKWAY | STE 636, Dallas, Texas 75254",972.980.8980,
James Avery Craftsman (Q168),TABS2026025916,Denton Crossing West,"1732 South Loop 288, Suite 100, Denton, TX 76205",Denton,9/28/2026,1/11/2027,"$423,800",Renovation/Alteration,"This project is privately funded, on private land for private use.",second generation tenant improvement for a new jewelry store,"2,119 ft 2",Inland Western Denton Crossing,"30 South Meridian Street, Suite 1100, Indianapolis, Indiana 46204",317-270-8265,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025916,"Simply-Architecture, LLC","P.O. Box 293310, Kerrville, Texas 78029",(832) 786-8087,"James Avery Craftsman, Inc."
TRIETSCH MEMORIAL UNITED METHODIST CHURCH,TABS2026025904,TRIETSCH MEMORIAL UNITED METHODIST CHURCH,"6101 MORRISS RD, Flower Mound, TX 75028",Denton,9/1/2026,5/1/2027,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","RENOVATIONS OF APPROXIMATELY 67,740 SF OF EXISTING FACILITY. RENOVATIONS INCLUDE FULLY SPRINKLING THE MINISTRY CENTER AND UPDATING BUILDING ELEMENTS TO CURRENT BUILDING CODE.","67,740 ft 2",TRIETSCH MEMORIAL UNITED METHODIST CHURCH,"6101 MORRISS RD, Flower Mound, Texas 75028",972.539.8547,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025904,GFFDesign,"3030 Nowitzki Way, Suite 400, Dallas, Texas 75219",(214) 303-1500,
Lanter TI,TABS2026025884,ALLIANCE GATEWAY NORTH ADDN BLK 2 LOT 4R (PT) (DENTON CO PORTION),"899 Henrietta Creek Rd. Suite 100, Roanoke, TX 76262",Denton,8/3/2026,10/30/2026,"$1,150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of Office/Warehouse in existing building,"160,000 ft 2",USCIF ALLIANCE HENRIETTA CREEK LLC,"2300 N. Field St. Suite 2150, Dallas, Texas 75201",(972) 972-7652,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025884,P Shade Design,"3839 McKinney Ave. Suite 155-220, Dallas, Texas 75204",(214) 443-7880,Joe Schrimpf
New Restroom-Dos Mezclas Restaurant,TABS2026025838,Dos Mezclas,"202 S Main St, Aubrey, TX 76227",Denton,7/27/2026,8/10/2026,"$60,750",Renovation/Alteration,"This project is privately funded, on private land for private use.","Bathroom remodel, HVAC ductwork, wall openings, finish flooring","1,020 ft 2","Goin, Sam and Traci","401 Hill St, Aubrey, Texas 76227",(817) 917-3681,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025838,,,,
Premier Christian Academy,TABS2026025833,Premier Christian Academy,"TBD Cleveland Gibbs Road, Northlake, TX 76226",Denton,8/1/2026,5/1/2027,"$2,143,000",New Construction,"This project is privately funded, on private land for private use.",New ground up daycare facility.,"11,587 ft 2","Carlyle Holdings, LLC","6712 Westmont Drive, Colleyville, Texas 76034",(720) 938-5626,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025833,Kline Hardin Architects,"1921 SH 121, Suite 250, Lewisville, Texas 75056",(972) 331-5699,
AUREA NAIL BAR,TABS2026025820,-,"3090 JUSTIN RD #STE. 304, Highland Village, TX 75077",Denton,7/31/2026,10/31/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,350 ft 2",COREPOWER HIGHLAND VILLAGE LLC,"302 DATURA ST #STE. 100, WEST PALM BEACH, Florida 33401",(210) 504-2703,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025820,JAKAN ENGINEERING PLLC,"3721 ABGELES AVE, MCKINNEY, Texas 75070",(682) 561-9449,TANISHA NGUYEN
Pinch A Penny #308,TABS2026025761,Trophy Club Plaza,"301 Trophy Lake Drive Suite 124, Trophy Club, TX 76262",Denton,8/3/2026,9/30/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant fit of within existing retail suite for use as pool supply store,"2,334 ft 2","Trophy Club 18, LLC","12411 Ventura Blvd. Suite 440, Studio City, California 91604",(818) 505-6777,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025761,LH2 Architecture LLC,"5909 W Loop S Suite 230, Bellaire, Texas 77401",(713) 201-2938,
