project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Remodel/Addition,TABS2025015390,Joe's Crab shack,"2066 S Stemmons Fwy, Lewisville, TX 75067",Denton,5/1/2025,5/1/2027,"$900,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",REMODELING EXISTING  7573 SQUARE FEET. AND ADDING 5404 SQUARE FEET TO BULDING.,"5,404 ft 2",ARNULFO VELAZQUEZ,"1702 Right Field Ct, Cedar Hill, Texas 75104",(817) 975-0398,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015390,,,,
FST Logistics Tenant Improvment Phase 2,TABS2025015350,FST Logistics,"2601 Petty Place, Suite 111, Fort Worth, TX 76177",Denton,4/7/2025,6/27/2025,"$563,470",Renovation/Alteration,"This project is privately funded, on private land for private use.","New office build out expansion to an existing phase one construction in a warehouse. Total scope of work is 3,485 SF of finished office space. ","3,485 ft 2","Exeter 2601 Petty, L.P.","100 Matsonford Road, Suite 250, Radnor, Pennsylvania 73087",(214) 930-0776,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015350,,,,
Tinker Federal Credit Union - Denton,TABS2025015338,Tinker Federal Credi Union,"3351 Unicorn Lake Blvd, Denton, TX 76201",Denton,4/11/2025,2/16/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A level 2 alteration of an existing credit union with a square footage of 2,316","2,316 ft 2",Tinker Federal Credit Union,"715 Metropolitan Ave, Oklahoma City, Oklahoma 73108",(405) 255-2578,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015338,"SGA Design Group, P.C.","1437 S Boulder Ave Suite 550, Tulsa, Oklahoma 74119",(918) 587-8600,
HealthSource Frisco,TABS2025015310,HealthSource,"4350 W Main St. #115, Frisco, TX 75033",Denton,5/5/2025,7/4/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement to include non load bearing partitions, finishes, fixtures, and MEP improvements. ","2,232 ft 2","Legacy Crossing, LLC","5164 Village Creek Dr., Plano, Texas 75093",(972) 267-3300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015310,Barr Architecture,"5011 S State Rd. 7 #107, Davie, Florida 33314",594-418-2277,David Cue
Fire Station #2,TABS2025015253,Fire Station #2,"11042 FM 407, Justin, TX 76247",Denton,6/1/2025,9/1/2026,"$17,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New fire station and related site work.,"25,068 ft 2",City of Justin,"415 N College Avenue, Justin, Texas 76247",(940) 648-2541,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015253,FGM Architects,"300 Throckmorton Street Suite 580, Fort Worth, Texas 76102",(972) 896-9443,
HIRANI,TABS2025015227,RH ORTHODONTICS,"5101 MAIN ST. SUITE 100, The Colony, TX 75056",Denton,4/29/2025,7/29/2025,"$306,562",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE ,"2,000 ft 2","COLONY 72, LLC","7116 VALJEAN AVE, CALIFORNIA, California 91406",(818) 518-6582,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015227,,,,
Dogwood Estates 2025 Interior Renovation,TABS2025015211,Dogwood Estates Sky Active Living,"2820 Wind River Lane, Denton, TX 76210",Denton,1/20/2025,5/16/2025,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to include change of flooring, paint, light fixtures.","30,000 ft 2",NIC 13 Dogwood Estates Owner LLC,"500 North Hurstbourne Pkwy, Ste. 200, Louisville, Kentucky 40222",(877) 483-6827,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015211,C+TC Design Studio,"2700 Apple Valley Rd NE, Ste 85, Atlanta, Georgia 30319",(770) 676-6721,
Eventi,TABS2025015181,The Deck on Main,"191 W. Main Street, Suite 300, Lewisville, TX 75057",Denton,6/1/2025,9/1/2025,"$500,000",New Construction,"This project is privately funded, on private land for private use.",Tenant Finish-out of the 3rd floor to an event space.,"7,393 ft 2","Deck on Main Street, LLC","2354 W Creek Drive, Frisco, Texas 75033",(972) 330-3819,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015181,"708 Studios, LLC","5000 Eldorado Parkway Suite 150, Fairview, Texas 75069",(214) 789-6196,
ONE STOP INDIA - ARGYLE,TABS2025015175,GATEWAY BUSINESS PARK LOT 1,"8131 GATEWAY DR, STE 500,  ARGYLE, TX, Argyle, TX 76226",Denton,5/15/2025,8/29/2025,"$150,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"13,181 ft 2",Amarnadha Reddy Pagidela,"208 W Farm To Market 544 #107, Murphy, Texas 75094",(732) 824-1206,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015175,IXDESIGN STUDIO,"3204  San Patricio Dr., Plano, Texas 75025",(573) 529-0127,
Strike MS _Interior Reno,TABS2025015157,Strick Middle School,"8798 Scottys Lake Ln, The Colony, TX 75056",Denton,5/15/2025,8/1/2025,"$1,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"201,173 ft 2",Little Elm ISD,"400 Lobo Ln #500, The Colony, Texas 75056",972-947-9340,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025015157,Huckabee,"801 Cherry St. #500, Fort Worth, Texas 76102",800-687-1229,
