project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Cold Stone Creamery & Wetzel's Pretzels,TABS2026009738,Vista Ridge Marketplace,"2601 S. Stemmons Fwy, Ste 180, Lewisville, TX 75067",Denton,2/9/2026,6/9/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Construction of an ice cream & pretzel store in an existing strip center building.,"3,000 ft 2","Vista Ridge 07 A, LLC","12411 Ventura Blvd, Studio City, California 91604",(817) 505-6777,Nagesh M,Studio HMA,"411 Lexington Ln., Richardson, Texas 75080",469-463-4845,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009738
Visionworks# 1524,TABS2026009703,Bates Towne Crossing,"26556 E. University Dr. Building 100, Suite 140, Aubrey, TX 76227",Denton,8/3/2026,10/5/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant finish out to include, plumbing, electrical, machinal, framing, insulation, drywall, finish outs, installation of furniture, fixtures, painting, flooring and lighting. ","2,827 ft 2",Bates Towen Crossing,"16000 Dallas Parkway, Suite 300, Dallas, Texas 75248",(214) 587-7213,Visionworks,Cortland Morgan Architect,"711 N Fielder Road, Arlington, Texas 76012",817-635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009703
"Colonial Savings, F.A.",TABS2026009667,Colonial- Lewisville Banking Center,"217 S Stemmons Fwy, Lewisville, TX 75067",Denton,2/1/2026,9/1/2026,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.",New bank,"3,950 ft 2","Colonial Savings, F.A","2626A West Freeway, Fort Worth, Texas 76102",(817) 390-2291,,Laurie Murphy Architect PLLC,"8020 Tree Leaf Ln, Fort Worth, Texas 76123",(817) 501-9544,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009667
Wells Fargo The Colony,TABS2026009653,Wells Fargo Bank,"4703 State Hwy 121, The Colony, TX 75056",Denton,3/9/2026,4/6/2026,"$184,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior alteration level 2 fit-out of an existing free standing building. Interior work to include new finishes and furniture.,"9,000 ft 2",Wells Fargo & Company,"PO Box 49630, Charlotte, North Carolina 28277",(610) 389-2793,,Core States Group,"1755 Wittington Place, Ste 190, Farmers Branch, Texas 75234",(855) 274-1999,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009653
Retina Centers of Texas,TABS2026009610,Medical Village at Flower Mound,"4951 Long Prairie Rd. Suite #130, Flower Mound, TX 76104",Denton,2/9/2026,4/24/2026,"$475,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Alterations to an existing suite in an existing building.,"3,570 ft 2","DOC-4951 Long Prairie Road MOB, LLC","309 N Water St. Suite #500, Milwaukee, Wisconsin 53202",(615) 324-6946,,Lincoln Property Company,"8140 Walnut Hill Ln. Suite #700 / Mailbox #8, Dallas, Texas 75231",(214) 461-2305,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009610
LHS Killough 20-Year Refresh,TABS2026009592,Lewisville High School - Killough,"1301 N Summit Ave, Lewisville, TX 75067",Denton,6/1/2026,12/31/2027,"$33,800,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Modernizing aging infrastructure and interior finishes; replace end-of-life systems and materials, complemented by strategic spatial reconfigurations. ","175,660 ft 2",Lewisville Independent School District,"1565 W. Main Street, Lewisville, Texas 75067",(469) 948-7815,,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",(214) 473-2572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009592
Frisco Walmart Store #263 - Automation Project,TABS2026009524,"Walmart Store #263 - Frisco, TX","16600 FM 423. Frisco, TX 75033, Frisco, TX 75033",Denton,4/12/2026,9/25/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Symbiotic Automation Project.  Adding vestibules.  New online pickup system to existing Walmart Store.  ,"27,763 ft 2",Wal Mart Real Estate Business Trust,"2001 SW 10th St 8131 Metcalf Avenue Suite 300, Bentonville, Arkansas 72716",(479) 371-2147,,"BRR Architecture, Inc.","8131 Metcalf Ave, Overland Park, KS 66204, USA, Overland Park, Kansas 66204",(913) 236-3342,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009524
"Frankford Road, etc. (CSJ: 0918-46-334, etc.)",TABS2026009462,"CSJ: 0918-46-334, etc.","Various Loactions, Lewisville, TX 75067",Denton,7/1/2026,9/1/2027,"$98,935",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Replace bridge and approaches.,351 ft 2,TxDOT District: Dallas,"4777 E. Highway 80, Mesquite, Texas 75150",(214) 320-6200,,"American Structurepoint, Inc.","2600 Via Fortuna, Austin, Texas 78746",(512) 494-6037,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009462
AURA SCISSORS,TABS2026009395,AURA SCISSORS,"1733 FM 1385 #STE. 103, Aubrey, TX 76227",Denton,3/1/2026,12/31/2026,"$140,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,468 ft 2",FM 1385 RETAIL LLC,"13199 STRIKE GOLD BLVD, FRISCO, Texas 75035",(520) 982-8811,SHAILAJA CHINTHALA,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009395
Chipotle Tenant Improvement - Hamptons,TABS2026009316,Chipotle Mexican Grill,"1131 FM 407, Lewisville, TX 75067",Denton,3/14/2026,7/17/2026,"$675,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Improvement for Fast Casual Mexican Restaurant in Empty Shell by Landlord. SF 2,325","2,325 ft 2",Chipotle 407 LLC,"PO Box 96011, Southlake, Texas 76092",(817) 778-4711,Chipotle Development Analyst,FHA Architects,"14344 Y Street, Omaha, Nebraska 68137",(402) 895-0878,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009316
