project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Venegas ADD,TABS2025004700,Village Venue,"12069 Joyce Ln, Roanoke, TX 76262",Denton,10/15/2022,8/15/2023,"$400,000",New Construction,"This project is privately funded, on private land for private use.","We had built an event space for private use. We are now attempting to covert the space from residential to commercial. The space will be used to host weddings, birthdays, religious events, social events, and other formalities.","3,600 ft 2",Andres Venegas,"177 Lakeview Rd, Roanoke, Texas 76262",(817) 706-8218,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004700,,,,
207 Elm,TABS2025004685,207 Elm,"207 Elm, Lewisville, TX 75057",Denton,12/2/2024,5/2/2025,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel and small addition,"3,319 ft 2",City of Lewisville,"151 W Church St, Lewisville, Texas 75057",(972) 219-3750,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004685,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,
Old Town Craft,TABS2025004681,206 W Main,"206 W Main St, Lewisville, TX 75057",Denton,12/2/2024,5/2/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of existing building,"1,830 ft 2",City of Lewisville,"151 W Church St, Lewisville, Texas 75057",(972) 219-3750,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004681,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,
Expansion for Health Services of North Texas,TABS2025004664,Serve Denton,"306 N Loop 288, Denton, TX 76209",Denton,1/21/2025,5/5/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out of a shell space for health services exam rooms,"2,144 ft 2","Serve Denton Center, Inc.","306 N Loop 288 Suite 150, Denton, Texas 76209",(214) 505-6716,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004664,Bates Martin Architects,"2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",(940) 387-4881,
Teel Parkway Retail Building B,TABS2025004632,Teel Parkway Retail Building B,"1260 N. Teel Parkway, Prosper, TX 75078",Denton,1/2/2025,8/29/2025,"$1,650,000",New Construction,"This project is privately funded, on private land for private use.",New Retail Construction Building.  ,"13,909 ft 2",SKS Prosper Teel Parkway Retail Holdings LLC.,"7251 Shoestring Drive, Frisco, Texas 75036",(203) 550-3572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004632,"GSO Architects, Inc.","5310 Harvest Hill Rd. Suite 226 LB. 156, Dallas, Texas 75230",(972) 385-9651,
Teel Parkway Retail Building A,TABS2025004630,Teel Parkway Retail Building A,"1230 N. Teel Parkway, Prosper, TX 75078",Denton,1/2/2025,8/29/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New construction for a retail building.  ,"12,062 ft 2",SKS Prosper Teel Parkway Retail Holdings LLC.,"7251 Shoestring Drive, Frisco, Texas 75036",(203) 550-3572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004630,"GSO Architects, Inc.","5310 Harvest Hill Rd. Suite 226 LB. 156, Dallas, Texas 75230",(972) 385-9651,
Slope failure and Retaining Wall.,TABS2025004627,Watersridge 3,"1550 Lakeway Dr., Lewisville, TX 75057",Denton,6/2/2025,12/31/2025,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Correct soil slope failure and add a wall to change the slope and add drainage behind the wall.,"45,000 ft 2",Texas Dugan LTD P/S,"1550 Lakeway Dr., Lewisville, Texas 75057",(682) 409-5603,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004627,"Childress Engineering Services, Inc.","2505 N Plano Rd. Suite 4000, Richardson, Texas 75082",(214) 451-6630,
Donut Space,TABS2025004604,Donut Space,"1633 Robson Ranch Rd, Northlake, TX 76226",Denton,11/30/2024,2/24/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out by the tenant,"1,238 ft 2",Joohyun Lee,"309 Mineral Springs Dr, Keller, Texas 76248",(404) 295-9764,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004604,,,,
Hubb's Grub,TABS2025004568,Hubb's Grub,"404  East Prairie, Denton, TX 76207",Denton,10/31/2024,10/31/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Live/Work unit,"1,844 ft 2",Bill Redmond,"1125 Morse St, Denton, Texas 76205",(940) 902-2008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004568,,,,
Al Hadi Initiatives - Wisdom Academy,TABS2025004522,Wisdom Academy,"1800 Golden Trail Ct, Carrollton, TX 75010",Denton,11/1/2024,5/30/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing building for new academy - 63,746sf","63,746 ft 2",Al Hadi Initiatives,"1800 Golden Trail Ct, Carrolton, Texas 75010",(469) 235-4387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004522,,,,
