project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Clubhouse Remodel,TABS2024016630,UC Denton Student Living Clubhouse,"200 South Bonnie Brae, Denton, TX 76201",Denton,6/6/2024,10/11/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Various Architectural, Structural, MEP, and Interior Design features updating this 4,850 sf student living clubhouse.","4,850 ft 2",200 S Bonnie Brae Ground Owner LLC,"C/O Safehold Inc 1114 Avenue of the Americas, New York, New York 10036",(512) 636-1641,"BR Architects, Inc","2060 N Collins Blvd  Suite 111, Richardson, Texas 75080",(972) 235-9308,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016630,
Brookson Builders Corporate Office,TABS2024016628,Brookson Builders Corporate Office,"106 E 6th Street, Justin, TX 76247",Denton,6/1/2024,12/31/2024,"$475,000",New Construction,"This project is privately funded, on private land for private use.",New construction of corporate building with showroom,"2,977 ft 2",BIW Development LLC,"PO Box 1060, Justin, Texas 76247",(817) 330-4106,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016628,
UPS Store Denton,TABS2024016607,Hickory Creek Station,"5017 Teasley Ln Suite 145, Denton, TX 76210",Denton,6/25/2024,8/30/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Re-do interior to accommodate UPS franchise requirements,"1,425 ft 2",Cecilia DeGenova,"12201 Grosbeak Dr., Denton, Texas 76207",(231) 740-7000,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016607,
Lewisville ISD Playgrounds - Indian Creek Elementary,TABS2024016580,Indian Creek Elementary School,"2050 Arbor Creek Drive, Carrollton, TX 75010, Carrollton, TX 75010",Denton,5/28/2024,8/9/2024,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",12876,"12,876 ft 2",Lewisville Independent School District,"1597 S. Edmonds Ln, Lewisville, Texas 75067",469-713-5200,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016580,
Lewisville ISD Playgrounds - Polser Elementary,TABS2024016579,Polser Elementary School,"1520 Polser Road, Carrollton, TX 75010",Denton,5/28/2024,8/9/2024,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",New Playground,"9,268 ft 2",Lewisville Independent School District,"1597 S. Edmonds Ln, Lewisville, Texas 75067",469-713-5200,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016579,
Lewisville ISD Playgrounds - Morningside Elementary,TABS2024016576,Morningside Elementary School,"6350 Paige Road, The Colony, TX 75056",Denton,5/28/2024,8/9/2024,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",New Playground,"9,268 ft 2",Lewisville Independent School District,"1597 S. Edmonds Ln, Lewisville, Texas 75067",469-713-5200,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016576,
Lewisville ISD Playgrounds - Southridge Elementary,TABS2024016572,Southridge Elementary School,"495 W. Corporate Drive, Lewisville, TX 75067, Lewisville, TX 75067",Denton,5/28/2024,8/9/2024,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",New Playground,"9,100 ft 2",Lewisville Independent School District,"1597 S. Edmonds Ln, Lewisville, Texas 75067",469-713-5200,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016572,
DHL Remote RRs,TABS2024016555,Lakepoint Crossing,"2525A E. Highway 121 Suite 100, Lewisville, TX 75056",Denton,5/24/2024,8/30/2024,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add two new remote restrooms in warehouse,125 ft 2,Stockbridge,"4 Embarcadero Center Suite 3300, San Fransisco, California 94111",972.241.8300,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016555,
Victaulic Equipment Improvements,TABS2024016523,Victaulic Equipment Improvements,"15550 Blue Mound RD, Justin, TX 76247",Denton,5/1/2024,7/1/2024,"$65,000",New Construction,"This project is privately funded, on private land for private use.",Interior improvements for manufacturing equipment,"2,000 ft 2",Victaulic Company,"4901 Kesslersville RD, Easton, Pennsylvania 18040",610-923-3837,"RGA Architects, Inc.","301 S Oak St Ste 100, Roanoke, Texas 76262",817-430-3382,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016523,
Lewisville ISD Playgrounds - McAuliffe Elementary,TABS2024016415,McAuliffe Elementary School,"2300 Briarhill Blvd, Lewisville, TX 75077",Denton,5/28/2024,8/9/2024,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",New Playground,"9,967 ft 2",Lewisville Independent School District,"1597 S. Edmonds Ln, Lewisville, Texas 75067",469-713-5200,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016415,
