project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
White Tiger TKW-#5,TABS2025020209,White Tiger TKW-#5,"755 State hwy 121 #200, Lewisville, TX 75067",Denton,6/20/2025,8/24/2025,"$81,350",Renovation/Alteration,"This project is privately funded, on private land for private use.",Partial interior remodeling,"4,200 ft 2",Jaehyun Kim,"853 Bear Crossing Dr, allen, Texas 75013",(469) 504-3537,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020209,,,,
LaserAway,TABS2025020162,The Shops at Highland Village,"1400 Shoal Creek, Suite 150, Highland Village, TX 75077",Denton,8/10/2025,10/20/2025,"$330,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New interior partitions, plumbing, mechanical, electrical, and finishes.","2,000 ft 2","MP Shops at Highland Village, LLC c/o AEW Capital Management LP","World Trade Center East Two Seaport Lane, Boston, Massachusetts 02210",(617) 261-9338,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020162,Ocio Design Group,"1717 5th Ave, San Diego, California 92101",(619) 232-0261,
Paradigm Oral Health,TABS2025020143,Trophy Club Medical Plaza,"2800 E Highway 114, Suite 360, Trophy Club, TX 76262",Denton,6/30/2025,10/30/2025,"$650,180",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENT - ORAL SURGERY FACILITY INCLUDING demolition of existing interior walls, new fire-rated demising wall, new surgery, accessible bathrooms, staff, utility, and service rooms. To include associated electrical, mechanical and plumbing.","3,422 ft 2","KAGR Trophy Club 2800, LLC c/o Remedy Medical Properties","800 West Madison Street, Suite 400, Chicago, Illinois 60607",(312) 971-9316,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020143,Align Architects,"517 S Main St., Moscow, Idaho 83843",(850)-296-0872,David Shawley
Pizzatwist - Little Elm,TABS2025020138,380 Savana LLC,"27052 E. University Drive Suite 210, Little Elm, TX 75068",Denton,6/30/2025,12/31/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing space of 1400sft to accommodate pizza shop,"1,400 ft 2",Ajay Govada,"6600 Paige Road Suite 224, The Colony, Texas 75056",(937) 708-9589,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020138,Integrated Design BIM Solutions,"5000 Cedar Elm Dr., McKinney, Texas 75070",(214) 930-1216,Sai Ramya Talluri
Lakeway Drive Expansion,TABS2025020105,Suite 260-265,"1955 Lakeway Dr, Lewisville, TX 75057",Denton,7/7/2025,8/29/2025,"$150,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Suite 265 will undergo mild renovations, including two wall poke-throughs to connect with Suite 260 and demolition of select interior walls to create more collaborative space","12,000 ft 2",Denton County Transportation Authority,"1955 Lakeway Dr Suite 260, Lewisville, Texas 75057",(469) 387-1599,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020105,AECOM,"13355 Noel Road Suite 400, Dallas, Texas 75240",510-552-6899,
LogistiQ: Ridgeview Dr (1303) Site DDF1 Permit,TABS2025020012,Amazon DDF1,"1303 Ridgeview Dr, Lewisville, TX 75057",Denton,7/14/2025,9/15/2025,"$2,919,730",Renovation/Alteration,"This project is privately funded, on private land for private use.","NO CHANGE IN USE, EGRESS, OR OCCUPANCY. INTERIOR WORK ONLY. RELOCATE EXISTING CONVEYORS INSTALL NEW CONVEYORS INSTALL NEW COMPRESSOR SYSTEM INSTALL INTERIOR SAFETY FENCE INSTALL ELECTRICAL CONVEYORS = 401'-0"" LINEAR FEET","117,477 ft 2",Cushman & Wakefield,"2021 McKinney Ave Suite 900, Dallas, Texas 75201",(972) 663-9608,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025020012,,,,
CHILDREN'S LIGHTHOUSE NORTHLAKE,TABS2025019987,CHILDREN'S LIGHTHOUSE NORTHLAKE,"6050 Cleveland Gibbs Rd. Northlake, TX, 76226, Northlake, TX 76226",Denton,7/14/2025,9/11/2026,"$3,400,000",New Construction,"This project is privately funded, on private land for private use.","New construction of an 11,523 sq. ft. wood-framed daycare with stone veneer, full interior/exterior finishes, MEP systems, and roofing. Site work includes paving, utilities, landscaping, and lighting.","11,523 ft 2",VARUN SHARMA,"4000 CASCADE SKY DR, ARLINGTON, Texas 76005",(281) 854-6151,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019987,,,,
Alliance Ironhead Logistics Center Bldg. 4 Spec Office,TABS2025019850,Alliance Ironhead Logistics Center Bldg. 4,"12001 Harmonson Road, Bldg. 4 Suite 200, Justin, TX 76247",Denton,9/1/2025,1/30/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Build-out of a spec office within an existing shell building.,"3,577 ft 2","Ironhead Owner, LP","820 Gessner Road Suite 1000, Houston, Texas 77024",713-599-0280,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019850,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 77092",832.831.3410,
Alliance Ironhead Logistics Center Bldg. 3 Spec Office,TABS2025019847,Alliance Ironhead Logistics Center Bldg. 3,"11901 Harmonson Road, Bldg. 3 Suite 200, Justin, TX 73247",Denton,9/1/2025,1/30/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Build-out of a spec office within an existing shell building.  ,"3,500 ft 2","Ironhead Owner, LP","820 Gessner Road Suite 1000, Houston, Texas 77024",713-599-0280,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019847,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 77092",832.831.3410,
Alliance Ironhead Logistics Center Bldg. 2 Spec Office,TABS2025019845,Alliance Ironhead Logistics Center Bldg. 2,"3655 McPherson Drive, Bldg. 2 Suite 200, Justin, TX 76247",Denton,9/1/2025,1/30/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Build-out of a spec office within an existing shell building.,"3,500 ft 2","Ironhead Owner, LP","820 Gessner Road Suite 1000, Houston, Texas 77024",713-599-0280,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025019845,Seeberger Architecture,"2555 Central Parkway, Houston, Texas 76247",832.831.3410,
