ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026024454,Starbucks,1246,2061,9001,900000.0,3008,55b8675d-546e-469f-9b54-bac5d5e54aa2,900001,Starbucks Shell Building,2026-07-03T10:30:20.107,2026-08-01T00:00:00,2027-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024454
TABS2026024420,Building 300 Ace Oaks,1000,2061,9002,220000.0,3008,fe0b2ff9-76dd-4632-8957-089c42b19cde,900001,Hickory Sticks,2026-07-02T15:58:41.747,2026-07-28T00:00:00,2028-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024420
TABS2026024394,GLOBAL MEDICAL RESPONSE EXISTING BUILDING IMPROVEMENTS,445,2061,9002,500000.0,3008,6c422756-309d-4d3a-985d-32a6c0c6b962,900001,GLOBAL MEDICAL RESPONSE EXISTING BUILDING IMPROVEMENTS,2026-07-02T13:52:26.11,2026-07-15T00:00:00,2026-12-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024394
TABS2026024316,The Tribute Golf Club,1727,2061,9001,600000.0,3008,aeba6676-02fb-42fc-a9a2-da79593e7043,900001,The Tribute Golf Club - Indoor Golf Simulator,2026-07-01T15:49:31.973,2026-10-01T00:00:00,2027-09-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024316
TABS2026024315,Trotter Park,586,2061,9001,10250000.0,3008,ad1df355-e7b5-4462-bac5-f3fe169a77e5,900001,Trotter Park,2026-07-01T15:45:48.603,2026-09-07T00:00:00,2028-01-07T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024315
TABS2026024254,215 Mulberry Place,445,2061,9003,1000000.0,3008,f72ce658-2a65-451b-a3fc-18bd0187b254,900001,215 Mulberry Place,2026-07-01T10:01:56.707,2026-08-01T00:00:00,2027-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024254
TABS2026024197,Peters Colony ES,1727,2061,9001,75493.0,3008,f9c7cc11-dce7-4d56-86c2-9567d7cdb4ac,900001,Lewisville ISD Year 2 Shade Structures,2026-06-30T15:25:22.51,2026-07-09T00:00:00,2026-08-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024197
TABS2026024143,Madero Phase 13,606,2061,9001,400235.0,3008,3f6af442-5774-4a70-854b-7b578d3f40ab,900001,Madero Phase 13,2026-06-30T10:54:49.447,2026-07-03T00:00:00,2026-08-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024143
TABS2026024129,Lakeside Commerce Center III,586,2061,9002,70000.0,3008,33ff89ab-a278-41df-9b5a-495bbb9ac136,900001,FFF Enterprises C/V Removal,2026-06-30T09:28:27.307,2026-07-13T00:00:00,2026-09-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024129
TABS2026024090,UNT Coliseum (The Super Pit),445,2061,9002,110000.0,3008,c3cb5235-fdda-47ef-a226-6528085688c8,900001,14990 Renovate Coliseum 029 Entrance Exit,2026-06-29T17:28:42.173,2026-03-09T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024090
TABS2026024079,Grandscape,1727,2061,9002,3500000.0,3008,1867f99c-6a5f-4661-af8c-3fd43c634df8,900001,Grandscape Signature Fountain,2026-06-29T16:21:42.603,2026-08-03T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024079
TABS2026024060,Pirate Panda Brewing,1472,2061,9001,2000000.0,3008,4e0dcba1-7a14-4297-a2e9-d070695c9ce9,900001,Pirate Panda Brewing,2026-06-29T14:30:36.573,2026-07-13T00:00:00,2027-03-13T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024060
TABS2026024037,Pactiv Justin,852,2061,9001,7839440.0,3008,9b595c89-aa75-458e-80a6-ed437ec1c015,900001,Pactiv Justin,2026-06-29T12:17:43.58,2026-07-20T00:00:00,2026-11-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024037
