project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Frenchies Modern Nail Care,TABS2026010809,Bowery Park,"2630 Justin Road Suite 104, Highland Village, TX 75077",Denton,2/16/2026,5/1/2026,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION OF AN EXISTING 1,700 S/F SPACE FOR USE AS A FRENCHIES MODERN NAIL CARE SALON, CONSIST. OF NEW PARTITION WALLS, INTERIOR FINISHES, AND CEILING SYSTEMS, AND MEP ","1,700 ft 2",120 Main HV Owner LP,"120 Main Street Suite 128, Lewisville, Texas 75077",(214) 441-7474,Triplett,"14555 Dallas Parkway Suite 100-304, Dallas, Texas 75254",(806) 223-6611,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010809,
MCH - Be Well Primary Care,TABS2026010796,Medical Office Building,"7210 Crawford, Argyle, TX 76226",Denton,2/2/2026,4/26/2026,"$250,000",New Construction,"This project is privately funded, on private land for private use.",Interior Design 4992 USF,"9,442 ft 2",Argyle MOB Partners l LLC,"PO BOX 96255, Southlake, Texas 76092",214-794-4418,MPI Architects,"4949 Addison Circle, Addison, Texas 75001",972-788-0078,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010796,
Smoothie King 2284,TABS2026010794,Victory Shops @ Hickory Creek,"3100 FM 2181 #101, Hickory Creek, TX 76210",Denton,2/16/2026,7/3/2026,"$180,000",New Construction,"This project is privately funded, on private land for private use.",Interior Finish out,"1,500 ft 2",Victory Shops @ Hickory Creek I,"2911 Turtle Creek Blvd #700, Dallas, Texas 75219",(972) 707-9555,Richmond Group,"625 Dallas Drive #200, Denton, Texas 76205",(214) 244-8555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010794,Noshad Meghani
Picklemans Gourmet Cafe,TABS2026010785,NFM,"5600 Nebraska Furniture Mart Drive, The Colony, TX 75056",Denton,2/1/2026,3/30/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of Tenant Space.,"1,000 ft 2",NFM,"5600 Nebraska Furniture Mart Drive, The Colony, Texas 75056",(972) 668-1329,"David Soskolne Projects, Inc","17748 Agave Ln., Dallas, Texas 75252",972-740-3264,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010785,
PHO BEN,TABS2026010735,PHO BEN,"2412 S I-35 E, Denton, TX 75205",Denton,1/1/2026,6/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"3,600 ft 2",SOUTHRIDGE LOT 1C,"3311 OAK LAWN AVE STE 250, DALLAS, Texas 75219",(214) 213-2105,XUESONG BAI,"450 CENTURY PKWY, ALLEN, Texas 75013",(214) 991-5117,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010735,JIAN SHENG YENG
"D1 Training - Roanoke, TX",TABS2026010706,D1 Training,"700 S US-377, Suite #104, Roanoke, TX 76262",Denton,6/1/2026,8/1/2026,"$388,400",Renovation/Alteration,"This project is privately funded, on private land for private use.",AN INTERIOR BUILD-OUT OF A TENANT SPACE ON AN EXISTING 1-STORY BUILDING. THE PROJECT PROGRAM CONSISTS OF A FITNESS SPACE (LIMITED TO PERSONAL/INDIVIDUALIZED TRAINING),"3,884 ft 2",RVTX Partners LLC,"1560 E. Southlake Blvd. Suite 100, Southlake, Texas 76092",(214) 995-8668,Fox Architecture,"11044 Research Blvd Suite D130, Austin, Texas 78759",(512) 861-0051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010706,Devon Arnold
LOTUS SKIN & HAIR SALON,TABS2026010629,RAGA MAYURI,"12997 MAIN ST. #STE. 103, Frisco, TX 75035",Denton,6/1/2026,12/31/2026,"$120,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,200 ft 2",CNM 2021 LLC,"2401 FOUNTAIN VIEW DR #STE. 502, HOUSTON, Texas 77057",(717) 816-3117,BEAR DESIGN BUILD,"2695 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010629,SUJATHA CHANDALURI
ANGADI,TABS2026010627,ANGADI,"12997 MAIN ST #STE. 102, Frisco, TX 75035",Denton,6/1/2026,12/31/2026,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,800 ft 2",CNM 2021 LLC,"2401 FOUNTAIN VIEW DR #STE. 502, HOUSTON, Texas 77057",(717) 816-3117,BEAR DESIGN BUILD,"2695 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010627,RAMA KILARU
QuikTrip # 928 Fryer Project,TABS2026010619,QuikTrip # 928,"801 E SH 121 Bus, Lewisville, TX 75057",Denton,4/12/2026,4/27/2026,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. Project 300 sf.,300 ft 2,"QT South, LLC","4705 S. 129th East Avenue, Tulsa, Oklahoma 74134",(945) 455-6426,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010619,
Yogurtland - Flower Mound,TABS2026010611,The Highlands at Flower Mound,"3551 Justin Road Suite 100, Flower Mound, TX 75028",Denton,2/6/2026,3/20/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant fit out 1,285 sq ft","1,285 ft 2","IVT Highlands at Flower Mound, LP","3025 Highland Parkway, Downers Grove, Illinois 60515",(630) 570-0737,RSW Consultants,"12305 Colwick, San Antonio, Texas 78216",(210) 408-1860,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026010611,Vince Wilson
