project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Starbucks Shell Building,TABS2026024454,Starbucks,"FM 407 & Cleveland Gibbs, Northlake, TX 76226",Denton,8/1/2026,3/1/2027,"$900,000",New Construction,"This project is privately funded, on private land for private use.",New construction of shell building only.,"1,933 ft 2","CJT Real Estate, LLC","3825 Camp Bowie Blvd, Fort Worth, Texas 76107",214.797.7377,"Thomas A Pirtle, III","1308 Meadowview Drive, Kennedale, Texas 76060",(817) 739-7821,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024454,
Hickory Sticks,TABS2026024420,Building 300 Ace Oaks,"2140 Oak Grove Parkway building 300, Little Elm, TX 75068",Denton,7/28/2026,7/31/2028,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A new tenant finish out for a golf simulator/restaurant,"4,362 ft 2",Ace Oak LLC,"1417 E. McKinney Street #220, Denton, Texas 76209",(214) 893-9599,Bates Martin Architects,"2220 San Jacinto Blvd.  #330, Denton, Texas 76205",(940) 565-0260,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024420,
GLOBAL MEDICAL RESPONSE EXISTING BUILDING IMPROVEMENTS,TABS2026024394,GLOBAL MEDICAL RESPONSE EXISTING BUILDING IMPROVEMENTS,"2200 Westcourt Road, Denton, TX 75067",Denton,7/15/2026,12/15/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",ALTERATIONS TO EXISTING BUILDING'S INTERIOR SPACES. REMOVING OFFICE SPACES AND RECONFIGURING ROOMS FOR FLIGHT SIMULATORS. ADDING INTERIOR WALLS TO CREATE NEW OFFICE SPACES.,"7,145 ft 2",Doud BTS,"25528 Genesee Trail Rd Ste 12, Golden, Colorado 80401",303-462-3604,Kinetic Design and Development,"2215 W Chesterfield, Blvd Springfield Ste 01, Springfield, Missouri 65807",(417) 530-4321,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024394,GMR
The Tribute Golf Club - Indoor Golf Simulator,TABS2026024316,The Tribute Golf Club,"1000 Lebanon Road, The Colony, TX 75056",Denton,10/1/2026,9/1/2027,"$600,000",New Construction,"This project is privately funded, on private land for private use.","New single story indoor golf hitting instruction/range building. The building consists of (3) hitting bays, with overhead doors opening onto the existing driving range","1,500 ft 2",Matthews Southwest,"320 West Main Street, Lewisville, Texas 75057",(806) 202-7275,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024316,
Trotter Park,TABS2026024315,Trotter Park,"4551 Cross Timbers Road, Flower Mound, TX 75022",Denton,9/7/2026,1/7/2028,"$10,250,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New construction of parking lot, playground, 1 basketball court, 2 tennis courts, 12 pickleball courts and loop trail around open green space.","515,000 ft 2",Town of Flower Mound,"2121 Cross Timbers Road, Flower Mound, Texas 75028",(972) 874-6000,MHS Planning and Design,"18333 Preston Road, Dallas, Texas 75252",(214) 845-7008,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024315,
215 Mulberry Place,TABS2026024254,215 Mulberry Place,"215 W Mulberry St, Denton, TX 76201",Denton,8/1/2026,5/1/2027,"$1,000,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Renovation and addition to an existing CMU structure. Mixed Use. Residential duplex urban townhome and small commercial A-2 and A-3. 2021 IBC.,"6,840 ft 2",Not Quite 4A Properties,"PO Box 2531, Denton, Texas 76202",940.891.2947,MKOA Studio,"222 S Elm St Suite 101, Denton, Texas 76201",(469) 855-5524,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024254,
Lewisville ISD Year 2 Shade Structures,TABS2026024197,Peters Colony ES,"5101 NASH DR, The Colony, TX 75056",Denton,7/9/2026,8/15/2026,"$75,493",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Installation of new steel and fabric playground shade structure.,"3,310 ft 2",Lewisville Independent School District,"1565 W Main St, Lewisville, Texas 75067",1-972-265-1895,VLK,"5801 Tennyson Pkwy #100,, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024197,
Madero Phase 13,TABS2026024143,Madero Phase 13,"0.5miNorth-East of Sendera Ranch blvd & Rancho Can, Fort Worth, TX 76052",Denton,7/3/2026,8/10/2026,"$400,235",New Construction,"This project is privately funded, on private land for private use.","Approximately 50,079  SF of sidewalk and 57 ramps","2,779,520 ft 2",GBTM Sendera LLC,"5501 Headquaters drive STE 300W, Plano, Texas 75024",(972) 310-4545,LJA Engineering Inc,"6060 N Central Expy, unit 400, Dallas, Texas 75206",214-451-0939,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024143,
FFF Enterprises C/V Removal,TABS2026024129,Lakeside Commerce Center III,"1650 Lakeside Parkway, Suite 404, Flower Mound, TX 75028",Denton,7/13/2026,9/4/2026,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Demolition of existing caged area within an existing warehouse. ,"2,006 ft 2","QR Dallas Distribution Portfolio, LP","666 Burrard Street, Suite 800, Vancouver, BC V6C 2X8",213-592-0842,Ware Malcomb,"2626 Cole Avenue, Suite 501, Dallas, Texas 75204",469-369-7520,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024129,
14990 Renovate Coliseum 029 Entrance Exit,TABS2026024090,UNT Coliseum (The Super Pit),"601 N. Texas Blvd, Denton, TX 76201",Denton,3/9/2026,7/31/2026,"$110,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Create a 3rd entrance/exit from room 029. 240 SQ FT,240 ft 2,University of North Texas,"2204 W. Prairie Street, Denton, Texas 76201",(940) 565-4365,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024090,
