project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Victory Shops 407 Facade Renovation,TABS2025012499,Victory Shops 407,"1800-18 FM 407, Highland Village, TX 75077",Denton,6/30/2025,12/30/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Exterior Facade Renovation of Commercial / Retail Shopping Center - 42,000 SF","42,000 ft 2","Victory Shops 407, LLC","2911 Turtle Creek Boulevard #700, Dallas, Texas 75219",972-707-9555,Amara Architects,"2911 Turtle Creek Boulevard, Dallas, Texas 75219",469 264-1276,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012499,
Warehouses for Preston Companies,TABS2025012481,Warehouses for Preston Companies,"14575 Industrial Blvd., Krugerville, TX 76227",Denton,3/1/2025,7/1/2025,"$1,070,400",New Construction,"This project is privately funded, on private land for private use.","Demo of two existing metal buildings. Two new warehouses with minor interior finishout with restrooms. Building #1= 4,200 Sq.Ft. and Building #2= 5,400Sq. Ft.; New site paving","9,600 ft 2","Preston Companies, Inc.","P.O. Box 560, Aubrey, Texas 76227",214-564-4665,"KJE, Inc.","500 Moseley Road, Cross Roads, Texas 76227",972-473-8918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012481,
Frisco (Little Elm) TFF Takeover,TABS2025012447,Planet Fitness-Little Elm,"1642 FM 423, Little Elm, TX 75033",Denton,5/5/2025,6/30/2025,"$210,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel changing TX Family Fitness to a Planet Fitness,"20,000 ft 2",Country Investment LLC,"4017 E Plano Rd, Plano, Texas 75074",(214) 649-7980,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012447,
Northwest ISD | Dr. Leigh Anne Romer Elementary School,TABS2025012370,Northwest ISD | Dr. Leigh Anne Romer Elementary School,"Blazin Bronco Trail, Fort Worth, TX 76052",Denton,3/10/2025,4/3/2026,"$42,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.", A new Dr. Leigh Anne Romer Elementary School.,"111,997 ft 2",Northwest ISD,"2001 Texan Drive, Justin, Texas 76247",(817) 215-0086,Huckabee,"801 Cherry Street Ste. 500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012370,
Premier 1 Auto Care,TABS2025012349,Premier 1 Auto Care,"1901 Stemmons Fwy, Lewisville, TX 75067",Denton,4/27/2025,10/31/2025,"$520,940",Renovation/Alteration,"This project is privately funded, on private land for private use.","A car service business in an existing 7, 442 sf building. Existing site layout and building footprint will not be modified.","7,442 ft 2",1901 Stemmons LLC,"1901 Stemmons Fwy, Lewisville, Texas 75067",(210) 860-8010,Integrated Studio LLC,"9211 Honey Creek Dr, San Antonio, Texas 78230",(210) 595-9710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012349,
Carrollton-Farmers Branch ISD Blalack Middle School Renovations,TABS2025012289,Blalack Middle School,"1706 E Peters Colony Rd, Carrollton, TX 75007",Denton,5/1/2025,8/1/2027,"$34,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior full demolition of about 50% of the existing middle school building in additional to other areas being renovated with temporary portables being installed on site while construction is ongoing. Other minor site work is included. ,"172,000 ft 2",Carrollton-Farmers Branch Independent School District,"1445 North Perry Road, Carrollton, Texas 75006",(972) 968-6302,Corgan,"401 North Houston Street, Dallas, Texas 75202",214-977-3404,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012289,
IVX (FLOWER MOUND),TABS2025012287,IVX HEALTH,"5810 LONG PRARIE RD #600, Flower Mound, TX 75028",Denton,4/7/2025,8/25/2025,"$400,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR IV CLINIC ,"1,945 ft 2","ARBOR CROSSING PROPERTY LLC,","161 WASHINGTON ST 7TH FL, CONSHOHOKEN, Pennsylvania 19428",303-814-2039,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012287,
East Village Amenity Center,TABS2025012279,East Village Amenity Center,"Lot A Block 14 Phase 1 East Village, Frisco, TX 75034",Denton,5/1/2025,5/1/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.",Amenity Center Building,"4,097 ft 2",East Village Development LLC,"4050 W. Park Blvd., Plano, Texas 75093",(214) 934-9805,Kipp Flores Architects,"11776 Jollyville Rd, Suite 100, Austin, Texas 78759",(512) 335-5477,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012279,
MILANO NAIL SPA - DENTON,TABS2025012268,RAYZOR RANCH,"2400 W UNIVERSITY DR, Denton, TX 76207",Denton,2/20/2025,12/20/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT ,"1,500 ft 2",FIDELIS,"4500 BISSONNET ST #STE. 200, BELLAIRE, Texas 77401",(713) 693-1437,BC STRUCTURAL ENGINEERS,"957 FALCON DR, ALLEN, Texas 77401",(214) 991-5117,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012268,
Windsong Ranch Neighborhood Park 3,TABS2025012244,Windsong Ranch Neighborhood Park 3,"2537 Good Hope Road, Prosper, TX 75078",Denton,6/25/2024,5/1/2025,"$450,000",New Construction,"This project is privately funded, on private land for private use.","Trails, open air pavilion, entry feature, trees and landscape. The footage is 304,920 sf","304,920 ft 2",Tellus Group,"5301 Headquarters Drive, Suite 120, Plano, Texas 75024",214-558-9133,TBG Partners,"2001 Bryan Street, Suite 1450, Dallas, Texas 75201",214-744-0757,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012244,
