project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Justin Discount Boots - Partial Building Reconstruction,TABS2026025031,Justin Discount Boots,"111 FM156, Justin, TX 76247",Denton,7/31/2026,12/31/2026,"$800,000",New Construction,"This project is privately funded, on private land for private use.",Demolition and reconstruction of damaged addition and porch to existing building.,"6,182 ft 2",Cowhorn Cactus LP,"101 S FM 156, Justin, Texas 76247",(940) 368-0424,"Sterling and Kap Architects, LLC","2416 Columbus Avenue, Waco, Texas 76701",(254) 756-2311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025031,
The Colony Crossing - La Salsa Verde,TABS2026025018,5333 SH 121,"5333 SH 1121 Suites 107 and 115, The Colony, TX 75065",Denton,8/1/2026,12/31/2026,"$499,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel, combining two suites (3,200 sq ft)","6,200 ft 2","NEC Paige/121, LTD","3102 Maple Avenue Suite 500, Dallas, Texas 75201",(214) 720-6627,Coeval Studio,"2005 Farrington Street, Dallas, Texas 75207",214-931-4097,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026025018,Justino Rodriguez
"Costco 1694 Prosper, TX – Compactor/Recycling Enclosure",TABS2026024999,Costco Wholesale,"5620 W University Drive, Prosper, TX 76227",Denton,10/1/2026,10/31/2026,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installation of 600 SF enclosure at existing warehouse for trash compactor and recycle dumpster and installation of bollards and gates,600 ft 2,Costco Wholesale Corporation,"730 Lake Drive, Issaquah, Washington 98027",425-313-8100,MG2 Architecture Corporation,"1101 Second Avenue, Suite 100, Seattle, Washington 98101",206-962-6592,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024999,
UPS store,TABS2026024974,UPS store,"4070 FM 2181, Hickory Creek, TX 75065, Hickory Creek, TX 75065",Denton,9/18/2026,11/18/2026,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",UPS store,"1,545 ft 2",D/G #33 LTD,"1885 Saint James Pl Ste 1050, Houston, Texas 77056",(713) 458-5151,WD partners,"7007 Discovery blvd, Dublin, Ohio 43017",(614) 973-9673,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024974,
New Facility for Masco Service Corporation,TABS2026024927,New Facility for Masco Service Corporation,"2677 Airport Rd, Denton, TX 76207",Denton,8/24/2026,7/30/2027,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.",Aviationics Shop and Airplane Hangar,"20,935 ft 2",Jeff Massey Real Estate LLC,"850 Dooley St, Grapevine, Texas 76051",817-481-8205,"Bates & Martin Architects, LLC","2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",940-387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024927,
Mark IV Hangar,TABS2026024915,Mark IV Hangar,"Skylane Dr and Airport Rd, Denton, TX 76207",Denton,8/24/2026,5/31/2027,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Aircraft storage with waiting area,"12,860 ft 2","Mark IV Aviation, LLC","2421 Fort Worth Dr., Denton, Texas 76205",940) 565-6700,"Bates & Martin Architects, LLC","2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",(940) 387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024915,
McCormick Road Improvements,TABS2026024881,N/A,"From Naylor Road to Oak Grove Parkway (FM 720), Oak Point, TX 75068",Denton,8/1/2026,2/1/2027,"$150,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","19,770 SF of Sidewalk & 7 ADA Ramps. Construction of sidewalk and ADA Ramps as a part of a roadway improvement project.","19,770 ft 2","City of Oak Point, Texas","100 Naylor Road, Oak Point, Texas 75068",972-294-2312,"BGE, Inc.","777 Main Street, Suite 1900, Fort Worth, Texas 76102",817-887-6130,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024881,
American National Bank & Trust Renovations,TABS2026024859,American National Bank & Trust,"1201 Cross Timbers Road, Flower Mound, TX 75028",Denton,10/1/2026,12/1/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Adding glass entrance into Conference Room on north side and closing off the door on the south side of room.  Enclosing existing access to the room and using it for storage.  Adding doors from two existing offices into the Mortgage Lobby.,700 ft 2,American National Bank & Trust,"2732 Midwestern Parkway, Wichita Falls, Texas 76308",(940) 704-2340,BYSParchitects,"1005 Ninth Street Suite 200, Wichita Falls, Texas 76301",(940) 733-0296,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024859,
Forest Vista Elementary Trail Improvements,TABS2026024759,Town of Flower Mound Trail,"900 Forest Vista Dr,, Flower Mound, TX 75028",Denton,6/15/2026,8/31/2026,"$125,215",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",235 linear feet of 8 foot Town Trail replacement ,"2,000 ft 2",Town of Flower Mound,"2121 Cross Timbers Rd,, Flower Mound, Texas 75028",972874,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024759,
Stewart Creek Recreation Center Parking Lot Expansion,TABS2026024719,City of The Colony Recreation Center,"4431 Augusta St, The Colony, TX 75056",Denton,10/1/2026,12/31/2026,"$450,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Parking expansion off off main parking lot,"37,890 ft 2",The Colony,"5151 N Colony Blvd, The Colony, Texas 75056",(972) 624-3956,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024719,
