ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026023387,CHEF LINS ASIAN KITCHEN,1246,2061,9002,120000.0,3008,85189b91-a4a2-4a00-a3c5-a8fa8df2b18c,900001,CHEF LINS ASIAN KITCHEN INTERIOR FINISH OUT,2026-06-19T23:23:51.957,2026-06-26T00:00:00,2026-09-26T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023387
TABS2026023374,26058 - Alliance Westport No 15,606,2061,9001,250000.0,3008,7294b60d-ac1b-4fa5-856c-dc5d0ff8a932,900001,26058 - Alliance Westport No 15,2026-06-19T15:36:04.933,2026-07-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023374
TABS2026023343,Harvest Town Center,61,2061,9002,299000.0,3008,e905a89f-095a-4869-93b4-2e329e5f79d6,900001,ATI Physical Therapy - Argyle,2026-06-19T13:05:10.31,2026-06-01T00:00:00,2026-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023343
TABS2026023321,Clearwater Ranch Phase 1 & Bridge,445,2061,9001,125000.0,3008,300d48e0-ab4c-4ebe-a568-7edaa53ea8fc,900001,Clearwater Ranch Phase 1 & Bridge,2026-06-19T10:06:24.31,2026-09-01T00:00:00,2027-09-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023321
TABS2026023299,Neo Soft Systems LLC,586,2061,9002,250000.0,3008,cbffe9da-f688-4aeb-86bb-4a4c60d48601,900001,Neo Soft Systems LLC,2026-06-18T18:30:11.21,2026-07-15T00:00:00,2026-12-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023299
TABS2026023276,Seaborn Buildings,1374,2061,9001,630700.0,3008,29d6c85d-0b34-401a-b397-50732dd3fd0c,900001,Seaborn Buildings,2026-06-18T15:37:05.617,2026-06-30T00:00:00,2027-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023276
TABS2026023223,Medical City Lewisville,985,2061,9002,3575000.0,3008,ef374c4c-5eeb-413d-aa93-a62e4bd8c4f7,900001,Medical City Lewisville Inpatient Rehab and Dialysis,2026-06-18T12:05:49.493,2026-07-20T00:00:00,2027-03-26T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023223
TABS2026023222,26035 - Los Compadres - Ponder,1374,2061,9002,600000.0,3008,029d294f-f589-4d63-b297-ca5fbfea1330,900001,26035 - Los Compadres - Ponder,2026-06-18T11:55:19.403,2026-08-01T00:00:00,2026-11-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023222
TABS2026023216,Medical City Lewisville,985,2061,9002,1950000.0,3008,8b7df60c-e71e-4dd3-b3b3-1c26c8c7e299,900001,Medical City Lewisville Women's Conversion,2026-06-18T11:11:34.017,2026-07-06T00:00:00,2026-10-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023216
TABS2026023190,QuikTrip #905,445,2061,9002,125000.0,3008,564986f5-3027-41e8-aadd-a4486f2c282e,900001,QuikTrip #905 Exterior Refresh Project,2026-06-18T09:50:32.087,2026-09-13T00:00:00,2026-09-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023190
TABS2026023164,Lewisville 121 Business Park Building 6,985,2061,9001,2000000.0,3008,e8364247-070d-417f-a20f-589bce9221d1,900001,Lithko Contracting,2026-06-17T21:29:50.733,2026-07-01T00:00:00,2026-10-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023164
TABS2026023090,1900 Westminster,445,2061,9002,115000.0,3008,3d68972e-2c00-489b-bb05-1197f1368d8e,900001,1900 Westminster,2026-06-17T12:28:14.247,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023090
TABS2026023063,EARTH COFFEE,1000,2061,9002,95000.0,3008,6ddeed3e-8621-49e6-8331-e3bc3a0495c3,900001,EARTH COFFEE,2026-06-17T10:08:13.503,2026-06-22T00:00:00,2026-08-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023063
TABS2026023040,3040 PAVILION,586,2061,9002,100000.0,3009,24ee546a-af60-4c33-81fd-94a26f4494b7,900001,LOTUS BANQUETS - FLOWER MOUND,2026-06-16T19:59:01.083,2026-09-01T00:00:00,2027-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023040
TABS2026023026,COOK CHILDREN'S MEDICAL CENTER - PROSPER,1408,2061,9002,400000.0,3008,ae99cae9-bca3-43cc-bf04-a7251f407f64,900001,COOK CHILDREN'S - PROSPER MOB PULMONARY PT,2026-06-16T15:43:51.373,2026-07-13T00:00:00,2026-10-19T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023026
TABS2026023022,AISD Administration Building,75,2061,9001,16000000.0,3009,2d9c5a4d-42bc-4403-b386-9175fd78fe9d,900001,Aubry ISD Administration Building,2026-06-16T15:30:06.85,2026-08-01T00:00:00,2027-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023022
TABS2026023006,Harmon High School Security Office,985,2061,9002,102000.0,3008,51642da1-fab0-482a-942d-189a7c541bc6,900001,Lewisville ISD - Harmon HS | Security Office Upgrade,2026-06-16T14:14:32.613,2026-06-20T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023006
TABS2026022962,Bison Grove Business Park,985,2061,9002,4500000.0,3008,733e1824-9128-419f-862c-f0fb3da9246f,900001,Bison Grove Business Park Pavement Repairs,2026-06-16T10:45:19.547,2026-08-01T00:00:00,2027-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022962
TABS2026022900,COLONY COURT,1727,2061,9002,98000.0,3008,7aa572d3-539b-43ef-8052-e1822fea3946,900001,Mashawi Restaurant,2026-06-15T15:57:55.737,2026-06-29T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022900
TABS2026022897,Building B,985,2061,9002,250000.0,3008,7d1b8921-1208-4010-ae2a-1636c3c26a0e,900001,Big Top- Tenant Finishout,2026-06-15T15:35:39.947,2026-07-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022897
TABS2026022877,Willis Library,445,2061,9002,250000.0,3008,4fe86ead-9079-48fa-a59e-db8848d0baf2,900001,15016 Renovate Willis Library 443 Interiors,2026-06-15T13:39:20.733,2026-08-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022877
TABS2026022849,Vista Ridge Village,985,2061,9002,1400000.0,3008,8a91774d-0095-437f-ae3e-1b8c4f8c064f,900001,Burlington Tenant Fit Out,2026-06-15T11:47:44.363,2026-09-01T00:00:00,2027-01-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022849
TABS2026022844,"FAIRWAYS OFFICE PARK 4 - FRISCO, TX",623,2061,9001,1089000.0,3008,c03b34ef-5d12-4cac-beb2-26af3b5f452c,900001,"FAIRWAYS OFFICE PARK 4 - FRISCO, TX",2026-06-15T11:32:33.443,2026-10-01T00:00:00,2027-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022844
TABS2026022797,NORTHSTAR ORTHODONTICS,1408,2061,9001,493200.0,3009,efcb8a7b-ef24-4c17-b6fa-268fb2ce7737,900001,BONEBREAK,2026-06-14T17:54:43.357,2026-07-07T00:00:00,2026-11-09T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022797
