project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Project Gold Phase 2 - DFW44,TABS2025026552,DFW44,"2501 Edmonds LN, Lewisville, TX 75067",Denton,9/1/2025,6/15/2026,"$25,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The scope of work is the expansion of two data center suites within the existing DFW44 data center building.,"19,173 ft 2",Digital Realty,"907 Security Row, Richardson, Texas 75081",(214) 861-7919,The M Group Architects,"12100 Sunset Hills Road Suite 100, Reston, Virginia 20190",571-334-7968,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026552,
Edward Jones Build Out,TABS2025026519,Edward Jones Office - Justin,"106 West 4th Street, Justin, TX 76247",Denton,9/1/2025,11/30/2025,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Commercial build out,"1,000 ft 2",Hardware Properties LLC,"912 W UNIVERSITY DR, Denton, Texas 76201",(817) 680-0099,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026519,
Carrolton Fire Station,TABS2025026518,Carrolton Fire Station,"4750 N. Josey, Carrollton, TX 75010",Denton,9/3/2025,11/3/2025,"$191,709",Renovation/Alteration,"This project is privately funded, on private land for private use.","Complete renovation with demo, carpentry, drywall, tile, plumbing, electrical, cabinetry, doors, finishes, hardware, paneling, acoustical treatments, mirrors, bath accessories, permits, and cleaning.",450 ft 2,"CARROLLTON, CITY OF","PO BOX 110535, Carrolton, Texas 75011",469-986-6126,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026518,
Ashton Gray - Medtail,TABS2025026504,Medtail,"Near 1150 N US Hwy 377, Roanoke, TX 76262",Denton,9/30/2025,2/28/2026,"$2,195,580",New Construction,"This project is privately funded, on private land for private use.","New construction shell building with space for six future tenants - 9,842sf","9,842 ft 2","AGTX Roanoke 377 RE Holdings, LLC","600 N. Robinson Ave, Ste. 1000, Oklahoma City, Oklahoma 73102",(972) 971-9677,"BRR Architecture, Inc.","8131 Metcalf Avenue, Suite 300, Overland Park, Kansas 66204",(913) 236-3405,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026504,
FM GLOBAL - DALLAS,TABS2025026498,The Star Headquarters,"One Cowboys Way, Frisco, TX 75034",Denton,9/2/2025,12/31/2025,"$650,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior renovation to white box space.  Addition of offices, meeting rooms, pantry and related for small office to supplemental same tenant on the floor","3,600 ft 2","Blue Star HQ, Inc.","Cowboys Way, One, 100, Frisco, Texas 75034",(972) 497-4394,"Hellmuth, Obata & Kassabuam, Inc.","717 N Harwood St. Ste 2850, Dallas, Texas 75201",(214) 740-3572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026498,Laura Oliphant
Denton Crossing Bldg 1 SW Tenant Finish Out,TABS2025026486,Denton Crossing Bldg 1,"620 S. Western Blvd, Denton, TX 76207",Denton,9/15/2025,12/15/2025,"$750,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish out,"2,898 ft 2",Scannell Properties,"8801 River Crossing Blvd., Indianapolis, Indiana 46240",(317) 448-8835,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026486,
M1 Mission First,TABS2025026439,The Terraces at Solana,"1500 Solana Blvd., Suite 5200, Westlake, TX 76262",Denton,10/1/2025,1/16/2026,"$2,250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing interior commercial office space,"20,782 ft 2","Sol Westlake, LP","8700 Bryn Mawr Ave., Suite 130N, Chicago, Illinois 60631",(312) 424-3993,BHA Studio,"3141 Hood Street, Suite 420, Dallas, Texas 75219",(817) 793-4083,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026439,
Belmont Phase 1 Amenity Center,TABS2025026415,Belmont Phase 1 Amenity Center,"386 W Main St, Aubrey, TX 75057",Denton,11/1/2025,2/2/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.","Amenity Center, Pool, Pergolas, Parking, Playground, Sports Courts, Trails","79,724 ft 2","IH Belmont Development, LLC","2325 Dean Way Ste 150, Southlake, Texas 76092",(214) 455-8759,Studio 13 Design Group,"386 W Main St, Lewisville, Texas 75057",(469) 635-1900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026415,
Silveron Retail,TABS2025026332,Silveron Retail,"FM2499 International Parkway, Flower Mound, TX 75022",Denton,10/15/2025,6/15/2026,"$7,000,000",New Construction,"This project is privately funded, on private land for private use.",New Retail shell building,"17,468 ft 2","Silveron Park Retail Phase I, Ltd.","3102 Maple Avenue, Suite 500, Dallas, Texas 75201",(214) 720-3640,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026332,
Ginnings Elementary School Replacement,TABS2025026284,J.L. Ginnings Elementary School,"2525 Yellowstone Pl., Denton, TX 76209",Denton,12/1/2025,5/15/2027,"$60,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New 2-story, 125,000 SF elementary school to replace the existing Ginnings Elementary School building.","125,000 ft 2",Denton Independent School District,"230 N. Mayhill Rd., Denton, Texas 76208",(940) 369-0290,"Corgan Associates, Inc.","401 N. Houston St., Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026284,
Charles Schwab GH2 Garage Expansion,TABS2025026279,GH2 Garage,"3107 Schwab Way, Westlake, TX 76262",Denton,9/1/2025,6/22/2026,"$31,500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Existing parking garage expansion,"309,000 ft 2","Charles Schwab & Co, Inc","11800 Schwab Way, Austin, Texas 78758",(512) 682-5859,CasaBella Architects,"3821 Juniper Trace #104, Austin, Texas 78738",(512) 458-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026279,
Enovis,TABS2025026278,Lakeside Office Center II,"2900 Lake Vista Dr. Siote 150, Lewisville, TX 75067",Denton,9/1/2025,11/30/2025,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Tenant Finish Out,"4,677 ft 2",Capital Commercial Investments,"500 N. Capital of Texas Hwy. Building 1, Suite 200, Austin, Texas 78746",(940) 282-8927,DRAWbridge,"2650 FM 407E Suite 145, #149, Bartonville, Texas 76226",(214) 395-2375,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026278,
RaceTrac #133 Century,TABS2025026272,RaceTrac #133 Century,"3100 Golden Triangle, Frisco, TX 75034",Denton,1/15/2026,9/15/2027,"$835,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Modify existing equipment line to incorporate new Grab-N-Go offer, remove equipment & re-locate equipment throughout sales floor. Scope to include architectural, plumbing, mechanical and electrical trades.","5,928 ft 2",RaceTrac Inc.,"200 Galleria Parkway Southeast Suite 900, Atlanta, Georgia 30339",(770) 431-7600,Hill Foley Rossi & Associates,"3680 Pleasant Hill Road Suite 200, Duluth, Georgia 30096",(770) 622-9858,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026272,
