project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
"Launch - Lewisville, TX",TABS2025001496,Launch,"2460 Lakepointe Drive, Lewisville, TX 75057",Denton,12/20/2024,3/24/2025,"$1,400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENT CONSISTING OF THE CONSTRUCTION OF A NEW TRAMPOLINE PARK WITHIN AN EXISTING BUILDING SHELL, TO INCLUDE ALL ELECTRICAL, PLUMBING AND MECHANICAL MODIFICATIONS, INTERIOR PARTITIONS, STRUCTURAL PLATFORMS FOR BOWLING AND TRAMPOLINE. REST","45,232 ft 2","Dallas Quintet, Inc","515 EAST BORDER STREET, ARLINGTON, Texas 76810",(649) 450-5463,INTERPLAN LLC,"1 SOUTH 280 SUMMIT AVE, Oakbrook Terrace, Illinois 60181",(630) 932-2336,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001496,
SAEMAUL SIKDANG,TABS2025001494,2701 Old Denton Rd 156,"2701 Old Denton Rd 156, Carrollton, TX 75007",Denton,6/30/2023,9/1/2023,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Partial interior remodeling (floors , paint walls)","3,200 ft 2",Da Yuen Kim,"3905 Lady Bettye Dr, the colony, Texas 75056",(678) 643-7245,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001494,
Mission St. Bldg 8,TABS2025001483,Bldg. #8,"2459 Fort Worth Dr., Denton, TX 76201",Denton,11/1/2024,2/1/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",New commercial shell building,"4,086 ft 2",Key Ventures,"2421 Fort Worth Dr., Denton, Texas 76201",(940) 565-6700,Dallas Proctor,"1602 W Hwy 380 #800, Decatur, Texas 76234",214-244-0506,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001483,
Interior Finish Out for Lululemon,TABS2025001478,The Shops at Highland Village,"4100 Deer Creek, Suite H150, Highland Village, TX 75077",Denton,10/1/2024,11/30/2024,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish of retail store,"5,596 ft 2","MP Shops at Highland Village, LLC c/o AEW Capital Management LP","Word Trade Center East Two Seaport Lane, Boston, Massachusetts 02210",(617) 261-9338,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001478,
Timekeepers Haus,TABS2025001472,The Ridge East-Building 3,"1633 Robson Ranch Road, Suite 700, Northlake, TX 76226",Denton,11/11/2024,11/11/2025,"$164,475",Renovation/Alteration,"This project is privately funded, on private land for private use.",Internal Finish Out,"1,935 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3961,Kline Hardin Architects,"1921 State HWY 121 Suite 250 Suite 250, Lewisville, Texas 75056",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001472,
Sanger Family Medical,TABS2025001446,Sanger Family Medical,"1000 Sable Ave, Sanger, TX 76266",Denton,12/1/2024,7/1/2025,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",New medical office building,"2,893 ft 2",Kevin Kuykendall,"493 Radio Hill Rd, Gainesville, Texas 76240",(940) 736-0007,EIKON Consulting Group,"501 N. Stemmons, Sanger, Texas 76266",(940) 458-7503,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001446,
Leslie Park,TABS2025001445,Leslie Park,"249 Glenview Dr,, Aubrey, TX 76227",Denton,6/1/2024,12/31/2024,"$670,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","One basketball court and 3 pickleball courts are being installed at an existing park. Around 710 linear feet of sidewalk is being proposed, a pedestrian bridge. Planting and irrigation to be adjusted per disruption of site. ","2,000 ft 2",City of Aubrey,"107 S. Main Street, Aubrey, Texas 76227",469.678.1684,Westwood PS,"118 N. Ohio Street,, Celina, Texas 75009",214-451-2765,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001445,
Papa John's - Denton,TABS2025001440,Papa John's,"2520 W University Dr Suite 1152, Denton, TX 76201",Denton,9/30/2024,12/30/2024,"$220,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant build-out,"1,419 ft 2","Rayzor Ranch Marketplace Associates, LLC","8140 Walnut Lane Suite 400, Dallas, Texas 75231",(713) 693-1408,Odom Architects,"4877 Pecan Ridge E, Mobile, Alabama 36619",(251) 454-4407,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001440,Alejandro Orfanos
TLG Delivery Center,TABS2025001431,TLG Delivery Center,"1012 North Masch Branch Road, Denton, TX 76207",Denton,10/7/2024,9/1/2025,"$12,500,000",New Construction,"This project is privately funded, on private land for private use.",Replace existing facility with new larger facility. ,"47,800 ft 2",The Larson Group,"4350 South National Avenue, Springfield, Missouri 65810",(636) 459-4724,Jonathan F. Tasset Architect,"3130 Wisconsin Avenue, Joplin, Missouri 64804",417-844-4342,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001431,
Planet Fitness TO-Carrollton,TABS2025001422,Planet Fitnes Carrollton,"3065 Josey Ln, Suite G Apartment 64, Carrollton, TX 75007",Denton,11/15/2024,3/15/2025,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodel; changing former CVS pharmacy into a Planet Fitness private membership gym,"20,000 ft 2",Jeff Ross – Kin Properties,"185 NW Spanish River Blvd, Boca Raton, Florida 33431",(561) 620-9200,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001422,
Bank OZK- University Denton,TABS2025001417,BANK OZK,"1444 W University Dr, Denton, TX 76201",Denton,11/13/2024,1/10/2025,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Remodel of Existing Bank with Minor Exterior Updates,"2,981 ft 2",Bank OZK,"18000 Cantrell Road, Little Rock, Arkansas 72223",501-978-2223,Progressive Companies,"937 E. Grand Blvd, Suite 505., de, Michigan 48202",616.361.2664,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025001417,
