project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Take 5 Oil Change Cross Roads,TABS2024020372,Take 5 Oil Change,"11941 Us 380, Cross Roads, TX 76227",Denton,9/20/2024,3/20/2025,"$500,000",New Construction,"This project is privately funded, on private land for private use.",New express oil change facility with 3 bays,"1,628 ft 2",Take 5 Properties SPV,"440 S Church St, Charlotte, North Carolina 28202",336) 755-7771,Altar Group,"10109 Louetta Rd, Houston, Texas 77070",(713) 248-7752,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020372,
FAC Aesthetics Tenant Improvements,TABS2024020275,FAC Aesthetics,"125 FM 407 East, Argyle, TX 76226",Denton,8/5/2024,10/18/2024,"$295,000",New Construction,"This project is privately funded, on private land for private use.","TENANT IMPROVEMENTS OF 1,430 SF FOR FAC AESTHETICS. ADDING THREE TREATMENT  ROOMS FOR SKIN REVITALIZION WITH A MAIN WAITING LOBBY, STAFF OFFICES, AND  BREAKROOM.","1,430 ft 2",FAC Aesthetics,"140 Old Town Blvd North, Suite 100, Argyle, Texas 76226",(940) 240-1257,Moya Architecture Workshop,"1327 Dragon Street, Dallas, Texas 75207",(214) 223-7027,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020275,
"Freddy's - Teasley Ln - Denton, TX",TABS2024020258,Freddy's Frozen Custard & Steakburgers,"South Teasley Ln, Denton, TX 76210",Denton,10/21/2024,4/30/2025,"$1,850,000",New Construction,"This project is privately funded, on private land for private use.",Construction of a new Freddy's Frozen Custard and Steakburgers. ,"2,800 ft 2","Plaza Street Fund 290, LLC","3400 College Blvd. Suite 200, Leawood, Kansas 66211",(816) 514-0126,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020258,
Seoul Massage,TABS2024020248,Marsh Keller Springs,"2220 Marsh Ln #119, Carrollton, TX 75006",Denton,6/15/2024,7/31/2024,"$60,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovate retail space for a massage spa.,"1,200 ft 2",Soyeon Lee,"2220 Marsh Ln Unit 119, Carrollton, Texas 75006",6-319-333-3114,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020248,
Lightbridge Academy - Flower Mound,TABS2024020213,Lightbridge Academy,"3201 Long Prairie Road, Flower Mound, TX 75028",Denton,8/1/2024,4/1/2025,"$3,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground Up new Daycare Facility,"14,000 ft 2",Lightbridge Academy,"116 Grand Street, 2nd Fl, Iselin, New Jersey 08830",(941) 233-1636,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020213,
Concetra Northlake,TABS2024020166,Albert Retail,"18303 IH I-35W, Northlake, TX 76262",Denton,9/1/2024,12/31/2024,"$1,047,375",Renovation/Alteration,"This project is privately funded, on private land for private use.","A FIRST-GENERATION TENANT MEDICAL CLINIC INVOLVING THE RECONFIGURATION OF THE INTERIOR SPACE. THE PROJECT INCLUDES NEW WALLS, DOORS, CEILINGS, MILLWORK, EQUIPMENT, FINISHES, HVAC, PLUMBING, SPRINKLERS, AND LIGHTING AS NEEDED.","8,379 ft 2","SCSD-Finnell, Ltd.","14114 Dallas Pkwy Suite 670, Dallas, Texas 75254",(214) 483-0400,Little Diversified Architectural Consulting,"615 S College St Suite 1600, Charlotte, North Carolina 28202",704-561-3213,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020166,Concentra
Trophy Club Shell Building,TABS2024020151,New Shell Building,"2200 SH 114, Trophy Club, TX 76262",Denton,7/15/2024,12/15/2024,"$800,000",New Construction,"This project is privately funded, on private land for private use.",New Cold Dark Shell building for future tenant finish out,"2,408 ft 2","Trophy Club Town Center, LLC","13101 Preston Rd Suite 510, DAllas, Texas 75240",(979) 574-5523,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020151,
"BELLAN, RACHEL",TABS2024020148,TRULY YOURS ORTHODONTICS,"2760 W. FIRST ST. SUITE 50, Prosper, TX 75078",Denton,7/22/2024,11/25/2024,"$404,857",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE ,"2,465 ft 2","PROSPER PROFESSIONAL CENTRE, LLC","PO BOX 470978, FORT WORTH, Texas 76147",817.288.3033,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020148,
Dino Kidz,TABS2024020091,Castle Hills,"2540 King Arthur Blvd, Suite 100, Lewisville, TX 75056",Denton,11/5/2023,6/12/2024,"$190,558",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant Remodel Demo walls and 1 restroom stall creating new. Add exit door to back, new flooring and paint, reroute ac ducts. Spray foam insulation. New electrical to code.","5,093 ft 2",HPI,"4400 State Highway 121, Lewisville, Texas 75056",(469) 630-7779,A&A Installation,"2205 W Division St, Suite B8, Arlington, Texas 76012",817-987-7212,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020091,Waseem Kais
L4U Properties Shop,TABS2024020073,L4U Properties Shop,"5538 FM 455 West, Sanger, TX 76266",Denton,2/1/2024,6/30/2024,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",office spaces in a building rental,"4,000 ft 2",L4U Properties,"5538 FM 455 West, Sanger, Texas 76266",(940) 391-5133,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020073,
Construction Plans for Neighborhood 2 & 6 Improvements Package 2,TABS2024020019,Roadway neighborhood improvements,"382 S. Welch Street, Denton, TX 76201",Denton,5/16/2024,11/16/2026,"$860,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Neighborhood improvements ,"50,000 ft 2",City of Denton,"215 E. McKinney St., Denton, Texas 76201",(940) 349-8909,"Kimley-Horn and Associates, Inc.","100 W Oak Street, Suite 203, Denton, Texas 46201",(940) 536-0177,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020019,
Ramen Story,TABS2024020002,Ramen Story,"1405 W.Oak St, Denton, TX 76201",Denton,7/31/2024,8/31/2024,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior remodeling,"2,907 ft 2",Ramen Story,"1405 W.Oak St, Denton, Texas 76201",(469) 939-8012,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024020002,
ADECCO - Lewisville Office,TABS2024019946,The Markets at Valley Parkway,"1079 W FM3040 Suite 400, Lewisville, TX 75067",Denton,11/8/2023,4/1/2024,"$70,953",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of retail space for new Adecco staffing services office.,"1,700 ft 2","Lewisville Grove Parkway, LTD","3102 Maple Avenue, Suite 500, Dallas, Texas 75201",214.720.3621,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019946,Karina Stanworth
