project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Too Thai,TABS2025011426,FRISCO RANCH,"9180 Warren Parkway Suite 100 Frisco, Tx 75035, Frisco, TX 75035",Denton,4/1/2025,8/31/2025,"$150,000",New Construction,"This project is privately funded, on private land for private use.",Thai Restaurant,"2,700 ft 2",Chaisuwan Kunya,"1605 Faringdon Drive, Plano, Texas 75075",(469) 438-7703,JYB Cubit Construction,"1530 State Hwy 121 #120, Lewisville, Texas 75067",(817) 805-2108,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011426,
Foree Ranch,TABS2025011370,Phase 3 Amenity Center,"11301 Blackberry Trail, Providence Village, TX 76227",Denton,3/1/2025,11/15/2025,"$4,300,000",New Construction,"This project is privately funded, on private land for private use.","New construction for a residential subdivision amenity center, playground, and sports courts in Providence Village, TX. The Amenity Center area is 243,215 square feet (5.6 acres) with a 2,562 square foot pavilion.","243,215 ft 2",Lennar,"1231 Greenway Drive, Suite 800, Irving, Texas 75038",714-420-0086,"LandDesign, Inc.","5217 Alpha Road, Suite 140, Dallas, Texas 75240",214.785.6009,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011370,
Market Behind the Square,TABS2025011292,700 North Locust,"700 North Locust, Denton, TX 76201",Denton,2/16/2025,9/8/2029,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",A new retail butcher shop in an existing building,"6,633 ft 2",Locust 700 LLC,"1116 Ellison Park Circle, Denton, Texas 76205",(940) 218-6680,Bates Martin Architects,"2220 San Jacinto Blvd.  #330, Denton, Texas 76205",(940) 565-0260,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011292,
Colling Business Park,TABS2025011285,Colling B1,"1100 Lakeside Parkway, Flower Mound, TX 75028",Denton,5/1/2025,2/1/2026,"$6,500,000",New Construction,"This project is privately funded, on private land for private use.",New Warehouse & Office building,"35,090 ft 2",Randal Colling,"N/A, N/A, Texas 75254",(915) 276-4006,"Meinhardt & Associates Architects, P.L.L.C.","14643 Dallas PKWY, STE 636, Dallas, Texas 75254",972.934.5408,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011285,
Roanoke Pharmacy Alteration and Addition Project,TABS2025011219,409 Byron Nelson Blvd,"409 Byron Nelson Blvd, Roanoke, TX 76262",Denton,3/1/2025,6/1/2025,"$200,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","THIS PROJECT INVOLVES THE ADDITION AND ALTERATION OF A 1 STORY COMMERCIAL BUILDING. WORK INCLUDES ADDITION AND ALTERATION / RECONSTRUCTION OF PARTITIONS, ELECTRICAL, PLUMBING, MECHANICAL AND FIRE ALARM.","4,796 ft 2",2MDK Investment LLC,"409 Byron Nelson Blvd, Roanoke, Texas 76262",(972) 261-9694,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011219,
McDonald's (42-1596 SAO-2) Flower Mound,TABS2025011159,McDonald's,"2109 Long Prairie Rd., Flower Mound, TX 75022",Denton,8/4/2025,9/4/2025,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","New customer service area, New Restroom remodel complying with Texas Accessibility Standards with new finishes per decor, new dining seating and finishes per decor, new play place Unisex restroom remodel, new Play Place dining and Toy by decor","2,893 ft 2","McDonald's USA, LLC","110 N. Carpenter St., Chicago, Illinois 60607",(214) 789-2646,Castles Design Group,"3801 Kirby Drive, Ste 600, Houston, Texas 77098",(713) 664-7974,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011159,
Village at Lewisville,TABS2025011050,Village at Lewisville,"1800 N. Stemmons Freeway, Lewisville, TX 75067",Denton,5/5/2025,5/10/2027,"$200,000",New Construction,"This project is privately funded, on private land for private use.",Apartments for rent,"3,727 ft 2","Village at Lewisville, LLC","13101 Preston Rd., Dallas, Texas 75240",(214) 335-8709,Cross Architects,"879 Junction Dr., Allen, Texas 75013",(469) 393-1153,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011050,
Lewisville ISD Eastside Aquatic Center 20 Year Life Cycle Maintenance and Repair,TABS2025011049,Lewisville ISD Eastside Aquatic Center,"5729 Memorial Dr. The Colony, Texas 75056, The Colony, TX 75056",Denton,6/1/2025,6/1/2026,"$16,315,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Renovations to existing building,"38,871 ft 2",Lewisville Independent School District,"1565 W Main St #220, Lewisville, Texas 75067",469-948-7832,"VLK Architects, Inc.","5801 Tennyson Pkwy #100, Plano, Texas 75024",(972) 265-1885,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011049,
MCH - Federally Qualified Healthcare Suite 100,TABS2025011045,Little Elm Professional Center,"1911 FM 423, Frisco, TX 75034",Denton,2/25/2025,5/25/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Design 3095 USF,"3,095 ft 2",423 ALLIANCE LLC,"8244 Inverness, The Colony, Texas 75056",(469) 269-1563,MPI Architects,"4949 Addison Cir, Addison, Texas 75001",972-788-0078,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011045,
Kroger 597 - New Store,TABS2025011032,Kroger 597,"26587 E University Dr., Aubrey, TX 76227",Denton,6/1/2025,2/20/2026,"$19,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction of food store facility and associated site improvements.,"122,910 ft 2",The Kroger Texas Company,"751 Freeport Parkway, Coppell, Texas 75019",(214) 952-7634,Heights Venture Architects,"5741 Legacy Dr Ste. 320, Plano, Texas 75024",(281) 854-6138,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011032,
