project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Stony Store - Phase 1,TABS2024025170,Stony Store,"317 W. Mulberry Street, Denton, TX 76201",Denton,10/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Installation of new concrete foundation, moving of an existing Historic structure onto the new concrete foundation, and the installation of new fire protection line to the building",800 ft 2,"Denton County, TX","750 S. Mayhill Road, Denton, Texas 76208",(940) 349-3290,"Brandstetter Carroll, Inc.","100 W. Mulberry, Denton, Texas 76201",469-941-4926,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025170,
"D1 Training - West Frisco, TX",TABS2024025161,D1 Training,"8275 Judges Way Suite 100A, Frisco, TX 75036",Denton,9/16/2024,12/16/2024,"$380,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 3,697 SF INTERIOR BUILD-OUT OF A TENANT SPACE. THE PROJECT PROGRAM  CONSISTS OF A FITNESS SPACE INCLUDING CHECK-IN, VIEWING BAR, GOAL-SETTING ROOM, CARDIO EXERCISE AREA, WEIGHT EXERCISE AREA, UTILITY ROOM, AND TWO RESTROOMS.","3,697 ft 2",Venkata Panchumarthi,"14800 Quorum Dr Suite #269, Dallas, Texas 75254",(469) 400-4225,Fox Architecture,"11044 Research Blvd Suite D130, Austin, Texas 78759",(512) 861-0051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025161,Devon Arnold
"F-23-51395 Fastenal Denton, TX",TABS2024025051,Fastenal Co.,"3833 Airport Rd., Denton, TX 76207",Denton,10/7/2024,10/12/2024,"$199,241",Renovation/Alteration,"This project is privately funded, on private land for private use.","Installing 282 SF of conveyor including: roller belt Ryson spiral, motor driven roller, V-belt with associated electrical work",282 ft 2,Fastenal Company,"PO Box 1206, Winona, Minnesota 55987",(507) 459-3600,Honeywell Intelligrated,"7901 Innovation Way, Mason, Ohio 45040",(513) 968-2924,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025051,
"Walmart #3777.1006 Frisco, TX",TABS2024025019,Walmart #3777,"12220 FM 423, Frisco, TX 75033",Denton,10/5/2025,10/31/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Install Doors - 84sf Remodeled,84 ft 2,Walmart Real Estate Business Trust,"2608 SE J Street, Bentonville, Arkansas 72716",(800) 876-5309,Cyntergy,"810 S Cincinnati Ave., Ste. 200, Tulsa, Oklahoma 74119",(918) 877-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025019,
DENTON PICKR,TABS2024024971,LANDLORD BUILDING,"824 W UNIVERSITY DR, Denton, TX 76201",Denton,10/15/2024,1/15/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH OUT OF A4 GYMNASIUM,"22,000 ft 2",RPI DENTON CENTER LTD,"2929 CARLISLE ST STE 170, Dallas, Texas 75204",(817) 988-6523,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024971,
Alive,TABS2024024950,Southlake Village,"2140 E Southlake Blvd Suite# H, Southlake, TX 76092",Denton,9/9/2024,11/22/2024,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of existing tenant space.,"4,600 ft 2",Globel Fund investments LLC,"4001 W Green Oaks Blvd, Arlington, Texas 76016",(817) 479-9400,Richmond Group,"625 Dallas Drive #200, Denton, Texas 76205",(214) 244-8555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024950,Brandon Hartsell
Project Beast Phase 1B,TABS2024024947,Northlake 35 Building 2,"1600 N Collins Blvd, Suite 1000, Northlake, TX 75080",Denton,8/19/2024,10/31/2024,"$950,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish-out in existing shell building,"18,000 ft 2",Texas Commercial Development,"5440 Harvest Hill Road, Suite 250, Dallas, Texas 75230",(210) 854-5636,Alliance Architects,"1600 N Collins Blvd, Suite 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024947,Darren Sheldon
"Walmart #5092.1005 Lewisville, TX",TABS2024024923,Walmart #5092,"190 E Round Grove Rd., Lewisville, TX 75067",Denton,4/13/2025,5/9/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Install doors as shown, re-work existing pavement, sales floor enclosure door, update door hardware, interior & exterior: clean, prep & paint.",189 ft 2,Walmart Real Estate Business Trust,"2608 SE J Street, Bentonville, Arkansas 72716",(800) 876-5309,Cyntergy,"810 S Cincinnati Ave., Ste. 200, Tulsa, Oklahoma 74119",(918) 877-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024923,
Daiei Trading,TABS2024024819,Red River Building 1,"900 Arthurs Lane, Suite 101, Lewisville, TX 75067",Denton,9/1/2024,12/31/2024,"$550,000",New Construction,"This project is privately funded, on private land for private use.","1st generation office within an existing warehouse building shell. Office: 2,666 SF","2,666 ft 2",ARTHURS LN BUSINESS PARK LLC/Hines,"845 Texas Street, Suite 3300, Houston, Texas 77002",(281) 773-4493,Ware Malcomb,"3090 Nowitzki Way, Suite 300, Dallas, Texas 75219",281.661.4789,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024819,
Kidtopia,TABS2024024816,The View,"2700 old Denton Rd. Unit 116. Carrollton, TX 75007, Carrollton, TX 75007",Denton,8/5/2024,11/11/2024,"$80,000",New Construction,"This project is privately funded, on private land for private use.",Office finish out,"2,665 ft 2",AY GLORY LLC,"2500 Hunters Blvd, Lewisville, TX 75056, Lewisville, Texas 75056",(214) 463-1171,Liu Design Studio,"525 E. Walnut Street Garland, Texas 75040, Garland, Texas 75040",(469) 383-6256,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024816,YAO WANG AND RUI DONG
Chipotle TI Trophy Club,TABS2024024812,Chipotle,"2200 SH 114, Trophy Club, TX 76262",Denton,12/2/2024,4/1/2025,"$550,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Tenant fit-out of shell by others.,"2,325 ft 2","Trophy Club Town Center, LLC","13101 Preston Road Ste 200, Dallas, Texas 75240",(979) 574-5523,Rogue Architects,"513 Main St Ste 300, Fort Worth, Texas 76102",(817) 529-6882,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024812,
Renovate Marquis Hall Break 113 & 120,TABS2024024801,Marquis Hall,"1511 W. Mullberry Street, Denton, TX 76201",Denton,8/5/2024,9/20/2024,"$120,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Minor demolition with new millwork, finishes, fixtures, and appliances in room 113. Room 120 is floor replacement and paint only. ","2,000 ft 2",University of North Texas,"1155 Union Circle, Box 311040, Denton, Texas 76203",817-707-9567,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024801,
521 Texas Street,TABS2024024726,Vanderbilt Apartments,"521 Texas Street, Denton, TX 76209",Denton,8/12/2024,11/15/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Add Bathrooms and New Plumbing to Apartment Dwellings,"4,400 ft 2",Willow Creek Homes LLC,"2916 Frontier Drive, Denton, Texas 76210",(469) 233-1500,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024726,
"Abbott's Frozen Custard - Corinth, TX",TABS2024024721,Abbott's Frozen Custard,"TBD FM 2181 & FM 2499, Corinth, TX 76210",Denton,4/1/2025,7/31/2025,"$750,000",New Construction,"This project is privately funded, on private land for private use.","Scope of work is for a new 1,242 sq ft Abbott's Frozen Custard.","1,242 ft 2",Southern Scoops LLC,"3700 River Walk Drive Suite 175, Flower Mound, Texas 75028",(214) 457-8041,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024721,
Pour Sports,TABS2024024657,TC Town Center,"2230 TX-114, Suite 500, Trophy Club, TX 76262",Denton,8/9/2024,10/25/2024,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel an existing dining room to relocate and expand an existing bar to a new location.,"5,541 ft 2",TC Town Center 1 LP,"1301 Preston Rd., Suite 510, Dallas, Texas 75240",(972) 965-8171,West 16th Design,"617 Green Meadows Lane, Ovilla, Texas 75154",(214) 801-4343,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024657,
