ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate,URL
0616e1be-3076-4605-a7e6-058c8615811f,TABS2020018222,New Campus,2020-06-01T11:02:23.737,3009,Gospel Chapel Church,1721,2129,9001,1500000.0,900001,2020-07-01T00:00:00,2021-04-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020018222
44cbfe7c-784f-4259-b763-3ef977ebb70d,TABS2020018165,1836 Farms,2020-05-29T15:27:57.457,3007,1836 Farms,1721,2129,9002,2000000.0,900001,2020-07-01T00:00:00,2020-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020018165
e3208458-e050-433e-933e-ed34284e2d22,TABS2020018009,Project Forney,2020-05-27T20:40:37.91,3007,E-Commerce Fulfillment Facility,595,2129,9001,80000000.0,900001,2020-07-01T00:00:00,2021-07-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020018009
5b55b5c8-2f2a-4e4e-ab35-edd323327120,TABS2020017987,New Municipal Building,2020-05-27T14:24:44.947,3007,Combine Police Headquarters/City Hall,353,2129,9001,850000.0,900001,2020-09-01T00:00:00,2021-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020017987
83f06492-8e0d-46c7-8490-27179e4f52fe,TABS2020017063,Forney ISD | Forney High School Library Refresh,2020-05-08T16:32:58.43,3007,Forney High School,595,2129,9002,800000.0,900001,2020-06-01T00:00:00,2020-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020017063
22ecf4e8-fec6-4ef8-983c-fe2e53b08e9c,TABS2020017061,Forney ISD | Rhea Intermediate School Stage Renovation,2020-05-08T16:25:43.383,3007,Rhea Intermediate School,595,2129,9002,100000.0,900001,2020-06-01T00:00:00,2020-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020017061
47e6fa0a-e94d-4b55-9069-79be4bbeba5f,TABS2020017059,Forney ISD | Smith Elementary School Stage Renovation,2020-05-08T16:18:33.803,3007,Smith Elementary School,595,2129,9002,100000.0,900001,2020-06-01T00:00:00,2020-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020017059
64226a99-aac7-48b4-bb19-f3ffee975d9b,TABS2020016999,Walmart #265 Remodel,2020-05-08T08:26:16.533,3007,Walmart #265,1721,2129,9002,816508.0,900001,2021-01-25T00:00:00,2021-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016999
e39389b1-2b3d-4656-8c0b-68408792bea8,TABS2020016764,Nina's Brunch,2020-05-04T19:46:27.99,3007,Nina's Bruch,595,2129,9002,200000.0,900001,2020-07-01T00:00:00,2020-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016764
24226571-e31e-4558-920e-26a5e72fec54,TABS2020016623,U Rent It Terrell,2020-05-01T11:42:33.517,3001,U Rent It,1721,2129,9001,600000.0,900001,2020-06-15T00:00:00,2022-11-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016623
ebf19221-ca98-45b9-a87c-3c29b15df51f,TABS2020016450,RelyOn Credit Union,2020-04-29T10:37:38.6,3007,RelyOn Credit Union,595,2129,9001,412000.0,900001,2020-06-01T00:00:00,2020-08-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016450
5a81e086-6ea4-4c61-b810-d9b5cf3c91c2,TABS2020016443,Forney ISD | Additions to the Animal Science Center at North Forney High School,2020-04-29T09:48:38.673,3007,North Forney High School,595,2129,9003,2500000.0,900001,2020-05-16T00:00:00,2021-01-11T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016443
e70515be-9c3b-4d57-ba19-e0c7b6f43e3d,TABS2020016437,Forney ISD | Renovations to Administration Building,2020-04-29T09:26:15.09,3007,Forney ISD Administration Building,595,2129,9002,500000.0,900001,2020-05-12T00:00:00,2020-08-07T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016437
f8281c2a-8481-4392-8f72-3ed653740e5e,TABS2020016434,Forney ISD | Welding and Fabrication Center at Forney High School,2020-04-29T08:49:52.993,3007,Forney High School,595,2129,9001,4200000.0,900001,2020-05-16T00:00:00,2021-01-11T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016434
3bb1fbe8-1c46-4753-964e-2adb6690645f,TABS2020016024,Supercuts,2020-04-21T16:09:10.85,3009,Supercuts,595,2129,9001,100000.0,900001,2020-07-01T00:00:00,2020-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020016024
fc220777-e649-48cf-99dc-972c997607ee,TABS2020015923,7-Eleven Gateway,2020-04-20T15:01:05.32,3007,7-Eleven Store #41533 ,595,2129,9001,800000.0,900001,2020-07-01T00:00:00,2020-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020015923
ceb616df-eaa3-492a-a6a4-efbb173420d4,TABS2020015775,Heartland Maintenance Facility,2020-04-16T16:12:46.327,3007,Heartland Maintenance Facility,740,2129,9001,900000.0,900001,2020-08-03T00:00:00,2021-01-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020015775
2f56c529-d10e-40c6-9300-2cc6ddf0bf06,TABS2020015408,Metro by T-mobile_1921 N. Town East Boulevard,2020-04-10T10:03:44.097,3009,Metro by T-Mobile,1131,2129,9002,100000.0,900001,2020-05-04T00:00:00,2020-06-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020015408
06fbc7ff-1b35-4f9a-b76c-98addc1d5bcc,TABS2020015380,Texas Health Family and Sports Care A29 (392042206),2020-04-09T16:44:32.747,3009,The Lawndale Building,1051,2129,9002,117400.0,900001,2020-04-27T00:00:00,2020-06-20T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020015380
2d1d9a3d-1c7a-4024-bad5-571b95eb7fa7,TABS2020015109,ORTHOPEDIC,2020-04-06T16:27:01.447,3007,FORNEY PLAZA,595,2129,9001,80000.0,900001,2020-05-01T00:00:00,2020-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020015109
5625c355-ee10-45da-bc8e-f0d6a0ddcc48,TABS2020014832,Terrell Safe Routes to School - Pedestrian,2020-04-01T13:23:57.483,3007,Walkway Improvments,1721,2129,9001,490555.0,900001,2020-09-01T00:00:00,2021-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020014832
411ff95a-e5a0-4a11-a426-fa21dbb5c0cb,TABS2020014375,Trailhouse Lane Completion,2020-03-25T12:04:47.697,3007,Trailhouse Rd.,595,2129,9001,98750.0,900001,2019-11-18T00:00:00,2020-05-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020014375
1613712f-17e4-44f2-a04c-dd1a9f5599cc,TABS2020014138,Bradshaw Warehouse,2020-03-21T10:53:40.823,3007,Bradshaw Warehouse,1721,2129,9001,65000.0,900001,2020-04-06T00:00:00,2020-10-24T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020014138
79e915d8-76b0-4ee1-925b-c5c599b985ac,TABS2020014112,"James Avery Finish Out - Terrell, Texas",2020-03-20T14:14:46.437,3007,Crossroads at Terrell,1721,2129,9002,450000.0,900001,2020-04-01T00:00:00,2020-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020014112
49b6b51c-5b8d-46d3-8bbb-9830936328f3,TABS2020013102,SEAGOVILLE FIRE STATION,2020-03-06T07:51:37.813,3007,SEAGOVILLE FIRE STATION,1582,2129,9001,1200000.0,900001,2020-03-15T00:00:00,2021-01-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020013102
ff9c1abc-6b07-4913-8837-b7f010cbc02d,TABS2020012742,CVS Pharmacy #03197TX Hub+ACO store remodel,2020-03-02T15:38:52.13,3007,CVS Pharmacy #03197X,595,2129,9002,225000.0,900001,2020-03-30T00:00:00,2020-05-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020012742
e36f98ce-e4ce-489e-a476-6c75bc764702,TABS2020012676,ETMC Rehab,2020-03-02T09:28:39.183,3008,ETMC,257,2129,9002,397000.0,900001,2020-03-16T00:00:00,2020-07-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020012676
95ce3afe-25a4-439b-a008-cf7363a2c2c3,TABS2020012463,La Vaquera,2020-02-27T09:22:14.037,3009,La Vaquera,857,2129,9002,350000.0,900001,2020-04-01T00:00:00,2020-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020012463
43a8b663-170d-48a1-86e6-caad32b1bf4f,TABS2020011658,Forney ISD | Forney High School Culinary Renovation,2020-02-17T11:37:31.407,3007,Forney High School,595,2129,9002,150000.0,900001,2020-03-03T00:00:00,2020-10-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020011658
f2d1047f-a80a-49a6-8618-8004a71259d4,TABS2020010860,Brock Automotive Supply,2020-02-06T10:13:06.197,3007,Brock Automotive Supply,1721,2129,9003,3430000.0,900001,2020-03-17T00:00:00,2021-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020010860
5f489c9f-36f4-4abc-a6be-95bf148a6043,TABS2020010562,Buc-ee's Terrell Store #36,2020-02-03T12:17:45.343,3007,Buc-ee's terrell Store #36,1721,2129,9002,540000.0,900001,2020-03-09T00:00:00,2021-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020010562
7a722cac-1c42-428e-9483-a02d8cfc86a5,TABS2020010235,mgdm storage,2020-01-29T09:25:13.877,3008,MGDM Self Storage,863,2129,9001,100000.0,900001,2019-12-09T00:00:00,2020-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020010235
f9c8aed0-bbfd-41f1-8a6b-e0615b35b27b,TABS2020010214,MOD PIZZA - TERRELL ,2020-01-29T02:43:42.093,3007,SHOPS AT WAXAHACHIE TOWN CENTER ,1721,2129,9001,285000.0,900001,2020-05-05T00:00:00,2020-08-03T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020010214
aca78877-21e4-47c2-93f6-6da26a59939b,TABS2020010201,Forney ISD | New Middle & Intermediate School ,2020-01-28T16:43:02.727,3007,New Middle & Intermediate School ,595,2129,9001,75000000.0,900001,2020-03-05T00:00:00,2021-07-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2020010201
