project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Hancock Whitney Bank,TABS2025025478,Gateway Village,"3421 Renner Road 101, Plano, TX 75074",Collin,8/8/2025,11/25/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,800 ft 2","Plano Renner Retail, LLC","18484 Preston Road 208, Dallas, Texas 75252",(972) 758-9800,Entos Design,"5400 LBJ FREEWAY SUITE 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025478,
CCPN Plano Multi Specialty Clinic,TABS2025025464,CCPN Plano Multi Specialty Clinic,"3465 National Drive, Suite 310, Plano, TX 75025",Collin,9/8/2025,7/31/2026,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior tenant fit out for a pediatric medical clinic,"3,900 ft 2","TSC Interests, LLC","17051 Dallas Parkway, Ste. 400, Addison, Texas 75001",214.208.3117,"Page Southerland Page, Inc.","1800 Main Street, Suite 123 Dallas, TX 75201, Dallas, Texas 75201",(214) 522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025464,
Therapy Space,TABS2025025446,Preston Park Towers East,"4965 Preston Park Blvd. Suite 700, Plano, TX 75093",Collin,9/15/2025,12/31/2025,"$397,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"7,259 ft 2",Preston Park Office Center LLC / TerraCap Management,"999 Vanderbilt Beach Rd. Suite 701, Naples, Florida 34108",(239) 540-2022,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025446,
Harraz Coffee House,TABS2025025421,"The Creeks @ Celina, TX","2720 W. Frontier Parkway, Prosper, TX 75078",Collin,8/15/2025,12/15/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","2,501 sq ft of commercial space to convert into a coffee shop","2,501 ft 2",Weitzman Group,"3102 Maple Avenue #500, Dallas, Texas 75201",(214) 954-0600,Pistil Consortia LLC,"600 Parker Square Suite 280E, Flower Mound, Texas 75028",210-446-5022,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025421,Shadi Natour
Neighborhood Foot and Ankle Clinic,TABS2025025390,Methodist Celina Professional Office Building,"1530 S Dallas Pkwy Suite 220, Celina, TX 75009",Collin,9/15/2025,1/19/2026,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Finishing out an existing shell space for a clinic.,"3,700 ft 2",Claude Cutshaw,"1411 N. Beckley Ave., Suite 156, Dallas, Texas 75203",214-947-3701,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025390,
Evocative DAL6 Infrastructure Upgrades,TABS2025025376,Evocative Data Center DAL6,"1221 Coit Road, Plano, TX 75075",Collin,9/5/2025,2/27/2027,"$30,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Mechanical and Electrical equipment replacements and additions including chillers, generators, UPS systems and electrical distribution.  Scope is detailed on Burns Engineering Drawings DAL6 Infrastructure Upgrades dated 7/2/25","200,000 ft 2",Mapletree,"5 Bryant Park Floor 28, New York, New York 10018",(646) 908-6300,Burns Engineering,"10900 Stonelake Blvd. B 2, Suite 100, Austin, Texas 78759",(512) 534-9291,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025376,David Thornton
Raising Cane's DRSO Finishout,TABS2025025370,Raising Cane's,"5320 Legacy Dr, Plano, TX 75024",Collin,8/1/2025,3/31/2027,"$70,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finishout of an existing building. Renovations includes all 4 floors of the building for a total approx. of 324,540 SF.","324,540 ft 2",Raising Cane's Restaurants LLC,"6800 Bishop RD, Plano, Texas 75024",817-240-6738,HKS Inc.,"350 North St. Paul Street Ste 100, Dallas, Texas 75201",(214) 969-3310,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025370,
Simplicity,TABS2025025341,Granite Park 4,"5850 Granite Parkway 800, Plano, TX 75024",Collin,8/6/2025,11/17/2025,"$616,500",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"13,425 ft 2",Granite Properties,"5601 Granite Parkway 1200, Plano, Texas 75024",(972) 731-2308,Entos Design,"5400 Lyndon B Johnson Fwy 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025341,
CAPITAL ONE P3,TABS2025025336,CAPITAL ONE P3,"7941 PRESTON ROAD, Plano, TX 75024",Collin,10/11/2025,3/31/2026,"$2,100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","ALTERATIONS TO AN EXISTING ELEVATOR LOBBY ON LEVEL 2 (2,000 SF) AND REFRESH OF EXISTING RESTROOMS ALL LEVELS (4,000 SF).","6,000 ft 2",CAPITAL ONE SERVICES LLC,"15070 CAPITAL ONE DRIVE, Richmond, Virginia 23238",(817) 680-6501,GFF Design,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",(214) 303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025336,Chloe Walker
Third Coast Bank Expansion,TABS2025025331,5000 Legacy,"5000 Legacy Drive Suite 450, Plano, TX 75024",Collin,8/15/2025,12/15/2025,"$585,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement,"8,642 ft 2",5000 LEGACY LLC,"5944 Luther Lane Suite 1000, Dallas, Texas 75225",(214) 369-6192,ENTOS Design,"5400 LBJ Parkway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025331,
RESIDENTIAL REPAIR ZONE G4 PWS00081,TABS2025025322,CITY OF PLANO,"TULANE DR, PRESTON RIDGE TRL, WEST PARK DECATOR DR, Plano, TX 75086",Collin,10/1/2025,12/30/2027,"$328,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",18000 SWFT AND 56 BFR,"18,000 ft 2",City of Plano,"PO Box 860358 Plano, TX 75086, PLANO, Texas 75086",(972) 769-4140,CITY OF PLANO,"PO Box 860358 Plano, TX 75086, PLANO, Texas 75086",(972) 769-4140,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025322,
ADF,TABS2025025295,Legacy Tower,"7250 Dallas Parkway, Suite 700, Plano, TX 75024",Collin,8/18/2025,12/1/2025,"$1,416,210",Renovation/Alteration,"This project is privately funded, on private land for private use.","11,546 SF of tenant improvement.","11,546 ft 2",7250 North Dallas Parkway Texas LLC,"1270 Soldiers Field, Boston, Massachusetts 02135",(214) 587-5314,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025295,
"Jared 2441 Frisco Village, TX",TABS2025025291,Jared Jewelers,"3110 Preston Rd, Frisco, TX 75034",Collin,9/30/2025,11/28/2025,"$240,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Alteration to exterior facade of the building,"1,300 ft 2","SPC Lot 2 Frisco, LTD","6565 Hillcrest Ave STE 210, Dallas, Tennessee 75205",(214) 532-4708,"GPD Group, Professional Corporation","520 S. Main Street Suite 2531, Akron, Ohio 44311",(330) 434-0056,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025291,John Lapham
Welltower Prestonwood Tenant Improvement Project,TABS2025025275,Prestonwood Specialty Plaza,"6957 Plano Parkway Suite 2600, Plano, TX 75093",Collin,9/1/2025,11/30/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out of a 2071 square foot medical office. ,"2,071 ft 2",Prestonwood Specialty Plaza,"6957 Plano Parkway, Plano, Texas 75093",(469) 460-4055,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025275,
Plano ISD | Hightower ES Kitchen Add_Reno,TABS2025025251,Hightower Elementary School,"2601 Decator Dr., Plano, TX 75093",Collin,10/13/2025,1/13/2026,"$4,500,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",kitchen renovation,"4,293 ft 2",Plano ISD,"6600 Alma Dr. #500, Plano, Texas 75023",469-752-0290,Huckabee,"801 Cherry St. #500, Fort Worth, Texas 76102",800-687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025251,
RaceTrac #2339 Exchange,TABS2025025235,RT#2339 Exchange,"840 W. Exchange Pkwy, Allen, TX 78224",Collin,1/1/2026,9/1/2026,"$835,000",New Construction,"This project is privately funded, on private land for private use.","Modify Existing equipment line to incorporate new grab-n-go offer, remove equipment & relocate equipment throughout sales floor. Scope to include: architectural, plumbing, mechanical and electrical.","5,928 ft 2",RaceTrac Inc.,"200 Galleria Parkway Southeast Suite 900, Atlanta, Georgia 30339",(770) 431-7600,Hill Foley Rossi & Associates,"3680 Pleasant Hill Road Suite 200, Duluth, Georgia 30096",(770) 622-9858,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025235,
Epic Mezzanine Finish Out,TABS2025025227,Epic Mezzanine Finish Out,"3255 North McDonald Street, Mckinney, TX 75071",Collin,9/5/2025,12/5/2025,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out of office mezzanine,"7,819 ft 2",Epic,"192 Industrial Blvd, Ste 111, Mckinney, Texas 75069",(469) 577-9933,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025227,
Shiloh Pump Station Improvements Project Phase I,TABS2025025225,Shiloh Pump Station,"2602 Shiloh Road, Richardson, TX 75082",Collin,1/30/2026,8/25/2028,"$23,000,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Modify existing pump station and replace pumps. Replace existing Electrical Building HVAC equipment. Install new standby diesel-engine generator and electrical enclosure/equipment. Demolish 3-Mgal concrete reservoir.,500 ft 2,North Texas Municipal Water District,"501 E Brown St, Wylie, Texas 75098",(469) 626-4746,Brown and Caldwell,"8144 Walnut Hill Lane, Suite 1075, Dallas, Texas 75231",469-949-8967,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025225,
Cottages at McKinney III,TABS2025025212,Cottages at McKinney III,"C.R.166 near F.M.1461, Mckinney, TX 75070",Collin,3/1/2026,3/1/2027,"$750,000",New Construction,"This project is privately funded, on private land for private use.",New Clubhouse,"4,589 ft 2","7200 Lake Forest Investments, LLC","2505 N. State Hwy.360 Suite 800, Grand Prairie, Texas 75050",(972) 471-8700,Element Architects,"1250 Wood Branch Park Dr Suite 480, HOUSTON, Texas 77079",(713) 874-0775,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025212,
Mansions at McKinney III,TABS2025025210,Mansions at McKinney III,"C.R.166 near F.M.1461, Mckinney, TX 75070",Collin,3/1/2026,3/1/2027,"$800,000",New Construction,"This project is privately funded, on private land for private use.",New Clubhouse ,"7,066 ft 2","6400 Lake Forest Investments, LLC","2505 N. State Hwy.360 Suite 800, Grand Prairie, Texas 75050",(972) 471-8700,Element Architects,"1250 Wood Branch Park Dr Suite 480, HOUSTON, Texas 77079",(713) 874-0775,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025210,
Atmos Mapleshade,TABS2025025208,Atmos Mapleshade,"3721 Mapleshade Lane, Plano, TX 75075",Collin,9/3/2025,1/15/2026,"$3,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Some site renovation and site lighting updates, security gate for parking. Interior office renovation. ","10,200 ft 2",Atmos Energy Corporation,"5420 LBJ Freeway Suite #1800, Dallas, Texas 75240",(469) 439-9429,"Alliance Architects, Inc.","1600 N. Collins Blvd. Suite 1000, Melissa, Texas 75454",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025208,
CityLine Market,TABS2025025173,CityLine Market,"1411 E Renner Road Richardson, TX 75082, Richardson, TX 75082",Collin,9/17/2024,1/23/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",EV Charger,"1,200 ft 2",Regency Centers,"3200 Kirby Dr Ste 910, Houston, Texas 77098",(330) 565-7640,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025173,
Flying J Travel Center 477,TABS2025025163,Flying J Travel Center 477,"1700 US Hwy 75 Anna, TX 75409, Anna, TX 75409",Collin,5/15/2026,7/1/2026,"$200,000",New Construction,"This project is privately funded, on private land for private use.","Installation of 2 electric vehicle charging stations, a small equipment yard adjacent to the stations, new electrical distribution, minor site work to install the conduits, equipment pads, and screening around the equipment yard","1,200 ft 2",Pilot Travel Centers LLC,"5508 Lonas Drive, Knoxville, Tennessee 37909",(865) 209-6801,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025163,
HTPN - DDA,TABS2025025138,Plano Pavilion II,"4716 Alliance Blvd 6th Floor, Plano, TX 75093",Collin,8/5/2025,12/12/2025,"$266,852",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior medical office renovation,"2,764 ft 2","Healthcare Realty Holdings, LP","3310 West End Ave Suite 700, Nashville, Tennessee 37203",(972) 964-4440,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, TX, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025138,
Master Chang's Martial Arts,TABS2025025102,Legacy Drive Village,"7224 Independence Pkwy. Suite 356A, Plano, TX 75025",Collin,9/15/2025,10/31/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out,"1,372 ft 2",The Weitzman Group,"3102 Maple Avenue Suite 500, Dallas, Texas 75201",(214) 720-3662,Clark Design Co.,"5703 Stage Line Ct., Arlington, Texas 76017",(972) 567-5234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025102,
QuikTrip # 1909 Fryer Project,TABS2025025093,QuikTrip # 1909,"802 W McDermott Rd., Allen, TX 75013",Collin,10/26/2025,11/10/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Includes re-organization of existing kitchen equipment and addition of new fryer units. The type 1 hood and wrapped ducts will be replaced with type 1 new equipment. Rooftop equipment will remain existing. Project 300 sf.,300 ft 2,QuikTrip Corporation,"1120 N. Industrial Blvd., Euless, Texas 76039",(817) 786-3191,"Daniel D. Filuk, Architect","1747 E. Morten Ave., Suite 111, Phoenix, Arizona 85020",(602) 234-1868,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025093,
"First Cash - McKinney, TX",TABS2025025088,First Cash,"411 E Erwin Ave, Mckinney, TX 75069",Collin,9/1/2025,3/31/2026,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Scope of work is for a remodel of a 5,546 sq ft existing building.","5,546 ft 2",Pawn TX Inc,"1600 W 7th Street, Fort Worth, Texas 76102",(817) 258-2661,Franz Architects,"7608 Benbrook Parkway, Benbrook, Texas 76126",(817) 737-9922,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025088,
Nishan Supermarket,TABS2025025086,Northglen 2 Addition,"3620 State Highway 121 Suite 200, Plano, TX 75025",Collin,8/20/2025,12/30/2025,"$58,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant remodel & finish out for a grocery store (butcher, storage, sales floor, restrooms, etc.)","3,470 ft 2",Talo Two LLC,"5830 Granite Parkway Suite 860, Plano, Texas 75024",(972) 835-5274,Klemm Design,"13151 Emily Road Suite 135, Dallas, Texas 75240",817-269-4154,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025086,Ahmed Allami
Slice House by Tony Gemignani,TABS2025025085,Concord Crossing,"5995 Preston Road Suite 102, Frisco, TX 75034",Collin,8/29/2025,1/1/2026,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Demo of an exiting restaurant and construction of a new pizza shop.,"1,925 ft 2",Concord-Preston Wade LP,"9330 LBJ Freeway Suite 1080, Dallas, Texas 75243",(214) 696-6677,"Mues, LLC","215 South Wadsworth Blvd Suite 300, Lakewood, Colorado 80226",(303) 625-3356,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025025085,
