project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Sysgration TI Phase 2,TABS2026003179,Sysgration America Corporation,"3724 E Plano Pkwy, Plano, TX 75074",Collin,11/3/2025,4/30/2026,"$4,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of a warehouse building for manufacturing.,"40,000 ft 2",Sysgration America Corpporation,"3724 E Plano Pkwy, Plano, Texas 75074",(626) 205-0488,Merriman Anderson Architects Inc.,"300 N. Field St, Dallas, Texas 75102",214.987-1299,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003179,
North Fields Park Multi-Family Blk A Lot 4,TABS2026003137,"North Fields Investment Partners, LP","PGA Parkway, Frisco, TX 75033",Collin,2/2/2026,11/2/2026,"$4,500,000",New Construction,"This project is privately funded, on private land for private use.","19.08 AC park in a new Fields Multi-family development.  Includes park trails, signage and site furnishings, dog parks, sport courts, and ","831,125 ft 2","North Fields Investment Partners, LP","1900 N Akard St Dallas suite 1100, Dallas, Texas 75201",(214) 978-8761,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003137,
Paris Baguette,TABS2026003065,Village at 121,"5500 State Highway 121, Suite 100, Plano, TX 75024",Collin,1/1/2026,4/1/2026,"$700,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Commercial tenant improvement of existing space to new food service establishment concept - Paris Baguette.  New kitchen equipment, interior partition walls, plumbing, mechanical, and electrical scopes.  New 392 SF exterior patio and railing.","2,814 ft 2",121 Preston Retail,"8105 Rasor Boulevard, Suite 114, Plano, Texas 75024",(214) 619-9929,ONE Architecture,"8686 N. Central Avenue Suite 166, Phoenix, Arizona 85020",(602) 266-2712,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003065,Punya Kushalappa and Charanjit Singh
Centerfield Baseball Academy,TABS2026003056,Centerfield Baseball Academy,"3420 K Ave, Unit 316, Plano, TX 75074",Collin,10/20/2025,11/28/2025,"$113,143",Renovation/Alteration,"This project is privately funded, on private land for private use.",690 SF INTERIOR LOBBY RENOVATION,690 ft 2,"RPI HMart Town Center, Ltd.","2929 Carlisle Street Ste 170, Dallas, Texas 75204",(972) 250-1486,Creative Accessible Design,"PO Box 491, Maypearl, Texas 76064",(254) 659-7288,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003056,Linty Ingram
MCCATHERN EXPANSION,TABS2026003041,THE STAR,"1 COWBOYS WAY SUITE #175, Frisco, TX 75034",Collin,10/9/2025,4/9/2026,"$105,948",Renovation/Alteration,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE. SCOPE INCLUDES HVAC, AND ELECTRICAL.","6,307 ft 2",BLUE STAR HQ,"1 COWBOYS WAY SUITE 100, FRISCO, Texas 75034",(214) 878-2842,idGroup,"2641 Irving Blvd., Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003041,
Expansion Stonbridge Surgery Center,TABS2026003034,Stonebridge Surgery Center,"8855 SYNERGY DR, Mckinney, TX 75070",Collin,11/1/2025,11/1/2026,"$2,790,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",SHELL EXPANSION OF EXISTING SURGERY CENTER IN MCKINNEY TEXAS. PROJECT TO INCLUDE SELECT  DEMOLITION OF EXISTING STRUCTURE.,"13,570 ft 2",WILSON CREEK PROPERTY HOLDINGS LLC,"8855 SYNERGY DR, MCKINNEY, Texas 75070",(214) 212-1538,GHC Architects,"5000 Quorum Drive Suite 500, Dallas, Texas 75254",(214) 378-9810,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003034,
Alpara,TABS2026003023,Craig Ranch medical pavilion,"6045 Alma Road, Mckinney, TX 75070",Collin,12/1/2025,4/6/2026,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing suite,"6,500 ft 2",AG-AF Craig Ranch Owner LP,"5910 N. Central Expressway Aurora, Dallas, Texas 75206",(972) 897-4961,MG Designs LLC,"821 Aurora Street, Houston, Texas 77009",(713) 269-0311,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026003023,parker quinn
In Charge Electrical Services,TABS2026002993,Star Business Park Bldg 1B,"8101 Corporate Way Suite 200, Frisco, TX 75035",Collin,10/15/2025,2/28/2026,"$725,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out of existing shell,"3,952 ft 2",STAR BUSINESS PARK LLC,"1 Cowboys Way, Frisco, Texas 75034",(214) 437-3653,Alliance Architects Inc.,"1600 N Collins Blvd 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002993,
Tous Les Jours McKinney,TABS2026002960,N/A,"7645 S Custer Rd, Suite 444 & 452, Mckinney, TX 75070",Collin,12/15/2025,2/16/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Combination and alteration of 2 existing adjacent strip centre spaces into a new Tous Les Jours Bakery with new kitchen equipment, interior walls, mechanical, electrical and plumbing work & finishes. We are combining two suites, 444 & 452 into one.","4,509 ft 2",Emily D. Hernandez,"4500 Bissonnet St Suite 200, Bellaire, Texas 77401",(713) 693-1437,AEP America,"PO Box 123655, Fort Worth, Texas 76121",(214) 702-1528,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002960,Sundeep Bande
Firefly Retail Pump and Restroom Building,TABS2026002958,Firefly Retail Pump and Restroom Building,"Fireglass Way, Frisco, TX 75078",Collin,12/15/2025,5/15/2026,"$400,000",New Construction,"This project is privately funded, on private land for private use.",New pump and restroom building.,"1,241 ft 2",Firefly Land Holdings I LLC,"1321 Markum Gate Way, Fort Worth, Texas 76126",817-850-5334,WARD ARCHITECTURE PLLC,"5004 THOMPSON TERRACE, SUITE 107, COLLEYVILLE, Texas 76034",817-281-5600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026002958,
