project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
N4 Montessori Academy of Lexington,TABS2024010752,N4 Montessori Academy of Lexington,"Coit & Lexington, Frisco, TX 75035",Collin,3/15/2024,6/30/2025,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",New Day Care,"14,150 ft 2",EV Celina LLC,"6825 Denali Dr, McKinney, Texas 75070",(214) 585-8476,Studio Red Dot,"10000 North Central Expressway Suite 1045, Dallas, Texas 75231",(972) 896-7594,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010752,
O' NEIL WYSOCKI,TABS2024010735,THE OFFICES AT CHAPEL CREEK,"7330 STONEBROOK PKWY #STE. 100, Frisco, TX 75034",Collin,1/30/2024,4/30/2024,"$350,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"7,662 ft 2",JOHN THAKKAR,"6160 WARREN PKWY #STE. 100, FRISCO, Texas 75034",(214) 702-0600,JONES COMMERCIAL INTERIOR,"3900 WILLOW ST #STE. 150, DALLAS, Texas 75226",(972) 690-3400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010735,MICHAEL WYSOCKI
Dirty Birds,TABS2024010693,Lakeside Market,"4021 PRESTON ROAD Suite 618, Plano, TX 75093",Collin,2/26/2024,5/31/2024,"$322,650",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT INTERIOR REMODEL OF EXISTING RESTAURANT. WORK TO INCLUDE NEW RESTROOMS, NEW BAR, NEW SEATING AREAS, NEW HOST AREA, AND FINISHES/LIGHTING THROUGHOUT. ","3,754 ft 2",Whitestone lakeside market LLC,"8240 Preston Rd Suite 275, Plano, Texas 75024",469.506.5313,Halo Studio Designs,"408 Forest Lane, Gun Barrel City, Texas 75156",(469) 595-1791,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010693,Chris O'Mara
HCWC - OBGYN,TABS2024010688,HEALTH CENTRAL WOMEN'S CARE,"4650 PRESIDENT GEORGE BUSH HWY #310, Sachse, TX 75048",Collin,2/12/2024,5/20/2024,"$526,100",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL CLINIC,"3,818 ft 2","TRHS MOB ONE, LP","11501 E NORTHWEST HWY, DALLAS, Texas 75218",214-914-9811,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010688,
Cavenders Boot City - Plano,TABS2024010675,Cavender's Boot City,"3317 N. Central Expressway, Plano, TX 75023",Collin,2/14/2024,6/14/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Parking lot renovation,1 ft 2,"Cavender Investment Properties H, Ltd","7820 South Broadway, Tyler, Texas 75703",(903) 509-9509,"Thompson Architectural Group, Inc.l","P.O. Box 8113, Tyler, Texas 75711",903538710200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010675,
Shops at Trinity Falls,TABS2024010670,Retail Center,"S.E. CORNER OF OLYMPIC CROSSING AND TRINITY FALLS, Mckinney, TX 75071",Collin,8/20/2024,4/20/2025,"$4,000,000",New Construction,"This project is privately funded, on private land for private use.",2 ground up retail shells,"20,000 ft 2","HPI Properties, LLC","3773 Richmond Ave, Suite 800, Houston, Texas 77046",(713) 622-6944,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010670,
KFM,TABS2024010664,Huddleston Office Building,"322 W. WALNUT ST. # 200, Celina, TX 75009",Collin,2/1/2024,10/1/2024,"$275,504",Renovation/Alteration,"This project is privately funded, on private land for private use.",non-structural interior finish-out in a single floor suite.,"5,737 ft 2",Elevated Properties,"312 W. Main St., Celina, Texas 75009",(972) 345-0344,idGROUP,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010664,
Retail/Restaurant Shell Building No. 3,TABS2024010658,Retail/Restaurant Shell Building No. 3,"Legacy Central Addition, Block A, Lot 4, Plano, TX 75024",Collin,4/1/2024,12/31/2024,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.",Construction of single-story shell metal frame building for retail/restaurant future use.,"13,897 ft 2","Legacy Landmark Investment Group, LLC","222 Municipal Drive, Suite No. 138, Richardson, Texas 75080",(972) 999-6455,Rashmi C Incorporated,"4117 Old Pleasant Ridge Road, Arlington, Texas 76016",(817) 891-7918,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010658,
Archway Dental PLLC,TABS2024010631,Archway Dental PLLC,"2751 S Stonebridge Drive, Suite 3, Mckinney, TX 75072",Collin,2/15/2024,9/15/2024,"$374,646",Renovation/Alteration,"This project is privately funded, on private land for private use.",Dental interior finish out,"2,858 ft 2",Kuldeep Parmar,"2751 S Stonebridge Drive, McKinney, Texas 75072",(972) 632-9453,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010631,
SAGE - QUICK TECHNOLOGIES,TABS2024010547,International Business Park,"6275 West Plano Parkway Suite 175, Plano, TX 75093",Collin,1/31/2024,7/31/2024,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.","THE SCOPE OF THIS PROJECT IS A NON-STRUCTURAL INTERIOR FINISH-OUT IN AN EXISTING SINGLE FLOOR SUITE FOR THE ABOVE NAMED TENANT. SCOPE INCLUDES HVAC, ELECTRICAL, PLUMBING, AND MINOR SITE WORK.","16,803 ft 2",Billingsley Company,"1722 Routh Street Suite 770, Dallas, Texas 75093",(972) 820-2236,Carry D. McLain,"2641 Irving Blvd, Dallas, Texas 75207",(214) 638-6800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024010547,David Natinsky
