project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
Dickey's BBQ Fire Restoration,TABS2026029154,Dickey's BBQ,"600 N Central Expy, Mckinney, TX 75070",Collin,8/1/2026,12/1/2026,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",2800 SF Interior fire restoration-no structural work to be performed.,"2,800 ft 2","Texas Wend Besho, LLC","600 N Central Expy, McKinney, Texas 75070",(727) 598-2221,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029154,,,,
Dynacraft Phase 1 Mezzanine TI,TABS2026029141,Dynacraft North Texas Phase 1,"3490 Redbud Blvd., Mckinney, TX 75071",Collin,9/30/2026,11/30/2026,"$237,414",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation enclosing an existing open mezzanine area.,"1,849 ft 2",PACCAR INC,"777 106TH AVE NE, BELLEVUE, Washington 98004",(425) 830-1703,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029141,Merriman Anderson Architects Inc.,"300 North Field St, Dallas, Texas 75202",(214) 347-7074,
Wagon Creek Phase I,TABS2026029119,Wagon Creek Phase I,"5855 CR 134, Celina, TX 75009",Collin,10/1/2026,12/15/2026,"$77,269",New Construction,"This project is privately funded, on private land for private use.","5 BFR's and 9,225 sf of sidewalk.","9,225 ft 2","Lennar Homes of Texas Land & Construction, LTD","1231 Greenway Drive, Suite 800, Irving, Texas 75038",(469) 587-5200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029119,Kimley Horn,"13455 Noel Road, Suite 700, Dallas, Texas 75240",(972) 445-9241,
Eldorado Addition,TABS2026029070,AT&T OFFICE,"12360 ELDORADO PKWY, Frisco, TX 75035",Collin,11/2/2026,3/31/2027,"$1,600,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","CONSTRUCTION OF A 1,008 SQUARE FEET ADDITION TO THE NORTH SIDE OF THE EXISTING BUILDING, ATTACHED TO THE AN EXISTING STORAGE. EXTERIOR IMPROVEMENTS INCLUDE, PAVING AND GRADING ON THE SOUTHERN SIDE OF THE SITE TO CREATE A PARKING LOT","1,008 ft 2","AT&T ENTERPRISES, LLC f/k/a AMERICAN TELEPHONE & TELEGRAPH","909 CHESTNUT ST RM 36M1, SAINT LOUIS, Missouri 63101",(469) 994-9623,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029070,BSA DESIGN GROUP,"2929 N. Central Expwy, RICHARDSON, Texas 75080",(214) 818-0563,
Eldorado Escape,TABS2026029056,Eldorado Escape,"4610 Eldorado Parkway, Mckinney, TX 75072",Collin,10/12/2026,3/15/2027,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior facade renovation to an existing commercial building including removal / replacement of select facade finishes + modification to existing architectural features and installation of new decorative framing screen,"1,200 ft 2",CME Investments LTD,"222 Municipal Drive Suite 150, Richardson, Texas 75080",(972) 342-1089,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029056,,,,
Discount Tire - TXF-05 - Anna,TABS2026029031,Discount Tire,"1801 N Central Expy, Anna, TX 75409",Collin,9/1/2026,9/1/2028,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",Build a new Discount Tire - 7320 s.f.,"7,320 ft 2",Halle Properties LLC,"20225 N Scottsdale Rd, Scottdale, Arizona 85255",(480) 606-7132,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029031,"Plump Engineering, Inc.","914 E Katella Ave, Anaheim, California 92805",(714) 578-3324,
Grizzly Cafe and Tea House,TABS2026029013,Plano Gateway,"245 Shiloh Road, Plano, TX 75074",Collin,9/15/2026,12/31/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out,"1,860 ft 2",Plano Shiloh Holding LLC,"18484 Preston Road Suite 208, Dallas, Texas 75252",(214) 384-0729,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026029013,"FK + Architect, LLC","400 Chisholm Place, Plano, Texas 75075",469-258-9322,Halima Abdul Karim Qazi
"Baylor Scott & White - Plano, TX",TABS2026028985,Baylor Scott & White,"3700 West 15th Street Bldg B, Suite 200, Plano, TX 75075",Collin,9/1/2026,12/1/2026,"$130,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Fit Out of Outpatient Physical Therapy Facility,"4,025 ft 2",Connect Alliance Real Estate LLC,"3700 W 15th St Suite 200A, Plano, Texas 75075",(512) 294-8035,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028985,"Robert J. Tanay, RA","680 American Ave Suite 203, King of Prussia, Pennsylvania 19406",(610) 992-7135,Kevin Hillenbrand
Consilium Wealth Advisory,TABS2026028984,The Tower at Hall Park,"6605 Warren Parkway Suite 1250, Frisco, TX 75034",Collin,8/15/2026,12/15/2026,"$273,910",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,798 ft 2","The Tower at HALL Park/EPC HP Office, LLC","2323 Ross Ave Ste 200, Dallas, Texas 75201",(214) 470-4266,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028984,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,
35680 7-Eleven Rev1,TABS2026028935,7-Eleven,"1513 Preston Rd, Celina, TX 75009",Collin,12/6/2026,12/27/2026,"$567,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel with some new equipment, remodeled restrooms, new décor, some new cabinets, enhanced building elevation and signage, clean exterior, repair parking lot, enhance landscaping, upgrade site signage and lighting","3,250 ft 2",Bawa Anise,"2012 Hopewell Dr, Allen, Texas 75013",972-828-7528,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028935,Menemsha Solutions,"20521 Earl Street, Torrance, California 90503",310-263-3586,7-Eleven - Kimberly Parenzan
SPORTCLIPS STX-491,TABS2026028907,ROSAMOND CROSSING,"2549 ROSAMOND PARKWAY #105, Anna, TX 75071",Collin,9/21/2026,12/30/2026,"$180,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",FINISH OUT FOR A SPORTCLIPS FRANCHISE,"1,200 ft 2",SGI ANNA SEC-I,"1110 Cowan Road, CELINA, Texas 75009",877-244-8532,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028907,"JAX DESIGN STUDIO, LLC","1522 TURNING LEAF LANE, GARLAND, Texas 75040",(214) 477-4112,Aristotle Terzis
Community ISD Bus Transportation Expansion,TABS2026028894,CISD Bus Transportation Parking,"615 N FM 1138, Nevada, TX 75173",Collin,9/1/2026,12/30/2026,"$2,813,112",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project consists of parking expansion of the existing bus parking lot along with relocation of two portable building on the site. the portable buildings will be about 3'-0"" from finish floor which will receive pre engineered ramp and stair compon","61,261 ft 2",Community Independent School District,"611 North FM 1138, Nevada, Texas 75173",(972) 843-6000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028894,"WRA Architects, Inc.","6000 Headquarters, Suite 600, Plano, Texas 75024",(214) 764-6996,
Texas Health Allen Hospital Pre Admitting,TABS2026028867,Texas Health Allen Hospital,"1105 Central Expressway North, Allen, TX 75013",Collin,10/2/2026,12/27/2026,"$60,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Interior Design 500 usf,500 ft 2,Texas Health Resources Hospital Allen,"1105 Central Expressway North, Allen, Texas 75013",972-747-3999,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028867,MPI Architects,"4949 Addison Circle Addison, Addison, Texas 75001",972-788-0078,
DFW02-3 LTX DSOC-OFFICE RENOVATION,TABS2026028835,DFW02-3,"2800 Summit Ave., Plano, TX 75074",Collin,7/20/2026,8/31/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","An existing storage room with 615 SF is being converted into a small Security Office with huddle room. Scope includes A, MEPT",615 ft 2,"Aligned Data Centers, DFW (PROPCO) LLC","2800 Summit Ave., Plano, Texas 75074",404.933.1734,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028835,HKS Inc,"350 N Saint Paul St. #100, Dallas, Texas 75201",214-969-3133,
Mountain Mike's Pizza Celina,TABS2026028786,N/A,"220 W Frontier Parkway Suite 100, Prosper, TX 75078",Collin,9/28/2026,10/26/2026,"$300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Tenant finish-out of a new retail strip centre into a Mountain Mike’s Pizza restaurant with new kitchen equipment, interior walls, mechanical, electrical and plumbing finishes. ","2,800 ft 2",CENTRA FRONTIER REALTY LLC,"6655 DESEO STE 201, Irving, Texas 75039",(972) 504-0670,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028786,AEP America,"PO Box 123655, Fort Worth, Texas 76121",(214) 302-7342,Hector Haget
Thomas Earl Way Retail,TABS2026028770,Thomas Early Way Retail,"3115 Milrany Ln, Melissa, TX 75454",Collin,12/15/2026,7/15/2027,"$2,100,000",New Construction,"This project is privately funded, on private land for private use.",new single story retail shell building,"10,204 ft 2",AyVe Commercial Investments,"12317 Palazzo Dr, Frisco, Texas 75035",(214) 218-1611,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028770,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,
Medical City McKinney Temporary Kitchen,TABS2026028749,MCM Rehabilitation,"4500 Medical Center Drive, Mckinney, TX 75069",Collin,9/1/2026,11/27/2026,"$150,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Addition of a temporary kitchen to serve the hospital while the existing kitchen is being renovated,"2,500 ft 2",Columbia Medical Center of McKinney Subsidiary LP,"4500 Medical Center Drive, McKinney, Texas 75069",(972) 547-8614,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026028749,Devenney Group,"500 N. Akard Suite 3535, Dallas, Texas 75201",(469) 369-8454,
