ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
56e0b2bf-8c26-497e-a6e0-f2a08eadb0c0,TABS2026014981,900001,Woodcreek Church Trails & Soccer Field,3008,2026-03-14T11:51:42.107,Woodcreek Church,1453,2043,9003,250000.0,2026-04-01T00:00:00,2028-04-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014981
3bde860a-d7ca-49d8-ae2a-5e8473407381,TABS2026014926,900001,"Chick-fil-A # 722 - McKinney, TX",3008,2026-03-13T12:16:05.743,Chick-fil-A,1107,2043,9002,150000.0,2026-05-15T00:00:00,2026-05-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014926
9d988ba5-e7c6-4e9e-956b-34e010df28f5,TABS2026014919,900001,Maman- Frisco Tx,3008,2026-03-13T11:40:46.893,Maman,623,2043,9002,400000.0,2026-04-16T00:00:00,2026-10-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014919
b50c01a8-cc45-4fd5-897b-2740fa749763,TABS2026014900,900001,Aven Hospitality,3008,2026-03-13T09:17:51.847,Granite Park 6,1362,2043,9002,2600000.0,2026-04-01T00:00:00,2026-09-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014900
3b41e040-8029-41f7-bc9e-495ede4f814d,TABS2026014864,900001,ROBOTICS MAKER LAB,3008,2026-03-12T15:53:17.55,SHOPS AT WILMETH,1107,2043,9002,100000.0,2026-07-01T00:00:00,2026-10-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014864
39ba8799-e02c-405f-81f2-848a78b2ce49,TABS2026014834,900001,HOWDY DONUTS,3008,2026-03-12T12:44:12.507,LAVON RETAIL CENTER,963,2043,9002,120000.0,2026-04-01T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014834
2ebbfc78-80c1-4ae4-9639-26f6efafdc97,TABS2026014828,900001,FCS Construction Expansion,3008,2026-03-12T11:58:54.697,FCS Construction,286,2043,9003,1500000.0,2026-09-26T00:00:00,2027-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014828
8000e2bb-4e77-4f91-a7b4-ed0cd2747a0b,TABS2026014780,900001,SACHSE COMMONS,3008,2026-03-11T21:33:28.293,SACHSE COMMONS,1522,2043,9001,6000000.0,2026-09-01T00:00:00,2027-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014780
2eafd258-8881-4ac9-90e2-74595d3ede87,TABS2026014777,900001,MCKINNEY BEAUTY,3008,2026-03-11T21:26:01.15,MCKINNEY BEAUTY,1107,2043,9001,450000.0,2026-09-01T00:00:00,2027-03-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014777
ea3fd506-d58a-4b54-b782-91392722322b,TABS2026014776,900001,2120 PRAIRIE DR,3008,2026-03-11T20:38:50.227,NEPHRONLIFE PLLC,1408,2043,9002,210090.0,2026-04-30T00:00:00,2026-09-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026014776
