ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026023364,Parkway Centre V,1362,2043,9002,285406.0,3008,a3c0368a-d498-47db-bce3-52c9d1cfa51b,900001,Ntegrated,2026-06-19T14:37:29.223,2026-07-08T00:00:00,2026-10-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023364
TABS2026023346,Granite Park 1,1362,2043,9002,203000.0,3008,aa12a24d-4f1b-431a-be6e-4117e6f55226,900001,10th Floor Corridor & Restrooms,2026-06-19T13:19:51.633,2026-06-18T00:00:00,2026-09-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023346
TABS2026023342,Collin Creek Multifamily S1,1362,2043,9001,50000000.0,3008,37e3fec7-d580-4fb5-b364-34ed73215836,900001,Collin Creek Multifamily S1,2026-06-19T12:53:45.04,2026-01-01T00:00:00,2027-07-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023342
TABS2026023304,F-45 Training,1408,2043,9002,150000.0,3008,7be2e45d-9290-43ad-8d65-94fdadb85a78,900001,F-45 Training,2026-06-18T22:12:31.63,2026-06-29T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023304
TABS2026023287,Baylor Scott & White The Heart Hospital - Frisco,623,2043,9002,1545000.0,3008,551ba04e-d73b-4336-9263-341fb62389e5,900001,BSW The Heart Hospital Firsco - CVOR 4 Finish-Out,2026-06-18T16:17:21.927,2026-06-29T00:00:00,2026-10-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023287
TABS2026023280,Heritage Office Suite,623,2043,9002,166905.0,3008,23f61e40-8b68-4019-b98b-c2bae59c4232,900001,Suite 340,2026-06-18T15:43:59.473,2026-07-20T00:00:00,2026-11-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023280
TABS2026023237,Transportation Center,1915,2043,9002,6753483.0,3008,433c645b-62e5-49b4-b45a-fc45bae4a68b,900001,WISD - Transportation Addition and Renovation,2026-06-18T13:23:10.373,2026-07-01T00:00:00,2027-07-23T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023237
TABS2026023236,McMillan Junior High School,1915,2043,9002,1200000.0,3008,b3a7d054-4788-461f-be3f-eb6d074f8540,900001,WISD - Wylie Concession and Restrooms,2026-06-18T13:17:33.17,2026-07-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023236
TABS2026023234,CTE Building,1915,2043,9001,17500000.0,3008,63a8ab92-ff51-4744-9448-980057f80d7c,900001,WISD - Wylie ISD CTE and AG Center,2026-06-18T13:05:17.217,2026-07-01T00:00:00,2027-07-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023234
TABS2026023178,Exxon Addition,623,2043,9002,82324.0,3008,89d1f13a-759a-427c-84a2-a61f07a5dfb2,900001,33 Peaks Cafe LLC,2026-06-18T09:10:34.803,2026-06-30T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023178
TABS2026023131,Wylie Downtown - Phase 1,1915,2043,9001,3700000.0,3008,7472dc6d-d98e-416e-a0ee-79c73b51d5e2,900001,Wylie Downtown - Phase 1,2026-06-17T15:05:03.567,2026-09-01T00:00:00,2027-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023131
TABS2026023104,Stonebriar Centre Mall,623,2043,9002,175000.0,3008,0a8f2106-4096-4767-a894-c66cc1d15965,900001,Stonebriar Centre - Suite #1270 whitebox,2026-06-17T13:33:20.34,2026-08-03T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023104
TABS2026023079,NA,623,2043,9001,12195890.0,3008,e68be079-8f9f-422f-a02f-c09d5c8af366,900001,Frisco Street,2026-06-17T11:10:16.153,2026-08-01T00:00:00,2027-09-05T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023079
TABS2026023039,7TH INDIA PLAZA,1107,2043,9002,150000.0,3008,18199c4c-2f93-40bd-9e0d-29476f88f1eb,900001,LAXMI FLOWERS,2026-06-16T19:56:03.17,2026-08-10T00:00:00,2026-11-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023039
TABS2026023031,Action Behavior Center Princeton 2.0,1405,2043,9002,800000.0,3008,1a379592-93ac-4261-97a7-7b097f79e9e0,900001,Action Behavior Center Princeton 2.0,2026-06-16T16:39:11.123,2026-07-01T00:00:00,2027-01-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023031
TABS2026023030,Allen Premium Outlets,27,2043,9002,150000.0,3008,38daebfb-a6b2-4a25-a495-e6646627401f,900001,BIRKENSTOCK,2026-06-16T16:28:57.873,2026-07-15T00:00:00,2026-08-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023030
