project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
THE OFFICES AT PROSPER 380 BLDG 12,TABS2025014225,THE OFFICES AT PROSPER 380,"2120 PRAIRIE DR BLDG 12, Prosper, TX 75078",Collin,5/1/2025,11/1/2025,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"4,495 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, dallas, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014225,
Plano Gateway - Core/Shell Building 6,TABS2025014212,Plano Gateway Medical Park,"201 Wyngate Blvd. Building 6, Plano, TX 75074",Collin,6/2/2025,10/3/2025,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.","8,100 sf 1-story wood framed core/shell medical office building","8,100 ft 2",Huffman Builders,"5880 Ashmill Drive Suite 100, Plano, Texas 75024",(469) 951-5959,Boulder Associates Architects,"240 Milton Street Suite 240, Dallas, Texas 75206",(214) 420-5700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014212,
Reynolds MS Ph3 Reno,TABS2025014172,Reynolds MS Ph3 Reno,"700 n coleman, Prosper, TX 75078",Collin,11/13/2025,7/31/2026,"$14,267,628",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",renovation,"31,592 ft 2",Prosper ISD- Reynolds MS Ph3 Reno,"700 n coleman #500, prosper, Texas 75078",469-219-2000,Huckabee,"801 Cherry St #500, Fort Worth, Texas 76102",(800) 687-1229,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014172,
Comcast Plano Tenant Fitout,TABS2025014151,Comcast Plano,"7900 Windrose Avenue, Suite 800, Plano, TX 75024",Collin,4/15/2025,7/31/2025,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Reno of existing suite for the existing tenant on a multi-tenant floor. There is no change to the tenant, use demising, area of the suite, or egress. Occupancy load of the suite is increased slightly due to the add of accessory assembly spaces.","42,321 ft 2",Comcast-William Osborne,"7900 Windrose Ave. Suite 800, Plano, Texas 75024",(610) 551-4423,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",214 473-2464,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014151,
THR Plano Pedicatric Imaging Center Fluoro Replacement,TABS2025014140,Texas Health Resources Pediatric Imaging Center,"7000 West Plano Parkway Suite 120, Plano, TX 75093",Collin,3/1/2025,8/20/2025,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of the imaging equipment in the Fluoro Room on level 1 of the clinic. new Finishes will also be provided in the space.,350 ft 2,Texas Health Resources,"612 East Lamar Blvd. Suite 200, Arlington, Texas 76011",(469) 234-7851,"Perkins Will, Inc.","2218 Bryan Street, Suite 200 Suite 200, Dallas, Texas 75201",(214) 872-5169,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014140,
THR Pediatric Imaging Center X-Ray Replacement,TABS2025014138,Texas Health Resources Pediatric Imaging Center,"7000 West Plano Parkway Suite 120, Plano, TX 75093",Collin,7/1/2025,12/15/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of imaging equipment in the X-Ray room on level 1 of the clinic. New finishes will also be provided in the space.,300 ft 2,Texas Health Resources,"612 East Lamar Blvd. Suite 200, Arlington, Texas 76011",(469) 234-7851,"Perkins Will, Inc.","2218 Bryan Street, Suite 200 Suite 200, Dallas, Texas 75201",(214) 872-5169,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014138,
THR EP Lab Equipment Replacement,TABS2025014137,Texas Health Plano Hospital,"6200 West Parker Road, Plano, TX 75093",Collin,4/1/2025,9/15/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replacement of medical equipment within the existing EP Lab within the Cath Suite. New finishes will also be provided in the space. ,800 ft 2,Texas Health Resources,"612 East Lamar Blvd. Suite 200, Arlington, Texas 76011",(469) 234-7851,"Perkins Will, Inc.","2218 Bryan Street, Suite 200 Suite 200, Dallas, Texas 75201",(214) 872-5169,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014137,
Patty Lou's Smashburger,TABS2025014095,Ice House,"1000 E. 14th Street, Plano, TX 75074",Collin,5/15/2025,9/15/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","1,620 sf. change out millwork and equipment from coffee shop to burger cafe within existing shell space","1,620 ft 2",Nathan Shea,"3106 Dublin Road, Parker, Texas 75002",972-754-3386,cya design collective,"3829 Ridgetop Lane, Plano, Texas 75074",214-957-0977,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014095,Payton Hickey
GARAM MASALA,TABS2025014088,MELISSA RETAIL II,"3310 SAM RAYBURN HWY. SUITE: 500, Melissa, TX 75454",Collin,4/25/2025,7/25/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"2,200 ft 2",Abiramasundari Janakiraman,"13520 Empire Maker Rd., Frisco, Texas 75035",479 871 3987,IXDESIGN STUDIO,"PLANO, Plano, Texas 75025",000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014088,
Tenant Improvement for Edge Imports,TABS2025014065,580 McIntyre Road Suite 150,"580 McIntyre Road Suite 150, Mckinney, TX 75071",Collin,4/2/2025,7/10/2025,"$1,300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","34,395 SF Industrial warehouse space with 1,529 newly constructed office space.  New Storefront entry added with connection to existing sidewalk. ","35,924 ft 2","Becknell Industrial Operating Partnership, LP","280 E 96th Street Suite 125, Indianapolis, Indiana 46240",(317) 480-6886,Craig Kouri Architect,"120 East Burlington Avenue, LaGrange, Illinois 60525",(630) 812-0799,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014065,
