project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
THE OFFICES AT PRESTONBROOK #803,TABS2026005974,THE OFFICES AT PRESTONBROOK,"7700 PRESTON RD, Frisco, TX 75034",Collin,1/1/2026,7/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLE-FRISCO 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005974,
THE OFFICES AT PRESTONBROOK #802,TABS2026005973,THE OFFICES AT PRESTONBROOK,"7700 PRESTON RD, Frisco, TX 75034",Collin,1/1/2026,7/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLE-FRISCO 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005973,
THE OFFICES AT PRESTONBROOK #801,TABS2026005972,THE OFFICES AT PRESTONBROOK,"7700 PRESTON RD, Frisco, TX 75034",Collin,1/1/2026,7/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLE-FRISCO 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005972,
THE OFFICES AT PRESTONBROOK BLDG 8 SHELL,TABS2026005971,THE OFFICES AT PRESTONBROOK,"7700 PRESTON RD, Frisco, TX 75034",Collin,1/1/2026,7/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,359 ft 2",CLE-FRISCO 1 LLC,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005971,
1111 JUPITER RD #STE. B100 & 103,TABS2026005970,JUPITER TECH CENTER,"1111 JUPITER RD #STE. B100 & B103, Plano, TX 75074",Collin,12/15/2025,4/1/2026,"$350,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"6,000 ft 2",B9 SEQUOIA JUPITER OWNER LP,"701 WESTERN AVE, GLENDALE, California 91201",(214) 786-4408,NOVE STUDIOS LLC,"1721 W PLANO PKWY #STE. 218, PLANO, Texas 75075",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005970,
"SUNGROWTH RETAIL 2 - CELINA, TX",TABS2026005921,"SUNGROWTH RETAIL 2 - CELINA, TX","NWC OF PUNK CARTER PKWY & S COIT RD, Celina, TX 75009",Collin,2/1/2026,7/31/2026,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell Building,"12,759 ft 2",S4 SUNGROWTH CAPITAL LLC,"451 STEELE ST, MCKINNEY, Texas 75071",(913) 620-4499,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005921,
"SUNGROWTH RETAIL 1B - CELINA, TX",TABS2026005918,"SUNGROWTH RETAIL 1B - CELINA, TX","NWC OF PUNK CARTER PKWY & S COIT RD, Celina, TX 75009",Collin,2/1/2026,7/31/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell Building,"11,578 ft 2",S4 SUNGROWTH CAPITAL LLC,"451 STEELE ST, MCKINNEY, Texas 75071",(913) 620-4499,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005918,
"SUNGROWTH RETAIL 1A - CELINA, TX",TABS2026005910,"SUNGROWTH RETAIL 1A - CELINA, TX","NWC OF PUNK CARTER PKWY & S COIT RD, Celina, TX 75009",Collin,2/1/2026,7/31/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell Building,"11,578 ft 2",S4 SUNGROWTH CAPITAL LLC,"451 STEELE ST, MCKINNEY, Texas 75071",(913) 620-4499,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005910,
Phoenix Ascending Investments LLC,TABS2026005906,Wylie Development,"607 Commerce Dr. Bldg #200, Wylie, TX 75098",Collin,11/1/2025,6/1/2026,"$600,000",New Construction,"This project is privately funded, on private land for private use.",Construction of office warehouse building,"5,472 ft 2","Phoenix Ascending Investments, LLC","607 Commerce Dr. Suite 110, Wylie, Texas 75098",(214) 458-0214,Elm Residential Designs,"5717 Legacy Dr. #250, Plano, Texas 75024",214-649-9328,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005906,
Kimley Horn Celina (39-25109-00),TABS2026005865,N/A,"455 North Oklahoma Suite 106, Celina, TX 75009",Collin,12/1/2025,5/1/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior finish out.  Demolition of existing conditions, build new private offices, conference room, storage room and open area.","5,363 ft 2",J & K Jordan Investments,"PO Box 101355, Fort Worth, Texas 76185",(817) 676-6628,DLR Group,"2500 Pacific Ave Suite 1600, Dallas, Texas 75226",(214) 747-2511,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026005865,Ryan Wolff
