project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
OFFICES AT MONARCH CROSSING BLDG 3117,TABS2025004155,THE OFFICES AT MONARCH CROSSING,"3117 BAILEY DR #STE. A4, Fort Worth, TX 76177",Collin,12/1/2024,6/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004155,
OFFICES AT PROSPER TRAIL #940,TABS2025004151,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 940, Prosper, TX 75078",Collin,12/1/2024,6/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004151,
THE OFFICES AT PROSPER TRAIL #930,TABS2025004150,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 930, Prosper, TX 75078",Collin,12/1/2024,6/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004150,
THE OFFICES AT PROSPER TRAIL #920,TABS2025004149,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 920, Prosper, TX 75078",Collin,12/1/2024,6/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004149,
OFFICES AT PROSPER TRAIL #910,TABS2025004148,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 910, Prosper, TX 75078",Collin,12/1/2024,6/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004148,
OFFICES AT PROSPER TRAIL BLDG 9,TABS2025004147,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL BLDG 9, Prosper, TX 75078",Collin,12/1/2024,6/1/2025,"$300,000",New Construction,"This project is privately funded, on private land for private use.",GROUND UP SHELL ,"5,000 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004147,
WEIMEI MED SPA PLANO TX,TABS2025004144,OMNI MEDICAL CENTER,"4666 MCMERMOTT RD., SUITE 200 NONE, Plano, TX 75024",Collin,11/25/2024,1/31/2025,"$120,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION (FIT-OUT) ON EXISTING TENANTS SPACE, TO CONVERT AS A BUSINESS OFFICE SPACE, WEIMEI MED SPA ","2,867 ft 2",OMNI MEDICAL CENTER,"4666 MCMERMOTT RD., PLANO, Texas 75024",(469) 877-4188,CR Architecture+Design,"4621 Ross Ave., Suite 250, Dallas, Texas 75024",(214) 674-4608,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004144,
Premier Oaks at Twin Creeks,TABS2025004140,Building-1 West,"960 W Exchange Parkway, Allen, TX 75013",Collin,1/5/2024,5/20/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Shell Building - 14378sqft,"1,437 ft 2",TDX Realty LLC,"15769 Pleat Leaf Road, Frisco, Texas 75033",(646) 251-9827,Patrick Ahearne Architect,"814 Wind Elm Drive, Allen, Texas 75002",(214) 673-0054,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004140,
BAGHERI,TABS2025004134,WHITE TULIPS DENTISTRY,"1025 PRESTON RD SUITE 107, Frisco, TX 75033",Collin,11/13/2024,2/25/2025,"$275,280",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE ,"1,800 ft 2",HIGHLAND VLG CONSTRUCTION LLC,"2469 BUNNY RUN LANE, FRISCO, Texas 75034",469-325-3645,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004134,
SVP West,TABS2025004105,"Shoppes at Lake Forrest, Building C","4660 W. University Dr., Mckinney, TX 75071",Collin,12/1/2024,5/31/2025,"$1,800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Finish out of existing shell building space into a veterinary clinic,"6,200 ft 2",BMS Investment Group LLC,"6383 Francis Lane, Frisco, Texas 75035",(214) 986-4538,Link Architecture,"8729 Shoal Creek Blvd Suite 200, Austin, Texas 78757",(512) 821-3555,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025004105,Hannah Bryant
