project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
KDP ECR,TABS2024018294,The Star,"6425 Hall of Fame Lane, Frisco, TX 75034",Collin,7/1/2024,9/30/2024,"$365,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of meeting rooms.,500 ft 2,Keurig Dr. Pepper,"6425 Hall of Fame Lane, Frisco, Texas 75034",(972) 673-8436,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 757-1616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018294,
PARACHURU,TABS2024018243,PROSPER PERIODONTICS DENTAL IMPLANTS,"2300 PROSPER TRAIL SUITE 20, Prosper, TX 75087",Collin,5/31/2024,8/30/2024,"$343,615",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR DENTAL OFFICE,"2,364 ft 2",2300 PROSPER TRAIL LLC,"17916 HILLCREST ROAD, DALLAS, Texas 75252",214 957 2764,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018243,
Lot 12 Chipotle,TABS2024018239,Lot 12 Chipotle,"Highway 121 @ Coit Rd., Plano, TX 75025",Collin,7/1/2024,12/1/2024,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction of shell building and associated site improvements,"2,362 ft 2","Coit Marketplace, LP","7001 Preston Rd., Ste 410, Dallas, Texas 75205",(214) 288-3624,Heights Venture Architecture + Design,"5741 Legacy Dr., Ste. 320, Plano, Texas 75205",(281) 854-6138,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018239,
Action Behavior Center Princeton,TABS2024018233,Action Behavior Center Princeton,"700 W. Myrick Lane, Princeton, TX 75407",Collin,6/1/2024,1/31/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 7,538 square-foot tenant finish-out project in an existing shell for Action Behavior Centers office and therapy clinic.","7,538 ft 2","Princeton Retail, LC","P.O. Box 69, Denton, Texas 76202",940-999-0163,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76116",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018233,Connor Coleman
Shops at Wilmeth,TABS2024018220,Shops at Wilmeth,"N.W. corner of Hardin Blvd. and wilmeth Rd., Mckinney, TX 75071",Collin,10/1/2024,5/1/2025,"$3,983,000",New Construction,"This project is privately funded, on private land for private use.",Project is a new cold wet retail shell building constructed as a ,"19,915 ft 2",Hunington Properties,"3773 Richmond Ave. Suite 800, Houston, Texas 77046",(713) 623-6944,Modus Architecture,"4040 N. Central Expy. Suite 720, Dallas, Texas 75204",(314) 302-6864,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018220,
Sherwin Williams at Lake Forest,TABS2024018218,Shops at Lake Forest,"1225 W. Princeton Dr. Suite 500, Mckinney, TX 75407",Collin,8/1/2024,3/1/2025,"$900,000",New Construction,"This project is privately funded, on private land for private use.",Project is a tenant fit out within an existing retail shell store front space.,"4,500 ft 2",Sherwin Willias,"2100 Lakeside Blvd. Suite 500, Richardson, Texas 75082",(713) 622-9644,Modus Architecture,"4040 N. Central Expy. Suite 720, Dallas, Texas 75204",(314) 302-6864,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018218,
Coyote Meadows Phase 1A Amenity Center,TABS2024018119,Coyote Meadows Phase 1A Amenity Center,"Lot 1X, Block E, Anna, TX 75409",Collin,6/15/2024,12/15/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.","Amenity center facility including parking, sidewalks, playground, swimming pool, pool deck, restroom facility, and shade structures on a 6.0407 acre site.","263,132 ft 2",Tfcc Coyote LLC,"1800 Valley View Lane, Suite 100, Farmers Branch, Texas 75234",(214) 693-5378,Johnson Volk Consulting,"704 Central Parkway East, Suite 1200, Plano, Texas 75074",972-201-3100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018119,
Manifest Barbershop LLC,TABS2024018115,FLORENCE MIXED USE,"4041 S Custer Rd, Suite 2250, Mckinney, TX 75070",Collin,6/5/2024,11/20/2024,"$80,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"1,450 ft 2",AHMADOV TEYMUR,"8701 DESERT DUNES TRAIL, MCKINNEY, Texas 75070",(917) 495-6987,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018115,
SigEnergy,TABS2024018101,5000 Legacy,"5000 Legacy Drive Suite 340, Plano, TX 75024",Collin,6/1/2024,9/1/2024,"$81,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"1,604 ft 2",RM Crowe,"5944 Luther Lane Suite 1000, Plano, Texas 75024",(817) 528-0728,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018101,
Slater Creek Park Skatepark & Pump Track,TABS2024018091,Slater Creek Park Skatepark & Pump Track,"425 W. Rosamond Parkway, Anna, Anna, TX 75409",Collin,5/30/2023,1/5/2024,"$2,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Construction of a new skatepark & pump track and associated pedestrian pathways/gathering areas within the immediate proximity of the ride-able area within Slater Creek Park,"22,760 ft 2",City of Anna,"120 W 7th Street, #142, Anna, Texas 75409",(972) 924-2616,New Line Skateparks,"137 W. Marion Avenue Suite 1, Edgewater, Florida 32132",(619) 930-5459,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018091,
Murphy USA Murphy TX,TABS2024018090,Murphy USA,"146 West FM 544, Murphy, TX 75094",Collin,11/22/2024,2/22/2025,"$800,000",New Construction,"This project is privately funded, on private land for private use.","Demo of existing Murphy Gas station to rebuild with new building, canopy, and underground storage tanks.","1,400 ft 2",Murphy Oil USA,"200 East Peach Street, El Dorado, Arkansas 71730",(870) 315-2808,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018090,
Willowbend,TABS2024018076,1800 Preston Park,"1800 Preston Park Blvd Suite 210, Plano, TX 75093",Collin,6/1/2024,12/1/2024,"$85,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing space for new tenant,"2,993 ft 2",Plano Office Center LLC,"999 Vanderbilt Beach Road Suite 701, Naples, Florida 34108",(239) 540-2022,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018076,
Stepping Stones,TABS2024018070,Independence,"2751 S Stonebridge Dr Suite 4, Mckinney, TX 75072",Collin,5/30/2024,10/31/2024,"$230,765",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish of existing shell building,"2,980 ft 2","SSAT Holdings, LLC","10931 Stone House Lane, Frisco, Texas 75033",(773) 551-1411,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024018070,
