project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Torchy's Tacos,TABS2024026746,Torchy's Tacos,"104 FM 544, Murphy, TX 78723",Collin,12/2/2024,5/5/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Interior Finish-Out for a Restaurant,"3,871 ft 2",Foremark Real Estate,"8350 N. Central Expressway, #1313, Dallas, Texas 75206",(214) 561-6500,"Success Foods Management Group, LLC (David Farr)","Cortland Morgan, Architect AIA","711 N. Fielder Road, Arlington, Texas 76012",(817) 635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026746
Ashton Gray - Medtail,TABS2024026721,Medtail,"Preston Rd & Broadway Dr, Plano, TX 75024",Collin,11/1/2024,4/30/2025,"$3,350,000",New Construction,"This project is privately funded, on private land for private use.","7,512sf multi tenant retail building with stick frame & TPO roofing","7,512 ft 2","AG Haslet RE Holdings, LLC","12360 Market Dr., Oklahoma City, Oklahoma 73114",(214) 725-4886,,"BRR Architecture, Inc.","8131 Metcalf Avenue, Suite 300, Overland Park, Kansas 66204",(913) 236-3480,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026721
TRB Frisco,TABS2024026720,Texas Regional Bank,"15147 Preston Rd., Frisco, TX 75033",Collin,11/1/2024,11/1/2025,"$1,700,000",New Construction,"This project is privately funded, on private land for private use.",One story commercial building for bank,"3,488 ft 2",Texas Regional Bank,"6770 W Expressway 83, Harlingen, Texas 78552",(956) 364-3603,,Origoworks,"222 N Expressway 77/83, Brownsville, Texas 78521",956-574-9373,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026720
PNC TX Stonebridge McKinney Interior Refresh,TABS2024026716,PNC Bank,"6900 VIRGINIA PKWY, Mckinney, TX 75071",Collin,9/30/2024,12/30/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR ALTERATION OF APPROXIMATELY 3456 SF. UPDATING FLOOR AND WALL FINISHES, MILLWORK, FURNITURE, AND ELECTRICAL/DATA MODIFICATIONS TO ACCOMODATE NEW FURNITURE AND MILLWORK.","2,346 ft 2",PNC Bank N.A,"6900 VIRGINIA PKWY, McKinney, Texas 75071",919.788.5773,,RS&H,"4835 LBJ Fwy, Ste 700, Dallas, Texas 75244",(469) 781-0332,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026716
7300 LONE STAR DRIVE,TABS2024026714,LEGACY NORTH,"7300 LONE STAR DRIVE, 2ND FLOOR, Plano, TX 75024",Collin,9/1/2024,10/27/2024,"$95,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF INTERIOR OFFICE SPACE,"10,197 ft 2","CTO21 AZQUISITIONS II, LLC","369 N. NEW YORK AVE., WINTER PARK, Florida 32789",(914) 356-5557,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026714
Victory Shops at Woodbridge - Retail C,TABS2024026704,Retail Building C,"Woodbridge Parkway and State Highway 78, Sachse, TX 75048",Collin,10/1/2024,5/1/2025,"$2,458,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",New commercial retail shell building and site work. ,"20,483 ft 2","Victory Shops Woodbridge Retail C, LLC","2911 Turtle Creek Blvd., Suite 700, Dallas, Texas 75219",(972) 707-9555,,Hodges Architecture,"13642 Omega, Dallas, Texas 75244",(972) 387-1000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026704
GLO30,TABS2024026688,Preston Towne Crossing,"4901 W Park Boulevard Suite 531, Plano, TX 75093",Collin,9/16/2024,12/30/2024,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The alteration of an existing 1,264 sf space to a skin care clinic","1,264 ft 2",Amriet SSPF Preston Towne Crossing LP,"PO Box 528, Columbia, South Carolina 29202",(214) 691-2300,James Robertson,Cross Timbers Architects,"4315 Windsor Centre Trail Stuite 400, Flower Mound, Texas 75028",972-355-7754,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026688
Cytracom,TABS2024026681,District 121,"7300 S Highway 121 Suite 800, Mckinney, TX 75070",Collin,9/3/2024,12/30/2024,"$1,609,575",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office renovation,"25,515 ft 2","KDP D121 I, LP","2601 Olive Street Suite 1420, Dallas, Texas 75201",(214) 414-3810,,Schwabauer Design,"1600 N. Collins Suite 1900, Richardson, Texas 75080",(469) 804-2400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026681
"HTeaO - Prosper, TX",TABS2024026661,HTeaO - Prosper,"200 South Preston Road, Prosper, TX 75078",Collin,9/30/2024,1/20/2025,"$1,560,000",New Construction,"This project is privately funded, on private land for private use.","New construction of a 2,600sf HTeaO Tea Bar with a drive-thru and associated site work.","2,600 ft 2",SCSD-FINNELL LTD,"14114 Dallas Pkwy Ste 670, Dallas, Texas 75254",(214) 546-6190,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026661
PHYSICAL THERAPY,TABS2024026648,METHODIST PHYSICAL THERAPY,"230 S PRESTON RD #STE. 50, Prosper, TX 75078",Collin,10/1/2024,12/31/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR REMODEL ,"3,300 ft 2",TEXAS ORTHO PROPERTIES LLC,"826 DEWBERRY LN, FAIRVIEW, Texas 75069",(785) 313-4175,ARTHUR PHILLIPS,TLS ARCHITECT LLC,"1615 BARCLAY DR, CARROLLTON, Texas 75007",(214) 533-9899,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024026648
