project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Dallas Parkway Phase IV,TABS2025008530,Dallas Parkway Phase IV,"Dallas Parkway, Frisco, TX 75034",Collin,2/21/2025,2/21/2026,"$17,300,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Widening of frontage Rd. pavement and bridges from South of Cobb Hill Drive to just north of PGA Parkway project includes pedestrian improvements at each intersection and at some adjacent developments,"97,687 ft 2",City Of Frisco,"6101 Frisco Square Blvd., Frisco, Texas 75034",(972) 292-5437,Halff Associates,"3803 Parkwood Blvd, #800, Frisco, Texas 75034",(214) 937-3930,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008530,
Helen of Troy,TABS2025008528,Legacy Town Center I,"7160 Dallas Parkway, Suite 400, Plano, TX 75024",Collin,12/30/2024,3/31/2025,"$181,436",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant improvement in portions of existing suite.,"22,718 ft 2",KBSIII Legacy Town Center LLC c/o KBS Capital Advisors LLC,"800 Newport Center Dr., Suite 700, Newport Beach, California 92660",(949) 471-6545,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008528,
Miracle Ear - Frisco,TABS2025008474,Miracle Ear - Frisco,"5566 Main Street Suite 190, Frisco, TX 75033",Collin,3/14/2025,6/13/2025,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior tenant remodel, no change in use.","1,292 ft 2",World Cup Management,"5566 Main St #212, Frisco, Texas 75033",(214) 618-7077,PDMS Design,"2225 E Randol Mill Rd #300, Arlington, Texas 76011",(817) 701-4822,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008474,Michele Anstaett
Inspire Park Improvements,TABS2025008471,Inspire Park,"6170 Research Road, Frisco, TX 75033",Collin,11/21/2024,12/15/2025,"$9,400,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Replacement of HVAC Equipment, Fire Alarm System, EMCS, renovation of approximately 5,000 s.f. to accommodate two teaching labs and respective support rooms.  Other work includes correction of accessibility deficiencies. ","5,000 ft 2",University of North Texas System,"1901 Main Street, Dallas, Tennessee 75201",214-752-5551,Alegro Engineering LLC,"5822 Cromo Drive, Suite 105, El Paso, Texas 79912",915-533-0700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008471,
HIGHWAY 5 RETAIL CENTER,TABS2025008467,HIGHWAY 5 RETAIL  CENTER,"HIGHWAY 5, Mckinney, TX 75069",Collin,3/3/2025,6/1/2026,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",New construction of 1-story shell building for retail use.  Development includes new parking lot,"29,800 ft 2",LOGAN PRITHIVI,"2107 Grassland Drive, Allen, Texas 75103",(512) 994-7727,Napoleon Gutierrez,"123 Chestnut Street, Suite 200, Philadelphia, Pennsylvania 19106",(215) 327-6804,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008467,
Walmart 7178 ESS,TABS2025008442,Walmart Store 7178,"720 W. Princeton Drive, Princeton, TX 75407",Collin,10/5/2025,10/31/2025,"$115,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Install exterior door,100 ft 2,Walmart Real Estate Business Trust,"PO Box 8050 MS 0555, Bentonville, Arkansas 72716",(479) 273-4000,pb2 architecture + engineering,"4886 W. Pauline Whitaker Pkwy, Ste 200, Rogers, Arkansas 72758",479-878-3800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008442,
Walmart #5311 Tenant Infill,TABS2025008425,Walmart,"1721 N Custer Road, Mckinney, TX 75071",Collin,3/3/2025,3/31/2025,"$55,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remove wall, replace ceiling tiles, remove track lighting, add power/data, remove flooring, polish concrete, add casework and fixtures, add interior signage.",867 ft 2,Wal-Mart Real Estate Business Trust,"P.O. Box 8050 - MS0555, Bentonville, Arkansas 72712",(479) 371-0428,pb2 architecture + engineering,"4886 West Pauline Whitaker Parkway Suite 200, Rogers, Arkansas 72758",(479) 878-3524,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008425,
Hummus Republic,TABS2025008393,Brixmor,"3311 Preston Road, Suite 7, Frisco, TX 75094",Collin,11/1/2024,12/30/2024,"$450,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",2300sqf,"2,300 ft 2","BRE Retail Residual Owner 1 LLC, C/O Brixmor Property Group","450 Lexington Avenue, Floor 13, New York, New York 10017",(858) 202-1110,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008393,Sunny Kabaria
Peak American Financial,TABS2025008388,Park Center,"2400 Dallas Parkway Suite 100, Plano, TX 75093",Collin,12/20/2024,5/1/2025,"$595,018",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Improvement,"6,075 ft 2","PC 2400 TT, LLC","777 3rd Ave 25th Floor, New York, New York 10017",(216) 289-4580,ENTOS,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008388,
Oak Point Parks Maintenance Facility,TABS2025008378,Oak Point Parks Maintenance Facility,"3641 E Parker Road,, Plano, TX 75203",Collin,12/14/2025,12/14/2026,"$11,800,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","15,520 sf Parks Maintenance Facility including work bays and offices","15,520 ft 2",City of Plano,"520 K Avenue, 2nd Floor, Suite 355,, Plano, Texas 75074",972-941-5034,PGAL,"14135 Midway Road, Suite G-200, Addison, Texas 76001",972-871-2225,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025008378,
