project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Hydralive Therapy Buildout,TABS2026001979,Celina Center,"4393 S Preston Road, Celina, TX 75009",Collin,1/15/2026,4/1/2026,"$150,000",New Construction,"This project is privately funded, on private land for private use.",A buildout in a new retail center for a Hydralive Therapy/IV and Cryotherapy clenic.,"1,500 ft 2",AGTX Celina Preston RE Holdings LLC,"600 North Robinson Ave Suite 1000, Oklahoma City, Oklahoma 73102",(405) 973-5514,"Tommy And Mighelle Graham, LLC",Lasky Architect,"498 W Prospect Rd., Oakland Park, Florida 33309",(954) 566-5051,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001979
"Flower Child, Frisco",TABS2026001936,Fields West,"5501 Fields Parkway,, Frisco, TX 75033",Collin,3/1/2027,7/1/2027,"$1,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Approx 3800 sq feet of tenant improvement to install a fast casual restaurant with Guest Restrooms and patio area.,"3,800 ft 2","Fields West Propco, L.P.","7901 Windrose Avenue Suite 2606, Plano, Texas 75024",214-728-0530,Beth Berman,Field Paoli,"711 Market Street 2nd Floor, San Francisco, California 94103",(415) 317-0777,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001936
5th Floor Corridor,TABS2026001928,Offices 3 at Frisco Station,"5844 John Hickman Parkway, Frisco, TX 75034",Collin,10/15/2025,2/15/2026,"$600,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Build-out of elevator lobby and multi-tenant corridor.,"1,870 ft 2","Offices 3 at Frisco Station, LP","5844 John Hickman Parkway, Frisco, Texas 75034",(816) 569-1441,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001928
Green Brick Expansion,TABS2026001885,5501 Headquarters,"5501 Headquarters Dr. Suite 240, Plano, TX 75024",Collin,9/29/2025,12/16/2025,"$237,791",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of an existing office space in a multi-tenant building.,"6,988 ft 2",5501 Headquarters Property Owner LLC,"16400 N Dallas Parkway Suite 150, Dallas, Texas 75248",(972) 759-7715,Tim West,Go Studio,"1201 Main Street Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001885
OLOACC - Site Renovation,TABS2026001838,Athletic and Picnic Pavilion,"1914 Ridgeview Drive, Allen, TX 75013",Collin,10/24/2025,6/23/2026,"$700,000",New Construction,"This project is privately funded, on private land for private use.","Addition of Athletic and Picnic outdoor pavilions, children's playground, connecting sidewalks and relocate trash dumpster pad","7,725 ft 2",OLACP-RC,"1914 Ridgeway Drive, Allen, Texas 75013",(469) 467-9669,,"NBB Architecture, Inc.","5006 Lake Forest Dr, Rowlett, Texas 75088",(214) 923-6136,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001838
EverVita Imaging Center,TABS2026001836,EverVita,"5945 Dallas Parkway, Plano, TX 75093",Collin,10/1/2025,2/28/2026,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation,"5,000 ft 2",Angel Healthcare LLC,"3809 Shady Creek Ct., Frisco, Texas 75034",469.544.0118,,Covenant Architecture,"106 E Church St., Weatherford, Texas 76086",(817) 565-9826,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001836
RaceTrac#598 Wylie,TABS2026001833,RaceTrac #2403 Weatherford (HFR#25.766),"801 N. State Hwy 78, Wylie, TX 75098",Collin,4/1/2026,10/1/2027,"$435,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Modify existing equipment line to incorporate new Grab-N-Go offer, remove equipment & re-locate equipment throughout sales floor. Scope to include architectural, plumbing, mechanical and electrical trades.","5,928 ft 2",RaceTrac Inc.,"200 Galleria Parkway Southeast Suite 900, Atlanta, Georgia 30339",(770) 431-7600,,Hill Foley Rossi & Associates,"3680 Pleasant Hill Road Suite 200, Duluth, Georgia 30096",(770) 622-9858,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001833
Outlaw Fit Camp,TABS2026001830,7511 Main,"7511 Main St Suite 100, Frisco, TX 75034",Collin,10/24/2025,3/13/2026,"$230,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior finish-out of existing shell space,"3,441 ft 2",Nack Development,"3228 Persimmons Ln, Frisco, Texas 75033",(214) 957-2845,,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001830
Country Place Expansion,TABS2026001815,Tennyson Parkway I,"5100 Tennyson Parkway, Allen, TX 75024",Collin,10/1/2025,12/1/2025,"$180,351",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement,"15,388 ft 2",FSP Legacy Tennyson Center LLC,"401 Edgewater Place Suite 200, Wakefield, Massachusetts 01880",(781) 557-1303,,ENTOS Design,"5400 Lyndon B Johnson Fwy Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001815
Shri Venkateshwara Balaji Temple,TABS2026001778,Shri Venkateshwara Balaji Temple,"10234 COIT RD ,suite 200, Frisco, TX 75035",Collin,11/1/2025,2/1/2026,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT INFILL OF 2417 SF TEMPLE,"2,417 ft 2","Suniksha Lexington3, LP","11675 Carr Lane, Frisco, Texas 75035",(214) 784-0538,Priest Srinivasacharyulu,DESIGN GROUP LLC,"2494 BUNNELS FORK ROAD, Frisco, Texas 75036",(901) 603-8765,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001778
Primary Care & Medspa,TABS2026001777,Primary Care & Medspa,"10234 COIT RD ,suite 100, Frisco, TX 75035",Collin,11/1/2025,2/1/2026,"$260,100",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT INFILL OF 2890 SF PRIMARY CARE & MEDSPA,"2,890 ft 2","Suniksha Lexington3, LP","11675 Carr Lane, Frisco, Texas 75035",(214) 784-0538,Dr. Rahulkumar Gulab Singh,DESIGN GROUP LLC,"2494 BUNNELS FORK ROAD, Frisco, Texas 75036",(901) 603-8765,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001777
Beach Club Car Wash - Wylie Texas,TABS2026001731,Beach Club Car Wash,"1003 S State Highway 78, Wylie, TX 78098",Collin,12/1/2025,4/1/2026,"$1,300,000",New Construction,"This project is privately funded, on private land for private use.",A new automatic car wash with vacuum amenity. ,"1,980 ft 2",WYLIE 33-78 LLC,"PO BOX 2590, Wylie, Texas 75098",(972) 365-0307,,The Office of Robert C. Stickles,"3104 East Camelback Road, Phoenix, Arizona 85016",(724) 462-9614,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001731
BSW Plano Cath IR Renovation,TABS2026001724,Baylor Scott and White Medical Center Plano,"4700 Alliance Blvd., Plano, TX 75093",Collin,11/17/2025,12/31/2026,"$4,505,407",Renovation/Alteration,"This project is privately funded, on private land for private use.",renovation of existing hospital facility to expand radiology department,"8,500 ft 2",Baylor Regional Medical Center at Plano,"4700 Alliance Blvd. System Administration Building, Plano, Texas 75093",(281) 733-9801,,"Page Southerland Page, Inc.","1800 Main Street, Suite 123, Dallas, Texas 75201",(214) 522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001724
Cedar Ridge Estates Phase 1,TABS2026001714,Cedar Ridge Estate Phase 1,"2111 Blue Bird LN, Anna, TX 75409",Collin,2/5/2024,10/1/2025,"$65,000",New Construction,"This project is privately funded, on private land for private use.",ADA ramps for sidwlaks in a new subdivision,"2,500 ft 2",Saginaw 106 LTD,"3045 Lackland Road, Fort Worth, Texas 76116",(817) 731-7595,,Pape Dawson,"201 Main Street, Suite 901, Fort Worth, Texas 76102",(682) 499-0249,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001714
Cloudbound - Frisco,TABS2026001712,Cloudbound - Frisco,"3300 Preston Road #1200, Frisco, TX 75034",Collin,12/5/2025,3/29/2026,"$850,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior alteration to new Cloudbound toddler recreation facility,"10,268 ft 2",BRE Retail Residual Owner 1 LLC,"420 Lexington Ave Suite 200, New York, New York 10170",(407) 324-6084,,pb2 architecture + engineering,"PO BOX 2076, Rogers, Arkansas 72757",(479) 878-3731,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001712
"IND & TX 121 MT SHELL - FRISCO, TX",TABS2026001697,"IND & TX 121 MT SHELL - FRISCO, TX","NEAR NWC OF HWY 121 & INDEPENDENCE PKWY, Frisco, TX 75035",Collin,1/1/2026,9/30/2026,"$3,100,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Multi-Tenant Shell Building,"18,437 ft 2",IND & TX 121 LLC,"2401 FOUNTAIN VIEW DR STE 502, HOUSTON, Texas 77057",(717) 816-3117,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026001697
