project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,design_name,design_address,design_phone,tenant_name
GRAYZE,TABS2025012014,STARWOOD,"5355 DALLAS PKWY #623, Frisco, TX 75034",Collin,3/15/2025,4/15/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TI REVOVATION PROJECT. ,800 ft 2,WHITESTONE REIT,"8240 PRESTON RD. #275, PLANO, Texas 75024",(214) 770-5220,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025012014,,,,
Brakes Plus,TABS2025011978,Brakes Plus,"1651 N. Lake Forest Drive, Mckinney, TX 75071",Collin,4/1/2025,12/31/2025,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",Gound up construction of an auto service facility with associated site work.,"4,950 ft 2",Brakes Plus,"1880 Southpark Drive, Birmingham, Alabama 35244",(303) 881-8925,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011978,ARCODEV ARCHITECTS PC,"45 Spyglass Drive, Littleton, Colorado 80123",(303) 881-8925,
Sutton Fields East Phase 1 Amenity Center,TABS2025011967,Sutton Fields East Phase 1 Amenity Center,"Sutton Fields East Phase 1 Block F, Lot 1x, Celina, TX 76227",Collin,3/20/2025,5/20/2025,"$975,000",New Construction,"This project is privately funded, on private land for private use.","Pool, Restrooms, Playground, Parking, Landscape, Irrigation","63,467 ft 2",Mehrdad Moayedi,"1800 Valley View Lane, Suite 300, Farmers Branch, Texas 75234",(469) 892-7200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011967,Studio 13,"386 W Main St, Lewisville, Texas 75057",(469) 635-1900,
Eagle Club,TABS2025011928,W & W International LLC,"1301 Custer Rd Ste 405, Plano, TX 75075",Collin,3/10/2025,3/10/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation project located in Plano, TX. Improvements include build new kitchen, restroom, bar and office room. New interior walls, new ceiling tiles, floor tiles, wall tiles, wall painting, type 1 vent hood, gas cooking equipment and new grease trap","8,934 ft 2",W & W International LLC,"6210 Campbell Rd Ste 140, Dallas, Texas 75248",(469) 385-2174,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011928,,,,
Ready Suite 270,TABS2025011903,Granite Park 2,"5700 Granite Parkway Suite 270, Plano, TX 75204",Collin,2/21/2025,6/13/2025,"$160,477",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to suite 270,"1,711 ft 2",Granite Properties,"5601 Granite Parkway Suite 1200, Plano, Texas 75204",(214) 679-3119,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011903,ENTOS DESIGN,"5400 LBJ FWY #125 Entos Design, Dallas, Texas 75240",(972) 770-2222,
WISD - Wylie New Junior High School,TABS2025011902,Wylie Junior High School,"1905 Mossy Oak Lane, Wylie, TX 75098",Collin,4/1/2025,9/1/2026,"$67,447,500",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","2-story JH School space accommodates 900 students/core support spaces for 1000. Gen-ed classrooms, Sci Labs, Band, Choir, & Art rooms w/ support spaces. 2 gyms. Practice gym designated ICC-500 rated storm shelter. Net SF 126,265.","126,265 ft 2",Wylie ISD,"200 Pirate Drive, Wylie, Texas 75098",(469) 822-2616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011902,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,
WISD - Wylie New Intermediate School,TABS2025011901,Wylie Intermediate School,"1400 Kreymer Lane, Wylie, TX 75098",Collin,4/1/2025,9/1/2026,"$48,386,250",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","2-story IS space accommodates 900 students/core support spaces for 1000. Gen-ed classrooms, Sci Labs, Band, Choir, & Art rooms w/ support spaces. 2 gyms. Practice gym designated ICC-500 rated storm shelter. Net SF 126,265.","126,265 ft 2",Wylie ISD,"200 Pirate Drive, Wylie, Texas 75098",(469) 822-2616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011901,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,
Student Success Center / Student Union,TABS2025011865,UTD Student Success Center/ Student Union,"800 W. Campbell Road, Richardson, TX 75080",Collin,4/2/2024,10/1/2026,"$238,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","New Student Union Success Center for UTD; 4-story + basement, type I-B building, 381,433 SF, consisting of classrooms, offices, sporting, storage and assembly spaces","381,433 ft 2",The University of Texas System c/o UTD,"800 W. Campbell Road, FM 11, Richardson, Texas 75080",(972) 883-5346,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011865,Perkins & Will,"2218 Bryan Street, Suite 200, Dallas, Texas 75201",214-283-8732,
GANDHI,TABS2025011849,TRINITY FALLS EYECARE,"1030 OLYMPIC CROSSING SUITE 300, Mckinney, TX 75071",Collin,3/17/2025,7/14/2025,"$268,080",New Construction,"This project is privately funded, on private land for private use.",interior finish out for optical clinic ,"1,800 ft 2","SHOPS AT TRINITY FALLS, LLC","3773 RICHMOND AVE #800, HOUSTON, Texas 77046",713 623-6944,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011849,,,,
PGA Links MOB,TABS2025011848,PGA Links,"Bays Addition Block A, Lot 4, Frisco, TX 75034",Collin,6/2/2025,9/1/2026,"$11,500,000",New Construction,"This project is privately funded, on private land for private use.",Ground-up construction of a two story public medical office building in pre-fabricated concrete panel systems. ,"57,975 ft 2","Vue Frisco, LLC","9600 N Central Expressway Suite 100, Dallas, Texas 75231",(214) 460-5088,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025011848,,,,
