ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026024464,PREMIER OAKS AT TWIN CREEKS,27,2043,9001,130000.0,3008,51a27ef1-8432-414a-8ba6-8150ced522c1,900001,BEFORE YOU,2026-07-04T13:53:37.053,2026-08-04T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024464
TABS2026024375,113 Whistlestop Way,563,2043,9002,400000.0,3008,3611137e-88c6-46d6-a995-c86cc6a4d7d4,900001,U Med Spa,2026-07-02T11:46:09.947,2026-08-15T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024375
TABS2026024358,One Legacy Circle,1362,2043,9002,300000.0,3008,e621dab2-eddf-42de-be9b-b147a95a3d0e,900001,TBX Selerix,2026-07-02T10:19:26.507,2026-07-02T00:00:00,2026-09-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024358
TABS2026024338,ITKAN Academy Restrooms,1362,2043,9002,50000.0,3008,817aa127-4077-4802-b4c4-e9fface88433,900001,ITKAN Academy Restrooms,2026-07-02T00:19:11.287,2026-07-06T00:00:00,2026-12-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024338
TABS2026024318,Luxe Locker,1107,2043,9001,4100000.0,3008,d54b2e31-f64c-4010-8733-f4a489561b84,900001,Luxe Locker of McKinney,2026-07-01T15:55:26.01,2026-07-28T00:00:00,2027-07-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024318
TABS2026024311,Hot Topic,27,2043,9002,180000.0,3008,0f0bbee3-45a2-4364-a513-97fa82b1b1a7,900001,Hot Topic #860 Allen Premium Outlets,2026-07-01T15:24:49.373,2026-09-01T00:00:00,2026-12-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024311
TABS2026024262,SHOPS AT WILMETH LLC,1107,2043,9001,120000.0,3008,1d20724f-95ad-4acd-9dc1-6c7879794f33,900001,Signature Salon,2026-07-01T11:02:06.477,2026-07-21T00:00:00,2026-10-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024262
TABS2026024212,"Walmart 6300 Prosper, TX",1408,2043,9002,1300000.0,3008,dbda118e-4a6b-4d9e-9833-3b6e51a4ac6e,900001,"Walmart 6300-1011 Prosper, TX",2026-06-30T16:34:33.833,2027-01-03T00:00:00,2027-04-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024212
TABS2026024207,Naturich Labs Inc.,1453,2043,9002,750000.0,3008,4264bb71-df03-4da9-9f07-963da3defd8c,900001,Steam and Chilled Water Distribution,2026-06-30T16:21:39.233,2026-07-22T00:00:00,2026-11-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024207
TABS2026024194,Ryan Dental,1362,2043,9002,269682.0,3008,0ee73c51-5487-41b8-8a63-62c06af93bab,900001,Ryan Dental,2026-06-30T15:13:06.63,2026-07-30T00:00:00,2026-10-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026024194
