project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Ntegrated,TABS2026023364,Parkway Centre V,"25 Suite 300, Plano, TX 75093",Collin,7/8/2026,10/14/2026,"$285,406",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel of a general business office space,"7,472 ft 2","Sagebrush Partners, Ltd.","2500 N. Dallas Pkwy. Suite 555, Plano, Texas 75093",(469) 241-0303,ANPH Architects,"5499 Glen Lakes Dr Suite 110, Dallas, Texas 75231",(214) 369-9066,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023364,
10th Floor Corridor & Restrooms,TABS2026023346,Granite Park 1,"5800 Granite Parkway 10th Floor, Plano, TX 75024",Collin,6/18/2026,9/5/2026,"$203,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",2193,"2,193 ft 2",Granite Park NM/GP I LP,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",(972) 731-2300,Entos Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023346,
Collin Creek Multifamily S1,TABS2026023342,Collin Creek Multifamily S1,"811 N Central Expressway, Plano, TX 75075",Collin,1/1/2026,7/30/2027,"$50,000,000",New Construction,"This project is privately funded, on private land for private use.","The scope of work includes new mechanical, electrical, plumbing, core + shell spaces for tenants, elevators, apartments, a pool, a fitness center, an amenity deck and a loading dock.","230,000 ft 2",Centurion American,"1800 Valley View Lane, Suite 300, Farmers Branch, Texas 75234",(469) 892-7200,Merriman Anderson Architects,"300 N. Field St., Dallas, Texas 75202",214-347-7069,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023342,
F-45 Training,TABS2026023304,F-45 Training,"202 S. Coleman Street, Prosper, TX 75078",Collin,6/29/2026,12/1/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of Interior Space,"3,955 ft 2",SS Weaver Properties,"202 S Coleman Street Suite # 215, Prosper, Texas 75078",(870) 562-3378,Abaya Design Studio,"215 S. Denton Tap Road Suite # 215 Suite # 215, Coppell, Texas 75019",(214) 606-0951,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023304,
BSW The Heart Hospital Firsco - CVOR 4 Finish-Out,TABS2026023287,Baylor Scott & White The Heart Hospital - Frisco,"7600 Better Way, Frisco, TX 75033",Collin,6/29/2026,10/23/2026,"$1,545,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","2000 SF finishing-out an existing shell space into the CVOR 4, new sub sterile, and extending the existing sterile core.","2,000 ft 2",Baylor Scott & White,"301 N Washington Ave, Dallas, Texas 75246",(972) 345-1366,E4H Architecture,"801 Cherry St Suite 500, Fort Worth, Texas 76102",(469) 585-4794,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023287,
Suite 340,TABS2026023280,Heritage Office Suite,"116019 Independence Suite 340, Frisco, TX 75035",Collin,7/20/2026,11/30/2026,"$166,905",Renovation/Alteration,"This project is privately funded, on private land for private use.",office finish out of existing shell building,"1,938 ft 2",Willowbdrook Investments,"6424 Colleyville Blvd Suite 120, Colleyville, Texas 76034",(469) 363-3222,WILLIAM PECK  ASSOC INC,"105 West Main St., LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023280,
WISD - Transportation Addition and Renovation,TABS2026023237,Transportation Center,"670 Country Club Road, Wylie, TX 75098",Collin,7/1/2026,7/23/2027,"$6,753,483",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Addition to the west, interior remodel in existing office space, new detached storage building, new fuel station and bus wash of 20,211 sqft","20,211 ft 2",Wylie ISD,"200 Pirate Drive, Wylie, Texas 75098",(469) 822-2616,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023237,
WISD - Wylie Concession and Restrooms,TABS2026023236,McMillan Junior High School,"1000 Park Blvd., Wylie, TX 75098",Collin,7/1/2026,8/31/2026,"$1,200,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","New restrooms and concessions stand for the athletic field, 871 sqft not including roof overhead",871 ft 2,Wylie ISD,"200 Pirate Drive, Wylie, Texas 75098",(469) 822-2616,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023236,
WISD - Wylie ISD CTE and AG Center,TABS2026023234,CTE Building,"1301 Hensley Lane, Wylie, TX 75098",Collin,7/1/2026,7/1/2027,"$17,500,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Development of a new CTE building greenhouse and rodeo arena of 34,557 sqft","34,557 ft 2",Wylie ISD,"200 Pirate Drive, Wylie, Texas 75098",(469) 822-2616,"PBK Architects, Inc.","14001 North Dallas Parkway Suite 400, Dallas, Texas 75240",(972) 233-1323,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023234,
33 Peaks Cafe LLC,TABS2026023178,Exxon Addition,"6959 Lebanon Rd Suite 116, Frisco, TX 76054",Collin,6/30/2026,12/31/2026,"$82,324",Renovation/Alteration,"This project is privately funded, on private land for private use.","• CAFE BUILD OUT, DINING INCLUDED. • INSTALL NEW NON - BEARING PARTITION. • INSTALL NEW GREASE INTERCEPTOR. • INSTALL DISHWASHER STATION WITH FLOOR  SINK. • INSTALL NEW HAND SINK. • BUILD NEW BATHROOM. • BUILD DROP DOWN CEILINGS FOR NEW BATH AND  BAC","1,606 ft 2",WHITESTONE SHOPS AT STARWOOD LLC,"2600 S Gessner Rd Suite 500, Houston, Texas 77063",(214) 824-7888,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023178,
Wylie Downtown - Phase 1,TABS2026023131,Wylie Downtown - Phase 1,"Birmingham Street N of SH 78 and S of Brown St, Wylie, TX 75098",Collin,9/1/2026,6/30/2027,"$3,700,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Pedestrian ramps and traffic signal at SH 78 and Birmingham St intersection; sidewalk from Marble st to Brown st.,"75,000 ft 2",City of Wylie,"300 Country Club Road, Wylie, Texas 75098",(972) 442-7588,Kimley-Horn and Associates,"225 E. John W. Carpenter Freeway Suite 1100, Irving, Texas 75062",(214) 420-5623,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023131,
Stonebriar Centre - Suite #1270 whitebox,TABS2026023104,Stonebriar Centre Mall,"2601 Preston Rd, Frisco, TX 75034",Collin,8/3/2026,2/1/2027,"$175,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",landlord white box,"11,520 ft 2",Stonebriar Mall LLC,"2601 Preston Rd, Frisco, Texas 75034",(469) 920-2180,Town Square Architecture,"1210 Verdun Ln., Friendswood, Texas 77546",979.505.0393,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023104,
Frisco Street,TABS2026023079,NA,"NA, Frisco, TX 75034",Collin,8/1/2026,9/5/2027,"$12,195,890",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Project consists of roadway construction, a roundabout, utilities, lighting, landscaping, and traffic improvements.","6,400 ft 2",City of Frisco,"6101 Frisco Square Blvd., 3rd Floor, Frisco, Texas 75034",972-292-5417,Westwood Professional Services,"11000 Frisco Street, Suite 400, Frisco, Texas 75033",469-213-1800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023079,
LAXMI FLOWERS,TABS2026023039,7TH INDIA PLAZA,"6701 COLLIN MCKINNEY PARKWAY #STE. 120, Mckinney, TX 75070",Collin,8/10/2026,11/30/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR BUILD OUT ,"1,242 ft 2",BAZAAR BUILDERS AND DEVELOPERS LLC,"6217 MONTE CRISTO LN, PLANO, Texas 75024",(469) 682-2597,CORINTHIAN DESIGN ASSOCIATES LLC,"10420 AMBERGATE LN, FRISCO, Texas 75035",(214) 223-4501,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023039,SIRISHA KAMUJU
Action Behavior Center Princeton 2.0,TABS2026023031,Action Behavior Center Princeton 2.0,"2114 Pennysylvania Avenue, Princeton, TX 75407",Collin,7/1/2026,1/31/2027,"$800,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","A 8,413 square foot interior finish-out for Action Behavior Centers offices and therapy clinic. ","8,413 ft 2",FM 78 & 205 Retail Development LLP,"3381 Berkwood Place, Frisco, Texas 75034",469-714-5160,Schwarz-Hanson Architects,"2627 Tillar Street, Suite 131, Fort Worth, Texas 76107",(817) 377-3600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023031,Connor Coleman
BIRKENSTOCK,TABS2026023030,Allen Premium Outlets,"820 W Stacy Rd Suite# 0173A, Allen, TX 75013",Collin,7/15/2026,8/15/2026,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","THIS WORK CONSISTS OF A LIMITED INTERIOR TENANT FIT-OUT, INCLUDING ELECTRICAL WITH EXISTING ROUGHING TO REMAIN AS IS.","2,508 ft 2","Allen Premium Outlets, LP","PO Box 6120, Indianapolis, Indiana 46204",(972) 678-7001,Sinfonia Group,"203 Lafayette Street C307, New York, New York 10012",(929) 377-8659,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023030,Alex Ratto
"Skavi and Sons, LLC",TABS2026023018,Heritage Business Park,"11583 Independence Pkwy. #410, Frisco, TX 75035",Collin,7/1/2026,10/1/2026,"$156,397",New Construction,"This project is privately funded, on private land for private use.",Interior Tenant Finish,"1,114 ft 2","Skavi and Sons, LLC","381 Carson Street, Prosper, Texas 75078",(606) 369-5845,CCS,"2201 Midway Road #100, Carrollton, Texas 75006",214-727-0576,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023018,David McDonald
"Frisco, TX - Dave & Buster's Remodel",TABS2026023003,Stonebriar Centre,"2601 Preston Road, #1200, Frisco, TX 60610",Collin,8/3/2026,11/9/2026,"$1,606,364",Renovation/Alteration,"This project is privately funded, on private land for private use.","Approximately 49,784 Square feet. Light refresh of interior and exterior facade ","49,784 ft 2","Stonebriar Mall, LLC","PO Box 101042, Chicago, Illinois 60610",469-920-2186,Aria Group,"830 North Blvd, Oak Park, Illinois 60301",708.445.8400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026023003,Zachary Darbonne
The Learning Experience,TABS2026022998,"The Learning Experience - Melissa, Texas","FARMHOUSE 121 ADDITION (CML), BLK A, LOT 3, Melissa, TX 75454",Collin,7/1/2027,3/1/2029,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.",10000sf daycare facility with 5000sf outdoor play area,"10,000 ft 2",MILRANY CAPITAL LLC,"1305 Hoyt Dr, Mckinney, Texas 75071",(512) 767-4587,BODUCH DESIGN GROUP,"4969 South Alkire St, Morrison, Colorado 80465",(303) 901-0720,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022998,
Serenity Amenity Center,TABS2026022993,Serenity Amenity Center,"501 Violet Verse Avenue, Princeton, TX 75407",Collin,8/1/2026,5/1/2027,"$2,600,000",New Construction,"This project is privately funded, on private land for private use.","Amenity Center Restroom Building, Pool Deck, Playground, and Miscellaneous Concrete Walking Surfaces","74,052 ft 2",Jen Holdco 24 LLC,"680 5th Ave FL 25, New York, New York 10019",(214) 577-1056,Kimley-Horn,"6160 Warren Parkway, Suite 210, Frisco, Texas 75034",972-965-1665,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022993,
"GATEWAY OFFICE PARK 4 - MCKINNEY, TX",TABS2026022980,"GATEWAY OFFICE PARK 4 - MCKINNEY, TX","4141 MEDICAL CENTER DRIVE, Mckinney, TX 75069",Collin,10/1/2026,5/31/2027,"$1,000,000",New Construction,"This project is privately funded, on private land for private use.",New Construction Shell,"10,414 ft 2",SAVANNAH MCKINNEY MEDICAL CITY DEVELOPMENT LLC,"15660 DALLAS PKWY STE 110 STE 100-215, DALLAS, Texas 75248",(972) 965-9282,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022980,
"Jiffy Lube Anna, TX",TABS2026022966,Jiffy Lube,"350 W Rosamond Pkwy, Anna, TX 75409",Collin,7/15/2026,12/1/2026,"$950,000",New Construction,"This project is privately funded, on private land for private use.","New 3,942 square foot Jiffy Lube car repair shop.","3,942 ft 2","3 Bad Hombres, LLC","6310 Lemmon Ave Ste 202, Dallas, Texas 75209",214-432-1006,Architectural Design Guild,"2710 Sutton Blvd, St. Louis, Missouri 63143",314-644-1234,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022966,
ELDORADO FEDEX TFO,TABS2026022949,ELDORADO NEIGHBORHOOD SHOPS MT SHELL 2,"8201 ELDORADO PKWY, STE 104, Mckinney, TX 75070",Collin,8/1/2026,1/31/2027,"$209,340",New Construction,"This project is privately funded, on private land for private use.",First Gen Tenant Finishout,"2,184 ft 2","ELDORADO NEIGHBORHOOD SHOPS HOLDINGS, LLC","5830 GRANITE PKWY STE 100-215, PLANO, Texas 75024",2-149-074-5356,"JAW ARCHITECTS, INC","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022949,
MINDVAULT LLC,TABS2026022944,FLORENCE MIXED USE,"4041 South Custer Rd. Ste:2220, Mckinney, TX 75070",Collin,8/20/2026,1/20/2027,"$100,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"1,464 ft 2",Aparna Shingireddy,"421 Kaye st, , TX, Coppell, Texas 75019",(858) 357-1350,IXDESIGN STUDIO,"PLANO, Plano, Texas 75025",(573) 529-0127,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022944,
"Local Infusion - Frisco, TX",TABS2026022931,The Centre at Preston Ridge,"3246 Preston Rd, Frisco, TX 75034",Collin,9/25/2026,3/19/2027,"$295,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior tenant fit out for new IV infusion facility.,"2,453 ft 2",NEC PRESTON GAYLORD LTD,"11700 Preston Rd Suite 660, Dallas, Texas 75230",(303) 668-1474,PDMS Design Group,"2225 E Randol Mill Rd Suite 300, Arlington, Texas 76011",(817) 701-4200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022931,
"Spec Space 118, Building 2",TABS2026022927,Pelican Commerce Center,"701 Bloomdale Rd., Mckinney, TX 75071",Collin,7/15/2026,9/30/2026,"$225,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","CONSTRUCTION OF SPEC SPACE SUITE IN FIRST GENERATION SPACE TO INCLUDE WAREHOUSE (S-1) AND SMALL PRIVATE OFFICE WITH OPEN OFFICE AREA AND RESTROOMS. SCOPE OF WORK TO INCLUDE ELECTRICAL, MECHANICAL, PLUMBING, AND FIRE PROTECTION AS REQUIRED BY NEW LAYO","1,838 ft 2",GGP McKinney75 LLC,"706 Giddings Ave., Annapolis, Maryland 21401",(443) 677-5071,Smith Harris Design Associates,"1900 Abbott St. Suite 104, Charlotte, North Carolina 28203",(704) 344-0017,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022927,
"Spec Space 101, Building 2",TABS2026022926,Pelican Commerce Center,"701 Bloomdale Rd., Mckinney, TX 75071",Collin,7/15/2026,9/30/2026,"$225,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","CONSTRUCTION OF SPEC SPACE SUITE IN FIRST GENERATION SPACE TO INCLUDE WAREHOUSE (S-1) AND SMALL PRIVATE OFFICE WITH OPEN OFFICE AREA AND RESTROOMS. SCOPE OF WORK TO INCLUDE ELECTRICAL, MECHANICAL, PLUMBING, AND FIRE PROTECTION AS REQUIRED BY NEW LAYO","1,855 ft 2",GGP McKinney75 LLC,"706 Giddings Ave., Annapolis, Maryland 21401",(443) 677-5071,Smith Harris Design Associates,"1900 Abbott St. Suite 104, Charlotte, North Carolina 28203",(704) 344-0017,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022926,
33620 7-Eleven Rev1,TABS2026022924,33620 7-Eleven,"2961 MCDERMOTT ROAD, Plano, TX 75025",Collin,8/1/2026,12/31/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Add some new food/beverage equipment, deep clean restrooms, minor décor refreshes, clean exterior, repair parking lot, enhance landscaping","2,940 ft 2",MCDERMOTT C-STORE INVESTORS LLC,"2301 Ohio Drive suite 139, Plano, Texas 75093",972-596-2800,"A & S Engineering, Inc.","28405 Sand Canyon Road, Canyon Country, California 91387",661-250-9300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022924,7-Eleven Inc - Kimberly Parenzan
"Spec Space 102, Building 1",TABS2026022923,Pelican Commerce Center,"1900 Abbott St. Suite 104, Mckinney, TX 75071",Collin,7/15/2026,9/30/2026,"$225,000",Additions to Existing Building,"This project is privately funded, on private land for private use.","CONSTRUCTION OF SPEC SPACE SUITE IN FIRST GENERATION SPACE TO INCLUDE WAREHOUSE (S-1) AND SMALL PRIVATE OFFICE WITH OPEN OFFICE AREA AND RESTROOMS. SCOPE OF WORK TO INCLUDE ELECTRICAL, MECHANICAL, PLUMBING, AND FIRE PROTECTION AS REQUIRED BY NEW LAYO","14,737 ft 2",GGP McKinney75 LLC,"706 Giddings Ave., Annapolis, Maryland 21401",(443) 677-5071,Smith Harris Design Associates,"1900 Abbott St. Suite 104, Charlotte, North Carolina 28203",(704) 344-0017,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022923,
34703 7-Eleven Rev1,TABS2026022922,34703 7-Eleven,"4601 W PARK BLVD, Plano, TX  7509",Collin,8/1/2026,12/31/2026,"$425,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Interior remodel with some new equipment, repaired restrooms, some new décor, upgraded bulding elevation, clean exterior, repair parking lot, enhance landscaping","3,200 ft 2","BERKELEY SQUARE (EDENS), LLC","1209 Orange St, Wilmington, Delaware 19801",214.691.2306,"A & S Engineering, Inc.","28405 Sand Canyon Road, Canyon Country, California 91387",661-250-9300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022922,7-Eleven Inc - Kimberly Parenzan
34109 7-Eleven Rev1,TABS2026022921,34109 7-Eleven,"1302 W MCDERMOTT DR, Allen, TX 75013",Collin,8/1/2026,12/31/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Add some new food/beverage equipment, deep clean restrooms, minor décor refreshes, clean exterior, repair parking lot, enhance landscaping","2,450 ft 2",NADG NNN 711 (ALN-TX) LP,"3131 McKinney Ave Suite L10, Dallas, Texas 75204",903-521-8833,"A & S Engineering, Inc.","28405 Sand Canyon Road, Canyon Country, California 91387",661-250-9300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022921,7-Eleven Inc - Kimberly Parenzan
20767 7-Eleven Rev1,TABS2026022920,20767 7-Eleven,"2417 JUPITER ROAD, Plano, TX 75074",Collin,8/1/2026,12/31/2026,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Add some new food/beverage equipment, deep clean restrooms, minor décor refreshes, clean exterior, repair parking lot, enhance landscaping","2,500 ft 2",RANKIN FAMILY LP,"3419 Westminster St Suite 328G, Dallas, Texas 75205",972-828-7915,"A & S Engineering, Inc.","28405 Sand Canyon Road, Canyon Country, California 91387",661-250-9300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022920,7-Eleven Inc - Kimberly Parenzan
Windhaven Park Renovation,TABS2026022823,City of Plano,"5801 West Parker Road. Blvd, Plano, TX 75093",Collin,8/3/2026,8/3/2027,"$2,560,600",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Improvements are located within 10 acres of park and rec space. Improvements include Removal of existing playground equipment and replacement of new play equipment, concrete trail, pavilion structure, outdoor fitness areas, underground utilities, and","435,600 ft 2",City of Plano,"5901 Los Rios Blvd., Plano, Texas 75074",(972) 208-8095,Dunaway Associates,"550 Bailey Ave  #400, Fort Worth, Texas 76107",(817) 632-4703,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022823,
Blast Carwash,TABS2026022817,Blast Carwash,"2195 Ave. K, Plano, TX 75074",Collin,7/1/2026,10/1/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition, paving, vacuum canopies, dumpster enclosure, pay stations, screening wall","31,263 ft 2",Kiya Enterprises of Plano LLC,"3312 Hayley Court, Richardson, Texas 75082",(214) 532-7018,Thomas Hoover Engineering,"P.O. Box 1808, Keller, Texas 76244",469-855-7105,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026022817,
