project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
VITA NOVA CHIROPRACTIC,TABS2025010352,PLANO BUSINESS PARK II,"40658 E PLANO PKWY #STE. 230, Plano, TX 75074",Collin,2/15/2025,6/30/2025,"$105,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"3,500 ft 2",IMAD INC,"4065 E PLANO PKWY #STE. 210, PLANO, Texas 75074",(214) 649-7980,DESIGN ASSOCIATES & CONSULTANTS LLC,"2500 COOLWATER DR, PLANO, Texas 75025",(214) 714-5666,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010352,
KICKIN CRAB,TABS2025010347,KICKIN CRAB,"3420 K AVE #STE. 160, Plano, TX 75074",Collin,4/1/2025,12/31/2025,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"5,100 ft 2",RETAIL PLAZAS INC,"2929 CARLISLE ST #STE. 170, DALLAS, Texas 75204",(469) 682-7038,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010347,CHARLIE NGUYEN
Arterial Concrete Repair PWS 00065,TABS2025010346,CITY OF PLANO,"MCDERMOTT RD - PRESTON RD TO COIT RD, Plano, TX 75074",Collin,5/1/2025,5/1/2026,"$287,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",SIDEWALK AND 48 BFR ,"11,000 ft 2",CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75074",(972) 769-4140,CITY OF PLANO,"PO BOX 860358, PLANO, Texas 75074",(972) 769-4140,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010346,
DORADO NAIL BAR,TABS2025010345,COUGAR LOT 5 RETAIL,"3000 WASHINGTON DR #STE. 120, Melissa, TX 75454",Collin,3/1/2025,8/1/2025,"$200,000",New Construction,"This project is privately funded, on private land for private use.",FINISH OUT ,"4,000 ft 2",COUGAR COMMERCIAL LLC,"6959 LEBANON RD #STE. 212, FRISCO, Texas 75034",(214) 618-9900,NGUYEN CHAU DESIGNER & CONSULTING,"1207 FOX CHASE DR, MANSFIELD, Texas 76063",(682) 583-0921,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010345,HENRY NGUYEN
Cambridge Frisco MOB/Garage,TABS2025010337,Cambridge Frisco MOB/Garage,"TBD BY CITY, Frisco, TX 76051",Collin,4/1/2025,4/1/2026,"$25,000,000",New Construction,"This project is privately funded, on private land for private use.","A new 3-story Medical Office Building (MOB) with a 5-tier open parking garage is being constructed on a greenfield site in Frisco, Texas.","196,000 ft 2",Cambridge Holdings INC.,"8383 Preston Center Plaza Dr. Floor 5, Dallas, Texas 75225",(214) 665-0883,Perkins & Will,"2218 Bryan 200, Dallas, Texas 75201",(214) 283-8700,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010337,
Cantrell Office,TABS2025010296,Building D,"6932 Mediterranean Drive, Mckinney, TX 75070",Collin,2/1/2025,6/1/2025,"$760,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a 1-story office building.,"3,788 ft 2",Mike Cantrell,"6932 Mediterranean Drive, McKinney, Texas 75070",(214) 725-1645,seven-d-four,"8446 Winged Foot Dr, Frisco, Texas 75036",(972) 768-8283,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010296,
Suite G180-G197 RE-DEMISE,TABS2025010294,Legacy West,"7700 Windrose Avenue, Plano, TX 75024",Collin,3/1/2025,7/1/2025,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","AN APPROXIMATELY 20,000 SF REMODEL (DEMISING) OF A SINGLE MERCHANTILE SPACE INTO FIVE SEPARATE MERCHANTILE LEASE SPACES.","20,000 ft 2",ICRE REIT Holdings dba Legacy West,"2001 Ross Avenue, Suite 3400, Dallas, Texas 75201",(972) 715-7400,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1572,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010294,
Plano Gateway Retail II (Shiloh),TABS2025010291,Plano Gateway Retail II (Shiloh),"245 Shiloh Road, Plano, TX 75074",Collin,6/1/2025,5/31/2026,"$2,800,000",New Construction,"This project is privately funded, on private land for private use.",New Retail Shell Building,"19,608 ft 2",Stonewood Investments,"18484 Preston Rd Suite 208, Dallas, Texas 75252",(972) 758-9800,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010291,
Harrington ES Reno,TABS2025010275,Harrington Elementary School,"1540 Baffin Bay Dr, Plano, TX 75075",Collin,3/15/2025,8/11/2025,"$3,300,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of classrooms, library, reallocating space for classrooms, offices, and PreK spaces. Adding acoustic treatments throughout the school and updating some finishes. An add parking lot is also being added to the campus.","85,500 ft 2",Plano ISD - Tony Pearson,"6600 Alma Drive Suite E, Plano, Texas 75023",469-752-1484,Stantec Architecture Inc.,"6080 Tennyson Parkway Suite 200, Plano, Texas 75024",214-473-2569,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010275,
Farmersville Intermediate School Additions & Renovations,TABS2025010253,Farmersville Intermediate School,"807 N Main SSt, Farmersville, TX 75442",Collin,5/1/2025,5/4/2026,"$9,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.",Classroom wing addition and renovations to an existing school facility.,"10,300 ft 2",Farmersville ISD,"501A Hwy 78N, Farmersville, Texas 75442",(972) 782-6601,"Claycomb Associates, Architects","6600 LBJ Fwy Suite 200, Dallas, Texas 75240",(972) 233-6100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025010253,
