project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
HILL PARK CLEANERS,TABS2024015588,HILL PARK CLEANERS,"4890 W University Dr STE. #60, Prosper, TX 75254",Collin,6/1/2024,12/31/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation ,"1,198 ft 2",UCD - UNITED COMMERCIAL DEVELOPMENT,"7001 Preston RD #STE. 400, Dallas, Texas 75205",(214) 763-7667,BEAR DESIGN BUILD,"2965 VILLA CREEK DR , DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015588,
Hardin Retail,TABS2024015556,Hardin Retail,"2450 S Hardin Blvd, Mckinney, TX 75072",Collin,5/1/2024,4/30/2025,"$700,000",New Construction,"This project is privately funded, on private land for private use.",single story retail shell,"5,500 ft 2",Hardin McKinney Real Estate LLC,"13199 Strike Gold Blvd, Frisco, Texas 75035",(214) 535-8303,Studio Red Dot,"10000 North Central Expressway Suite 1045, Dallas, Texas 75231",(972) 896-7594,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015556,
Spec Suite 200,TABS2024015553,Plano Distribution Center Bldg 3,"3000 Technology Dr Suite 200, Plano, TX 75074",Collin,4/8/2024,7/31/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing space for spec suite conditions,"23,112 ft 2","Equus Capital Parnters, LTD","3843 West Chester Pike, Newton Square, Pennsylvania 19073",(703) 621-2568,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015553,
Princeton TLE,TABS2024015540,The Learning Experience,"Princeton Drive (380) & Beauchamp, Princeton, TX 75407",Collin,5/1/2024,11/1/2024,"$2,500,000",New Construction,"This project is privately funded, on private land for private use.","10,000SF Early Childhood Education Facility","10,000 ft 2","Retail Partners - Princeton, LLC","2920 Alta Mere Drive, Fort Worth, Texas 76116",609.651.9327,BDG,"4969 South Alkire St, Morrison, Colorado 80465",303.901.0720,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015540,
SFMG,TABS2024015535,Parkwood II,"3930 Dallas Parkway Suite 400, Plano, TX 75093",Collin,4/30/2024,10/4/2024,"$2,700,000",New Construction,"This project is privately funded, on private land for private use.",Interior finish out of shell space,"20,460 ft 2",Cawley Partners,"16400 North Dallas Parkway Suite 150, Dallas, Texas 75249",(972) 759-7711,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015535,
EFS FLooring America LLC,TABS2024015512,McDonald Business park,"3265 North McDonald St Suite #1, Mckinney, TX 75071",Collin,4/10/2024,5/31/2024,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Office Warehouse Finish out Scope of work Description Summary: *Framing-Sheetrock-tape&bed-texture and paint: 1 Restroom , 1 Lav ( Mop Sink ) , 1 kitchenette, 1 Mezzanine, 1 Stairs and 1 HVAC Room. *Completing MEP Per Plan *Install Cabinetry, Doors, ","3,670 ft 2",Ehsan Fardsarhangi,"2708 woodstream ln, Mckinney, Texas 75072",(972) 330-7615,Ultimus Engineering ,"5700 Tennyson PKWY Ste 300 , Plano, Texas 75024",(972) 665-9970,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015512,Ehsan Fardsarhangi
"MCD CUSTER & VIRGINIA - MCKINNEY, TX",TABS2024015499,"MCD CUSTER & VIRGINIA - MCKINNEY, TX","9010 VIRGINIA PKWY, Mckinney, TX 75071",Collin,7/1/2024,12/23/2024,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonald's,"4,445 ft 2",MCDONALD'S USA LLC,"110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(469) 865-7916,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD SUITE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015499,
BARBIE'S HOUSE,TABS2024015481,BARBIE'S HOUSE,"1470 W. FRONTIER PKWY SUITE 106, Prosper, TX 75078",Collin,5/13/2024,7/29/2024,"$185,798",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR FURNITURE STORE,"1,611 ft 2",WYNMARK COMMERCIAL,"825 WATTERS CREEK BLVD #230, ALLEN, Texas 75013",972-439-0360,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015481,
Lelo's Coffee,TABS2024015452,TUPPS Brewery,"402 E Louisiana St, Mckinney, TX 75069",Collin,4/20/2024,7/15/2024,"$100,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Remodel of an existing 774 S.F. wood frame building and a finish-out of an existing 255 S.F. metal silo. The two are being finished out to house a coffee shop in the frame building and coffee roaster with a sales window in the silo. ,"1,029 ft 2",City of McKinney,"7300 State Highway 121, Ste 200, McKinney, Texas 75070",972-547-7654,Tezanto,"1218 W Davis St, Dallas, Texas 75208",817-602-8161,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015452,Derek Davis
Gloria's Latin Cuisine,TABS2024015440,Gloria's Latin Cuisine Plano,"8601 Preston Road, Plano, TX 75024",Collin,5/1/2024,2/1/2025,"$4,200,000",New Construction,"This project is privately funded, on private land for private use.","Ground up Full Service Restaurant, ","9,845 ft 2","G. Rubio Enterprises, LLC","16816 Dallas Parkway, Dallas, Texas 75248",(214) 925-0258,"MSC Design, LLC","10935 Estate Ln Ste 300, Dallas, Texas 75238",(469) 855-3800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015440,
