project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
NEW OFFICE & RESEARCH FACILITY FOR KRYPTON SOLUTIONS,TABS2026020498,NEW OFFICE & RESEARCH FACILITY FOR KRYPTON SOLUTIONS,"3060 Summit Ave., Plano, TX 75074",Collin,8/1/2026,8/1/2027,"$14,800,000",New Construction,"This project is privately funded, on private land for private use.","Construction for site work, excavation, utilities, paving, landscaping, 3-story building and interiors.","89,068 ft 2",KRYPTON PROPERTIES LLC,"3060 SUMMIT AVE, Plano, Texas 75074",(972) 424-3880,Carroll Architects,"750 E. Interstate 30, STE 110, Rockwall, Texas 75087",(972) 732-6085,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020498,
VICEROY SWEETS & CHAATS,TABS2026020482,VICEROY SWEETS & CHAATS,"13600 COIT RD #STE. 102, Frisco, TX 75035",Collin,9/1/2026,9/1/2027,"$200,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT ,"1,981 ft 2",BOSHA HOLDINGS LLC,"8720 RUGBY DR, IRVING, Texas 75063",(972) 896-3459,BEAR DESIGN BUILD,"4100 SPRING VALLEY RD #STE. 430, DALLAS, Texas 75244",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020482,GOVARDHANN BORICHA
Preston Plaza (Celina),TABS2026020477,Preston Plaza (Celina),"4295 S Preston Rd, Celina, TX 75009",Collin,8/1/2026,6/1/2027,"$4,000,000",New Construction,"This project is privately funded, on private land for private use.",construction of new single story retail shell building,"18,909 ft 2",Tulasiram Yelesetty,"6795 Paddington Ln, Frisco, Texas 75034",(858) 705-2095,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020477,
ROWAN STONEBRIAR CENTRE,TABS2026020455,STONEBRIAR CENTRE,"2601 PRESTON RD. SPACE 2228, Frisco, TX 75034",Collin,8/1/2026,10/31/2026,"$320,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Tenant improvement project of 1,142 Sq. Ft. Space consist of new construction including new partitions, new ceiling, electrical and plumbing within the landlord's existing space.","1,142 ft 2",STONEBRIAR MALL LLC,"2601 PRESTON RD ST#150, FRISCO, Texas 75034",(469) 920-2186,SARGENTI ARCHITECTS,"461 FROM RD, PARAMUS, New York 07652",(973) 354-9026,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020455,CAIT COFFEY
Area 50,TABS2026020453,Collins Renner Rd,"3200 Renner Rd., Richardson, TX 75082",Collin,8/15/2026,1/1/2027,"$400,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Office and fabrication, finish out of an existing shelled space.","7,835 ft 2",Rockwell Collins Inc.,"mail stop 124-318 400 collins rd ne , cedar rapids, Linn, Iowa 52498",(585) 435-0933,MJMc Architects,"2727 LBJ Freeway Suite 1013 STE 1013, Farmers Branch, Texas 75234",(469) 941-0433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020453,
Goodwill Donation Center Express - Remodel,TABS2026020448,Goodwill Donation Center Express,"7760 State Hwy 78, Sachse, TX 75048",Collin,6/1/2026,9/30/2026,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of a 4,640 sf building for a donation center.","4,640 ft 2",Goodwill Industries of Dallas Inc.,"3020 N. Westmoreland Road, Dallas, Texas 75212",(214) 435-3504,"Dulaso Associates, LLC","1846 E. Rosemead Pkwy., Suite #143, Carrollton, Texas 75007",(214) 458-2235,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020448,
"La Miel, LLC",TABS2026020445,Pitman Corners,"1301 Custer, Suite 202, Plano, TX 75075",Collin,7/1/2026,7/1/2027,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out,"2,425 ft 2","W&W International, LLC","5215 Lobello Dr., Dallas, Texas 75229",(469) 385-2174,"Construction Concepts, Inc.","317 E. Jefferson Blvd., Dallas, Texas 75203",214.946.4300,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020445,Israel Rodriguez
Arvest SWO - Tenant Improvement,TABS2026020418,Shops at Highland Village,"11025 Preston Road, Suite 107, Frisco, TX 75033",Collin,6/15/2026,9/15/2026,"$275,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","TENANT FINISH OUT FOR +/- 1,945 SQUARE FEET OF AN EXISTING SHELL SPACE AT THE SHOPS AT HIGHLAND VILLAGE. RENOVATION INCLUDES INTERIOR WALLS, DOORS, FINISHES, LIGHT FIXTURES, HVAC, DUCTWORK, AND PLUMBING Fixtures. No changes to existing structure.","1,945 ft 2",Highland VLG Construction LLC,"6469 Kasba Lane, Frisco, Texas 73035",(214) 284-6138,WDD Architects,"5050 Northshore Lane, North Little Rock, Arkansas 72118",501-376-6681,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020418,Andy DeYoung
Dollar Tree,TABS2026020403,Store 10926,"18081 Preston Road, Dallas, TX 75252",Collin,7/20/2026,10/1/2026,"$486,173",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing tenant retail space.,"9,631 ft 2",CCMR 18 LLC,"525 William Penn Place, 25th Floor Suite 100, Pittsburg, Pennsylvania 15259",(561) 501-5471,CASCO,"12 Sunnen Dr. Suite 100, Saint Louis, Missouri 63143",(314) 821-1100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020403,
Interior Renovations at Delta Electronics - Lift and Slab Opening,TABS2026020400,Delta Electronics,"601 Data Drive, Plano, TX 75075",Collin,6/5/2026,8/13/2026,"$501,813",Renovation/Alteration,"This project is privately funded, on private land for private use.",A new 8x8 materials lift and a 8x8 slab opening on the 2nd floor,64 ft 2,"Delta Electronics USA, Inc.","601 Data Drive, Plano, Texas 75075",(469) 929-5261,GPF Architects,"721 Dove Circle Suite 100, Coppell, Texas 75019",(872) 824-7966,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026020400,
