project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Anna Self Storage,TABS2024025168,Anna Self Storage,"926 Powell Pkwy, Anna, TX 75409",Collin,10/1/2024,10/1/2025,"$6,500,000",New Construction,"This project is privately funded, on private land for private use.","Bldg. A, 2-Story - 63,980 sf, Bldg B, Split level - 64,600 sf, Bldg. C - Separate Office - 1,000 sf","129,580 ft 2","Sunset Storage, LLC","7850 Collin McKinney, McKinney, Texas 75070",(214) 284-2220,"KH Architects, PLLC","11880 Younger Ct., Azle, Texas 76020",817-905-6991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025168,
Shipley Do-Nuts,TABS2024025163,Shipley Do-Nuts,"3801 Virginia Parkway #600, Mckinney, TX 75071",Collin,9/9/2024,12/30/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of a donut shop,"1,674 ft 2","Shoppes at Virginia, LP","PO Box 16954, Sugar Land, Texas 77496",(281) 512-6604,"Excel Engineering, Inc","100 Camelot Dr, Fond du Lac, Wisconsin 54935",920-926-9800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025163,Skeet Smith
Celina Downtown Multifamily,TABS2024025140,Celina Downtown,"800 Louisiana St, Celina, TX 75009",Collin,10/1/2024,12/31/2025,"$30,000,000",New Construction,"This project is privately funded, on private land for private use.","New construction of 8 three-story multifamily apartment buildings with an amenity suite, pool/courtyard and leasing office ","423,778 ft 2",Celina Downtown 1 Owner LLC,"12121 Wilshire Blvd suite 801, Los Angeles, California 90025",(214) 862-6847,Bennett Partners,"640 Taylor Street Suite 2323, Fort Worth, Texas 76102",(817) 335-4991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025140,
Central St. Building Refresh,TABS2024025132,Central St. Building,"2803 Central St., Melissa, TX 75454",Collin,8/19/2024,11/15/2024,"$560,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation and facade upgrade,"2,550 ft 2",CJC Piano Movers LLC,"1602 North Park, Melissa, Texas 75454",(903) 450-6276,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025132,
Masage Luxe-St Paul,TABS2024025103,Checkered Flad Retail,"3939 Parker Road, Wiley, TX 75098",Collin,8/26/2024,11/18/2024,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Massage med Spa,"2,355 ft 2",St. Paul Retail llc-,"2 essex Court, Heath, Texas 75032",(469) 757-4015,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025103,
Cilantro Taco Grill,TABS2024025073,Light Farms Retail Shops,"1470 W. Frontier Pkwy. Unit #100 Celina, TX 75078, Celina, TX 75078",Collin,11/27/2024,12/15/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",TENANT FINISH OUT OF A NEW RETAIL SHELL STRIP CENTER SPACE INTO A NEW RESTAURANT WITH NEW KITCHEN E,"1,841 ft 2","Light Farms Neighborhood Shops Retail I, LLC","5729 Lebanon Road Suite 144-589, FRISCO, Texas 75034",(214) 208-6650,AEP America,"PO Box 123655, Fort Worth, Texas 76121",(214) 702-1528,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025073,HK&N RESTAURANT GROUP
Raytheon McKinney Phase II - Obeya Room,TABS2024025063,Raytheon McKinney Phase II,"2501 University Drive, Mckinney, TX 75071",Collin,10/1/2024,12/30/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Finishing out a 2,200 SF previously shelled out space on level one of the RTX Phase II project.","2,200 ft 2",Raytheon,"2501 University Drive, McKinney, Texas 75071",214-205-5188,Corgan Associates,"401 N Houston, Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025063,
Huffines KIA,TABS2024025043,Huffines KIA,"1201 N Central Expwy N, Mckinney, TX 75070",Collin,11/1/2024,10/1/2025,"$10,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Addition/Renovation of 28738sf project,"28,738 ft 2",Huffines Auto Dealerships,"4500 W Plano Pkwy, Plano, Texas 75093",(972) 867-6000,A Plus Design Group,"2653 Sagebrush Dr. #200, Flower Mound, Texas 75028",972-724-4440,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025043,
3rd Floor Public Corridor,TABS2024025026,Parkway Centre V,"2500 North Dallas Parkway, Plano, TX 75093",Collin,8/15/2024,10/15/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out,"4,366 ft 2",Northway Properties,"2500 North Dallas Parkway Suite 550, Plano, Texas 75093",(469) 241-0303,Go Studio,"1201 Main Street Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025026,
Great Clips @ Coit Marketplace,TABS2024025022,Coit Marketplace,"9605 Coit Rd #103, Plano, TX 75024",Collin,10/15/2024,2/28/2025,"$140,000",New Construction,"This project is privately funded, on private land for private use.",Great Clips standard buildout 1050 sq.ft.,"1,050 ft 2",Coit Marketplace LP,"7001 Preston Rd Suite 410, Dallas, Texas 75205",(214) 533-5225,N3D Group,"1204 Winchester Rd, Suite 200, Lexington, Kentucky 40505",(859) 303-5708,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024025022,Todd McCown
