project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Methodist Surgery Center,TABS2024016056,Methodist Hospital MOB,"3001 East President George Bush Highway, Richardson, TX 75082",Collin,9/1/2024,9/1/2025,"$12,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel existing suite into an ambulatory surgery center.,"17,000 ft 2",Methodist Surgery Center – Richardson LLC,"340 Seven Springs Way Suite 600, Brentwood, Tennessee 37027",(615) 397-5276,"Ryan A+E, Inc.","533 South Third Street Suite 100, Minneapolis, Minnesota 55415",(612) 492-4000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016056,
Grau Law Group,TABS2024016038,Ross Tower,"500 N Akard St., Suite 1925, Dallas, TX 75201",Collin,5/1/2024,9/1/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Removal and construction of interior walls, ceilings and finishes","1,043 ft 2",Ross Tower Schpi-LP,"500 N Akard St, Suite 2020, Dallas, Texas 75201",(214) 954-3354,BHA Studio,"3141 Hood St, Suite 420, Dallas, Texas 75219",(214) 521-8500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016038,
Suite 300 Whitebox,TABS2024016024,Legacy Place West,"5800 Tennyson Parkway Suite 300, Plano, TX 75024",Collin,4/15/2024,7/31/2024,"$169,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation for an existing building.,"9,118 ft 2",IPXI Legacy Place Investors,"8111 Gatehouse Rd. Suite 110, Falls Church, Virginia 22042",(703) 621-2568,ENTOS Design,"5400 Lyndon B Johnson Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016024,
D1S Lab,TABS2024016018,Raytheon McKinney Wing D,"2501 W University Dr., Mckinney, TX 75071",Collin,4/29/2024,8/26/2024,"$750,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The interior demolition and renovation of an existing office space.,"2,950 ft 2",RTX,"2501 W University Dr., McKinney, Texas 75071",(972) 955-3896,MJMc Architects,"2727 LBJ Freeway Suite 1013, Farmers Branch, Texas 75234",(469) 941-0433,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016018,
THE UPS STORE,TABS2024016014,"ANGEL PARKWAY, LLC.","2695 MCGARITY LANE, #500, Lucas, TX 75002",Collin,4/15/2024,6/30/2024,"$86,480",Renovation/Alteration,"This project is privately funded, on private land for private use.","NEW INTERIOR WALLS, PLUMBING, CEILING, FLOOR, FIXTURES ...","1,215 ft 2","NDC ANGEL PKWY, LLC.","4526 LOVERS LANE, PMB 224, DALLAS, Texas 75225",(214) 244-1777,JD RIVERO DALLAS,"550 S. WATTERS ROAD, ALLEN, Texas 75013",(214) 254-4420,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024016014,TESFAYE DAGNE
C17 2F LAB,TABS2024015985,Cityline C-17,"1717 EAST CITYLINE DR, Richardson, TX 75082",Collin,5/1/2024,8/1/2024,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodeling,"4,400 ft 2",RTX,"1717 East Cityline Dr, Richardson, Texas 75082",214-843-6401,MJMC Architects,"2727 LBJ FWY. Ste 1013, Farmers Branch, Texas 75234",(469) 941-0430,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015985,
Pro. Office Finish Out,TABS2024015964,Pro. Office Finish Out - Suite 320,"11619 Independence Parkway, Suite 320, Frisco, TX 75035",Collin,6/3/2024,9/27/2024,"$125,000",New Construction,"This project is privately funded, on private land for private use.","1,585 S.F. Interior Finish-Out","1,585 ft 2","Willowbrook Investments, LP","100 Decker Ct. Suite 197, Irving, Texas 75062",(469) 363-3222,Legacy ADPR,"1245 Southridge Ct. Suite 102, Hurst, Texas 76053",(817) 864-8702,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015964,
Voodoo Brew Pub,TABS2024015906,Light Farms Neighborhood Shops Retail II,"1440 W. Frontier Pkwy Ste# 116, Prosper, TX 75078",Collin,5/1/2024,10/31/2024,"$875,000",New Construction,"This project is privately funded, on private land for private use.","The project entails the conversion of a shell building into a brewpub establishment. This involves comprehensive renovations to accommodate the layout of the brewpub, including the installation of brewing equipment, bar area, & seating arrangements.","3,619 ft 2","Light Farms Neighborhood Shops Retail II, LLC","5729 Lebanon Rd #144589, Frisco, Texas 75034",(214) 208-6650,Studio Mas Architects,"10440 E Northwest Hwy, Suite 301, Dallas, Texas 75238",(214) 669-4684,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015906,Veer Han Ventures LLC
Southwest Farmers Market,TABS2024015883,Southwest Farmers Market,"915 W Parker Rd STE 203A-B, Plano, TX 75023",Collin,4/29/2024,8/29/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of new supermarket 4602 SF,"4,602 ft 2","Sunland Properties, Inc.","222 Municipal Dr. STE 138, Richardson, Texas 75080",(972) 792-9888,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015883,Philip Oshotse
Wistron GreenTech Warehouse Expansion PH 1,TABS2024015882,Wistron GreenTech Campus,"2101 Couch Drive, McKinney, TX 75069, Mckinney, TX 75069",Collin,4/15/2024,6/14/2024,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.","Construction of a new 18,400 SF warehouse building and associates site work. ","18,400 ft 2",Wistron Greentech (Texas) Corporation,"2101 Couch Drive, McKinney, Texas 75069",(972) 904-7889,"J. Lee, Associates","6822 Winding Rose Trail, Dallas, Texas 75252",(469) 235-6196,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015882,
Advanced Oral Surgery and Periodontics,TABS2024015878,The Arbors on Custer,"8195 Custer Road, Frisco, TX 75035",Collin,5/1/2024,7/30/2024,"$431,400",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant improvement of Suite 210 for oral surgery,"3,500 ft 2",Paradigm Frisco Real Estate LLC,"27031 West 73rd Street, Shawnee, Kansas 66227",913-912-2279,Schemmer,"333 S. 21st St. Ste. 102, Lincoln, Nebraska 68510",402-431-6223,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015878,
Choo & Park World Champion Taekwondo,TABS2024015875,Multi-Tenant Retail Strip,"8870 Coit Road Suite 104, Frisco, TX 75035",Collin,5/13/2024,8/10/2024,"$150,000",New Construction,"This project is privately funded, on private land for private use.",Tenant Finish Out,"2,340 ft 2",L7 Cnm 2021 LLC,"2401 Fountain View Drive Suite 502, Houston, Texas 77057",(757) 412-8222,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015875,
Frisco UL4,TABS2024015853,Frisco UL4,"SWC John Hickman Pkwy & Gridiron Rd, Frisco, TX 75034",Collin,9/1/2024,11/1/2026,"$94,195,000",New Construction,"This project is privately funded, on private land for private use.","410,953 NRSF, 410 apartment units, 2 residential buildings with 2 parking garages","410,953 ft 2","Frisco Station Partners, L.P.","3090 Olive St Suite 300, Dallas, Texas 75219",(817) 224-6000,GFF,"3030 Nowitzki Way Suite 400, Dallas, Texas 75219",214-303-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024015853,
