ProjectNumber,FacilityName,City,County,TypeOfWork,EstimatedCost,ProjectStatus,ProjectId,DataVersionId,ProjectName,ProjectCreatedOn,EstimatedStartDate,EstimatedEndDate,URL
TABS2026019830,VP EMPIRE - FAMILY EVENT CENTER,1362,2043,9002,60000.0,3008,55b9932c-c381-4c61-9449-895395219351,900001,SUZANNE & ZOE LLC,2026-05-08T15:25:37.397,2026-05-08T00:00:00,2030-05-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019830
TABS2026019827,Star Business Park Bldg. 8B,623,2043,9001,400000.0,3008,3ae7c8a0-57f6-4cd2-8113-fef343894eae,900001,Shield AI TI,2026-05-08T15:15:56.847,2026-06-01T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019827
TABS2026019819,J.P.Morgan Chase Branch - LEGACY & LEBANON,623,2043,9002,294822.0,3008,6437c72d-8650-4ffb-9843-7177e2abdec4,900001,Affluent Refresh,2026-05-08T14:26:58.42,2026-07-24T00:00:00,2026-09-29T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019819
TABS2026019804,"EWS DNT, LLC",1408,2043,9001,2800000.0,3008,77e4a776-20ce-4534-9b0f-ef1f0c80da4b,900001,"EWS DNT, LLC",2026-05-08T12:54:07.033,2026-08-01T00:00:00,2027-02-28T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019804
TABS2026019767,Patios on the Rail,623,2043,9002,489402.0,3008,a16657c6-5fff-43cd-92f6-5666bd11b647,900001,Frisco Chamber of Commerce,2026-05-08T09:46:54.79,2026-05-15T00:00:00,2026-09-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019767
TABS2026019759,"Mateo Office Park, Building 11",623,2043,9002,120000.0,3008,5fdfd783-4b52-45e6-b56f-abda776bf8f9,900001,"RSM Medical, PLLC",2026-05-08T09:20:15.673,2026-06-15T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019759
TABS2026019752,Book Ministry,1107,2043,9001,3000000.0,3008,73b2d4c0-1c8d-49c1-af1c-fd7904b3fb0a,900001,Book Ministry,2026-05-08T08:54:19.143,2026-06-01T00:00:00,2026-09-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019752
TABS2026019743,Walmart 2918.1007,27,2043,9002,2895477.0,3008,d0e67870-40e8-4945-be33-4cad9c6ff10a,900001,"Walmart 2918.1007 - 730 W Exchange Pkwy Allen, TX",2026-05-08T05:53:24.42,2027-01-01T00:00:00,2027-04-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019743
TABS2026019679,Prime IV Hydration & Wellness - Celina,286,2043,9001,260000.0,3008,0b64a384-0fd7-4a44-8cf6-e10df2827e89,900001,"THE CROSSING AT MOORE FARM (CCL), BLK A, LOT 2",2026-05-07T12:41:48.44,2026-08-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019679
TABS2026019676,UNITED CITY CENTER,1362,2043,9002,100000.0,3008,2c1c360d-3a5a-43fa-a39c-c4ec8c2040b7,900001,Stoner's Pizza Plano,2026-05-07T12:28:03.22,2026-06-01T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026019676
