project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Charles Smith and Sons Funeral Home,TABS2025000427,Charls Smith and Sons Funeral Home,"660 E Princeton Road, Princeton, TX 75407",Collin,10/1/2024,10/1/2025,"$2,000,000",New Construction,"This project is privately funded, on private land for private use.","Ground-up 1-story building with site improvements. 8,059 sf under roof / 7,189 sf airconditioned. ","7,189 ft 2",Charles W. Smith,"1901 Ponderosa Trail, Sachie, Texas 75048",(214) 212-2255,Shearer Design & Associates,"624 W Main Street, Denison, Texas 75020",(214) 497-5466,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000427,
Preston Ridge Trail at Bluebonnet Trail Intersection Renovations,TABS2025000403,NA,"Carpenter Loop Park, Plano, TX 75024",Collin,9/16/2024,12/27/2024,"$221,646",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Remove and replace approximately 730 LF of 12' wide concrete hike and bike trail,730 ft 2,"City of Plano, Parks and Rec Dept.","5901 Los Rios Blvd, Plano, Texas 75074",(972) 208-8001,"Schaumburg & Polk, Inc","2201 N Central Expwy, Ste. 205, Richardson, Texas 75080",(972) 864-8200,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000403,
Independence Hike & Bike Trail,TABS2025000402,Independence Parkway Practice Fields,"12499 Independence Pkwy, Frisco, TX 75035",Collin,11/18/2024,11/30/2025,"$2,000,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",0.5 12' wide concrete hike & bike trail with bridge crossing,"32,000 ft 2",City of Frisco,"6101 Frisco Square Blvd, Frisco, Texas 75034",(972) 292-6508,"Halff Associates, Inc.","1201 N Bowser Rd, Richardson, Texas 75081",(214) 346-6276,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000402,
KOLACHE FACTORY #117,TABS2025000349,KOLACHE FACTORY #117,"6451 W UNIVERSITY DR #STE. 100, Mckinney, TX 75071",Collin,12/1/2024,6/30/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"1,700 ft 2",CANNON YOUNG PROPERTIES,"3341 REGENT BLVD #130-295, IRVING, Texas 75063",(214) 552-2507,BEAR DESIGN BUILD,"2965 VILLA CREEK DR #STE. 110, DALLAS, Texas 75234",(469) 682-7038,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000349,EMILY CHEN
JOURNEYS#JY-1107 STONEBRIAR CENTRE,TABS2025000348,STONEBRIAR CENTRE,"2601 PRESTON ROAD, Frisco, TX 75034",Collin,1/13/2025,2/3/2025,"$360,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",RENOVATION OF AN EXISTING JOURNEYS LOCATION,"2,198 ft 2",BROOKFIELD PROPERTIES,"2601 PRESTON ROAD, FRISCO, Texas 75034",(469) 920-2186,"JENCEN ARCHITECTURE, LLC","2850 EUCLID AVE., CLEVELAND, Ohio 44115",(216) 781-0131,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000348,
Celina Multifamily,TABS2025000344,Redbud at Knox Ranch,"Knox ST and Collin County Outer Loop, Celina, TX 75009",Collin,8/15/2025,9/30/2027,"$55,000,000",New Construction,"This project is privately funded, on private land for private use.","New 272 unit apartment complex with clubhouse, pool deck, detached garages, and amenities. ","385,426 ft 2","Celina Apt Associates, L.L.C.","3200 West Market St Suite 200, Fairlawn, Ohio 44333",(330) 664-9430,Cedarwood Architectural,"3200 West Market St Suite 200, Fairlawn, Ohio 44333",(330) 664-9471,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000344,
2356 Plano East Senior High School Additions and Renovations,TABS2025000331,Plano East Senior High School,"3000 Los Rios Blvd, Plano, TX 75074",Collin,11/6/2024,12/1/2026,"$55,000,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Buildings additions of 44,300 SF to the School Campus, 35,450 SF of extensive renovation and lighting replacement in 280,000 SF of existing buildings. ","44,300 ft 2",Plano Independent School District,"2700 W. 15th. St., Plano, Texas 75075",469-752-1484,WRA Architects,"12377 Merit Dr, Suite 1800, Dallas, Texas 75251",214-750-0077,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000331,
THE OFFICES AT PROSPER TRAIL #740,TABS2025000324,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 740, Prosper, TX 75078",Collin,11/1/2024,5/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"1,122 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000324,
THE OFFICES AT PROSPER TRAIL #730,TABS2025000323,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 730, Prosper, TX 75078",Collin,11/1/2024,5/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,000 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000323,
THE OFFICES AT PROSPER TRAIL #720,TABS2025000322,THE OFFICES AT PROSPER TRAIL,"1630 W PROSPER TRAIL #STE. 720, Prosper, TX 75078",Collin,11/1/2024,5/1/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",NEW CONSTRUCTION ,"3,000 ft 2",CLOUD LOFT,"8072 PRESTON RD #STE. 205, FRISCO, Texas 75034",(214) 497-7725,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025000322,
