project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Anacapri Ph2,TABS2024024609,Anacapri Ph2,"2725 Bryan Farm Road, Anna, TX 75409",Collin,8/5/2024,12/31/2024,"$10,000,000",New Construction,"This project is privately funded, on private land for private use.",New residential single family development ,"2,886,373 ft 2",Megatel Homes,"2101 Cedar Springs Road, Dallas, Texas 75201",(469) 556-1362,McAdams Co,"4400 Hwy 121 Suite 800, Lewisville, Texas 75056",(936) 668-2230,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024609,
City Vet Princeton,TABS2024024607,City Vet Priceton,"1225 W. Princeton Dr, Princeton, TX 75407",Collin,11/1/2024,3/31/2025,"$594,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Tenant Finish out in new bldg for veterinarian clinic,"3,600 ft 2","Shops at Cypress Bend, LLC","3773 Richmaond Ave, Suite 800, Houston, Texas 77046",713-623-6944,"Bates & Martin Architects, LLC","2220 San Jacinto Blvd Suite 330, Denton, Texas 76205",(940) 387-4881,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024607,Vannesa Tiemann
RTG Advisors,TABS2024024596,Hall Park,"2801 Network Blvd, Frisco, TX 75034",Collin,8/26/2024,2/28/2025,"$345,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Structural modifications such as altering walls, ceilings, and doors, along with electrical, plumbing, and HVAC system upgrades. New flooring will be installed, and walls will be painted. ","5,428 ft 2",Hall Park,"3000 Internet Boulevard 100, Frisco, Texas 75034",(214) 470-4266,Tamara Vaughan Alexander,"1112 Cool River Drive, Southlake, Texas 76092",(214) 460-6485,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024596,RTG Advisors
Brookfield Amenity Center,TABS2024024562,Brookfield Amenity Center,"2504 Haley Hollow, Melissa, TX 75454",Collin,9/11/2024,4/16/2025,"$500,000",New Construction,"This project is privately funded, on private land for private use.","Amenity Center with, pool equipment and restrooms",886 ft 2,First Texas Homes,"1318 Danbury, MansField, Texas 76063",(469) 446-5135,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024562,
Billingsley - IBP - Amenity Center Cafe,TABS2024024548,Billingsley Amenity Center,"6221 Plano Parkway, Plano, TX 75093",Collin,9/1/2024,12/31/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing space approximately 730 square feet,730 ft 2,IBP17 Land Ltd,"1722 Routh Street Suite 770, Dallas, Texas 75206",(972) 820-2236,Gensler,"5005 Greenville Ave., Dallas, Texas 75206",(214) 273-1500,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024548,
HCA TIMESHARE (SACHSE),TABS2024024546,MEDICAL CITY SPECIALITY CARE - SACHSE,"4650 PRESIDENT GEORGE BUSH HWY #100, Sachse, TX 75048",Collin,8/28/2024,11/28/2024,"$585,200",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT FOR MEDICAL OFFICE ,"4,585 ft 2","TRHS MOB ONE, LP","11501 E NORTHWEST HWY, DALLAS, Texas 75218",(214) 914-9811,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024546,
Community Trails Middle School Concessions Building,TABS2024024527,Community Trails Middle School Concessions Building,"900 Rosewood Drive, Lavon, TX 75166",Collin,8/26/2024,1/31/2025,"$1,600,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.","Concessions building approximately 1,430 square feet.","1,430 ft 2",Community Independent School District,"611 N FM 1138, Nevada, Texas 75166",972-843-6000,WRA Architects,"12377 Merit Dr, #1800, Dallas, Texas 75251",(817) 366-4101,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024527,
COWAY,TABS2024024469,-,"2653 SUMMET AVE #STE. 200, Plano, TX 75074",Collin,10/1/2024,2/1/2025,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL ,"2,500 ft 2",LINK,"1840 HUTTON DR #STE., 160, CARROLLTON, Texas 75006",(214) 783-4408,NOVE STUDIOS LLC,"5050 QUORUM DR #STE. 150, DALLAS, Texas 75254",(214) 814-1178,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024469,
Captex Bank,TABS2024024454,Captex Bank,"3310 Sam Rayburn HWY - Suite A, Melissa, TX 75454",Collin,11/1/2024,5/1/2025,"$173,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant Finish out within existing shell building,"2,302 ft 2",Standridge Companies,"15640 Quorum Dr, Addison, Texas 75001",(214) 363-1998,NCA Partners,"5646 Milton St Suite 610, Dallas, Texas 75206",(214) 361-9901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024454,Keely Stone
Speculative Suite 975,TABS2024024438,Apex at Legacy,"5801 Headquarters Drive Suite 975, Plano, TX 75024",Collin,8/12/2024,12/12/2024,"$310,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovation for office suite,"4,737 ft 2","Plano Cabosparkles HQ2, LLC c/o Monarch Alternative Capital LP","535 Madison Avenue Suite 150, New York, New York 10022",(248) 705-9275,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024438,
Speculative Suite 960,TABS2024024433,Apex at Legacy,"5801 Headquarters Drive Suite 960, Plano, TX 75024",Collin,8/12/2024,12/12/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation for an office suite,"3,190 ft 2","Plano Cabosparkles HQ2, LLC c/o Monarch Alternative Capital LP","535 Madison Avenue Suite 150, New York, New York 10022",(248) 705-9275,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024433,
Happy Beauty Tenant Infill,TABS2024024429,Preston Park Village,"1900 Preston Rd Suite 205, Plano, TX 75093",Collin,9/2/2024,9/20/2024,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out of new tenant in shopping plaza,"2,171 ft 2",Sally Beauty Holdings,"3001 Colorado Blvd, Denton, Texas 76210",(940) 898-7500,"HFA-AE, LTD","1705 S Walton Blvd Suite 3, Bentonville, Arkansas 72712",(479) 273-7780,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024429,
Speculative Suite 925,TABS2024024428,Apex at Legacy,"5801 Headquarters Drive Suite 925, Plano, TX 75024",Collin,8/12/2024,12/12/2024,"$310,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior renovation to office space,"2,883 ft 2","Plano Cabosparkles HQ2, LLC c/o Monarch Alternative Capital LP","535 Madison Avenue Suite 150, New York, New York 10022",(248) 705-9275,ENTOS Design,"5400 LBJ Freeway Suite 125, Dallas, Texas 75240",(972) 770-2222,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024428,
Plano NOVA,TABS2024024427,Plano Building,"3933 Central Exp, Plano, TX 75023",Collin,9/30/2024,11/30/2024,"$500,000",Additions to Existing Building,"This project is privately funded, on private land for private use.",Tenant finish out.,"4,400 ft 2",NOVA Medical Centers,"2425 Fountain View Suite 160, Houston, Texas 77057",(713) 880-4400,REK Architect,"5851 Legacy Circle #600, Plano, Texas 75024",(214) 235-2646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024427,
Painted Tree,TABS2024024382,Lakeside Trailhead,"4610 Brookridge Ave, Mckinney, TX 75071",Collin,9/30/2024,9/30/2025,"$750,000",New Construction,"This project is privately funded, on private land for private use.",New construction of a bathroom/storage building for an amenity pool area for new master planned community,600 ft 2,Oxland,"1401 Lake Plaza Drive Suite 200-158, Spring, Texas 77389",(214) 394-0493,LRK,"150 Turtle Creek Blvd Suite 104d, Dallas, Texas 75207",214 537 5630,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024382,
Baylor Scott & White Outpatient PT Clinic,TABS2024024380,Baylor Scott & White Outpatient PT Clinic,"2900 Pleasant Valley Rd., Sachse, TX 75048",Collin,9/1/2024,11/30/2024,"$485,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",interior fit-out for outpatient PT clinic,"3,000 ft 2",PMB Station Retail 2 LLC,"4001 Maple Ave., Ste 270, Dallas, Texas 75219",(858) 527-5683,"Robert J. Tanay, RA","680 American Avenue, Suite 203, King of Prussia, Pennsylvania 19406",(215) 370-8238,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024380,Kevin Hillenbrand
Ionna Charging Hub Plano,TABS2024024360,Chisholm Plaza Shopping Mall,"1901 N. Central EXPY, Plano, TX 75075",Collin,10/7/2024,12/6/2024,"$1,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Install new utility transformer, switchboard, step down transformer, (5) EV dispensers, screening for electrical gear, prefabricated c-store structure, (2) canopies and new parking area including new curbing, paving, stencil and striping.   ","13,000 ft 2","Genecov DMLT, LTD.","1350 Dominion Plaza, Tyler, Texas 75703",(903) 509-8844,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024024360,
