project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
Isaacs Early Childhood School Addition/Renovation,TABS2024013957,Isaacs Early Childhood School,"3400 E Parker Rd., Plano, TX 75074",Collin,6/17/2024,8/29/2025,"$5,884,863",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","A Kitchen and Dining Room Addition, Replace valves at Sprinkler System, Provide all new controls, upgrade marquee to digital, Replace playground PreK fall protection, provide appropriate direction signage to visitors parking.","14,452 ft 2",Plano Independent School District,"6600 Alma Dr., Plano, Texas 75023",(469) 752-1484,Glenn Partners,"5646 Milton Ave, Ste 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013957,
Beaty Early Childhood School Addition/Renovation,TABS2024013956,Beaty Early Childhood School,"1717 Nevada Dr., Plano, TX 75093",Collin,6/17/2024,8/29/2025,"$4,961,883",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Kitchen &Dining Room Addition, Provide all new controls, Upsize chiller, pumps and boiler, Upgrade marquee to digital, Provide appropriate signage direction to the visitor parking, Provide additional staff parking and interior cameras","10,185 ft 2",Plano Independent School District,"6600 Alma Dr., Plano, Texas 75023",(469) 752-1484,Glenn Partners,"5646 Milton Ave, Ste 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013956,
Pearson Early Childhood School Addition/Renovation,TABS2024013955,Pearson Early Childhood School,"4000 Eagle Pass Pearson Early Childhood School, Plano, TX 75023",Collin,6/17/2024,8/29/2025,"$5,220,997",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.","Kitchen & Dining Room Addition, Replace valves at Sprinkler System, Provide all new controls, Upsize chiller, pumps & boiler, Upgrade marquee to dIgItal, Provide addItIonal parking cameras & interior cameras, Add access control Key cards","10,049 ft 2",Plano Independent School District,"6600 Alma Dr., Plano, Texas 75023",469 752-1484,Glenn Partners,"5646 Milton Ave, Ste 426, Dallas, Texas 75206",(469) 930-7655,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013955,
ART NAIS AND SPA,TABS2024013953,-,"3421 RENNER RD #STE. 108-109, Plano, TX 75074",Collin,3/25/2024,5/25/2024,"$70,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"3,023 ft 2",PLANO RENNER RETAIL LLC,"18484 PRESTON RD, DALLAS, Texas 75252",(214) 384-0729,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013953,THUY NGUYEN
1001 Kline Road - TFS,TABS2024013934,1001 Kline Road,"1001 Kline Road, Plano, TX 75074",Collin,4/1/2024,5/31/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Demolition to provide new warehouser space,"4,892 ft 2",ATCAP Partners,"12001 N. Central ExpresswaySuite 200, Dallas, Texas 75243",(972) 415-4911,OnWorks,"5048 Addison Circle, Addison, Texas 75001",(972) 824-7710,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013934,
Carnation Auto Spa ( Wylie ),TABS2024013903,Carnation Auto Spa ( Wylie ),"2010 S Sate Hwy 79, Wylie, TX 75098",Collin,4/8/2024,6/3/2024,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Installing new vacuuming canopies and remodeling lobby area.,"10,671 ft 2",Adnan Rehmatullah,"6501 Eldorado Pkwy, McKinney, Texas 75070",833-833-8003,AJ Engineering Services Inc,"8500 N Stemmons Pkwy, Suite 4006, Dallas, Texas 75247",(469) 432-6093,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013903,
Papa Johns (Henneman),TABS2024013897,Papa Johns,"6550 SH 121 SB, Suite100, Mckinney, TX 75070",Collin,3/4/2024,6/10/2024,"$350,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant build-out of a McAlister's Deli restaurant,"1,500 ft 2",Denton Loop 288 LP,"4515 LBJ Freeway, Farmers Branch, Texas 75244",(972) 620-2287,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013897,
AT&T McKinney,TABS2024013896,8801,"8801 El Dorado suite 400, Mckinney, TX 75070",Collin,4/15/2024,9/20/2024,"$123,629",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out of an existing retail suite,"1,719 ft 2","Abji, LLC","3575 Story Rd. West Suite 100, Irving, Texas 75038",214-682-4886,WILLIAM PECK  ASSOC INC,"105 W MAIN ST, LEWISVILLE, Texas 75057",(972) 221-1424,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013896,
Tenant Lounge and Building Conference,TABS2024013857,Legacy Town Center Headquarters I,"7800 N. Dallas Parkway Suite 150, Plano, TX 75024",Collin,3/14/2024,5/31/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing office space in high-rise office building.,"2,584 ft 2",NORTHWAY PROPERTIES,"2500 DALLAS PARKWAY SUITE 550, Plano, Texas 75093",469.241.0303,Go Studio,"1201 Main St Suite 1370, Dallas, Texas 75202",(214) 420-4646,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013857,
The Platform,TABS2024013852,The Platform,"NW Corner of Oak and 2nd Street, Frisco, TX 75034",Collin,7/1/2024,5/30/2025,"$8,600,000",New Construction,"This project is privately funded, on private land for private use.","THE PROJECT CONSISTS OF NEW CONSTRUCTION IMPROVEMENTS FOR A 30 DWELLING UNIT, FOUR  STORY, WOOD FRAMED APARTMENT BUILDING WITH A PRIVATE OFFICE COMPONENT, INCLUDING ALL  ASSOCIATED SITE WORK.  THE RESIDENTIAL STRUCTURE WILL BE PROTECTED WITH AN NFPA ","40,500 ft 2","Fenton Dallas, LLC","13747 Montfort Dr. Ste. 205, Dallas, Texas 75204",214-363-0835,DUAL Workshop,"9117 Raeford Drive, Dallas, Texas 75243",214.542.6310,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024013852,
