ProjectId,ProjectNumber,DataVersionId,ProjectName,ProjectStatus,ProjectCreatedOn,FacilityName,City,County,TypeOfWork,EstimatedCost,EstimatedStartDate,EstimatedEndDate,URL
3b16ac99-d777-4d28-95ec-cada85190526,TABS2026009726,900001,FedEx Office Frisco TX - Preston Rd (LL Scope),3008,2026-01-09T15:45:36.147,FedEx Office,623,2043,9002,215000.0,2026-02-02T00:00:00,2026-04-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009726
bd38a38b-776b-4f9c-a70d-9c52ebc671c2,TABS2026009717,900001,"FedEx Office Frisco, TX - Preston Rd (FXO Scope)",3008,2026-01-09T15:12:31.65,FedEx Office,623,2043,9002,172852.0,2026-06-15T00:00:00,2026-07-10T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009717
0cf11a6c-d929-4200-8fa1-99e60e8e2c2c,TABS2026009679,900001,Shepton High School - Elevator Replacement,3008,2026-01-09T11:48:02.477,Shepton High School,1362,2043,9002,249050.0,2026-05-01T00:00:00,2026-07-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009679
e6e36549-ed86-4228-99e4-80439b6ab332,TABS2026009676,900001,We Rock The Spectrum - Celina,3008,2026-01-09T11:19:32.26,Shell 2 Phase 1,286,2043,9001,435000.0,2026-01-26T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009676
167fd088-fdf7-4519-82a6-e130f55ecdc2,TABS2026009668,900001,Hardcore Closer,3008,2026-01-09T10:49:53.933,Apex at Legacy,1362,2043,9002,280000.0,2026-01-12T00:00:00,2026-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009668
29ad3b3e-7e96-42bb-a3d7-01b8af5d0c9a,TABS2026009663,900001,"BASHIR, AHMED",3008,2026-01-09T10:16:53.04,LUMINA PSYCHIATRY & WELLNESS,1107,2043,9001,240000.0,2026-02-02T00:00:00,2026-05-18T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009663
f433179a-c133-4c7c-be18-4a0d98a4269f,TABS2026009648,900001,THE OFFICES AT MCKINNEY CROSSING #STE. 604,3008,2026-01-08T23:21:18.773,THE OFFICES AT MCKINNEY CROSSING,1107,2043,9001,80000.0,2026-02-01T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009648
e3ada209-6315-4a26-ad3c-06872b005058,TABS2026009647,900001,THE OFFICES AT MCKINNEY CROSSING #STE. 602,3008,2026-01-08T23:18:26.83,THE OFFICES AT MCKINNEY CROSSING,1107,2043,9001,80000.0,2026-02-01T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009647
21205f03-d614-4cba-aaba-15f92745ad9a,TABS2026009646,900001,THE OFFICES AT MCKINNEY CROSSING #STE. 601,3008,2026-01-08T23:13:25.937,THE OFFICES AT MCKINNEY CROSSING,1107,2043,9001,80000.0,2026-02-01T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009646
9bbbf700-60d4-4756-83db-7cc9c4080ee9,TABS2026009645,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-08T23:07:00.837,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9001,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009645
280d29b9-7e83-4068-b599-abb3ff96096a,TABS2026009644,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-08T23:03:31.763,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009644
f373541e-6944-4b57-8b5b-7cfc981c6cde,TABS2026009643,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-08T23:00:41.637,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009643
8168392c-1ce0-4105-a5d8-d27100f84acb,TABS2026009642,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-08T22:58:13.93,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009642
5ca8a872-6cfd-4bfe-8a90-eb4be63f2136,TABS2026009619,900001,GMCC & Welling,3008,2026-01-08T16:13:09.093,2860 Guilder Drive,1362,2043,9002,500000.0,2026-02-01T00:00:00,2026-06-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009619
e2dc1ef9-1736-4251-a352-046499a7e371,TABS2026009615,900001,Assembly Park Creative Office Suite 180,3008,2026-01-08T15:47:21.893,Assembly Park,1362,2043,9002,1026300.0,2026-01-31T00:00:00,2026-04-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009615
cef8fe6e-982b-4255-966c-af8f1cb9ffe1,TABS2026009601,900001,Preston Corner Retail Building - Lot 11,3008,2026-01-08T14:58:23.853,Preston Corner Retail Building - Lot 11,286,2043,9001,1700000.0,2026-02-08T00:00:00,2026-05-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009601
f850291a-d93c-446c-a595-1219a91605df,TABS2026009595,900001,Spec Suite 150 - 3601 N McDonald Street,3008,2026-01-08T14:28:38.72,3601 N McDonald Street,1107,2043,9002,150000.0,2026-02-01T00:00:00,2026-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009595
a8d38e47-57c4-4067-8337-f2934238efa5,TABS2026009574,900001,Tipalti,3008,2026-01-08T12:41:10.13,Legacy Town Center II,1362,2043,9001,160429.0,2026-01-12T00:00:00,2026-04-13T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009574
2523e936-4d54-4aa1-b829-2559fe8ce664,TABS2026009569,900001,Preston Corner Retail Building - Lot 10,3008,2026-01-08T12:12:41.777,Preston Corner Retail Building - Lot 10,286,2043,9001,1700000.0,2026-02-08T00:00:00,2026-05-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009569
54a81af6-3a16-446d-93c9-9265e9f775c8,TABS2026009498,900001,One Rainy Day,3008,2026-01-07T16:42:48.793,n/a,1194,2043,9002,150000.0,2026-01-26T00:00:00,2026-04-04T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009498
30cc732b-b9b8-4bc0-85b3-0d9903f6c65c,TABS2026009490,900001,2120 PRAIRIE DR,3008,2026-01-07T16:04:10.877,NEPHRONLIFE PLLC,1408,2043,9002,235083.0,2026-01-20T00:00:00,2026-05-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009490
f2f46c68-001f-4a0a-bfa4-2bd87c672a72,TABS2026009470,900001,Alta Preserve,3008,2026-01-07T14:56:04.21,Alta Preserve,27,2043,9001,2000000.0,2026-04-15T00:00:00,2028-04-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009470
4348351b-26c9-431b-bbd7-a3234e53e340,TABS2026009469,900001,Worth Asset Management,3008,2026-01-07T14:54:25.593,Briargrove Place,415,2043,9002,75000.0,2026-01-19T00:00:00,2026-02-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009469
935fd3e4-9402-4da8-bbc9-b2880ec5f288,TABS2026009463,900001,"PRIMROSE SCHOOL OF MCKINNEY, TX",3008,2026-01-07T14:36:45.763,"PRIMROSE SCHOOL OF MCKINNEY, TX",1107,2043,9001,2800000.0,2026-03-01T00:00:00,2027-01-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009463
dd6f4ca0-e5d3-4ba7-ae1e-a812cdb97a73,TABS2026009438,900001,Broadcast Room Renovations,3008,2026-01-07T13:07:30.207,Collin College Higher Education Center,1107,2043,9002,350000.0,2026-04-01T00:00:00,2026-09-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009438
7fb91f7b-736f-4a7f-a384-f86145bd619f,TABS2026009427,900001,Adidas,3008,2026-01-07T11:53:35.367,Legacy West,1362,2043,9002,800000.0,2026-03-02T00:00:00,2026-05-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009427
7a95f118-b0f9-4e7a-b054-b4f010a952ac,TABS2026009416,900001,Genpact Sublease,3008,2026-01-07T10:42:03.203,6500 Chase Oaks (Legacy Central Campus),1362,2043,9002,1000000.0,2026-01-15T00:00:00,2026-05-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009416
2dd265f2-201f-425d-bdfa-d0dffe08d430,TABS2026009405,900001,John Paul II High School Synthetic Athletic Field Addition,3008,2026-01-07T08:57:34.27,John Paull II High School - Parking Lot and Sports Field,1362,2043,9002,5000000.0,2026-02-02T00:00:00,2026-08-16T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009405
3b3b21da-eace-4621-9d89-48195aaa46be,TABS2026009402,900001,playtopia,3008,2026-01-07T08:25:55.037,craig crossing,1107,2043,9002,250000.0,2026-03-01T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009402
17b16eba-d4c6-4b56-994a-45fe3a17b3fe,TABS2026009398,900001,Wells Fargo Preston & Parker,3008,2026-01-07T07:08:30.023,Wells Fargo Bank,1362,2043,9002,215000.0,2026-02-19T00:00:00,2026-04-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009398
877d83c0-f75d-4b53-a1eb-e13e231ea7ad,TABS2026009394,900001,RAGA MAYURI,3008,2026-01-06T21:57:57.347,RAGA MAYURI,623,2043,9001,120000.0,2026-06-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009394
f2763207-3e20-40f0-a7d4-3d0baa539a36,TABS2026009393,900001,ANU ATTIRES,3008,2026-01-06T21:54:43.467,ANU ATTIRES,623,2043,9001,270000.0,2026-06-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009393
2c24ddbd-a14a-474a-ada7-408643a7ec26,TABS2026009391,900001,AABHARAN,3008,2026-01-06T21:40:21.37,AABHARAN,623,2043,9002,120000.0,2026-06-01T00:00:00,2026-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009391
bbdc11b6-413c-4cb0-bb84-a5b86ee1aba1,TABS2026009389,900001,"Texas Joint Institute Plano - Second Floor Clinic Finish-out, 5068 W. Plano Pkwy",3008,2026-01-06T20:31:16.45,Parkway Commons,1362,2043,9002,400000.0,2026-02-01T00:00:00,2026-06-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009389
01217557-cfc2-4a37-bd78-977993cfe6bf,TABS2026009388,900001,Texas Joint Institute Plano - First Floor Clinic Finish-out,3008,2026-01-06T20:16:42.38,Parkway Commons,1362,2043,9002,1200000.0,2026-02-01T00:00:00,2026-08-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009388
29e9ba7a-64da-4988-ba83-2e56275ae1e0,TABS2026009385,900001,Suite 220 White Box,3008,2026-01-06T19:37:47.22,Parker Plaza West,1362,2043,9002,225000.0,2026-01-12T00:00:00,2026-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009385
c169bfb7-2dfe-4a76-acf8-2cf4e2196af5,TABS2026009383,900001,Suite 214 White Box,3008,2026-01-06T19:22:48.543,Parker Plaza West,1362,2043,9002,240000.0,2026-01-12T00:00:00,2026-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009383
907b2d31-4f4e-487c-af15-2517978ed06e,TABS2026009382,900001,Schimelpfenig MS MEP Upgrades,3008,2026-01-06T18:09:18.563,Schimelpfenig Middle School,1362,2043,9002,5500000.0,2026-05-15T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009382
e2ea4451-13d0-4824-b467-e845c9636cbe,TABS2026009380,900001,Kiln Plano,3008,2026-01-06T17:21:55.243,THE SHOPS AT LEGACY TOWN CENTER Building C,1362,2043,9002,2500000.0,2026-05-01T00:00:00,2026-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009380
0d10c758-30d4-4d66-8d87-a82a0a606fce,TABS2026009372,900001,Suite 210 White Box,3008,2026-01-06T16:24:17.75,Parker Plaza West,1362,2043,9002,145000.0,2026-01-12T00:00:00,2026-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009372
9bfb4254-e27a-4cc1-900f-13fb6325ea88,TABS2026009366,900001,Suite 204 White Box,3008,2026-01-06T16:10:41.59,Parker Plaza West,1362,2043,9002,155000.0,2026-01-12T00:00:00,2026-03-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009366
bb82a186-6e3f-4bf0-95d8-23613e1048de,TABS2026009363,900001,Otto MS MEP Upgrades,3008,2026-01-06T16:03:48.347,Otto Middle School,1362,2043,9002,1800000.0,2026-05-15T00:00:00,2026-08-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009363
ac9cf22e-b8c3-45d0-947e-48c9ffbd5e65,TABS2026009336,900001,Bare Dermatology- Allen,3009,2026-01-06T13:53:17.687,The Offices on Raintree Building 2,27,2043,9001,300000.0,2026-02-02T00:00:00,2026-09-25T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009336
6d87a448-95bf-4131-91cc-239bc2d009d8,TABS2026009317,900001,Mexican Bar Company,3008,2026-01-06T12:26:01.49,Sloan Corners Retail,27,2043,9001,1450000.0,2026-01-12T00:00:00,2026-09-15T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009317
cec508ad-9df8-4ccb-b7b4-93f78d59ddcf,TABS2026009271,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-05T19:51:21.477,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9001,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009271
7b6fbbfd-9d35-4cd2-b82b-f1c3fb875f3e,TABS2026009270,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-05T19:48:47.267,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009270
22c07106-8640-463d-97b4-385d8bffa611,TABS2026009269,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-05T19:45:21.87,CREEKSIDE CELINA PROFESSIONAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009269
bfb65989-9e0f-466c-bd7b-4f0248a2f113,TABS2026009268,900001,CREEKSIDE CELINA PROFESSIONAL OFFICE,3008,2026-01-05T19:42:07.177,CREEKSIDE CELINA MEDICAL OFFICE,286,2043,9002,1150000.0,2026-03-15T00:00:00,2027-12-30T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009268
ff986736-0703-4824-8d56-8ded06dc76e3,TABS2026009267,900001,PHO NEAR ME,3008,2026-01-05T19:33:59.67,SHOP AT PRESTWICK HOLLOW BLDG C,1107,2043,9001,200000.0,2026-02-01T00:00:00,2027-02-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026009267
