ProjectId,ProjectNumber,ProjectName,ProjectCreatedOn,ProjectStatus,FacilityName,City,County,TypeOfWork,EstimatedCost,DataVersionId,EstimatedStartDate,EstimatedEndDate,URL
38da64eb-1b0b-45d8-b8bf-ff5a082be2e7,TABS2025026564,Baylor Scott & White Health - Frisco Hospital - Building Renovation,2025-08-22T16:54:30.547,3008,Baylor Scott & White Health - Frisco Hospital,623,2043,9002,350000.0,900001,2025-11-01T00:00:00,2026-01-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026564
602f65c4-b5b4-4c10-9861-518f7357f8cd,TABS2025026549,Mountain Mike's Pizza Murphy,2025-08-22T15:40:42.827,3008,N/A,1194,2043,9002,500000.0,900001,2025-10-03T00:00:00,2025-11-14T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026549
bb0db8b0-3d4c-47b1-864e-78108cc0c9ac,TABS2025026533,ATI Physical Therapy - Melissa,2025-08-22T13:42:31.487,3008,ATI Physical Therapy,1117,2043,9002,320000.0,900001,2025-10-06T00:00:00,2025-10-22T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026533
01f459e5-6761-401f-b57a-7374686aa48f,TABS2025026513,CPR Custer Ridgeview,2025-08-22T11:26:18.557,3008,CPR Allen Retail,27,2043,9001,4000000.0,900001,2025-09-30T00:00:00,2026-07-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026513
8d4638db-14fd-4e0c-951c-87ebca10ffea,TABS2025026511,Diptyque,2025-08-22T11:17:18.453,3008,Legacy West,1362,2043,9002,700000.0,900001,2025-09-22T00:00:00,2025-12-12T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026511
a85c040d-9e7a-4a93-a3ac-205d136fc289,TABS2025026508,Anomalia Society - Plano,2025-08-22T10:48:29.73,3008,Anomalia Society,1362,2043,9002,500000.0,900001,2025-10-01T00:00:00,2025-12-31T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026508
a0bab3ff-6ddb-4d87-bf1f-ddd3476a95d5,TABS2025026494,ATI Physical Therapy - Plano,2025-08-22T09:28:31.567,3008,ATI Physical Therapy,1362,2043,9002,305000.0,900001,2025-10-06T00:00:00,2025-12-06T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026494
b9c134e8-21a8-4d04-8586-03ec7d947e96,TABS2025026491,N4 Montessori Academy,2025-08-22T09:08:42.19,3008,N4 Montessori Academy,1787,2043,9001,3000000.0,900001,2025-10-01T00:00:00,2026-10-01T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026491
0154d308-96aa-4816-bbff-3ebe299fd672,TABS2025026479,MOLLY TEA,2025-08-21T18:40:05.043,3008,RUISSEAU VILLAGE,1362,2043,9001,100000.0,900001,2025-08-26T00:00:00,2026-01-08T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026479
0f881e9d-224c-4e29-9d03-4c0ba32a332f,TABS2025026447,Granite Park VII - Elevator Lobby Door Modifications,2025-08-21T16:24:57.8,3008,Granite Park VII,1362,2043,9002,250000.0,900001,2025-09-22T00:00:00,2026-03-27T00:00:00,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025026447
