project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,design_name,design_address,design_phone,project_url
Pandora Jewelry - Watters Creek,TABS2025023345,Watters Creek Village,"887 Watters Creek Blvd, Allen, TX 75013",Collin,9/1/2025,11/1/2025,"$125,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing tenant retail space of 855 sf. Work to be located in 590 sf of sales area only. No work in back of house.,855 ft 2,DuWest Realty,"970 Garden Park Dr, Allen, Texas 75013",(972) 747-8000,Nasr Bros Jewelers,Aiello Architecture Design,"1800 Glenview Road, Glenview, Illinois 60025",847-767-0779,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023345
Lifetime Fitness 25136UW  Lobby Lounge Refresh,TABS2025023319,Lifetime Fitness,"7100 Preston Rd, Plano, TX 75024",Collin,7/21/2025,8/15/2025,"$110,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel 5 offices spaces into an open lounge area for members.  includes demo, flooring painting, ceiling tile, and millwork","1,400 ft 2",Lifetime,"2902 Corporate Place, Chanhassen, Minnesota 55317",(612) 849-4618,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023319
Level 6 Finish Out,TABS2025023312,Globe Life,"7677 Henneman Way, Mckinney, TX 75070",Collin,7/28/2025,3/2/2026,"$4,700,000",New Construction,"This project is privately funded, on private land for private use.",Finish out of shell space in new headquarters,"34,000 ft 2",Globe Life,"7677 Henneman Way, McKinney, Texas 75070",(469) 680-5410,,Corgan,"401 North Houston St., Dallas, Texas 75202",(214) 757-1670,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023312
ON THE WOOD,TABS2025023273,MCDONALD ST. RETAIL,"702 S. MCDONALD ST. UNIT# 100, Mckinney, TX 75069",Collin,8/29/2025,11/28/2025,"$100,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"2,000 ft 2",URGENT GROUP LLC,"888 S. GREENVILLE AVE #100, RICHARDSON, Texas 75081",(214)650-8109,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023273
BEST BRAINS,TABS2025023269,CASTLE HILLS RETAIL,"800 WINDHAVEN PKWY, UNIT 400 LEWISVILLE, TEXAS 750, Leesville, TX 75056",Collin,8/29/2025,11/26/2025,"$75,000",New Construction,"This project is privately funded, on private land for private use.",INTERIOR FINISH OUT,"1,073 ft 2",Subhashini Karthikeyan,"1371 Minnow road, Coppell, Texas 75019",469-996-6699,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023269
Taco Bell,TABS2025023235,Taco Bell,"505 W. McDermott Dr., Allen, TX 75002",Collin,9/4/2025,1/30/2026,"$65,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Exterior and interior minor remodel of an existing Taco Bell restaurant.  ,"2,215 ft 2",North Texas Bells,"1207 Hall Johnson Road, Colleyville, Texas 76034",281-763-8579,,The Dimension Group,"10755 Sandhill Road, Dallas, Texas 75238",(214) 343-9400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023235
Sewell BMW - Landscape,TABS2025023229,BMW Showroom,"6800 Dallas Parkway, Plano, TX 75024",Collin,8/1/2025,10/15/2025,"$65,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of landscape area within existing footprint. Renovation includes rework of vehicle display pad, turf locations, addition of trees, decorative planting zones and modification to existing area drainage connections.",500 ft 2,Sewell Automotive Companies,"8111 Douglas Ave, Suite 800, Dallas, Texas 75225",(214) 366-7378,,Gensler,"5005 Greenville Ave, Dallas, Texas 75206",214-934-1818,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023229
Sloan's Ice Cream,TABS2025023209,Village 121,"8315 Preston Road #300D, Plano, TX 75024",Collin,7/15/2025,10/15/2025,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","This project is a 1,300 SF finish-out. It will include new walls, finishes, mechanical, electrical, and plumbing fixtures.","1,300 ft 2",121 Village Lots 2/3 LTD,"2000 McKinney Ave, Suite 1000, Dallas, Texas 75201",(214) 979-1172,,Archiphy Architecture and Interiors,"18170 Dallas Pkwy, Suite 101, Dallas, Texas 75287",972-333-0592,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023209
TIAA Level 15 Executive Conferencing,TABS2025023208,TIAA Frisco Corporate Center,"3965 North Dallas Parkway, Frisco, TX 75034",Collin,7/14/2025,9/5/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior renovation of a portion of Level 15.,"7,000 ft 2",TGA BSL Lonestar Owner LLC,"1 Cowboys Way, Frisco, Texas 75034",(817) 892-4179,Krista Volkmar,Corgan,"401 North Houston Street, Dallas, Texas 75202",(214) 748-2000,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023208
SPEC OFFICE,TABS2025023181,"C5 LOGISTICS CENTER AT McKinney, BLDG. E","310 Cypress Hill Dr, Mckinney, TX 75071",Collin,9/25/2025,12/1/2025,"$541,000",New Construction,"This project is privately funded, on private land for private use.","NEW SPEC OFFICE IN EXISTING SHELL, THERE IS NOT A LEASE FOR THIS SPACE, TENANT OCCUPANCY TBD WHEN SPACE IS LEASED.","491,218 ft 2","C5 LOGISTICS CENTER AT McKinney, BLDG. E","1230 Peachtree St NE, Ste 1000, Atlanta, Georgia 30309",214-957-8233,,MACGREGOR ASSOCIATES ARCHITECTS,"2727 Paces Ferry Road SE, Building 2, Suite 1400, Atlanta, Georgia 30339",404-259-9616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023181
SPEC OFFICE,TABS2025023180,"C5 LOGISTICS CENTER AT McKinney, BLDG. D","300 Cypress Hill Dr, Mckinney, TX 75071",Collin,9/25/2025,12/1/2025,"$490,000",New Construction,"This project is privately funded, on private land for private use.","NEW SPEC OFFICE IN EXISTING SHELL, THERE IS NOT A LEASE FOR THIS SPACE, TENANT OCCUPANCY TBD WHEN SPACE IS LEASED.","159,017 ft 2",C5 LOGISTICS CENTER AT McKinney,"1230 Peachtree St NE, Ste 1000, Atlanta, Georgia 30309",214-957-8233,,MACGREGOR ASSOCIATES ARCHITECTS,"2727 Paces Ferry Road SE, Building 2, Suite 1400, Atlanta, Georgia 30339",404-259-9616,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023180
"Water Rehab - Los Rios Addition & Ranch Estates, ENG-CMB-00005",TABS2025023165,N/A,"Los Rios Addition Subdivision, Plano, TX 75074",Collin,8/4/2025,5/21/2026,"$4,860,000",New Construction,"This project involves public funds, public land, or is a Federally funded roadway project.",Waterline improvements with sidewalk and BFR improvements,"1,000 ft 2",City of Plano,"1520 K Avenue, Suite 250, Plano, Texas 75074",972-941-7791,,RLG Consulting Engineers,"12001 N. Central Expressway, Suite 300, Dallas, Texas 75243",214-739-8100,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023165
Nordstrom Rack Store 3762 at Murphy Marketplace,TABS2025023124,Murphy Marketplace,"208 Farm to Market Road 544 Suite 101, Murphy, TX 75094",Collin,9/14/2026,2/25/2027,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.",tenant improvement finish-out into new shell building,"25,103 ft 2",Phillips Edison & Company,"11501 Northlake Drive, Cincinnati, Ohio 45249",(801) 415-4364,"Nordstrom Inc, CBRE Dawna Fritz",Hoshide Wanzer Architects,"100 NE Northlake Way Suite 150, Seattle, Washington 98105",206-325-6441,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023124
Picklemans Store #42,TABS2025023116,Shops at Parkwood 121,"8448 Parkwood Blvd Suite 300, Plano, TX 75024",Collin,7/15/2025,10/1/2025,"$270,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodel current restaurant layout to a Pickleman's Cafe Restaurant. Remove one bathroom and add back another bathroom in a different area and relocate the walk in cooler.,"1,600 ft 2",Shops at Parkwood 121 LLC,"5600 West Lovers Lane, Suite 116-411, Dallas, Texas 75209",214-903-9634,Cole Guidinger,"David Soskolne Projects, Inc","17748 Agave Lane, Dallas, Texas 75252",972-740-3264,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023116
Burlington,TABS2025023108,Murphy Marketplace,"223-225 E FM 544, Murphy, TX 75094",Collin,2/1/2026,12/1/2026,"$1,400,000",New Construction,"This project is privately funded, on private land for private use.","20,370 tenant improvement finish-out into new shell building","20,370 ft 2",Phillips Edison & Company,"11501 Northlake Drive, Cincinnati, Ohio 45249",(801) 415-4364,,O'Brien Architects,"1722 Routh St. Suite 122, Dallas, Texas 75201",972-788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023108
Perio Implant Center of Mckinney,TABS2025023101,Perio Implant Center of Mckinney,"321 N. Central Expressway suite 102, Mckinney, TX 75070",Collin,9/11/2024,11/13/2025,"$149,016",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior remodel of a Implant Center,"2,754 ft 2",Bill Cox,"321 N. Central Expressway suite 370, Mckinney, Texas 75070",(972) 562-8003,Dr. Paul Chang,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023101
"MCD 75 & MONTE CARLO - PRINCETON, TX",TABS2025023079,"MCD 75 & MONTE CARLO - PRINCETON, TX","NEAR NEC OF FM 75 & MONTE CARLO BLVD, Princeton, TX 75407",Collin,9/1/2025,2/28/2026,"$1,500,000",New Construction,"This project is privately funded, on private land for private use.",New Construction McDonalds,"4,590 ft 2","MCDONALD'S USA, LLC","110 N. CARPENTER STREET, CHICAGO, Illinois 60607",(702) 788-6093,,"JAW ARCHITECTS, INC.","6115 CAMP BOWIE BLVD STE 200, FORT WORTH, Texas 76116",(817) 705-3387,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023079
Colonnade at Willow Bend - Building 10,TABS2025023075,Colonnade at Willow Bend,"1100 Meredith Lane Building 10, Plano, TX 75093",Collin,9/1/2025,10/1/2025,"$53,073",Renovation/Alteration,"This project is privately funded, on private land for private use.",Waterproofing repairs to balconies and stucco replacement as needed based on conditions encountered during work.,"1,106 ft 2",1100 MEREDITH LANE INC,"C/O MANAGERS OFFICE 1100 MEREDITH LN, Plano, Texas 75093",(972) 447-2800,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023075
Colonnade at Willow Bend - Building 5,TABS2025023074,Colonnade at Willow Bend,"1100 Meredith Lane Building 5, Plano, TX 75093",Collin,9/1/2025,10/1/2025,"$128,221",Renovation/Alteration,"This project is privately funded, on private land for private use.",Waterproofing repairs to balconies and stucco replacement as needed based on conditions encountered during work.,"2,548 ft 2",1100 MEREDITH LANE INC,"C/O MANAGERS OFFICE 1100 MEREDITH LN, Plano, Texas 75093",(972) 447-2800,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023074
Colonnade at Willow Bend - Building 4,TABS2025023073,Colonnade at Willow Bend,"1100 Meredith Lane Building 4, Plano, TX 75093",Collin,9/1/2025,10/1/2025,"$67,923",Renovation/Alteration,"This project is privately funded, on private land for private use.",Waterproofing repairs to balconies and stucco replacement as needed based on conditions encountered during work.,"1,324 ft 2",1100 MEREDITH LANE INC,"C/O MANAGERS OFFICE 1100 MEREDITH LN, Plano, Texas 75093",(972) 447-2800,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023073
2001 WestGate Dr. #120 Spec Office,TABS2025023023,2001 Westgate,"2001 Westgate Dr. Suite 120, Carrollton, TX 75006",Collin,8/14/2025,11/17/2025,"$325,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",New Spec office within existing vacant warehouse shell,"1,479 ft 2",Cabot Properties,"5005 LBJ Freeway, Suite 860 Dallas, TX  75244 Suite 860, Dallas, Texas 75244",(972) 450-4992,,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025023023
