project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
TAP THAT,TABS2024012320,-,"119 SOUTH MAIN ST, Farmersville, TX 75442",Collin,3/18/2024,5/18/2024,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR RENOVATION ,"1,542 ft 2",SIMPLEXITY ENTERPRISES LLC,"5015 CR 660, FARMERSVILLE, Texas 75442",(214) 457-3059,TRACYS CUSTOM HOME DESIGN,"111 FARMERSVILLE PKWY #STE. 300, FARMERSVILLE, Texas 75442",(903) 274-6022,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012320,
Amenity Center,TABS2024012312,Collin Creek Corporate Center II,"1801 Alma Drive, 3rd Floor, Plano, TX 75075",Collin,2/26/2024,5/31/2024,"$589,514",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of existing interior office space,"7,010 ft 2",Allen & Loucks Venture LP dba CB&Q LLC,"15301 Dallas Parkway Suite 1100, Addison, Texas 75001",(630) 501-4730,Interprise Design,"14241, Dallas North Tollway Suite 260, Dallas, Texas 75254",(972) 385-3991,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012312,
Hensley Industrial Park,TABS2024012274,Hensley Industrial Park,"550 Hooper Road, Wylie, TX 75089",Collin,5/1/2024,5/1/2025,"$2,600,000",New Construction,"This project is privately funded, on private land for private use.","32,560 sf Warehouse, 4 Metal Shell Buildings","32,540 ft 2",ADC Industrial LLC,"550 Hooper Road, Wylie, Texas 75089",(469) 996-1363,"Oculus Architects, Inc","14310 Rich Branch Dr., North Potomac, Maryland 20878",608-609-4806,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012274,
307 Tenant Finish Out,TABS2024012235,Oak Point Plaza,"5025 K Avenue, Suite 307, Plano, TX 75074",Collin,3/15/2024,5/15/2024,"$96,067",New Construction,"This project is privately funded, on private land for private use.",1st-time commercial finish out in a newly constructed shell building,"1,000 ft 2","Oak Point Plaza I, LLC","PO Box 427, Addison, Texas 75001",(972) 239-1324,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012235,
Robert Madden,TABS2024012196,"McKinney Business Park, Building 200","951 Harry McKillop Blvd, Building 200, Mckinney, TX 75069",Collin,3/15/2024,5/15/2024,"$1,765,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior office and warehouse finish out within an existing building.,"165,864 ft 2",Transwestern Development Company,"2300 North Field Street, Suite 2000, Dallas, Texas 75201",214.886.7313,O'Brien Architects,"1722 Routh Street, Suite 122, Dallas, Texas 75201",(972) 788-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012196,
TOWN OF FAIRVIEW HONOR PLAZA,TABS2024012141,TOWN OF FAIRVIEW CENTRAL FIRE STATION,"510 TX-5, Fairview, TX 75069",Collin,4/1/2024,7/1/2024,"$100,000",Additions to Existing Building,"This project involves public funds, public land, or is a Federally funded roadway project.",CONSTRUCTION OF FIRE FIGHTER HONOR PLAZA WALL AND PAVERS.,400 ft 2,TOWN OF FAIRVIEW,"372 TOWN PLACE, FAIRVIEW, Texas 75069",972-886-4238,BRINKLEY SARGENT WIGINTON ARCHITECTS,"5000 QUORUM DR. Suite 600, Dallas, Texas 75254",972-970-9970,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012141,
Buena Vista - Wedding Chapel,TABS2024012139,Wedding Chapel,"9204 Highway 78, Blue Ridge, TX 75424",Collin,2/28/2024,4/1/2024,"$450,000",New Construction,"This project is privately funded, on private land for private use.",Construct new open air wedding chapel ,"3,000 ft 2",Mike and Luisa Selman,"9204 Hwy 78, Blue Ridge, Texas 75424",(817) 320-3470,Make Ready - Design + Build,"2102 Fm 1141, Rockwall, Texas 75087",(214) 477-7443,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012139,
Gorjana,TABS2024012128,Legacy West,"7700 Windrose Ave. Suite No, G155, Plano, TX 75024",Collin,3/15/2024,5/15/2024,"$250,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Remodel of existing tenant space. New layout, fixtures, finishes. New lighting. The existing toilet room, and drinking fountains are to remain (installed in 2017)",950 ft 2,"Legacy West investors c/o Prism Places, LP","5908 Headquarters Dr. Suite No. K220, Plano, Texas 75024",949 232-6874,Cortland Morgan Architect,"711 Fielder Road, Arlington, Texas 76012",817 635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012128,Ashley Fella
New Office Building,TABS2024012125,Daniel Askari,"Central Expressway Spring Central Addition, Block A, Lot 2R, Plano, TX 75074",Collin,7/1/2024,10/31/2025,"$3,000,000",New Construction,"This project is privately funded, on private land for private use.",New concrete frame two story building above podium for ground level parking.,"12,903 ft 2",Askari Properties LLC,"3401 Custer Road Suite 101, Plano, Texas 75023",(469) 363-1414,BroadStone Design Group,"401 Pinson Road, Forney, Texas 75126",(214) 295-5280,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012125,
TI RFAB2 BC13 Substation Expansion,TABS2024012097,TI RFAB2 BC13 Substation Expansion,"300 W. Renner Road, Richardson, TX 75080",Collin,2/26/2024,6/3/2024,"$4,500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",new electrical substation room within existing central utility plant,"10,500 ft 2","Texas Instruments, Inc.","12500 TI Blvd., Dallas, Texas 75266",(214) 986-6323,"Page Southerland Page, Inc.","1800 Main Street, Suite 123, Dallas, Texas 75201",214-522-3900,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024012097,
