project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,design_name,design_address,design_phone,project_url,tenant_name
En Fuego McKinney,TABS2024019374,HUB 121 LLC,"7550 SH 121 #400, Mckinney, TX 75070",Collin,6/24/2024,9/27/2024,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project involves a tenant improvement finish-out for a cigar retail shop that consist of retail, lounge and patio","2,161 ft 2","HUB 121, LLC","7550 SH 121, McKinney, Texas 75070",(972) 231-8600,"Parish Line Studio, PLLC","300 E Davis St. #123, McKinney, Texas 75069",318-282-4243,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019374,
Children's Hunger Fund,TABS2024019370,Children's Hunger Fund,"First Street, Prosper, TX 75078",Collin,8/1/2024,10/31/2025,"$27,000,000",New Construction,"This project is privately funded, on private land for private use.","New construction of a two story concrete tilt wall mixed-use office building for Group B, Group A, and S-1 (Storage).","87,981 ft 2",Jason Hartung,"13931 Balboa Blvd, Sylmar, California 91342",818-979-7100,O'Brien Architects,"1722 Routh St., Suite 122, Dallas, Texas 75201",972-392-1010,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019370,
Main Street (1st Street to North County Road),TABS2024019361,"Sidewalks along Main Street & Traffic Signals at 4th Street, 5th Street, and North County Road Inte","Main Street (1st Street to North County Rd)Frisco, Frisco, TX 75034",Collin,6/1/2024,12/31/2025,"$1,520,256",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","The project includes sidewalk replacement along Main Street from 1st Street to N County Road, a new traffic signal at the 4th Street intersection, and traffic signal modifications at the 5th Street and N County Road intersections (80,910 sf).","80,910 ft 2",City of Frisco,"6101 Frisco Square Boulevard, Frisco, Texas 75034",972-292-5435,"Kimley-Horn and Associates, Inc.","225 E. John W. Carpenter Freeway, Suite 1100, Irving, Texas 75062",214-420-5600,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019361,
Fire Bowl Cafe,TABS2024019359,Shops at Fort Buckner,"4060 W University Drive, Suite 300, Mckinney, TX 75071",Collin,7/8/2024,9/9/2024,"$425,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish-out of new Fire Bowl Cafe restaurant with commercial kitchen and restrooms.,"2,525 ft 2","The Seitz Group, Inc","1110 Cowan Rd., Celina, Texas 75009",(214) 223-9077,"Bluestone Partners, LLC","4708 FM 1417, Sherman, Texas 75092",903-813-1415,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019359,"Jared Cole (Daniel Legacy Capital, LLC)"
Markel Plano,TABS2024019325,Granite Park 3,"5601 Granite Parkway, 6th Floor, Plano, TX 75024",Collin,6/20/2024,11/22/2024,"$900,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","INTERIOR RENOVATION OF EXISTING TENANT SPACE WITH EXTENSION OF SUITE. SCOPE INCLUDES DEMOLITION OF EXISTING PARTITIONS, DOORS, FINISHES, MECHANICAL DUCTWORK AND EQUIPMENT, ELECTRICAL WIRING AND DEVICES, AND EXISTING LIGHT FIXTURES. NEW WORK SCOPE INC","7,567 ft 2",Granite Properties,"5601 Granite Parkway Suite 1200, Plano, Texas 75024",972.731.2308,Interior Architects,"728 Northwestern Avenue Building A, Austin, Texas 78702",737.218.5228,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019325,Susan Johnson
PAGODA ASIAN GRILL - EXTERIOR,TABS2024019321,PAGODA ASIAN GRILL,"1801 N. HARDIN BLVD. 00100, Mckinney, TX 75071",Collin,5/31/2024,6/14/2024,"$90,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","EXTERIOR IMPROVEMENTS, INCLUDING RELOCATING PICK-UP WINDOW, DRIVE THROUGH SIGNAGE, NEW MENI BOARD, WITH SPEAKER AND CANOPY. NEW DECORATIVE HORSE STATUE AND PAINT EXISTING DRIVE THROUGH AND MAIN ENTRY CANOPIES.","1,000 ft 2",PF Changes China Bistro Inc.,"8377 E. Hartford Dr., Ste. 200, Scottsdale, Arizona 85255",(480) 888-3324,"Cortland Morgan Architect, AIA","711 N. Fielder Road, Arlington, Texas 76012",(817) 635-5696,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019321,
The Bays,TABS2024019318,The Bays Frisco,"COLLIN COUNTY SCHOOL LAND #12 SURV ABST NO. 147, Frisco, TX 75033",Collin,5/24/2024,10/31/2025,"$35,000,000",New Construction,"This project is privately funded, on private land for private use.","Luxury development of a golf driving range and hotel with restaurants, bars, private club, and gool. The building is a 4-story, 2HR concrete structure.","114,800 ft 2",LMIF REAL ESTATE,"2774 Bandolier Lane, Frisco, Texas 75033",(618) 593-1056,Bush Architects LLC,"14951 N. Dallas Parkway, Suite 850, Addison, Texas 75254",(469) 857-8151,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019318,
Autism Response Team: ART,TABS2024019317,Autism Response Team: ART,"3351 S. Stonebridge Dr. Suite 200, Mckinney, TX 75070",Collin,7/21/2024,1/21/2025,"$512,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Finish Out,"4,096 ft 2",Office Equity Solutions,"365 Miron, Suite A, Southlake, Texas 76092",(817) 416-3981,Kline Hardin Architects,"701 Canyon Dr., Suite 110, Coppell, Texas 75019",(972) 331-5699,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019317,
2701 W Plano Pkwy office Remodel,TABS2024019298,2701 W. Plano Pkwy,"2701 W Plano Pkwy, Plano, TX 75075",Collin,6/10/2024,11/29/2024,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Demolition of 2 office, an archive room, and meeting room to make pace for warehouse storage. ","8,859 ft 2",Daniel Prieto,"2701 W Plano Parkway, Plano, Texas 75075",(469) 435-3250,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019298,
Cowboys Club and DCC Office Expansion,TABS2024019278,The Star,"9 Cowboys Way, Frisco, TX 75034",Collin,5/20/2024,6/17/2024,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Former open office space being converted to two office spaces,"1,560 ft 2",Blue Star,"9 Cowboys Way, Frisco, Texas 75034",(972) 497-4801,Gensler,"5005 Greenville Avenue, Dallas, Texas 75206",(214) 273-1683,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019278,
Commons at Lake Forest,TABS2024019264,Commons at Lake Forest,"SE corner of Lake Forest Drive and McKinney Ranch, Mckinney, TX 75070",Collin,12/2/2024,5/1/2025,"$4,768,000",New Construction,"This project is privately funded, on private land for private use.",New Ground Up Retail Shell,"24,000 ft 2",Commons at Lake Forest LLC,"3773 Richmond Avenue Suite 800, Houston, Texas 77046",(713) 622-6944,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019264,
Modifications @ Technology Services Building,TABS2024019232,City of Plano Technology Services Support Facility,"1117 East 15th Street, Plano, TX 75074",Collin,9/3/2024,12/6/2024,"$160,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.",Remodel of Open Office and Construction of a Private Office.,"9,000 ft 2",City of Plano,"1520 K Avenue Ste 250, Plano, Texas 75074",(972) 941-7655,"Alliance Architects, Inc.","1600 N. Collins Blvd, Ste 1000, Richardson, Texas 75080",(972) 233-0400,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019232,
Melissa City Hall Second Floor Offices,TABS2024019218,Melissa City Hall,"3411 Barker Avenue, Melissa, TX 75454",Collin,7/1/2024,11/1/2024,"$120,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Build new offices in shell space, replace interior finishes and new paint in existing office suite","1,200 ft 2",City of Melissa,"3411 Barker Avenue, Melissa, Texas 75454",(972) 838-2338,Ron Hobbs Architecture & Interior Design,"614 W. Main Street Suite 200, Garland, Texas 75040",(972) 494-0174,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019218,
New City Pres,TABS2024019215,New City Pres,"601 S Ohio St, Unit B., Celina, TX 75009",Collin,12/1/2022,9/1/2024,"$355,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Remodeling existing space for use as a church,"4,000 ft 2",Jason Hess,"601 S Ohio St, Celina, Texas 75009",(214) 799-9195,,,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019215,Robert Patton
Dallas Addiction Center - Interior Renovation - Phase 2,TABS2024019200,Dallas Addication Center,"5217 Village Creek Drive, Plano, TX 75093",Collin,10/1/2024,2/3/2025,"$2,120,508",Renovation/Alteration,"This project is privately funded, on private land for private use.","The project encompasses the renovation of a portion of the existing building. The project requires a change of occupancy from I-1 to I-1. Upon completion, the renovation portion will function as a 52-Bed Residential Treatment Facility. ","2,000 ft 2",5217 Village Creek Drive Owner LLC,"50 First Avenue, Suite #202,, Needham, Massachusetts 02494",(781) 559-3301,Nelson Architect,"6601 S. Central Ave., Bedford, Illinois 60638",708-275-1901,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019200,
121 & Coit,TABS2024019175,Chipotle Mexican Grill,"TBD Coit Rd, Plano, TX 75024",Collin,9/6/2024,12/27/2024,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Tenant finish out of an existing cold dark shell for a fast casual Mexican restaurant.,"2,332 ft 2",United Commercial Development,"7001 Preston Road Suite 410, Dallas, Texas 75205",(847) 641-1616,Red Architecture,"589 W Nationwide Blvd Suite B, Columbus, Ohio 43215",(614) 487-8770,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2024019175,Benjamin Rizzo
